,date,transactions,block_size,sent_addresses,av_transaction_size,median_transaction_size,median_transaction_value,av_transaction_value,top_100_percent,send_usd,active_addresses,confirmation_time,hashrate,difficulty,market_cap,mining_profitability,tweets,fee_reward,google_trends,full_name,coin
0,2009/01/03,nullnullnull,204nullnull,,,,,,,,nullnullnull,,,1nullnull,,,,,,paycoin,paycoin
1,2009/01/04,nullnullnull,nullnullnull,,,,,,,,nullnullnull,,,nullnullnull,,,,,,paycoin,paycoin
2,2009/01/05,nullnullnull,nullnullnull,,,,,,,,nullnullnull,,,nullnullnull,,,,,,paycoin,paycoin
3,2009/01/06,nullnullnull,nullnullnull,,,,,,,,nullnullnull,,,nullnullnull,,,,,,paycoin,paycoin
4,2009/01/07,nullnullnull,nullnullnull,,,,,,,,nullnullnull,,,nullnullnull,,,,,,paycoin,paycoin
5,2009/01/08,nullnullnull,nullnullnull,,,,,,,,nullnullnull,,,nullnullnull,,,,,,paycoin,paycoin
6,2009/01/09,nullnullnull,134nullnull,1nullnull,,,,,,,14nullnull,,,1nullnull,,,,,,paycoin,paycoin
7,2009/01/10,nullnullnull,134.23nullnull,nullnullnull,,,,,,,61nullnull,,,1nullnull,,,,,,paycoin,paycoin
8,2009/01/11,nullnullnull,134.409nullnull,1nullnull,,,,,,,93nullnull,,,1nullnull,,,,,,paycoin,paycoin
9,2009/01/12,7nullnull,153.372nullnull,7nullnull,,,,,,,102nullnull,,,1nullnull,,,,,,paycoin,paycoin
10,2009/01/13,nullnullnull,134.667nullnull,10nullnull,,,,,,,123nullnull,,,1nullnull,,,,,,paycoin,paycoin
11,2009/01/14,1nullnull,138.194nullnull,20nullnull,,,,,,,133nullnull,,,1nullnull,,,,,,paycoin,paycoin
12,2009/01/15,8nullnull,157.579nullnull,18nullnull,,,,,,,140nullnull,,,1nullnull,,,,,,paycoin,paycoin
13,2009/01/16,2nullnull,139.87nullnull,16nullnull,,,,,,,114nullnull,,,1nullnull,,,,,,paycoin,paycoin
14,2009/01/17,nullnullnull,134.853nullnull,18nullnull,,,,,,,109nullnull,,,1nullnull,,,,,,paycoin,paycoin
15,2009/01/18,1nullnull,138.944nullnull,16nullnull,,,,,,,111nullnull,,,1nullnull,,,,,,paycoin,paycoin
16,2009/01/19,2nullnull,151.896nullnull,22nullnull,,,,,,,133nullnull,,,1nullnull,,,,,,paycoin,paycoin
17,2009/01/20,1nullnull,143.728nullnull,21nullnull,,,,,,,123nullnull,,,1nullnull,,,,,,paycoin,paycoin
18,2009/01/21,1nullnull,137.99nullnull,22nullnull,,,,,,,105nullnull,,,1nullnull,,,,,,paycoin,paycoin
19,2009/01/22,1nullnull,147.747nullnull,12nullnull,,,,,,,102nullnull,,,1nullnull,,,,,,paycoin,paycoin
20,2009/01/23,2nullnull,148.238nullnull,18nullnull,,,,,,,95nullnull,,,1nullnull,,,,,,paycoin,paycoin
21,2009/01/24,1nullnull,141.06nullnull,22nullnull,,,,,,,212nullnull,,,1nullnull,,,,,,paycoin,paycoin
22,2009/01/25,1nullnull,136nullnull,14nullnull,,,,,,,193nullnull,,,1nullnull,,,,,,paycoin,paycoin
23,2009/01/26,1nullnull,158.948nullnull,17nullnull,,,,,,,117nullnull,,,1nullnull,,,,,,paycoin,paycoin
24,2009/01/27,1nullnull,139.309nullnull,8nullnull,,,,,,,101nullnull,,,1nullnull,,,,,,paycoin,paycoin
25,2009/01/28,nullnullnull,134.652nullnull,23nullnull,,,,,,,112nullnull,,,1nullnull,,,,,,paycoin,paycoin
26,2009/01/29,1nullnull,146.256nullnull,24nullnull,,,,,,,134nullnull,,,1nullnull,,,,,,paycoin,paycoin
27,2009/01/30,nullnullnull,134.872nullnull,23nullnull,,,,,,,117nullnull,,,1nullnull,,,,,,paycoin,paycoin
28,2009/01/31,1nullnull,151.464nullnull,36nullnull,,,,,,,159nullnull,,,1nullnull,,,,,,paycoin,paycoin
29,2009/02/01,1nullnull,137.204nullnull,31nullnull,,,,,,,116nullnull,,,1nullnull,,,,,,paycoin,paycoin
30,2009/02/02,1nullnull,136.094nullnull,37nullnull,,,,,,,130nullnull,,,1nullnull,,,,,,paycoin,paycoin
31,2009/02/03,16nullnull,167.496nullnull,50nullnull,,,,,,,154nullnull,,,1nullnull,,,,,,paycoin,paycoin
32,2009/02/04,nullnullnull,134.739nullnull,26nullnull,,,,,,,119nullnull,,,1nullnull,,,,,,paycoin,paycoin
33,2009/02/05,nullnullnull,134.722nullnull,34nullnull,,,,,,,126nullnull,,,1nullnull,,,,,,paycoin,paycoin
34,2009/02/06,nullnullnull,134.836nullnull,19nullnull,,,,,,,122nullnull,,,1nullnull,,,,,,paycoin,paycoin
35,2009/02/07,4nullnull,159.31nullnull,32nullnull,,,,,,,156nullnull,,,1nullnull,,,,,,paycoin,paycoin
36,2009/02/08,1nullnull,136.576nullnull,46nullnull,,,,,,,134nullnull,,,1nullnull,,,,,,paycoin,paycoin
37,2009/02/09,1nullnull,172.604nullnull,34nullnull,,,,,,,179nullnull,,,1nullnull,,,,,,paycoin,paycoin
38,2009/02/10,nullnullnull,134.667nullnull,18nullnull,,,,,,,120nullnull,,,1nullnull,,,,,,paycoin,paycoin
39,2009/02/11,2nullnull,148.128nullnull,27nullnull,,,,,,,147nullnull,,,1nullnull,,,,,,paycoin,paycoin
40,2009/02/12,nullnullnull,134.874nullnull,22nullnull,,,,,,,119nullnull,,,1nullnull,,,,,,paycoin,paycoin
41,2009/02/13,nullnullnull,134.903nullnull,27nullnull,,,,,,,124nullnull,,,1nullnull,,,,,,paycoin,paycoin
42,2009/02/14,nullnullnull,134.787nullnull,29nullnull,,,,,,,136nullnull,,,1nullnull,,,,,,paycoin,paycoin
43,2009/02/15,3nullnull,148.383nullnull,32nullnull,,,,,,,142nullnull,,,1nullnull,,,,,,paycoin,paycoin
44,2009/02/16,1nullnull,163.172nullnull,26nullnull,,,,,,,153nullnull,,,1nullnull,,,,,,paycoin,paycoin
45,2009/02/17,nullnullnull,134.897nullnull,27nullnull,,,,,,,117nullnull,,,1nullnull,,,,,,paycoin,paycoin
46,2009/02/18,nullnullnull,134.941nullnull,23nullnull,,,,,,,118nullnull,,,1nullnull,,,,,,paycoin,paycoin
47,2009/02/19,1nullnull,150.048nullnull,37nullnull,,,,,,,141nullnull,,,1nullnull,,,,,,paycoin,paycoin
48,2009/02/20,nullnullnull,134.852nullnull,29nullnull,,,,,,,122nullnull,,,1nullnull,,,,,,paycoin,paycoin
49,2009/02/21,nullnullnull,134.965nullnull,22nullnull,,,,,,,114nullnull,,,1nullnull,,,,,,paycoin,paycoin
50,2009/02/22,4nullnull,147.545nullnull,28nullnull,,,,,,,133nullnull,,,1nullnull,,,,,,paycoin,paycoin
51,2009/02/23,nullnullnull,134.991nullnull,22nullnull,,,,,,,108nullnull,,,1nullnull,,,,,,paycoin,paycoin
52,2009/02/24,nullnullnull,134.934nullnull,16nullnull,,,,,,,106nullnull,,,1nullnull,,,,,,paycoin,paycoin
53,2009/02/25,nullnullnull,134.867nullnull,16nullnull,,,,,,,105nullnull,,,1nullnull,,,,,,paycoin,paycoin
54,2009/02/26,nullnullnull,134.963nullnull,14nullnull,,,,,,,107nullnull,,,1nullnull,,,,,,paycoin,paycoin
55,2009/02/27,1nullnull,170.8nullnull,26nullnull,,,,,,,152nullnull,,,1nullnull,,,,,,paycoin,paycoin
56,2009/02/28,1nullnull,143.525nullnull,8nullnull,,,,,,,107nullnull,,,1nullnull,,,,,,paycoin,paycoin
57,2009/03/01,nullnullnull,134.952nullnull,16nullnull,,,,,,,105nullnull,,,1nullnull,,,,,,paycoin,paycoin
58,2009/03/02,nullnullnull,134.963nullnull,15nullnull,,,,,,,108nullnull,,,1nullnull,,,,,,paycoin,paycoin
59,2009/03/03,2nullnull,144.429nullnull,17nullnull,,,,,,,114nullnull,,,1nullnull,,,,,,paycoin,paycoin
60,2009/03/04,2nullnull,163.712nullnull,22nullnull,,,,,,,130nullnull,,,1nullnull,,,,,,paycoin,paycoin
61,2009/03/05,1nullnull,143.411nullnull,23nullnull,,,,,,,121nullnull,,,1nullnull,,,,,,paycoin,paycoin
62,2009/03/06,nullnullnull,134.923nullnull,31nullnull,,,,,,,117nullnull,,,1nullnull,,,,,,paycoin,paycoin
63,2009/03/07,nullnullnull,134.972nullnull,25nullnull,,,,,,,109nullnull,,,1nullnull,,,,,,paycoin,paycoin
64,2009/03/08,3nullnull,162.591nullnull,19nullnull,,,,,,,142nullnull,,,1nullnull,,,,,,paycoin,paycoin
65,2009/03/09,nullnullnull,134.713nullnull,21nullnull,,,,,,,108nullnull,,,1nullnull,,,,,,paycoin,paycoin
66,2009/03/10,nullnullnull,134.972nullnull,21nullnull,,,,,,,107nullnull,,,1nullnull,,,,,,paycoin,paycoin
67,2009/03/11,nullnullnull,134.886nullnull,25nullnull,,,,,,,114nullnull,,,1nullnull,,,,,,paycoin,paycoin
68,2009/03/12,1nullnull,138.534nullnull,30nullnull,,,,,,,122nullnull,,,1nullnull,,,,,,paycoin,paycoin
69,2009/03/13,1nullnull,148.389nullnull,14nullnull,,,,,,,127nullnull,,,1nullnull,,,,,,paycoin,paycoin
70,2009/03/14,nullnullnull,134.791nullnull,24nullnull,,,,,,,110nullnull,,,1nullnull,,,,,,paycoin,paycoin
71,2009/03/15,nullnullnull,134.967nullnull,28nullnull,,,,,,,123nullnull,,,1nullnull,,,,,,paycoin,paycoin
72,2009/03/16,1nullnull,180.512nullnull,28nullnull,,,,,,,170nullnull,,,1nullnull,,,,,,paycoin,paycoin
73,2009/03/17,nullnullnull,134.965nullnull,24nullnull,,,,,,,114nullnull,,,1nullnull,,,,,,paycoin,paycoin
74,2009/03/18,2nullnull,149.711nullnull,16nullnull,,,,,,,129nullnull,,,1nullnull,,,,,,paycoin,paycoin
75,2009/03/19,nullnullnull,134.787nullnull,26nullnull,,,,,,,122nullnull,,,1nullnull,,,,,,paycoin,paycoin
76,2009/03/20,1nullnull,146.856nullnull,27nullnull,,,,,,,131nullnull,,,1nullnull,,,,,,paycoin,paycoin
77,2009/03/21,nullnullnull,134.88nullnull,26nullnull,,,,,,,50nullnull,,,1nullnull,,,,,,paycoin,paycoin
78,2009/03/22,2nullnull,146.126nullnull,33nullnull,,,,,,,131nullnull,,,1nullnull,,,,,,paycoin,paycoin
79,2009/03/23,nullnullnull,134.923nullnull,30nullnull,,,,,,,130nullnull,,,1nullnull,,,,,,paycoin,paycoin
80,2009/03/24,nullnullnull,134.981nullnull,17nullnull,,,,,,,105nullnull,,,1nullnull,,,,,,paycoin,paycoin
81,2009/03/25,nullnullnull,134.786nullnull,29nullnull,,,,,,,117nullnull,,,1nullnull,,,,,,paycoin,paycoin
82,2009/03/26,1nullnull,162.607nullnull,25nullnull,,,,,,,146nullnull,,,1nullnull,,,,,,paycoin,paycoin
83,2009/03/27,nullnullnull,134.953nullnull,22nullnull,,,,,,,106nullnull,,,1nullnull,,,,,,paycoin,paycoin
84,2009/03/28,3nullnull,155.235nullnull,28nullnull,,,,,,,140nullnull,,,1nullnull,,,,,,paycoin,paycoin
85,2009/03/29,nullnullnull,134.966nullnull,25nullnull,,,,,,,116nullnull,,,1nullnull,,,,,,paycoin,paycoin
86,2009/03/30,nullnullnull,134.85nullnull,33nullnull,,,,,,,120nullnull,,,1nullnull,,,,,,paycoin,paycoin
87,2009/03/31,1nullnull,168.518nullnull,18nullnull,,,,,,,143nullnull,,,1nullnull,,,,,,paycoin,paycoin
88,2009/04/01,nullnullnull,134.86nullnull,23nullnull,,,,,,,114nullnull,,,1nullnull,,,,,,paycoin,paycoin
89,2009/04/02,nullnullnull,134.887nullnull,26nullnull,,,,,,,115nullnull,,,1nullnull,,,,,,paycoin,paycoin
90,2009/04/03,nullnullnull,134.948nullnull,31nullnull,,,,,,,116nullnull,,,1nullnull,,,,,,paycoin,paycoin
91,2009/04/04,nullnullnull,134.743nullnull,27nullnull,,,,,,,113nullnull,,,1nullnull,,,,,,paycoin,paycoin
92,2009/04/05,2nullnull,150.554nullnull,37nullnull,,,,,,,148nullnull,,,1nullnull,,,,,,paycoin,paycoin
93,2009/04/06,nullnullnull,134.982nullnull,22nullnull,,,,,,,109nullnull,,,1nullnull,,,,,,paycoin,paycoin
94,2009/04/07,nullnullnull,134.99nullnull,9nullnull,,,,,,,100nullnull,,,1nullnull,,,,,,paycoin,paycoin
95,2009/04/08,nullnullnull,135nullnull,18nullnull,,,,,,,105nullnull,,,1nullnull,,,,,,paycoin,paycoin
96,2009/04/09,nullnullnull,134.737nullnull,18nullnull,,,,,,,99nullnull,,,1nullnull,,,,,,paycoin,paycoin
97,2009/04/10,nullnullnull,134.944nullnull,22nullnull,,,,,,,108nullnull,,,1nullnull,,,,,,paycoin,paycoin
98,2009/04/11,1nullnull,142.333nullnull,32nullnull,,,,,,,128nullnull,,,1nullnull,,,,,,paycoin,paycoin
99,2009/04/12,2nullnull,143.712nullnull,24nullnull,,,,,,,127nullnull,,,1nullnull,,,,,,paycoin,paycoin
100,2009/04/13,1nullnull,136.965nullnull,27nullnull,,,,,,,117nullnull,,,1nullnull,,,,,,paycoin,paycoin
101,2009/04/14,nullnullnull,134.952nullnull,35nullnull,,,,,,,124nullnull,,,1nullnull,,,,,,paycoin,paycoin
102,2009/04/15,nullnullnull,134.743nullnull,22nullnull,,,,,,,113nullnull,,,1nullnull,,,,,,paycoin,paycoin
103,2009/04/16,nullnullnull,134.894nullnull,28nullnull,,,,,,,123nullnull,,,1nullnull,,,,,,paycoin,paycoin
104,2009/04/17,nullnullnull,134.857nullnull,16nullnull,,,,,,,112nullnull,,,1nullnull,,,,,,paycoin,paycoin
105,2009/04/18,4nullnull,141.04nullnull,29nullnull,,,,,,,131nullnull,,,1nullnull,,,,,,paycoin,paycoin
106,2009/04/19,1nullnull,143nullnull,22nullnull,,,,,,,128nullnull,,,1nullnull,,,,,,paycoin,paycoin
107,2009/04/20,2nullnull,246.034nullnull,26nullnull,,,,,,,236nullnull,,,1nullnull,,,,,,paycoin,paycoin
108,2009/04/21,1nullnull,136.74nullnull,26nullnull,,,,,,,125nullnull,,,1nullnull,,,,,,paycoin,paycoin
109,2009/04/22,nullnullnull,134.967nullnull,21nullnull,,,,,,,121nullnull,,,1nullnull,,,,,,paycoin,paycoin
110,2009/04/23,nullnullnull,134.68nullnull,15nullnull,,,,,,,75nullnull,,,1nullnull,,,,,,paycoin,paycoin
111,2009/04/24,nullnullnull,134.904nullnull,24nullnull,,,,,,,115nullnull,,,1nullnull,,,,,,paycoin,paycoin
112,2009/04/25,nullnullnull,134.864nullnull,29nullnull,,,,,,,118nullnull,,,1nullnull,,,,,,paycoin,paycoin
113,2009/04/26,2nullnull,151.054nullnull,23nullnull,,,,,,,128nullnull,,,1nullnull,,,,,,paycoin,paycoin
114,2009/04/27,nullnullnull,134.894nullnull,16nullnull,,,,,,,104nullnull,,,1nullnull,,,,,,paycoin,paycoin
115,2009/04/28,nullnullnull,134.632nullnull,28nullnull,,,,,,,117nullnull,,,1nullnull,,,,,,paycoin,paycoin
116,2009/04/29,1nullnull,153.094nullnull,24nullnull,,,,,,,149nullnull,,,1nullnull,,,,,,paycoin,paycoin
117,2009/04/30,nullnullnull,134.954nullnull,22nullnull,,,,,,,131nullnull,,,1nullnull,,,,,,paycoin,paycoin
118,2009/05/01,nullnullnull,134.876nullnull,32nullnull,,,,,,,121nullnull,,,1nullnull,,,,,,paycoin,paycoin
119,2009/05/02,2nullnull,150.373nullnull,42nullnull,,,,,,,142nullnull,,,1nullnull,,,,,,paycoin,paycoin
120,2009/05/03,3nullnull,142.726nullnull,35nullnull,,,,,,,110nullnull,,,1nullnull,,,,,,paycoin,paycoin
121,2009/05/04,1nullnull,161.93nullnull,33nullnull,,,,,,,159nullnull,,,1nullnull,,,,,,paycoin,paycoin
122,2009/05/05,1nullnull,143.667nullnull,36nullnull,,,,,,,146nullnull,,,1nullnull,,,,,,paycoin,paycoin
123,2009/05/06,nullnullnull,134.978nullnull,37nullnull,,,,,,,135nullnull,,,1nullnull,,,,,,paycoin,paycoin
124,2009/05/07,nullnullnull,135nullnull,32nullnull,,,,,,,122nullnull,,,1nullnull,,,,,,paycoin,paycoin
125,2009/05/08,nullnullnull,134.944nullnull,21nullnull,,,,,,,107nullnull,,,1nullnull,,,,,,paycoin,paycoin
126,2009/05/09,nullnullnull,134.487nullnull,25nullnull,,,,,,,78nullnull,,,1nullnull,,,,,,paycoin,paycoin
127,2009/05/10,nullnullnull,134.753nullnull,25nullnull,,,,,,,85nullnull,,,1nullnull,,,,,,paycoin,paycoin
128,2009/05/11,1nullnull,137.858nullnull,20nullnull,,,,,,,123nullnull,,,1nullnull,,,,,,paycoin,paycoin
129,2009/05/12,nullnullnull,134.923nullnull,19nullnull,,,,,,,130nullnull,,,1nullnull,,,,,,paycoin,paycoin
130,2009/05/13,5nullnull,144.775nullnull,27nullnull,,,,,,,117nullnull,,,1nullnull,,,,,,paycoin,paycoin
131,2009/05/14,3nullnull,140.086nullnull,48nullnull,,,,,,,145nullnull,,,1nullnull,,,,,,paycoin,paycoin
132,2009/05/15,1nullnull,143.603nullnull,35nullnull,,,,,,,146nullnull,,,1nullnull,,,,,,paycoin,paycoin
133,2009/05/16,nullnullnull,134.95nullnull,25nullnull,,,,,,,119nullnull,,,1nullnull,,,,,,paycoin,paycoin
134,2009/05/17,nullnullnull,134.961nullnull,28nullnull,,,,,,,127nullnull,,,1nullnull,,,,,,paycoin,paycoin
135,2009/05/18,nullnullnull,134.924nullnull,21nullnull,,,,,,,118nullnull,,,1nullnull,,,,,,paycoin,paycoin
136,2009/05/19,nullnullnull,134.884nullnull,15nullnull,,,,,,,86nullnull,,,1nullnull,,,,,,paycoin,paycoin
137,2009/05/20,nullnullnull,134.733nullnull,29nullnull,,,,,,,120nullnull,,,1nullnull,,,,,,paycoin,paycoin
138,2009/05/21,nullnullnull,134.963nullnull,15nullnull,,,,,,,82nullnull,,,1nullnull,,,,,,paycoin,paycoin
139,2009/05/22,nullnullnull,134.967nullnull,10nullnull,,,,,,,61nullnull,,,1nullnull,,,,,,paycoin,paycoin
140,2009/05/23,nullnullnull,134.938nullnull,4nullnull,,,,,,,32nullnull,,,1nullnull,,,,,,paycoin,paycoin
141,2009/05/24,nullnullnull,134.9nullnull,24nullnull,,,,,,,100nullnull,,,1nullnull,,,,,,paycoin,paycoin
142,2009/05/25,nullnullnull,134.954nullnull,19nullnull,,,,,,,109nullnull,,,1nullnull,,,,,,paycoin,paycoin
143,2009/05/26,nullnullnull,134.904nullnull,38nullnull,,,,,,,125nullnull,,,1nullnull,,,,,,paycoin,paycoin
144,2009/05/27,nullnullnull,134.731nullnull,37nullnull,,,,,,,119nullnull,,,1nullnull,,,,,,paycoin,paycoin
145,2009/05/28,nullnullnull,134.884nullnull,16nullnull,,,,,,,95nullnull,,,1nullnull,,,,,,paycoin,paycoin
146,2009/05/29,1nullnull,199.84nullnull,21nullnull,,,,,,,167nullnull,,,1nullnull,,,,,,paycoin,paycoin
147,2009/05/30,nullnullnull,134.716nullnull,20nullnull,,,,,,,109nullnull,,,1nullnull,,,,,,paycoin,paycoin
148,2009/05/31,nullnullnull,135nullnull,24nullnull,,,,,,,96nullnull,,,1nullnull,,,,,,paycoin,paycoin
149,2009/06/01,1nullnull,138.831nullnull,15nullnull,,,,,,,73nullnull,,,1nullnull,,,,,,paycoin,paycoin
150,2009/06/02,nullnullnull,134.91nullnull,15nullnull,,,,,,,111nullnull,,,1nullnull,,,,,,paycoin,paycoin
151,2009/06/03,nullnullnull,135nullnull,9nullnull,,,,,,,71nullnull,,,1nullnull,,,,,,paycoin,paycoin
152,2009/06/04,nullnullnull,134.939nullnull,5nullnull,,,,,,,66nullnull,,,1nullnull,,,,,,paycoin,paycoin
153,2009/06/05,nullnullnull,134.9nullnull,5nullnull,,,,,,,30nullnull,,,1nullnull,,,,,,paycoin,paycoin
154,2009/06/06,nullnullnull,134.286nullnull,1nullnull,,,,,,,28nullnull,,,1nullnull,,,,,,paycoin,paycoin
155,2009/06/07,nullnullnull,134.938nullnull,3nullnull,,,,,,,16nullnull,,,1nullnull,,,,,,paycoin,paycoin
156,2009/06/08,nullnullnull,134.768nullnull,25nullnull,,,,,,,82nullnull,,,1nullnull,,,,,,paycoin,paycoin
157,2009/06/09,nullnullnull,134.802nullnull,25nullnull,,,,,,,91nullnull,,,1nullnull,,,,,,paycoin,paycoin
158,2009/06/10,nullnullnull,134.927nullnull,23nullnull,,,,,,,82nullnull,,,1nullnull,,,,,,paycoin,paycoin
159,2009/06/11,nullnullnull,134.966nullnull,22nullnull,,,,,,,89nullnull,,,1nullnull,,,,,,paycoin,paycoin
160,2009/06/12,nullnullnull,134.86nullnull,23nullnull,,,,,,,86nullnull,,,1nullnull,,,,,,paycoin,paycoin
161,2009/06/13,nullnullnull,134.449nullnull,23nullnull,,,,,,,78nullnull,,,1nullnull,,,,,,paycoin,paycoin
162,2009/06/14,nullnullnull,134.694nullnull,34nullnull,,,,,,,72nullnull,,,1nullnull,,,,,,paycoin,paycoin
163,2009/06/15,nullnullnull,134.952nullnull,26nullnull,,,,,,,84nullnull,,,1nullnull,,,,,,paycoin,paycoin
164,2009/06/16,nullnullnull,134.732nullnull,12nullnull,,,,,,,71nullnull,,,1nullnull,,,,,,paycoin,paycoin
165,2009/06/17,nullnullnull,134.646nullnull,19nullnull,,,,,,,79nullnull,,,1nullnull,,,,,,paycoin,paycoin
166,2009/06/18,nullnullnull,134.813nullnull,22nullnull,,,,,,,80nullnull,,,1nullnull,,,,,,paycoin,paycoin
167,2009/06/19,nullnullnull,134.678nullnull,33nullnull,,,,,,,87nullnull,,,1nullnull,,,,,,paycoin,paycoin
168,2009/06/20,nullnullnull,134.769nullnull,23nullnull,,,,,,,78nullnull,,,1nullnull,,,,,,paycoin,paycoin
169,2009/06/21,nullnullnull,134.765nullnull,25nullnull,,,,,,,81nullnull,,,1nullnull,,,,,,paycoin,paycoin
170,2009/06/22,1nullnull,225.382nullnull,21nullnull,,,,,,,137nullnull,,,1nullnull,,,,,,paycoin,paycoin
171,2009/06/23,nullnullnull,134.566nullnull,19nullnull,,,,,,,76nullnull,,,1nullnull,,,,,,paycoin,paycoin
172,2009/06/24,2nullnull,140.579nullnull,36nullnull,,,,,,,100nullnull,,,1nullnull,,,,,,paycoin,paycoin
173,2009/06/25,1nullnull,168.75nullnull,27nullnull,,,,,,,89nullnull,,,1nullnull,,,,,,paycoin,paycoin
174,2009/06/26,nullnullnull,134.6nullnull,20nullnull,,,,,,,90nullnull,,,1nullnull,,,,,,paycoin,paycoin
175,2009/06/27,nullnullnull,134.833nullnull,22nullnull,,,,,,,84nullnull,,,1nullnull,,,,,,paycoin,paycoin
176,2009/06/28,1nullnull,139.739nullnull,21nullnull,,,,,,,48nullnull,,,1nullnull,,,,,,paycoin,paycoin
177,2009/06/29,1nullnull,137.723nullnull,25nullnull,,,,,,,85nullnull,,,1nullnull,,,,,,paycoin,paycoin
178,2009/06/30,1nullnull,140.047nullnull,26nullnull,,,,,,,89nullnull,,,1nullnull,,,,,,paycoin,paycoin
179,2009/07/01,1nullnull,138.432nullnull,28nullnull,,,,,,,77nullnull,,,1nullnull,,,,,,paycoin,paycoin
180,2009/07/02,1nullnull,137.614nullnull,29nullnull,,,,,,,85nullnull,,,1nullnull,,,,,,paycoin,paycoin
181,2009/07/03,nullnullnull,134.976nullnull,29nullnull,,,,,,,82nullnull,,,1nullnull,,,,,,paycoin,paycoin
182,2009/07/04,nullnullnull,134.876nullnull,32nullnull,,,,,,,89nullnull,,,1nullnull,,,,,,paycoin,paycoin
183,2009/07/05,nullnullnull,134.987nullnull,27nullnull,,,,,,,79nullnull,,,1nullnull,,,,,,paycoin,paycoin
184,2009/07/06,nullnullnull,134.976nullnull,28nullnull,,,,,,,84nullnull,,,1nullnull,,,,,,paycoin,paycoin
185,2009/07/07,nullnullnull,134.942nullnull,19nullnull,,,,,,,69nullnull,,,1nullnull,,,,,,paycoin,paycoin
186,2009/07/08,nullnullnull,134.986nullnull,19nullnull,,,,,,,74nullnull,,,1nullnull,,,,,,paycoin,paycoin
187,2009/07/09,nullnullnull,134.721nullnull,33nullnull,,,,,,,86nullnull,,,1nullnull,,,,,,paycoin,paycoin
188,2009/07/10,nullnullnull,134.864nullnull,29nullnull,,,,,,,81nullnull,,,1nullnull,,,,,,paycoin,paycoin
189,2009/07/11,nullnullnull,134.988nullnull,29nullnull,,,,,,,83nullnull,,,1nullnull,,,,,,paycoin,paycoin
190,2009/07/12,nullnullnull,134.792nullnull,25nullnull,,,,,,,77nullnull,,,1nullnull,,,,,,paycoin,paycoin
191,2009/07/13,nullnullnull,134.91nullnull,24nullnull,,,,,,,78nullnull,,,1nullnull,,,,,,paycoin,paycoin
192,2009/07/14,nullnullnull,134.957nullnull,13nullnull,,,,,,,69nullnull,,,1nullnull,,,,,,paycoin,paycoin
193,2009/07/15,nullnullnull,134.978nullnull,9nullnull,,,,,,,45nullnull,,,1nullnull,,,,,,paycoin,paycoin
194,2009/07/16,nullnullnull,134.859nullnull,15nullnull,,,,,,,71nullnull,,,1nullnull,,,,,,paycoin,paycoin
195,2009/07/17,nullnullnull,134.809nullnull,12nullnull,,,,,,,47nullnull,,,1nullnull,,,,,,paycoin,paycoin
196,2009/07/18,nullnullnull,134nullnull,4nullnull,,,,,,,4nullnull,,,1nullnull,,,,,,paycoin,paycoin
197,2009/07/19,nullnullnull,134.8nullnull,23nullnull,,,,,,,70nullnull,,,1nullnull,,,,,,paycoin,paycoin
198,2009/07/20,1nullnull,333.7nullnull,21nullnull,,,,,,,192nullnull,,,1nullnull,,,,,,paycoin,paycoin
199,2009/07/21,nullnullnull,134.854nullnull,18nullnull,,,,,,,82nullnull,,,1nullnull,,,,,,paycoin,paycoin
200,2009/07/22,nullnullnull,134.4nullnull,22nullnull,,,,,,,60nullnull,,,1nullnull,,,,,,paycoin,paycoin
201,2009/07/23,nullnullnull,134.684nullnull,21nullnull,,,,,,,76nullnull,,,1nullnull,,,,,,paycoin,paycoin
202,2009/07/24,nullnullnull,134.932nullnull,21nullnull,,,,,,,73nullnull,,,1nullnull,,,,,,paycoin,paycoin
203,2009/07/25,nullnullnull,134.844nullnull,10nullnull,,,,,,,32nullnull,,,1nullnull,,,,,,paycoin,paycoin
204,2009/07/26,nullnullnull,134.524nullnull,21nullnull,,,,,,,21nullnull,,,1nullnull,,,,,,paycoin,paycoin
205,2009/07/27,nullnullnull,134.905nullnull,18nullnull,,,,,,,74nullnull,,,1nullnull,,,,,,paycoin,paycoin
206,2009/07/28,nullnullnull,134.707nullnull,21nullnull,,,,,,,41nullnull,,,1nullnull,,,,,,paycoin,paycoin
207,2009/07/29,1nullnull,148.947nullnull,17nullnull,,,,,,,22nullnull,,,1nullnull,,,,,,paycoin,paycoin
208,2009/07/30,1nullnull,150.2nullnull,16nullnull,,,,,,,17nullnull,,,1nullnull,,,,,,paycoin,paycoin
209,2009/07/31,nullnullnull,134.706nullnull,17nullnull,,,,,,,17nullnull,,,1nullnull,,,,,,paycoin,paycoin
210,2009/08/01,nullnullnull,134.821nullnull,28nullnull,,,,,,,28nullnull,,,1nullnull,,,,,,paycoin,paycoin
211,2009/08/02,nullnullnull,134.609nullnull,23nullnull,,,,,,,23nullnull,,,1nullnull,,,,,,paycoin,paycoin
212,2009/08/03,nullnullnull,134.833nullnull,12nullnull,,,,,,,12nullnull,,,1nullnull,,,,,,paycoin,paycoin
213,2009/08/04,nullnullnull,134.63nullnull,26nullnull,,,,,,,81nullnull,,,1nullnull,,,,,,paycoin,paycoin
214,2009/08/05,nullnullnull,134.724nullnull,27nullnull,,,,,,,87nullnull,,,1nullnull,,,,,,paycoin,paycoin
