,date,block_size,sent_addresses,fee_reward,difficulty,median_transaction_value,google_trends,av_transaction_value,send_usd,top_100_percent,confirmation_time,median_transaction_size,mining_profitability,active_addresses,hashrate,market_cap,transactions,tweets,av_transaction_size,full_name,coin
913,2011/07/05,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
914,2011/07/06,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
915,2011/07/07,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
916,2011/07/08,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
917,2011/07/09,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
918,2011/07/10,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
919,2011/07/11,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
920,2011/07/12,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
921,2011/07/13,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
922,2011/07/14,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
923,2011/07/15,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
924,2011/07/16,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
925,2011/07/17,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
926,2011/07/18,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
927,2011/07/19,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
928,2011/07/20,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
929,2011/07/21,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
930,2011/07/22,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
931,2011/07/23,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
932,2011/07/24,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
933,2011/07/25,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
934,2011/07/26,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
935,2011/07/27,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
936,2011/07/28,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
937,2011/07/29,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
938,2011/07/30,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
939,2011/07/31,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
940,2011/08/01,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
941,2011/08/02,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
942,2011/08/03,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
943,2011/08/04,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
944,2011/08/05,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
945,2011/08/06,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
946,2011/08/07,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
947,2011/08/08,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
948,2011/08/09,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
949,2011/08/10,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
950,2011/08/11,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
951,2011/08/12,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
952,2011/08/13,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
953,2011/08/14,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
954,2011/08/15,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
955,2011/08/16,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
956,2011/08/17,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
957,2011/08/18,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
958,2011/08/19,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
959,2011/08/20,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
960,2011/08/21,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
961,2011/08/22,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
962,2011/08/23,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
963,2011/08/24,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
964,2011/08/25,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
965,2011/08/26,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
966,2011/08/27,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
967,2011/08/28,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
968,2011/08/29,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
969,2011/08/30,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
970,2011/08/31,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
971,2011/09/01,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
972,2011/09/02,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
973,2011/09/03,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
974,2011/09/04,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
975,2011/09/05,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
976,2011/09/06,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
977,2011/09/07,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
978,2011/09/08,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
979,2011/09/09,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
980,2011/09/10,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
981,2011/09/11,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
982,2011/09/12,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
983,2011/09/13,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
984,2011/09/14,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
985,2011/09/15,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
986,2011/09/16,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
987,2011/09/17,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
988,2011/09/18,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
989,2011/09/19,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
990,2011/09/20,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
991,2011/09/21,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
992,2011/09/22,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
993,2011/09/23,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
994,2011/09/24,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
995,2011/09/25,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
996,2011/09/26,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
997,2011/09/27,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
998,2011/09/28,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
999,2011/09/29,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
1000,2011/09/30,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
1001,2011/10/01,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
1002,2011/10/02,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
1003,2011/10/03,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
1004,2011/10/04,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
1005,2011/10/05,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
1006,2011/10/06,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
1007,2011/10/07,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
1008,2011/10/08,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
1009,2011/10/09,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
1010,2011/10/10,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
1011,2011/10/11,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
1012,2011/10/12,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
1013,2011/10/13,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
1014,2011/10/14,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
1015,2011/10/15,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
1016,2011/10/16,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
1017,2011/10/17,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
1018,2011/10/18,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
1019,2011/10/19,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
1020,2011/10/20,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
1021,2011/10/21,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
1022,2011/10/22,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
1023,2011/10/23,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
1024,2011/10/24,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
1025,2011/10/25,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
1026,2011/10/26,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
1027,2011/10/27,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
1028,2011/10/28,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
1029,2011/10/29,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
1030,2011/10/30,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
1031,2011/10/31,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
1032,2011/11/01,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
1033,2011/11/02,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
1034,2011/11/03,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
1035,2011/11/04,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
1036,2011/11/05,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
1037,2011/11/06,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
1038,2011/11/07,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
1039,2011/11/08,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
1040,2011/11/09,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
1041,2011/11/10,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
1042,2011/11/11,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
1043,2011/11/12,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
1044,2011/11/13,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
1045,2011/11/14,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
1046,2011/11/15,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
1047,2011/11/16,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
1048,2011/11/17,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
1049,2011/11/18,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
1050,2011/11/19,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
1051,2011/11/20,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
1052,2011/11/21,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
1053,2011/11/22,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
1054,2011/11/23,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
1055,2011/11/24,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
1056,2011/11/25,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
1057,2011/11/26,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
1058,2011/11/27,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
1059,2011/11/28,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
1060,2011/11/29,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
1061,2011/11/30,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
1062,2011/12/01,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
1063,2011/12/02,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
1064,2011/12/03,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
1065,2011/12/04,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
1066,2011/12/05,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
1067,2011/12/06,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
1068,2011/12/07,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
1069,2011/12/08,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
1070,2011/12/09,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
1071,2011/12/10,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
1072,2011/12/11,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
1073,2011/12/12,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
1074,2011/12/13,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
1075,2011/12/14,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
1076,2011/12/15,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
1077,2011/12/16,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
1078,2011/12/17,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
1079,2011/12/18,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
1080,2011/12/19,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
1081,2011/12/20,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
1082,2011/12/21,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
1083,2011/12/22,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
1084,2011/12/23,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
1085,2011/12/24,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
1086,2011/12/25,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
1087,2011/12/26,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
1088,2011/12/27,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
1089,2011/12/28,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
1090,2011/12/29,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
1091,2011/12/30,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
1092,2011/12/31,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
1093,2012/01/01,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
1094,2012/01/02,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
1095,2012/01/03,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
1096,2012/01/04,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
1097,2012/01/05,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
1098,2012/01/06,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
1099,2012/01/07,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
1100,2012/01/08,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
1101,2012/01/09,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
1102,2012/01/10,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
1103,2012/01/11,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
1104,2012/01/12,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
1105,2012/01/13,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
1106,2012/01/14,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
1107,2012/01/15,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
1108,2012/01/16,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
1109,2012/01/17,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
1110,2012/01/18,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
1111,2012/01/19,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
1112,2012/01/20,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
1113,2012/01/21,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
1114,2012/01/22,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
1115,2012/01/23,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
1116,2012/01/24,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
1117,2012/01/25,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
1118,2012/01/26,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
1119,2012/01/27,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
1120,2012/01/28,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
1121,2012/01/29,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
1122,2012/01/30,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
1123,2012/01/31,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
1124,2012/02/01,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
1125,2012/02/02,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
1126,2012/02/03,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
1127,2012/02/04,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
1128,2012/02/05,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
1129,2012/02/06,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
1130,2012/02/07,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
1131,2012/02/08,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
1132,2012/02/09,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
1133,2012/02/10,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
1134,2012/02/11,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
1135,2012/02/12,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
1136,2012/02/13,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
1137,2012/02/14,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
1138,2012/02/15,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
1139,2012/02/16,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
1140,2012/02/17,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
1141,2012/02/18,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
1142,2012/02/19,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
1143,2012/02/20,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
1144,2012/02/21,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
1145,2012/02/22,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
1146,2012/02/23,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
1147,2012/02/24,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
1148,2012/02/25,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
1149,2012/02/26,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
1150,2012/02/27,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
1151,2012/02/28,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
1152,2012/02/29,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
1153,2012/03/01,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
1154,2012/03/02,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
1155,2012/03/03,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
1156,2012/03/04,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
1157,2012/03/05,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
1158,2012/03/06,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
1159,2012/03/07,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
1160,2012/03/08,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
1161,2012/03/09,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
1162,2012/03/10,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
1163,2012/03/11,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
1164,2012/03/12,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
1165,2012/03/13,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
1166,2012/03/14,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
1167,2012/03/15,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
1168,2012/03/16,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
1169,2012/03/17,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
1170,2012/03/18,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
1171,2012/03/19,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
1172,2012/03/20,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
1173,2012/03/21,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
1174,2012/03/22,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
1175,2012/03/23,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
1176,2012/03/24,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
1177,2012/03/25,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
1178,2012/03/26,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
1179,2012/03/27,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
1180,2012/03/28,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
1181,2012/03/29,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
1182,2012/03/30,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
1183,2012/03/31,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
1184,2012/04/01,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
1185,2012/04/02,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
1186,2012/04/03,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
1187,2012/04/04,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
1188,2012/04/05,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
1189,2012/04/06,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
1190,2012/04/07,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
1191,2012/04/08,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
1192,2012/04/09,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
1193,2012/04/10,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
1194,2012/04/11,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
1195,2012/04/12,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
1196,2012/04/13,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
1197,2012/04/14,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
1198,2012/04/15,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
1199,2012/04/16,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
1200,2012/04/17,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
1201,2012/04/18,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
1202,2012/04/19,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
1203,2012/04/20,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
1204,2012/04/21,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
1205,2012/04/22,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
1206,2012/04/23,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
1207,2012/04/24,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
1208,2012/04/25,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
1209,2012/04/26,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
1210,2012/04/27,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
1211,2012/04/28,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
1212,2012/04/29,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
1213,2012/04/30,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
1214,2012/05/01,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
1215,2012/05/02,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
1216,2012/05/03,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
1217,2012/05/04,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
1218,2012/05/05,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
1219,2012/05/06,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
1220,2012/05/07,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
1221,2012/05/08,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
1222,2012/05/09,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
1223,2012/05/10,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
1224,2012/05/11,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
1225,2012/05/12,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
1226,2012/05/13,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
1227,2012/05/14,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
1228,2012/05/15,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
1229,2012/05/16,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
