,date,block_size,sent_addresses,fee_reward,difficulty,median_transaction_value,google_trends,av_transaction_value,send_usd,top_100_percent,confirmation_time,median_transaction_size,mining_profitability,active_addresses,hashrate,market_cap,transactions,tweets,av_transaction_size,full_name,coin
2393,2015/07/24,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
2394,2015/07/25,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
2395,2015/07/26,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
2396,2015/07/27,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
2397,2015/07/28,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
2398,2015/07/29,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
2399,2015/07/30,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
2400,2015/07/31,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
2401,2015/08/01,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
2402,2015/08/02,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
2403,2015/08/03,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
2404,2015/08/04,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
2405,2015/08/05,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
2406,2015/08/06,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
2407,2015/08/07,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
2408,2015/08/08,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
2409,2015/08/09,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
2410,2015/08/10,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
2411,2015/08/11,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
2412,2015/08/12,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
2413,2015/08/13,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
2414,2015/08/14,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
2415,2015/08/15,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
2416,2015/08/16,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
2417,2015/08/17,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
2418,2015/08/18,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
2419,2015/08/19,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
2420,2015/08/20,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
2421,2015/08/21,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
2422,2015/08/22,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
2423,2015/08/23,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
2424,2015/08/24,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
2425,2015/08/25,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
2426,2015/08/26,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
2427,2015/08/27,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
2428,2015/08/28,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
2429,2015/08/29,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
2430,2015/08/30,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
2431,2015/08/31,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
2432,2015/09/01,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
2433,2015/09/02,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
2434,2015/09/03,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
2435,2015/09/04,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
2436,2015/09/05,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
2437,2015/09/06,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
2438,2015/09/07,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
2439,2015/09/08,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
2440,2015/09/09,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
2441,2015/09/10,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
2442,2015/09/11,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
2443,2015/09/12,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
2444,2015/09/13,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
2445,2015/09/14,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
2446,2015/09/15,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
2447,2015/09/16,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
2448,2015/09/17,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
2449,2015/09/18,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
2450,2015/09/19,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
2451,2015/09/20,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
2452,2015/09/21,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
2453,2015/09/22,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
2454,2015/09/23,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
2455,2015/09/24,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
2456,2015/09/25,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
2457,2015/09/26,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
2458,2015/09/27,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
2459,2015/09/28,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
2460,2015/09/29,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
2461,2015/09/30,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
2462,2015/10/01,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
2463,2015/10/02,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
2464,2015/10/03,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
2465,2015/10/04,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
2466,2015/10/05,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
2467,2015/10/06,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
2468,2015/10/07,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
2469,2015/10/08,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
2470,2015/10/09,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
2471,2015/10/10,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
2472,2015/10/11,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
2473,2015/10/12,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
2474,2015/10/13,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
2475,2015/10/14,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
2476,2015/10/15,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
2477,2015/10/16,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
2478,2015/10/17,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
2479,2015/10/18,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
2480,2015/10/19,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
2481,2015/10/20,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
2482,2015/10/21,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
2483,2015/10/22,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
2484,2015/10/23,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
2485,2015/10/24,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
2486,2015/10/25,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
2487,2015/10/26,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
2488,2015/10/27,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
2489,2015/10/28,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
2490,2015/10/29,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
2491,2015/10/30,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
2492,2015/10/31,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
2493,2015/11/01,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
2494,2015/11/02,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
2495,2015/11/03,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
2496,2015/11/04,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
2497,2015/11/05,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
2498,2015/11/06,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
2499,2015/11/07,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
2500,2015/11/08,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
2501,2015/11/09,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
2502,2015/11/10,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
2503,2015/11/11,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
2504,2015/11/12,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
2505,2015/11/13,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
2506,2015/11/14,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
2507,2015/11/15,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
2508,2015/11/16,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
2509,2015/11/17,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
2510,2015/11/18,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
2511,2015/11/19,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
2512,2015/11/20,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
2513,2015/11/21,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
2514,2015/11/22,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
2515,2015/11/23,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
2516,2015/11/24,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
2517,2015/11/25,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
2518,2015/11/26,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
2519,2015/11/27,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
2520,2015/11/28,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
2521,2015/11/29,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
2522,2015/11/30,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
2523,2015/12/01,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
2524,2015/12/02,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
2525,2015/12/03,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
2526,2015/12/04,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
2527,2015/12/05,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
2528,2015/12/06,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
2529,2015/12/07,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
2530,2015/12/08,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
2531,2015/12/09,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
2532,2015/12/10,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
2533,2015/12/11,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
2534,2015/12/12,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
2535,2015/12/13,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
2536,2015/12/14,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
2537,2015/12/15,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
2538,2015/12/16,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
2539,2015/12/17,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
2540,2015/12/18,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
2541,2015/12/19,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
2542,2015/12/20,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
2543,2015/12/21,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
2544,2015/12/22,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
2545,2015/12/23,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
2546,2015/12/24,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
2547,2015/12/25,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
2548,2015/12/26,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
2549,2015/12/27,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
2550,2015/12/28,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
2551,2015/12/29,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
2552,2015/12/30,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
2553,2015/12/31,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
2554,2016/01/01,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
2555,2016/01/02,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
2556,2016/01/03,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
2557,2016/01/04,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
2558,2016/01/05,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
2559,2016/01/06,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
2560,2016/01/07,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
2561,2016/01/08,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
2562,2016/01/09,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
2563,2016/01/10,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
2564,2016/01/11,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
2565,2016/01/12,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
2566,2016/01/13,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
2567,2016/01/14,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
2568,2016/01/15,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
2569,2016/01/16,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
2570,2016/01/17,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
2571,2016/01/18,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
2572,2016/01/19,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
2573,2016/01/20,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
2574,2016/01/21,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
2575,2016/01/22,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
2576,2016/01/23,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
2577,2016/01/24,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
2578,2016/01/25,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
2579,2016/01/26,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
2580,2016/01/27,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
2581,2016/01/28,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
2582,2016/01/29,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
2583,2016/01/30,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
2584,2016/01/31,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
2585,2016/02/01,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
2586,2016/02/02,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
2587,2016/02/03,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
2588,2016/02/04,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
2589,2016/02/05,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
2590,2016/02/06,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
2591,2016/02/07,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
2592,2016/02/08,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
2593,2016/02/09,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
2594,2016/02/10,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
2595,2016/02/11,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
2596,2016/02/12,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
2597,2016/02/13,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
2598,2016/02/14,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
2599,2016/02/15,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
2600,2016/02/16,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
2601,2016/02/17,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
2602,2016/02/18,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
2603,2016/02/19,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
2604,2016/02/20,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
2605,2016/02/21,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
2606,2016/02/22,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
2607,2016/02/23,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
2608,2016/02/24,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
2609,2016/02/25,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
2610,2016/02/26,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
2611,2016/02/27,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
2612,2016/02/28,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
2613,2016/02/29,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
2614,2016/03/01,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
2615,2016/03/02,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
2616,2016/03/03,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
2617,2016/03/04,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
2618,2016/03/05,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
2619,2016/03/06,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
2620,2016/03/07,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
2621,2016/03/08,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
2622,2016/03/09,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
2623,2016/03/10,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
2624,2016/03/11,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
2625,2016/03/12,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
2626,2016/03/13,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
2627,2016/03/14,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
2628,2016/03/15,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
2629,2016/03/16,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
2630,2016/03/17,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
2631,2016/03/18,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
2632,2016/03/19,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
2633,2016/03/20,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
2634,2016/03/21,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
2635,2016/03/22,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
2636,2016/03/23,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
2637,2016/03/24,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
2638,2016/03/25,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
2639,2016/03/26,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
2640,2016/03/27,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
2641,2016/03/28,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
2642,2016/03/29,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
2643,2016/03/30,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
2644,2016/03/31,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
2645,2016/04/01,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
2646,2016/04/02,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
2647,2016/04/03,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
2648,2016/04/04,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
2649,2016/04/05,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
2650,2016/04/06,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
2651,2016/04/07,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
2652,2016/04/08,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
2653,2016/04/09,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
2654,2016/04/10,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
2655,2016/04/11,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
2656,2016/04/12,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
2657,2016/04/13,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
2658,2016/04/14,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
2659,2016/04/15,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
2660,2016/04/16,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
2661,2016/04/17,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
2662,2016/04/18,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
2663,2016/04/19,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
2664,2016/04/20,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
2665,2016/04/21,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
2666,2016/04/22,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
2667,2016/04/23,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
2668,2016/04/24,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
2669,2016/04/25,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
2670,2016/04/26,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
2671,2016/04/27,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
2672,2016/04/28,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
2673,2016/04/29,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
2674,2016/04/30,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
2675,2016/05/01,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
2676,2016/05/02,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
2677,2016/05/03,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
2678,2016/05/04,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
2679,2016/05/05,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
2680,2016/05/06,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
2681,2016/05/07,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
2682,2016/05/08,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
2683,2016/05/09,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
2684,2016/05/10,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
2685,2016/05/11,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
2686,2016/05/12,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
2687,2016/05/13,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
2688,2016/05/14,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
2689,2016/05/15,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
2690,2016/05/16,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
2691,2016/05/17,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
2692,2016/05/18,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
2693,2016/05/19,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
2694,2016/05/20,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
2695,2016/05/21,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
2696,2016/05/22,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
2697,2016/05/23,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
2698,2016/05/24,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
2699,2016/05/25,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
2700,2016/05/26,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
2701,2016/05/27,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
2702,2016/05/28,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
2703,2016/05/29,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
2704,2016/05/30,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
2705,2016/05/31,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
2706,2016/06/01,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
2707,2016/06/02,,,,,,,,,,,,,,,,,,,jackpotcoin,jackpotcoin
