,date,market_cap,transactions,google_trends,send_usd,active_addresses,av_transaction_value,median_transaction_value,mining_profitability,av_transaction_size,difficulty,hashrate,block_size,sent_addresses,top_100_percent,fee_reward,confirmation_time,tweets,median_transaction_size,full_name,coin
792,2019/10/02,4022149008,18039,,350393867,25051,19424,10.616,,,331122567290,,63864,15162,,,9.863,500,,bitcoin cash,bch
793,2019/10/03,4020554186,22812,,293482051,29924,12865,3.11,,,336981379913,,68028,16825,,,9.863,437,,bitcoin cash,bch
794,2019/10/04,4053939703,47349,,317524329,30012,6706,0.00775,,,342549668579,,109326,17359,,,9.412,367,,bitcoin cash,bch
795,2019/10/05,4000680897,39581,,246896870,25856,6238,0.00586,,,338687976258,,92462,17384,,,9.796,344,,bitcoin cash,bch
796,2019/10/06,4036053142,42239,,211056222,25607,4997,0.00391,,,341545581408,,99713,15704,,,10.213,305,,bitcoin cash,bch
797,2019/10/07,4164656587,51590,,375165738,30731,7272,0.00607,,,348462996488,,122918,15713,,,9.796,423,,bitcoin cash,bch
798,2019/10/08,4191286281,46361,,384693049,80028,8298,0.00996,,,356321882843,,181335,26620,,,9.412,366,,bitcoin cash,bch
799,2019/10/09,4222489089,45795,,600551389,28557,13114,0.00871,,,348214222425,,112790,16556,,,9.931,598,,bitcoin cash,bch
800,2019/10/10,4209999331,39887,,607546856,28106,15232,0.00677,,,339676553059,,95843,16529,,,9.863,399,,bitcoin cash,bch
801,2019/10/11,4057332125,33972,,535427788,30409,15761,0.00841,,,333193749229,,91775,18430,,,10.36,391,,bitcoin cash,bch
802,2019/10/12,4045194715,36385,,477469301,25549,13123,0.00405,,,332676501723,,85275,17064,,,9.664,372,,bitcoin cash,bch
803,2019/10/13,4079613442,40992,,595228374,27172,14521,0.00409,,,349344169946,,107380,17881,,,11.077,349,,bitcoin cash,bch
804,2019/10/14,4086748521,45896,,504007577,32141,10982,0.00971,,,341992096528,,113279,19977,,,10.07,423,,bitcoin cash,bch
805,2019/10/15,4050425506,49550,,629699492,62052,12708,0.00655,,,340810971104,,130019,28328,,,9.73,404,,bitcoin cash,bch
806,2019/10/16,3977760482,44310,,435501772,29286,9829,0.00764,,,337521464713,,120177,17879,,,10,360,,bitcoin cash,bch
807,2019/10/17,3933102224,47323,,369278057,26702,7803,0.00692,,,345534090289,,128321,15859,,,10.213,403,,bitcoin cash,bch
808,2019/10/18,3875549522,44474,,482959950,26192,10859,0.0074,,,338444430515,,124602,16555,,,10.827,372,,bitcoin cash,bch
809,2019/10/19,3858827855,40582,,423640777,24290,10439,0.00737,,,337523653526,,104249,16805,,,10.07,315,,bitcoin cash,bch
810,2019/10/20,3920052632,39285,,345120714,23790,8785,0.00808,,,339284248333,,89468,15303,,,9.73,353,,bitcoin cash,bch
811,2019/10/21,4133223577,40179,,421047227,31253,10479,0.00852,,,344063371619,,98736,16780,,,9.351,479,,bitcoin cash,bch
812,2019/10/22,4164941374,39330,,277712719,54910,7061,0.00795,,,349102158139,,105556,23091,,,9.796,426,,bitcoin cash,bch
813,2019/10/23,3884926053,44270,,520097037,27067,11748,0.00683,,,347649566624,,97910,14710,,,9.536,446,,bitcoin cash,bch
814,2019/10/24,3831613103,41698,,310256832,28595,7441,0.00776,,,372182413040,,107554,16241,,,9.931,326,,bitcoin cash,bch
815,2019/10/25,4136584944,51827,,531352297,33363,10252,0.00726,,,378577048066,,125895,20507,,,9.474,370,,bitcoin cash,bch
816,2019/10/26,4657386327,61982,,769761738,31336,12419,0.00818,,,359155821779,,148911,19861,,,10.36,362,,bitcoin cash,bch
817,2019/10/27,4643875322,52148,,790973807,27101,15168,0.00816,,,353959692554,,122185,17381,,,10.36,364,,bitcoin cash,bch
818,2019/10/28,4819289032,50674,,1221087251,26705,24097,0.00919,,,362524572724,,128221,14827,,,9.664,417,,bitcoin cash,bch
819,2019/10/29,5151934531,49192,,1017697193,54833,20688,0.00905,,,393228236008,,129329,24000,,,10,498,,bitcoin cash,bch
820,2019/10/30,5268888268,49589,,709828445,29793,14314,0.00926,,,406540449797,,118583,17307,,,9.796,474,,bitcoin cash,bch
821,2019/10/31,5149746154,47784,,522948019,29438,10944,0.00982,,,403846128960,,124551,17014,,,10.827,351,,bitcoin cash,bch
822,2019/11/01,5032984060,42791,,528420697,27970,12349,0.00883,,,390130006855,,106926,17166,,,10.141,307,,bitcoin cash,bch
823,2019/11/02,5168110121,36943,,373421963,26229,10108,0.0106,,,398689000238,,137791,17057,,,10.36,314,,bitcoin cash,bch
824,2019/11/03,5268789476,39850,,513269769,25908,12880,0.0116,,,409077714261,,97096,16821,,,9.863,334,,bitcoin cash,bch
825,2019/11/04,5242524833,41672,,601693021,26315,14439,0.0116,,,401514294243,,102656,15137,,,10,351,,bitcoin cash,bch
826,2019/11/05,5293560013,45080,,474139567,47497,10518,0.0101,,,395576440764,,113897,22333,,,9.73,354,,bitcoin cash,bch
827,2019/11/06,5463032654,41945,,687259225,29789,16385,0.00946,,,411160312381,,103247,17339,,,9.796,369,,bitcoin cash,bch
828,2019/11/07,5344090555,40851,,563192334,26366,13787,0.00926,,,412202235252,,113391,16172,,,11.077,458,,bitcoin cash,bch
829,2019/11/08,5166400180,42616,,400708852,27514,9403,0.00738,,,380079307929,,102552,16801,,,9.931,299,,bitcoin cash,bch
830,2019/11/09,5128094650,36387,,289648274,24273,7960,0.00965,,,387396911349,,87152,18478,,,9.664,382,,bitcoin cash,bch
831,2019/11/10,5228184160,41041,,336758699,32731,8205,0.0108,,,387979156929,,105885,21381,,,9.73,314,,bitcoin cash,bch
832,2019/11/11,5238312766,37841,,413866624,23022,10937,0.00827,,,396938880893,,89159,14126,,,9.796,483,,bitcoin cash,bch
833,2019/11/12,5220159739,35532,,542496214,46828,15268,0.00916,,,394274813719,,168829,20365,,,10.286,445,,bitcoin cash,bch
834,2019/11/13,5195900430,31477,,351250509,28341,11159,0.0107,,,394785922311,,86463,15194,,,9.6,414,,bitcoin cash,bch
835,2019/11/14,5089048808,33498,,523190163,28001,15619,0.0105,,,387622249462,,92025,14618,,,9.931,463,,bitcoin cash,bch
836,2019/11/15,4931924886,38013,,246316715,23300,6480,0.00779,,,385454777437,,87163,13617,,,9.931,514,,bitcoin cash,bch
837,2019/11/16,4825537533,25841,,243673991,17220,9430,0.00992,,,379910153977,,62175,9937,,,9.664,387,,bitcoin cash,bch
838,2019/11/17,4858890073,26732,,275353507,16391,10301,0.00925,,,384813769899,,63160,8502,,,9.664,389,,bitcoin cash,bch
839,2019/11/18,4728509936,34641,,575732027,19701,16620,0.00829,,,374075564000,,96753,10502,,,11.163,363,,bitcoin cash,bch
840,2019/11/19,4406349453,34388,,561846571,46781,16338,0.00773,,,370072957783,,107654,16461,,,11.613,379,,bitcoin cash,bch
841,2019/11/20,4400897749,31498,,308840473,19668,9805,0.0097,,,356748695724,,77680,9922,,,9.796,500,,bitcoin cash,bch
842,2019/11/21,4283727176,41460,,349153610,25553,8421,0.00626,,,360577588892,,100294,11579,,,9.73,388,,bitcoin cash,bch
843,2019/11/22,3876535796,47889,,549557915,22564,11476,0.00566,,,361417765995,,117334,11481,,,10.213,422,,bitcoin cash,bch
844,2019/11/23,3778841953,38930,,561064924,19500,14412,0.00666,,,358197606015,,88214,11067,,,9.863,338,,bitcoin cash,bch
845,2019/11/24,3809022090,39912,,319004296,18901,7993,0.00613,,,364788064009,,96139,10144,,,10.588,314,,bitcoin cash,bch
846,2019/11/25,3721566512,47795,,402219358,20264,8416,0.00656,,,368253766287,,105081,10954,,,9.6,412,,bitcoin cash,bch
847,2019/11/26,3827374043,42750,,210570357,49172,4926,0.00603,,,361392259982,,104433,17925,,,9.73,381,,bitcoin cash,bch
848,2019/11/27,3876580763,47830,,459888346,22234,9615,0.00624,,,362341630998,,112458,12121,,,10.07,844,,bitcoin cash,bch
849,2019/11/28,4018304109,40753,,421806523,25444,10350,0.00744,,,354867939773,,99090,13623,,,9.73,503,,bitcoin cash,bch
850,2019/11/29,4055412883,43683,,352028971,24144,8059,0.00654,,,360558120198,,101649,11513,,,9.796,444,,bitcoin cash,bch
851,2019/11/30,4207084814,35075,,330964823,20085,9436,0.00804,,,361656496576,,82523,9147,,,9.931,337,,bitcoin cash,bch
852,2019/12/01,3914273597,15960,,282430249,15884,17696,1.291,,,368755141543,,43046,9670,,,10.07,324,,bitcoin cash,bch
853,2019/12/02,3933551748,36087,,233586947,20541,6473,0.00676,,,366775299606,,98550,10523,,,11.163,343,,bitcoin cash,bch
854,2019/12/03,3908751249,35773,,386249615,48543,10797,0.00612,,,364353421576,,98686,17765,,,10.141,412,,bitcoin cash,bch
855,2019/12/04,3826802064,39178,,354611372,21552,9051,0.00657,,,360877722090,,91185,11037,,,9.474,355,,bitcoin cash,bch
856,2019/12/05,3836462632,40472,,273776148,23765,6765,0.00542,,,361822699664,,100377,9721,,,10.07,478,,bitcoin cash,bch
857,2019/12/06,4093015153,35745,,316268956,20847,8848,0.00702,,,356583371618,,82866,9689,,,9.664,425,,bitcoin cash,bch
858,2019/12/07,3871481328,28354,,290313598,20470,10239,0.00606,,,359915283116,,68050,10766,,,9.73,353,,bitcoin cash,bch
859,2019/12/08,3858061963,29491,,245353108,18622,8320,0.00604,,,353721409143,,75323,8892,,,9.863,344,,bitcoin cash,bch
860,2019/12/09,3841610817,33763,,258718629,20471,7663,0.00552,,,355597547881,,88534,9376,,,10.746,573,,bitcoin cash,bch
861,2019/12/10,3770510505,33115,,258445089,46985,7804,0.00647,,,352171837928,,87925,16134,,,9.863,320,,bitcoin cash,bch
862,2019/12/11,3763878533,34114,,105793820,21571,3101,0.00702,,,353199434195,,93016,11169,,,10.36,345,,bitcoin cash,bch
863,2019/12/12,3751458558,37071,,186805781,24280,5039,0.00704,,,355097633622,,99369,12264,,,9.863,562,,bitcoin cash,bch
864,2019/12/13,3805197128,33647,,210996188,20221,6271,0.00485,,,365169235521,,87092,9024,,,9.796,324,,bitcoin cash,bch
865,2019/12/14,3808330745,36499,,246583085,20244,6756,0.0071,,,362304620775,,96661,10326,,,10.213,422,,bitcoin cash,bch
866,2019/12/15,3766193895,33067,,208384573,18899,6302,0.00759,,,363540306139,,86348,8584,,,10.511,288,,bitcoin cash,bch
867,2019/12/16,3717513157,40949,,327685176,21430,8002,0.00749,,,363580996736,,99957,9151,,,9.73,350,,bitcoin cash,bch
868,2019/12/17,3458261198,41083,,339207592,54001,8257,0.00645,,,358369427212,,112563,21467,,,9.73,418,,bitcoin cash,bch
869,2019/12/18,3271061301,51085,,407976086,24983,7986,0.0061,,,356566420897,,123579,11412,,,9.6,355,,bitcoin cash,bch
870,2019/12/19,3394693935,44044,,258077209,25321,5860,0.00479,,,332802386352,,115870,9638,,,10,390,,bitcoin cash,bch
871,2019/12/20,3411279912,42439,,265270225,23035,6251,0.00691,,,332247846764,,109422,9753,,,10.141,325,,bitcoin cash,bch
872,2019/12/21,3409097310,32197,,174355729,20902,5415,0.0069,,,329575870466,,88035,10222,,,10.36,412,,bitcoin cash,bch
873,2019/12/22,3456334314,39025,,149089883,18848,3820,0.00648,,,338054184883,,110211,8299,,,11.339,397,,bitcoin cash,bch
874,2019/12/23,3543638889,46286,,163718994,28994,3537,0.00557,,,329472743439,,118143,15380,,,9.863,378,,bitcoin cash,bch
875,2019/12/24,3455006219,41848,,159308108,55142,3807,0.00699,,,328020633389,,108941,20630,,,9.664,354,,bitcoin cash,bch
876,2019/12/25,3401863464,38190,,181471277,22958,4752,0.00688,,,329441549837,,95880,11551,,,9.73,384,,bitcoin cash,bch
877,2019/12/26,3408860578,39405,,237394245,27162,6024,0.00635,,,328951941490,,116722,13205,,,10.07,315,,bitcoin cash,bch
878,2019/12/27,3538659205,41926,,282915579,28177,6748,0.099,,,345972200422,,104178,16343,,,9.231,309,,bitcoin cash,bch
879,2019/12/28,3773960902,40535,,354608445,29574,8748,0.0599,,,361139351587,,106585,17253,,,10.213,504,,bitcoin cash,bch
880,2019/12/29,3836207305,42280,,292682864,25940,6922,0.0918,,,356692375951,,106419,16274,,,9.73,337,,bitcoin cash,bch
881,2019/12/30,3854288198,40159,,346197812,27975,8621,0.00776,,,360651532905,,104462,15274,,,9.863,310,,bitcoin cash,bch
882,2019/12/31,3795306750,19593,,243260748,54565,12416,19.427,,,364820679115,,81319,24238,,,11.707,373,,bitcoin cash,bch
883,2020/01/01,3754465846,14795,,247401382,23722,16722,18.163,,,366839229971,,45128,14512,,,9.351,317,,bitcoin cash,bch
884,2020/01/02,3660830283,32400,,320937980,28547,9905,0.218,,,380748567177,,99085,16596,,,10.746,273,,bitcoin cash,bch
885,2020/01/03,3835628630,50490,,430017205,25327,8517,0.00545,,,391705953934,,120142,16418,,,9.664,397,,bitcoin cash,bch
886,2020/01/04,4071677696,36204,,386802152,28399,10684,0.00955,,,410320087320,,94222,21840,,,9.863,446,,bitcoin cash,bch
887,2020/01/05,4091775373,51195,,389244050,29708,7603,0.154,,,402034652562,,125959,20421,,,10.141,356,,bitcoin cash,bch
888,2020/01/06,4297535068,57309,,484795192,35273,8459,0.0101,,,419179190459,,139649,21071,,,9.73,429,,bitcoin cash,bch
889,2020/01/07,4395951365,52050,,514503397,56965,9885,0.00899,,,406994266894,,134473,24634,,,9.863,401,,bitcoin cash,bch
890,2020/01/08,4402845473,50146,,565533290,29013,11278,0.00702,,,386949153457,,119957,16720,,,9.796,362,,bitcoin cash,bch
891,2020/01/09,4318456346,41228,,404223894,27506,9805,0.00803,,,397216522951,,102278,15971,,,9.664,435,,bitcoin cash,bch
892,2020/01/10,4503033388,49403,,590482129,30744,11952,0.00639,,,413852934800,,116959,17338,,,9.536,402,,bitcoin cash,bch
893,2020/01/11,4890695549,52121,,518206952,29282,9942,0.00915,,,440528025300,,124343,17640,,,9.863,379,,bitcoin cash,bch
894,2020/01/12,4837510703,45548,,352352048,26308,7736,0.00905,,,435365403483,,104032,17191,,,9.73,319,,bitcoin cash,bch
895,2020/01/13,4838039815,33810,,411137272,25095,12160,0.00988,,,431651836877,,97557,16795,,,11.25,366,,bitcoin cash,bch
896,2020/01/14,5518191365,63917,,802762013,58458,12559,0.0113,,,451212960768,,144884,29369,,,8.78,523,,bitcoin cash,bch
897,2020/01/15,6123601523,54379,,977604004,38242,17978,0.0107,,,540063359514,,136999,21072,,,9.863,459,,bitcoin cash,bch
898,2020/01/16,5881589724,45882,,880902065,29763,19199,0.012,,,525393690584,,114913,16930,,,9.863,416,,bitcoin cash,bch
899,2020/01/17,6336855873,58236,,974813484,30599,16739,0.0129,,,553819702443,,138769,17655,,,9.6,390,,bitcoin cash,bch
900,2020/01/18,6582171184,55508,,1176774804,25828,21200,0.0134,,,565139858467,,128578,18264,,,9.796,463,,bitcoin cash,bch
901,2020/01/19,6209684811,48329,,987882776,27401,20441,0.0118,,,543448100118,,151674,17320,,,12.632,359,,bitcoin cash,bch
902,2020/01/20,6153550977,37904,,803403881,34824,21196,0.0116,,,541950562831,,103292,26018,,,9.474,387,,bitcoin cash,bch
903,2020/01/21,6268702433,38692,,506592450,47737,13093,0.0109,,,557824101149,,115587,24710,,,10.667,453,,bitcoin cash,bch
904,2020/01/22,6285663399,31117,,517243805,25360,16623,0.0128,,,566311120657,,83827,14111,,,10.36,362,,bitcoin cash,bch
905,2020/01/23,6090087895,39417,,729427822,28485,18505,0.00969,,,563692610480,,101071,16059,,,10.141,519,,bitcoin cash,bch
906,2020/01/24,5762655679,44361,,749618066,29437,16898,0.01,,,536263470750,,107545,12919,,,9.474,502,,bitcoin cash,bch
907,2020/01/25,5669809082,37027,,527147910,24028,14237,0.0116,,,500371142915,,89585,12975,,,9.536,540,,bitcoin cash,bch
908,2020/01/26,5983709358,37111,,432373418,25089,11651,0.0131,,,532282065732,,99380,13691,,,9.931,583,,bitcoin cash,bch
909,2020/01/27,6646816482,46090,,675292507,35954,14652,0.00858,,,572464411707,,118743,19494,,,9.796,468,,bitcoin cash,bch
910,2020/01/28,6708003807,54384,,878094658,58188,16146,0.0135,,,574981973494,,143253,22577,,,9.664,447,,bitcoin cash,bch
911,2020/01/29,7036625274,51612,,968464912,33088,18764,0.0113,,,606959787530,,125541,16069,,,9.664,449,,bitcoin cash,bch
912,2020/01/30,7056039831,45286,,824061329,28631,18197,0.0144,,,551455268779,,107930,13181,,,9.73,398,,bitcoin cash,bch
913,2020/01/31,6915995529,49226,,1583802178,30915,32174,0.012,,,592057694985,,120184,15486,,,9.796,403,,bitcoin cash,bch
914,2020/02/01,6948579714,41451,,493867103,26021,11914,0.0132,,,592296783393,,97393,14859,,,9.6,467,,bitcoin cash,bch
915,2020/02/02,6934600952,48017,,794091410,27365,16538,0.00982,,,619414416097,,119757,14943,,,10.213,1300,,bitcoin cash,bch
916,2020/02/03,6983694780,43843,,792795453,25815,18083,0.0143,,,596933022096,,135464,13806,,,12.522,519,,bitcoin cash,bch
917,2020/02/04,6954744466,45943,,872304750,44532,18987,0.0153,,,575961436633,,114863,19395,,,9.664,481,,bitcoin cash,bch
918,2020/02/05,7478667631,52332,,1185160910,32730,22647,0.0131,,,633061856450,,130032,18524,,,9.29,513,,bitcoin cash,bch
919,2020/02/06,8023785787,48699,,1116099192,34667,22918,0.0164,,,658075711673,,157698,18035,,,11.707,494,,bitcoin cash,bch
920,2020/02/07,8034092050,43481,,993069256,31182,22839,0.0153,,,650400627758,,112513,17063,,,9.6,414,,bitcoin cash,bch
921,2020/02/08,8118104035,41117,,866430982,23948,21072,0.0142,,,662599878666,,95672,13597,,,9.931,433,,bitcoin cash,bch
922,2020/02/09,8218931523,41596,,872736305,28496,20981,0.0141,,,657584849131,,97919,15854,,,9.536,363,,bitcoin cash,bch
923,2020/02/10,8175246408,44610,,1139113315,24729,25535,0.0116,,,660093722221,,103518,12396,,,9.863,472,,bitcoin cash,bch
924,2020/02/11,8275884067,46024,,1366158870,48204,29684,0.0142,,,668398919095,,117427,19940,,,9.664,574,,bitcoin cash,bch
925,2020/02/12,8643066101,46825,,1152781832,28448,24619,0.0137,,,661080414908,,118328,13495,,,9.796,620,,bitcoin cash,bch
926,2020/02/13,8595885723,46284,,1494318690,28451,32286,0.0122,,,669439227864,,110410,14216,,,10.286,604,,bitcoin cash,bch
927,2020/02/14,8833652696,43867,,1380318101,28177,31466,0.0125,,,689437817105,,99474,14306,,,9.412,424,,bitcoin cash,bch
928,2020/02/15,8639735185,42506,,1487737043,26763,35001,0.0148,,,690000755324,,103291,15355,,,10.141,414,,bitcoin cash,bch
929,2020/02/16,7857789751,47006,,1217063442,27101,25892,0.0135,,,661643064374,,130135,14158,,,11.803,411,,bitcoin cash,bch
930,2020/02/17,7227193975,52073,,1172260101,28841,22512,0.0113,,,602402125260,,114881,13878,,,9.29,452,,bitcoin cash,bch
931,2020/02/18,7478179910,45195,,998198079,40365,22086,0.0117,,,616202592778,,113598,16287,,,10.141,502,,bitcoin cash,bch
932,2020/02/19,7523417423,43797,,759590130,24569,17343,0.0106,,,605418655969,,99786,13295,,,9.863,564,,bitcoin cash,bch
933,2020/02/20,6859177298,43196,,390900014,26347,9049,0.0107,,,582994079572,,110535,12730,,,10,449,,bitcoin cash,bch
934,2020/02/21,6913841921,35554,,128583131,21263,3617,0.00875,,,588945385253,,82477,10952,,,9.796,454,,bitcoin cash,bch
935,2020/02/22,6837782287,31372,,3652589247,20530,116428,0.0127,,,580043477162,,86278,10574,,,10.909,403,,bitcoin cash,bch
936,2020/02/23,7142598768,36207,,619929662,23341,17122,0.0101,,,583321413709,,89851,12858,,,10.213,427,,bitcoin cash,bch
937,2020/02/24,7036048112,42610,,564349669,24148,13245,0.0131,,,593586922976,,105450,12803,,,10.435,419,,bitcoin cash,bch
938,2020/02/25,6648241764,40521,,594776939,40161,14678,0.00962,,,579810671865,,104140,16166,,,10.588,363,,bitcoin cash,bch
939,2020/02/26,5972284389,50659,,407604380,28435,8046,0.00953,,,537867041817,,121602,14593,,,10,442,,bitcoin cash,bch
940,2020/02/27,5945050747,41656,,430634275,25338,10338,0.0104,,,548992300237,,96219,13384,,,9.796,768,,bitcoin cash,bch
941,2020/02/28,5753088397,46242,,344336965,24729,7446,0.01,,,536145239102,,102622,13080,,,9.6,413,,bitcoin cash,bch
942,2020/02/29,5738724123,36047,,106558361,19855,2956,0.00916,,,537925623519,,80940,10626,,,10.07,365,,bitcoin cash,bch
943,2020/03/01,5729088545,39451,,122789571,20157,3112,0.00828,,,552658761727,,93541,10100,,,10.286,436,,bitcoin cash,bch
944,2020/03/02,5961105197,39531,,227406451,23026,5753,0.0113,,,550406057537,,93109,11209,,,10,633,,bitcoin cash,bch
945,2020/03/03,6058740114,40057,,177260657,47092,4425,0.0106,,,565442217685,,97359,21451,,,9.664,494,,bitcoin cash,bch
946,2020/03/04,5920469571,37529,,194958359,29345,5195,0.0112,,,551273125738,,92701,18211,,,9.796,477,,bitcoin cash,bch
947,2020/03/05,6138940473,42972,,273843136,31451,6395,0.0116,,,553230928714,,115072,20530,,,10.141,444,,bitcoin cash,bch
948,2020/03/06,6322489475,39264,,192250866,32652,4896,0.0129,,,571097526690,,104080,19447,,,10.36,693,,bitcoin cash,bch
949,2020/03/07,6260342717,38451,,500324251,29017,13012,0.0128,,,567195637195,,98014,17674,,,10.141,366,,bitcoin cash,bch
950,2020/03/08,5621790274,16821,,293257914,29893,17434,33.135,,,545144850462,,54138,17741,,,9.863,466,,bitcoin cash,bch
951,2020/03/09,4939357341,19108,,405972374,33092,21246,24.255,,,512252287637,,62941,17428,,,9.474,451,,bitcoin cash,bch
952,2020/03/10,4961464409,18336,,452682644,52612,24688,26.296,,,544715181166,,69840,23039,,,9.863,345,,bitcoin cash,bch
953,2020/03/11,4877306159,18685,,246285355,32123,13181,40.023,,,543848997136,,62039,20188,,,10.141,343,,bitcoin cash,bch
954,2020/03/12,3841628938,18246,,798054169,35650,43739,80.398,,,492270694029,,67835,21458,,,10.286,485,,bitcoin cash,bch
955,2020/03/13,3102876685,19679,,639645613,38875,32504,62.361,,,498599442983,,76615,24050,,,10.746,311,,bitcoin cash,bch
956,2020/03/14,3155030807,15172,,255682700,35109,16852,61.161,,,497672638661,,59247,18713,,,10.141,419,,bitcoin cash,bch
957,2020/03/15,3161494529,45773,,186587582,24138,4076,0.00537,,,506580961695,,106172,16417,,,10,463,,bitcoin cash,bch
958,2020/03/16,3129105786,68409,,419764370,30672,6136,0.00441,,,522776115431,,156024,17121,,,10,314,,bitcoin cash,bch
959,2020/03/17,3298198226,62921,,223868720,57921,3558,0.00514,,,530152991957,,162137,25588,,,10.588,919,,bitcoin cash,bch
960,2020/03/18,3284774954,57697,,175229438,27040,3037,0.00463,,,513270392058,,125170,15970,,,9.664,376,,bitcoin cash,bch
961,2020/03/19,3570975097,61555,,220049918,31729,3575,0.0061,,,517636296064,,133866,18414,,,9.351,350,,bitcoin cash,bch
962,2020/03/20,4070516960,66379,,330286389,31988,4976,0.00574,,,517338575846,,149298,19231,,,9.796,469,,bitcoin cash,bch
963,2020/03/21,3979201413,60138,,161317536,27382,2682,0.00498,,,551286038777,,136130,17640,,,10.213,319,,bitcoin cash,bch
964,2020/03/22,3955808653,58588,,142293269,29340,2429,0.00613,,,549450707581,,138170,20012,,,10.07,344,,bitcoin cash,bch
965,2020/03/23,3869887503,59498,,289451958,26976,4865,0.00541,,,542059859982,,140840,16987,,,10.213,273,,bitcoin cash,bch
966,2020/03/24,4123105350,58154,,161736615,57897,2781,0.00639,,,531238058893,,137236,25241,,,9.796,266,,bitcoin cash,bch
967,2020/03/25,4063078161,53154,,163897253,25353,3083,0.00569,,,518066233768,,121538,16024,,,10.213,330,,bitcoin cash,bch
968,2020/03/26,4096913028,49759,,149177673,25620,2998,0.00634,,,466411523432,,115497,16241,,,10.141,253,,bitcoin cash,bch
969,2020/03/27,4153495101,48972,,264984039,29290,5411,0.00643,,,451837744141,,112519,17322,,,9.73,672,,bitcoin cash,bch
970,2020/03/28,3843730883,49938,,247333936,28312,4953,0.00595,,,473307526033,,121994,16046,,,10.36,846,,bitcoin cash,bch
971,2020/03/29,3866941098,42282,,229333920,24388,5424,0.00603,,,476602276028,,101686,14661,,,10.511,463,,bitcoin cash,bch
972,2020/03/30,3972049710,17751,,135144739,27429,7613,30.904,,,470560875201,,103146,17018,,,9.931,310,,bitcoin cash,bch
973,2020/03/31,4041195851,18464,,209548035,80504,11349,24.72,,,465089132643,,112593,26032,,,10.435,324,,bitcoin cash,bch
974,2020/04/01,3994331080,18270,,113169526,31580,6194,23.497,,,467060529548,,64534,17891,,,10.667,288,,bitcoin cash,bch
975,2020/04/02,4198251942,19278,,167244036,31827,8675,32.461,,,458470356271,,59962,17736,,,9.863,319,,bitcoin cash,bch
976,2020/04/03,4333579107,41666,,158721870,30097,3809,0.00864,,,468528506175,,100440,18518,,,9.73,840,,bitcoin cash,bch
977,2020/04/04,4342871415,43920,,255099456,27913,5808,0.00755,,,478546474646,,101340,18258,,,9.73,894,,bitcoin cash,bch
978,2020/04/05,4319726359,41168,,111334968,28183,2704,0.00815,,,473112728101,,98669,19827,,,9.931,611,,bitcoin cash,bch
979,2020/04/06,4479993414,40807,,210054985,26505,5148,0.00913,,,466874769638,,96307,18332,,,9.796,579,,bitcoin cash,bch
980,2020/04/07,4709929905,34060,,175207504,84080,5144,0.0103,,,480541046443,,104806,83648,,,9.664,665,,bitcoin cash,bch
981,2020/04/08,4904499301,95731,,431778591,156035,4510,0.00317,,,492798107907,,234050,14640,,,11.901,2040,,bitcoin cash,bch
982,2020/04/09,4821517539,38437,,245081865,24872,6376,0.00889,,,364843404734,,239338,13392,,,26.182,624,,bitcoin cash,bch
983,2020/04/10,4395153835,43787,,284724363,23742,6502,0.00633,,,248973679028,,95958,13446,,,9.474,632,,bitcoin cash,bch
984,2020/04/11,4273733308,34795,,328339226,19647,9436,0.00421,,,245240736475,,76547,11215,,,9.6,541,,bitcoin cash,bch
985,2020/04/12,4306627701,37115,,136420511,20741,3676,0.00299,,,247288759068,,82165,12440,,,9.863,387,,bitcoin cash,bch
986,2020/04/13,4109131920,43283,,367802019,21795,8498,0.0053,,,257164077045,,91486,12530,,,9.172,341,,bitcoin cash,bch
987,2020/04/14,4123464066,38788,,183300140,55611,4726,0.00778,,,242371574529,,96522,24955,,,9.536,396,,bitcoin cash,bch
988,2020/04/15,4072847182,36188,,87105501,26315,2407,0.00829,,,250597506500,,83149,14892,,,9.29,387,,bitcoin cash,bch
989,2020/04/16,4129309338,47172,,147628790,25530,3130,0.00657,,,250948298254,,112186,13971,,,10.213,394,,bitcoin cash,bch
990,2020/04/17,4275572362,35504,,108305693,24829,3051,0.00807,,,237376814608,,85716,12770,,,9.796,446,,bitcoin cash,bch
991,2020/04/18,4355334836,33831,,231832119,24811,6853,0.00886,,,241715560381,,78198,12536,,,9.6,480,,bitcoin cash,bch
992,2020/04/19,4353820262,33580,,287095524,22107,8550,0.00886,,,238651275546,,77658,11431,,,9.796,385,,bitcoin cash,bch
993,2020/04/20,4215504766,39174,,114740226,23569,2929,0.00795,,,235063355978,,101933,12595,,,10.992,421,,bitcoin cash,bch
994,2020/04/21,4046738623,36475,,151900828,51415,4165,0.00583,,,250191449211,,98379,20608,,,10.286,422,,bitcoin cash,bch
995,2020/04/22,4151926487,35744,,92061555,22333,2576,0.00783,,,256500229038,,98065,11489,,,11.803,318,,bitcoin cash,bch
996,2020/04/23,4306856669,41466,,135526789,25290,3268,0.00876,,,256433807679,,102888,14038,,,10.511,490,,bitcoin cash,bch
997,2020/04/24,4384587563,37165,,127898098,27534,3441,0.00892,,,254279483528,,89379,14054,,,9.863,640,,bitcoin cash,bch
998,2020/04/25,4399368298,35536,,124203226,26744,3495,0.00895,,,256776981389,,84785,14391,,,9.664,504,,bitcoin cash,bch
