,date,market_cap,transactions,google_trends,send_usd,active_addresses,av_transaction_value,median_transaction_value,mining_profitability,av_transaction_size,difficulty,hashrate,block_size,sent_addresses,top_100_percent,fee_reward,confirmation_time,tweets,median_transaction_size,full_name,coin
999,2020/04/26,4433705068,33901,,110113928,19733,3248,0.0077,,,261540021404,,80097,11730,,,9.863,537,,bitcoin cash,bch
1000,2020/04/27,4437354606,37983,,155542863,23634,4095,0.00705,,,252372529192,,96110,13986,,,9.863,596,,bitcoin cash,bch
1001,2020/04/28,4413514323,35696,,250465756,58729,7017,0.00832,,,245287261536,,100907,26062,,,9.931,416,,bitcoin cash,bch
1002,2020/04/29,4611260312,54389,,234585432,32069,4313,0.00802,,,246281270308,,133818,18463,,,10.213,330,,bitcoin cash,bch
1003,2020/04/30,4763974423,62119,,399390687,35785,6429,0.00828,,,223782733860,,141044,20154,,,9.29,731,,bitcoin cash,bch
1004,2020/05/01,4682216122,49130,,127044706,31909,2586,0.00883,,,223986514392,,118944,18428,,,9.796,354,,bitcoin cash,bch
1005,2020/05/02,4708587042,39235,,245292846,25516,6252,0.00748,,,224298369042,,94724,15013,,,9.796,316,,bitcoin cash,bch
1006,2020/05/03,4730290245,45494,,132097362,27130,2904,0.00892,,,224265915033,,107325,14925,,,9.863,273,,bitcoin cash,bch
1007,2020/05/04,4487443879,45654,,137624644,26877,3015,0.00712,,,234947887843,,129788,16393,,,11.901,313,,bitcoin cash,bch
1008,2020/05/05,4529574829,42103,,130319899,58193,3095,0.00921,,,226305241369,,126042,27090,,,11.429,629,,bitcoin cash,bch
1009,2020/05/06,4552523463,43310,,200281492,28360,4624,0.00723,,,215301404938,,111082,17238,,,10.667,410,,bitcoin cash,bch
1010,2020/05/07,4529851049,50490,,189664249,28847,3756,0.00787,,,205796646195,,117280,16732,,,10,377,,bitcoin cash,bch
1011,2020/05/08,4712943596,49130,,203473503,29773,4142,0.00889,,,204432309618,,110171,15878,,,9.412,393,,bitcoin cash,bch
1012,2020/05/09,4941292493,46475,,222700851,38498,4792,0.00858,,,218291004300,,123480,17040,,,9.796,346,,bitcoin cash,bch
1013,2020/05/10,4317259467,56939,,447578469,33068,7861,0.00685,,,213803813666,,134750,13877,,,9.6,351,,bitcoin cash,bch
1014,2020/05/11,4255171446,55386,,175458008,41010,3168,0.00739,,,243217566036,,124258,14965,,,8.045,343,,bitcoin cash,bch
1015,2020/05/12,4317295942,47519,,144868996,72183,3049,0.00814,,,392194379670,,168138,27391,,,10.141,282,,bitcoin cash,bch
1016,2020/05/13,4336206920,46982,,129232591,42260,2751,0.00753,,,387819752344,,170171,15907,,,11.163,280,,bitcoin cash,bch
1017,2020/05/14,4414002575,48956,,127189392,43583,2598,0.00766,,,354171284274,,159735,13409,,,10.36,307,,bitcoin cash,bch
1018,2020/05/15,4387725519,53992,,88348345,46906,1636,0.00826,,,339458749571,,162499,15005,,,9.474,438,,bitcoin cash,bch
1019,2020/05/16,4376954524,43103,,91222828,53656,2116,0.0076,,,363062566957,,135718,13608,,,9.73,370,,bitcoin cash,bch
1020,2020/05/17,4421290721,42535,,71845818,50387,1689,0.00833,,,363487346163,,139520,18545,,,9.6,517,,bitcoin cash,bch
1021,2020/05/18,4556842721,47203,,145188237,49467,3076,0.00791,,,349676704955,,146058,16804,,,10.07,372,,bitcoin cash,bch
1022,2020/05/19,4533882225,32675,,110719261,73229,3389,0.00922,,,328521024188,,128556,27116,,,10.511,387,,bitcoin cash,bch
1023,2020/05/20,4490211505,16735,,112903602,48507,6747,12.514,,,306620900150,,87400,15759,,,10.07,342,,bitcoin cash,bch
1024,2020/05/21,4315458708,19514,,130512387,53301,6688,4.692,,,324976710270,,109329,15265,,,10.909,372,,bitcoin cash,bch
1025,2020/05/22,4269477147,42780,,165258167,45433,3863,0.00723,,,326521162651,,135460,14721,,,10.213,297,,bitcoin cash,bch
1026,2020/05/23,4328710233,34367,,75151049,36899,2187,0.00668,,,332148837272,,105417,12788,,,9.536,253,,bitcoin cash,bch
1027,2020/05/24,4285608273,28182,,119419019,39851,4237,0.0168,,,360963308758,,97727,17203,,,9.863,285,,bitcoin cash,bch
1028,2020/05/25,4217444778,13944,,86901526,37288,6232,9.388,,,364707476991,,69165,14489,,,10.667,314,,bitcoin cash,bch
1029,2020/05/26,4205074454,15026,,110981780,70065,7386,8.875,,,348478268542,,78017,27451,,,9.796,299,,bitcoin cash,bch
1030,2020/05/27,4248450719,13856,,106028782,43610,7652,17.336,,,362780635396,,66603,16340,,,10,288,,bitcoin cash,bch
1031,2020/05/28,4304485309,15191,,92738943,24936,6105,19.591,,,345136980193,,72327,12486,,,9.536,295,,bitcoin cash,bch
1032,2020/05/29,4393415331,20216,,131136997,56456,6487,2.705,,,346500504278,,105949,16456,,,10.435,894,,bitcoin cash,bch
1033,2020/05/30,4482104461,44106,,131758437,56038,2987,0.00758,,,359690977585,,145090,16094,,,9.6,668,,bitcoin cash,bch
1034,2020/05/31,4546989326,44038,,148807462,57458,3379,0.00431,,,363598796074,,151134,15630,,,9.796,552,,bitcoin cash,bch
1035,2020/06/01,4480718615,42768,,216024452,51500,5051,0.00824,,,347259420021,,153543,15911,,,9.73,713,,bitcoin cash,bch
1036,2020/06/02,4742635708,50909,,470692437,84823,9246,0.00731,,,350801192693,,179414,31278,,,9.664,576,,bitcoin cash,bch
1037,2020/06/03,4609089069,38631,,155437827,47629,4024,0.00848,,,361134712349,,151966,15069,,,9.863,430,,bitcoin cash,bch
1038,2020/06/04,4716014781,45924,,148134545,41769,3226,0.00797,,,355925603424,,185909,17948,,,10.667,279,,bitcoin cash,bch
1039,2020/06/05,4763506303,46166,,133522084,37616,2892,0.00876,,,343171600714,,208088,17708,,,9.863,243,,bitcoin cash,bch
1040,2020/06/06,4700677926,40241,,106358230,49380,2643,0.00864,,,348049837195,,186051,13840,,,10,260,,bitcoin cash,bch
1041,2020/06/07,4643383448,39756,,115757343,53665,2912,0.00785,,,347105241966,,170490,14676,,,10,231,,bitcoin cash,bch
1042,2020/06/08,4676939390,33818,,137448509,54165,4064,0.0086,,,346227298697,,165021,14251,,,11.707,268,,bitcoin cash,bch
1043,2020/06/09,4664918634,38578,,89346304,80152,2316,0.0121,,,337076625938,,206112,26235,,,9.863,340,,bitcoin cash,bch
1044,2020/06/10,4697325260,25739,,120741508,58198,4691,2.355,,,345812653570,,132288,15233,,,10.286,412,,bitcoin cash,bch
1045,2020/06/11,4586265473,15705,,283468593,65512,18050,15.187,,,342037400796,,110552,19020,,,9.664,249,,bitcoin cash,bch
1046,2020/06/12,4413715013,14819,,265322513,59067,17904,24.244,,,331811068382,,106724,12712,,,9.796,238,,bitcoin cash,bch
1047,2020/06/13,4418615556,14425,,100118135,45240,6941,19.188,,,338994269524,,89523,11395,,,9.73,263,,bitcoin cash,bch
1048,2020/06/14,4395299765,14556,,61038885,55871,4193,18.28,,,342473946586,,97782,12121,,,9.536,263,,bitcoin cash,bch
1049,2020/06/15,4284669683,17322,,279175052,57093,16117,13.206,,,331631138463,,117764,16866,,,10.213,243,,bitcoin cash,bch
1050,2020/06/16,4362160809,14858,,137984830,87640,9287,11.434,,,339058068197,,102752,26236,,,9.474,259,,bitcoin cash,bch
1051,2020/06/17,4401390199,13968,,82635806,52869,5916,13.946,,,377886641579,,90397,11026,,,10,255,,bitcoin cash,bch
1052,2020/06/18,4394832754,16576,,213546100,59223,12883,7.924,,,379771852733,,97079,16687,,,9.536,307,,bitcoin cash,bch
1053,2020/06/19,4312872883,14844,,131535611,50507,8861,10.648,,,372539545228,,90969,14689,,,9.73,356,,bitcoin cash,bch
1054,2020/06/20,4286240841,14066,,85441041,50563,6074,10.588,,,373959716016,,90225,13658,,,9.931,329,,bitcoin cash,bch
1055,2020/06/21,4288927750,13674,,59152037,45009,4326,10.466,,,379087691780,,88111,11865,,,10,215,,bitcoin cash,bch
1056,2020/06/22,4378977388,13904,,228040604,42333,16401,23.128,,,377662532011,,99531,12267,,,11.25,318,,bitcoin cash,bch
1057,2020/06/23,4445322275,13582,,156892945,76924,11552,21.706,,,386777123212,,109058,25601,,,11.707,314,,bitcoin cash,bch
1058,2020/06/24,4377752647,12274,,110164888,58751,8975,22.517,,,377543479400,,96524,13398,,,9.931,380,,bitcoin cash,bch
1059,2020/06/25,4292311093,11819,,95158904,52486,8051,19.386,,,380402231527,,83341,11707,,,10.36,397,,bitcoin cash,bch
1060,2020/06/26,4263886921,12613,,77059227,54387,6110,18.392,,,382882269903,,86471,13764,,,9.351,409,,bitcoin cash,bch
1061,2020/06/27,4185198193,12188,,131027606,54986,10751,17.545,,,382416884681,,84976,14254,,,9.6,350,,bitcoin cash,bch
1062,2020/06/28,4049434980,11805,,120582643,46387,10215,18.398,,,375424100198,,86841,14322,,,9.796,291,,bitcoin cash,bch
1063,2020/06/29,4094955494,12397,,133995282,53802,10809,15.985,,,371669668289,,93344,18887,,,9.73,303,,bitcoin cash,bch
1064,2020/06/30,4120219226,14923,,78252616,83783,5244,17.984,,,370380502856,,109631,31027,,,10,232,,bitcoin cash,bch
1065,2020/07/01,4139404975,13099,,99396500,54921,7588,22.876,,,364776592770,,93561,15694,,,9.73,351,,bitcoin cash,bch
1066,2020/07/02,4107306521,13457,,113007682,52307,8398,23.471,,,367274828099,,90396,13547,,,10.07,356,,bitcoin cash,bch
1067,2020/07/03,4093244489,14465,,115280233,56068,7970,21.31,,,366460541569,,93458,16566,,,10.141,301,,bitcoin cash,bch
1068,2020/07/04,4123374419,12983,,63288754,60484,4875,21.238,,,375387776635,,93465,16920,,,10,282,,bitcoin cash,bch
1069,2020/07/05,4100725372,13043,,63516654,56307,4870,18.842,,,376234200739,,87108,14500,,,10.213,297,,bitcoin cash,bch
1070,2020/07/06,4275983773,15473,,127886435,62175,8265,20.242,,,382545134175,,95745,18400,,,9.664,388,,bitcoin cash,bch
1071,2020/07/07,4401500567,18365,,119364475,88092,6500,16.732,,,390348464933,,123370,34518,,,9.114,312,,bitcoin cash,bch
1072,2020/07/08,4477351897,16655,,176323144,52843,10587,29.13,,,390886469650,,110816,19025,,,10.213,511,,bitcoin cash,bch
1073,2020/07/09,4441542143,16993,,126490364,50886,7444,22.046,,,387416102377,,112618,17053,,,11.077,356,,bitcoin cash,bch
1074,2020/07/10,4376973331,16855,,178107454,52438,10567,14.457,,,396678821991,,113051,17155,,,11.707,345,,bitcoin cash,bch
1075,2020/07/11,4379943829,14045,,93317473,48194,6644,16.83,,,393035570679,,95422,16828,,,10.213,310,,bitcoin cash,bch
1076,2020/07/12,4371187755,12631,,97579529,55007,7725,19.429,,,388959565041,,82263,12925,,,9.931,415,,bitcoin cash,bch
1077,2020/07/13,4349728721,15827,,278177500,61184,17576,16.936,,,397057570477,,98697,18904,,,9.664,370,,bitcoin cash,bch
1078,2020/07/14,4245042843,17239,,201206538,85283,11672,12.287,,,407249955163,,114219,32951,,,9.6,269,,bitcoin cash,bch
1079,2020/07/15,4226404103,15339,,131083119,54029,8546,20.271,,,403453329567,,93244,15674,,,10.07,295,,bitcoin cash,bch
1080,2020/07/16,4135198034,14375,,110163480,58294,7664,21.557,,,397018646000,,96116,13165,,,9.931,320,,bitcoin cash,bch
1081,2020/07/17,4127918064,13010,,89706598,52996,6895,19.668,,,391653826458,,83045,12400,,,9.664,312,,bitcoin cash,bch
1082,2020/07/18,4151652156,14979,,78964415,56888,5272,20.262,,,394857536671,,94887,12770,,,9.796,null,,bitcoin cash,bch
1083,2020/07/19,4148109451,15505,,110467345,49217,7125,15.228,,,401129906656,,93166,14017,,,9.796,325,,bitcoin cash,bch
1084,2020/07/20,4167442006,16971,,94525920,58656,5570,19.585,,,401583321817,,102851,17115,,,9.863,262,,bitcoin cash,bch
1085,2020/07/21,4223623891,19313,,130000519,85031,6731,9.873,,,382912469991,,114047,32691,,,10,362,,bitcoin cash,bch
1086,2020/07/22,4268385481,17606,,176954264,58888,10051,9.478,,,372747181012,,103248,17257,,,9.73,269,,bitcoin cash,bch
1087,2020/07/23,4408761443,17258,,183853060,58519,10653,17.23,,,381859133706,,117654,19327,,,10.992,486,,bitcoin cash,bch
1088,2020/07/24,4362230985,18424,,289527952,59963,15715,15.014,,,372562619071,,106303,22786,,,9.73,329,,bitcoin cash,bch
1089,2020/07/25,4502069226,18368,,442817274,62385,24108,11.268,,,401541384072,,108492,22212,,,9.931,275,,bitcoin cash,bch
1090,2020/07/26,4604621395,19082,,334944262,59993,17553,16.671,,,404635378706,,103516,22190,,,9.863,329,,bitcoin cash,bch
1091,2020/07/27,4769285296,19736,,239703353,67680,12145,18.166,,,390445174783,,125420,25564,,,10.36,367,,bitcoin cash,bch
1092,2020/07/28,5180040775,22973,,337887399,89732,14708,23.586,,,369094636970,,135592,42078,,,9.412,957,,bitcoin cash,bch
1093,2020/07/29,5358360719,18222,,303073835,58398,16632,18.862,,,383637448258,,115650,20555,,,10.667,433,,bitcoin cash,bch
1094,2020/07/30,5305111794,16874,,452569662,58369,26821,17.917,,,382919962296,,145458,23055,,,12.743,356,,bitcoin cash,bch
1095,2020/07/31,5454101351,18192,,353678336,81648,19441,30.036,,,373748939050,,126097,35341,,,9.231,621,,bitcoin cash,bch
1096,2020/08/01,5731152377,18968,,296856155,83330,15650,36.041,,,397205282535,,134547,37531,,,10.213,1971,,bitcoin cash,bch
1097,2020/08/02,5448808372,18121,,400589148,71841,22111,39.037,,,400986168647,,118918,25638,,,10,765,,bitcoin cash,bch
1098,2020/08/03,5413990929,17539,,321488176,67644,18330,27.474,,,394887575361,,116507,27921,,,9.73,2336,,bitcoin cash,bch
1099,2020/08/04,5390098879,18581,,400120984,89185,21534,20.46,,,400268603135,,126320,46230,,,9.863,4207,,bitcoin cash,bch
1100,2020/08/05,5401606758,18078,,236687323,67286,13093,25.646,,,385046724579,,132539,33347,,,10.286,551,,bitcoin cash,bch
1101,2020/08/06,5542965710,17568,,320291929,60134,18232,51.564,,,360583991224,,117343,29452,,,9.536,811,,bitcoin cash,bch
1102,2020/08/07,5799365877,17053,,354772706,56322,20804,69.055,,,408642441911,,125147,29655,,,10.827,682,,bitcoin cash,bch
1103,2020/08/08,5605700851,15004,,185418611,54034,12358,38.318,,,396314630762,,110477,25532,,,9.863,375,,bitcoin cash,bch
1104,2020/08/09,5585964914,15974,,360870144,56852,22591,34.561,,,409174249322,,112593,29496,,,10.07,433,,bitcoin cash,bch
1105,2020/08/10,5606975926,17686,,235422815,67146,13311,31.298,,,387361004455,,124124,37262,,,9.73,482,,bitcoin cash,bch
1106,2020/08/11,5388505483,18203,,275927037,94893,15158,39.538,,,374331869128,,147326,54043,,,10.511,421,,bitcoin cash,bch
1107,2020/08/12,5228842491,15888,,453512611,76826,28544,32.059,,,365059401577,,124843,35567,,,9.73,332,,bitcoin cash,bch
1108,2020/08/13,5244324298,17434,,375522548,80637,21540,22.532,,,377035654212,,133927,40901,,,10,281,,bitcoin cash,bch
1109,2020/08/14,5422869951,17686,,235279224,78047,13303,18.751,,,380550618138,,140385,36085,,,9.6,384,,bitcoin cash,bch
1110,2020/08/15,5533836351,16536,,246417093,79625,14902,26.424,,,396057618840,,128104,42478,,,9.474,380,,bitcoin cash,bch
1111,2020/08/16,5640757959,14896,,270991137,77550,18192,31.038,,,408894220372,,131415,38369,,,10.141,360,,bitcoin cash,bch
1112,2020/08/17,5790941502,17586,,308070610,61526,17518,47.043,,,409434006115,,139557,46903,,,9.796,329,,bitcoin cash,bch
1113,2020/08/18,5788981758,18312,,298634288,100407,16308,30.61,,,378279511321,,153878,62358,,,9.796,372,,bitcoin cash,bch
1114,2020/08/19,5462186318,17990,,228379971,73715,12695,23.558,,,362758925326,,127850,34725,,,9.664,328,,bitcoin cash,bch
1115,2020/08/20,5413164188,17402,,192095793,67670,11039,23.686,,,378746193858,,136293,39166,,,10.511,340,,bitcoin cash,bch
1116,2020/08/21,5417937950,16330,,222178436,72813,13606,39.033,,,379785391535,,122252,38224,,,10.141,358,,bitcoin cash,bch
1117,2020/08/22,5240098171,14982,,206359240,66840,13774,23.066,,,372738444113,,112690,35857,,,9.412,390,,bitcoin cash,bch
1118,2020/08/23,5243341159,14481,,141178978,62336,9749,19.578,,,394956246251,,118446,37407,,,10.36,270,,bitcoin cash,bch
1119,2020/08/24,5353454923,14908,,189303268,64022,12698,21.501,,,401902452808,,115311,34724,,,10.141,418,,bitcoin cash,bch
1120,2020/08/25,5213438989,17525,,247236016,86494,14108,17.313,,,391776352520,,135040,43401,,,11.163,428,,bitcoin cash,bch
1121,2020/08/26,5091290895,19380,,201686106,61004,10407,15.714,,,387496651824,,124053,27002,,,10.36,408,,bitcoin cash,bch
1122,2020/08/27,4990891327,17515,,252967345,70241,14443,14.009,,,369536096589,,116642,30935,,,9.931,1312,,bitcoin cash,bch
1123,2020/08/28,4947951191,18014,,239713838,73623,13307,12.506,,,373974908097,,116974,31647,,,9.536,1176,,bitcoin cash,bch
1124,2020/08/29,4984379675,17531,,203968158,65482,11635,15.381,,,382956017850,,129488,24895,,,9.474,665,,bitcoin cash,bch
1125,2020/08/30,5054968448,14938,,120483648,55870,8066,16.119,,,386776103400,,148167,23583,,,9.863,522,,bitcoin cash,bch
1126,2020/08/31,5118492353,15318,,225681314,54564,14733,22.224,,,387577663713,,101453,23676,,,10.435,347,,bitcoin cash,bch
1127,2020/09/01,5177319722,19899,,305522391,93206,15354,36.659,,,379480020672,,139720,46416,,,10,487,,bitcoin cash,bch
1128,2020/09/02,5079258171,21613,,311351338,65344,14406,20.927,,,371030182002,,125015,26736,,,9.931,1227,,bitcoin cash,bch
1129,2020/09/03,4670494147,19781,,516141849,64083,26093,20.851,,,347755462929,,124095,24854,,,10.667,531,,bitcoin cash,bch
1130,2020/09/04,4222685295,21195,,481879600,71435,22736,25.112,,,329092501613,,127307,31182,,,9.796,367,,bitcoin cash,bch
1131,2020/09/05,4198081750,15237,,126728312,60922,8317,31.775,,,335628342023,,105333,30913,,,9.6,354,,bitcoin cash,bch
1132,2020/09/06,4204227249,15094,,77999248,69058,5168,21.204,,,366926144113,,114597,35669,,,9.863,1125,,bitcoin cash,bch
1133,2020/09/07,4161174546,16290,,131331489,57448,8062,20.539,,,358602725667,,122472,24946,,,10.36,2311,,bitcoin cash,bch
1134,2020/09/08,4153414618,17014,,140351458,83425,8249,11.225,,,358165352924,,140234,44198,,,9.931,647,,bitcoin cash,bch
1135,2020/09/09,4151026675,16361,,81028090,57818,4953,17.052,,,356949889311,,124746,27110,,,11.52,1696,,bitcoin cash,bch
1136,2020/09/10,4195814447,18921,,119341827,72964,6307,10.403,,,341720499630,,121115,29994,,,9.73,1116,,bitcoin cash,bch
1137,2020/09/11,4150789944,18988,,121997279,62106,6425,11.519,,,341365713625,,112679,23606,,,9.931,1406,,bitcoin cash,bch
1138,2020/09/12,4170495597,17298,,78644104,54583,4546,10.144,,,354494685745,,102563,21161,,,9.73,470,,bitcoin cash,bch
1139,2020/09/13,4191451646,16786,,92478233,58890,5509,13.912,,,366093733227,,108874,26744,,,10.141,489,,bitcoin cash,bch
1140,2020/09/14,4159818232,17966,,120301088,60076,6696,11.532,,,354249567754,,117309,29645,,,10.36,398,,bitcoin cash,bch
1141,2020/09/15,4356417534,18237,,159115420,82716,8725,14.11,,,356624452408,,106676,38521,,,9.412,376,,bitcoin cash,bch
1142,2020/09/16,4287536311,15305,,152072976,51961,9936,13.626,,,344759151906,,96647,17716,,,10.36,293,,bitcoin cash,bch
1143,2020/09/17,4321382484,16560,,140721582,40138,8498,15.053,,,352291839310,,87611,17047,,,10.286,1148,,bitcoin cash,bch
1144,2020/09/18,4335076186,17681,,178028883,43266,10069,15.258,,,356059912136,,82344,21929,,,9.73,370,,bitcoin cash,bch
1145,2020/09/19,4330760605,15048,,87030892,40596,5784,11.699,,,358507514331,,68636,18793,,,9.412,272,,bitcoin cash,bch
1146,2020/09/20,4221602598,17777,,80001681,42077,4500,9.572,,,388722151144,,79890,21697,,,9.863,204,,bitcoin cash,bch
1147,2020/09/21,4063722917,17706,,120568271,40667,6809,11.209,,,380901098274,,81449,19582,,,10.07,292,,bitcoin cash,bch
1148,2020/09/22,3969254084,18397,,132183678,71617,7185,7.498,,,367658920062,,97920,38233,,,9.931,268,,bitcoin cash,bch
1149,2020/09/23,3972953753,18734,,129140053,45252,6893,9.851,,,361144736479,,122543,20659,,,9.931,660,,bitcoin cash,bch
1150,2020/09/24,3936824884,17955,,107347072,52317,5979,14.112,,,368364645427,,122352,28266,,,10.667,437,,bitcoin cash,bch
1151,2020/09/25,3978592099,18697,,152307523,50119,8146,13.852,,,373809764252,,99064,29424,,,10.36,322,,bitcoin cash,bch
1152,2020/09/26,4031822287,16000,,110501822,53906,6906,17.412,,,372560573244,,90240,30942,,,9.6,820,,bitcoin cash,bch
1153,2020/09/27,4123624376,17323,,135646207,38225,7830,25.484,,,396780780122,,70715,20278,,,9,674,,bitcoin cash,bch
1154,2020/09/28,4262035304,23395,,128158545,37931,5478,63.376,,,398074883875,,94827,20214,,,10.213,339,,bitcoin cash,bch
1155,2020/09/29,4204305606,22404,,115666993,73962,5163,50.763,,,425619413618,,127264,38446,,,10.667,552,,bitcoin cash,bch
1156,2020/09/30,4218552133,21786,,121905871,40908,5596,61.606,,,385114571877,,127164,19762,,,9.931,604,,bitcoin cash,bch
1157,2020/10/01,4231148513,22247,,139898229,38197,6288,35.329,,,372541972826,,150530,17133,,,9.796,414,,bitcoin cash,bch
1158,2020/10/02,4076360856,19591,,125818879,36617,6422,41.966,,,368243063651,,90060,22128,,,10.36,310,,bitcoin cash,bch
1159,2020/10/03,4073589032,17519,,68802931,36719,3927,34.505,,,381457109987,,81654,21302,,,10.07,1096,,bitcoin cash,bch
1160,2020/10/04,4069957920,15976,,94092765,33428,5890,73.704,,,386168740093,,77531,16709,,,10.746,676,,bitcoin cash,bch
1161,2020/10/05,4084327753,17375,,107755191,36854,6202,45.794,,,390766163744,,83263,17383,,,10.213,289,,bitcoin cash,bch
1162,2020/10/06,4100861003,22959,,108938169,69963,4745,18.525,,,359185954071,,124226,39816,,,9.6,194,,bitcoin cash,bch
1163,2020/10/07,4074081604,19645,,155886008,40652,7935,41.38,,,361995365780,,89960,20830,,,9.664,405,,bitcoin cash,bch
1164,2020/10/08,4233051898,19892,,164367027,38183,8263,50.331,,,385539397407,,90690,21533,,,10.07,441,,bitcoin cash,bch
1165,2020/10/09,4376723014,21147,,144494507,39196,6833,54.902,,,378351358713,,86641,19897,,,9.931,346,,bitcoin cash,bch
1166,2020/10/10,4461191719,18881,,168754417,37971,8938,60.862,,,376005762604,,82419,19470,,,9.664,292,,bitcoin cash,bch
1167,2020/10/11,4440028351,21874,,103323767,32517,4724,26.587,,,386333639011,,122102,17056,,,10,296,,bitcoin cash,bch
1168,2020/10/12,4446218295,18394,,173674501,34319,9442,53.205,,,383350457672,,88073,15827,,,10.435,278,,bitcoin cash,bch
1169,2020/10/13,4556629644,22132,,145107357,70858,6556,67,,,392306650394,,127808,39613,,,10,305,,bitcoin cash,bch
1170,2020/10/14,4712647191,21987,,245641249,50536,11172,55.569,,,407046953858,,110242,30669,,,10.07,687,,bitcoin cash,bch
1171,2020/10/15,4829914280,22480,,240739830,46919,10709,50.404,,,405224192124,,115928,30430,,,10.286,432,,bitcoin cash,bch
1172,2020/10/16,4706493666,20504,,400114106,47519,19514,32.009,,,410620845902,,106140,27562,,,10.286,388,,bitcoin cash,bch
1173,2020/10/17,4589717465,18443,,142810596,40035,7743,35.208,,,422708684731,,93416,20502,,,8.889,386,,bitcoin cash,bch
1174,2020/10/18,4590363631,15937,,133871491,38317,8400,44.799,,,542519426377,,77374,19457,,,8.571,267,,bitcoin cash,bch
1175,2020/10/19,4607626493,17149,,177885232,41132,10373,38.334,,,568960617137,,118617,27605,,,13.981,435,,bitcoin cash,bch
1176,2020/10/20,4539708708,22086,,200035225,73157,9057,31.376,,,395365626837,,119521,43752,,,10.511,324,,bitcoin cash,bch
1177,2020/10/21,4708581977,21031,,327562384,48088,15575,37.561,,,377472297820,,97636,25386,,,10.141,549,,bitcoin cash,bch
1178,2020/10/22,4986852164,22363,,297061623,43852,13284,49.234,,,349574695087,,103030,23043,,,9.474,955,,bitcoin cash,bch
1179,2020/10/23,5020098597,20843,,242903374,48136,11654,42.189,,,357561003715,,106442,35422,,,10.07,485,,bitcoin cash,bch
1180,2020/10/24,5055064759,18596,,146937235,51552,7902,37.956,,,376578939499,,91583,32433,,,9.931,473,,bitcoin cash,bch
1181,2020/10/25,5044986180,18929,,159393171,47602,8421,92.204,,,387191243545,,99179,30376,,,9.73,258,,bitcoin cash,bch
1182,2020/10/26,4925100190,18130,,247922865,43216,13675,53.618,,,365895582540,,104366,24349,,,10.909,420,,bitcoin cash,bch
1183,2020/10/27,4874286417,19770,,493994310,72556,24987,51.946,,,311702553838,,114826,42802,,,10.07,520,,bitcoin cash,bch
1184,2020/10/28,4993394321,20911,,304544948,48368,14564,86.297,,,300279423803,,105385,28463,,,10,392,,bitcoin cash,bch
1185,2020/10/29,4955156380,21320,,252203964,39983,11829,37.09,,,305558103856,,152231,21309,,,12.857,408,,bitcoin cash,bch
1186,2020/10/30,4857767837,23882,,270341035,42553,11320,39.013,,,284573756275,,109294,25264,,,9.73,330,,bitcoin cash,bch
1187,2020/10/31,4877154686,22710,,187679809,44731,8264,30.918,,,280194014520,,97643,26829,,,10,297,,bitcoin cash,bch
1188,2020/11/01,4894915727,20613,,106452600,44386,5166,59.353,,,312124915619,,91585,25864,,,9.474,248,,bitcoin cash,bch
1189,2020/11/02,4856778800,17684,,486939627,50739,27536,75.447,,,322822640567,,100676,26346,,,9.664,430,,bitcoin cash,bch
1190,2020/11/03,4517105858,19451,,320666895,73318,16486,46.514,,,280181006833,,132695,44218,,,11.803,414,,bitcoin cash,bch
1191,2020/11/04,4434354389,19428,,233301465,46918,12009,47.765,,,248939542360,,95315,25677,,,9.796,384,,bitcoin cash,bch
1192,2020/11/05,4550660848,20692,,259578385,44256,12545,52.512,,,254261798268,,94911,24055,,,9.73,374,,bitcoin cash,bch
1193,2020/11/06,4723325491,21473,,319282070,48295,14869,50.409,,,249248575278,,129333,24131,,,11.077,368,,bitcoin cash,bch
1194,2020/11/07,4891367579,24379,,500524993,51714,20531,37.66,,,250881853350,,109659,29397,,,9.73,295,,bitcoin cash,bch
1195,2020/11/08,4869010215,18944,,190689198,56542,10066,58.562,,,257484565680,,126718,30557,,,9.796,290,,bitcoin cash,bch
1196,2020/11/09,4944247046,20698,,674066665,47833,32567,72.328,,,265377870235,,135201,29021,,,10.286,500,,bitcoin cash,bch
1197,2020/11/10,4824958605,21366,,1136480838,85254,53191,65.268,,,252280970950,,173132,50703,,,9.931,429,,bitcoin cash,bch
1198,2020/11/11,4797773637,22554,,1264387875,54313,56060,76.802,,,236824875972,,110633,27883,,,9.73,555,,bitcoin cash,bch
1199,2020/11/12,4771628031,22818,,1348495375,48224,59098,35.984,,,240998258287,,108080,26801,,,9.796,484,,bitcoin cash,bch
1200,2020/11/13,4762686781,22417,,1723990810,47912,76906,49.995,,,236148390963,,114512,27131,,,10.511,529,,bitcoin cash,bch
1201,2020/11/14,4773976266,20813,,1126875816,43740,54143,26.207,,,228869052037,,116079,25285,,,10.909,418,,bitcoin cash,bch
1202,2020/11/15,4610569192,11682,,452618771,28078,38745,19.319,,,216937161071,,73824,16818,,,10,683,,bitcoin cash,bch
1203,2020/11/16,4590302616,13813,,630195188,34999,45623,10.424,,,216946054563,,76089,31793,,,9.6,688,,bitcoin cash,bch
1204,2020/11/17,4689189105,14948,,1781156440,39651,119157,19.281,,,230877209785,,106737,36566,,,10.827,823,,bitcoin cash,bch
