,date,market_cap,difficulty,active_addresses,sent_addresses,av_transaction_size,transactions,median_transaction_size,confirmation_time,top_100_percent,av_transaction_value,median_transaction_value,fee_reward,send_usd,google_trends,tweets,block_size,mining_profitability,hashrate,full_name,coin
973,2013/03/16,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
974,2013/03/17,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
975,2013/03/18,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
976,2013/03/19,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
977,2013/03/20,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
978,2013/03/21,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
979,2013/03/22,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
980,2013/03/23,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
981,2013/03/24,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
982,2013/03/25,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
983,2013/03/26,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
984,2013/03/27,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
985,2013/03/28,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
986,2013/03/29,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
987,2013/03/30,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
988,2013/03/31,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
989,2013/04/01,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
990,2013/04/02,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
991,2013/04/03,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
992,2013/04/04,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
993,2013/04/05,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
994,2013/04/06,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
995,2013/04/07,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
996,2013/04/08,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
997,2013/04/09,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
998,2013/04/10,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
999,2013/04/11,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
1000,2013/04/12,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
1001,2013/04/13,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
1002,2013/04/14,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
1003,2013/04/15,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
1004,2013/04/16,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
1005,2013/04/17,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
1006,2013/04/18,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
1007,2013/04/19,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
1008,2013/04/20,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
1009,2013/04/21,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
1010,2013/04/22,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
1011,2013/04/23,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
1012,2013/04/24,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
1013,2013/04/25,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
1014,2013/04/26,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
1015,2013/04/27,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
1016,2013/04/28,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
1017,2013/04/29,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
1018,2013/04/30,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
1019,2013/05/01,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
1020,2013/05/02,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
1021,2013/05/03,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
1022,2013/05/04,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
1023,2013/05/05,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
1024,2013/05/06,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
1025,2013/05/07,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
1026,2013/05/08,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
1027,2013/05/09,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
1028,2013/05/10,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
1029,2013/05/11,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
1030,2013/05/12,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
1031,2013/05/13,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
1032,2013/05/14,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
1033,2013/05/15,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
1034,2013/05/16,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
1035,2013/05/17,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
1036,2013/05/18,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
1037,2013/05/19,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
1038,2013/05/20,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
1039,2013/05/21,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
1040,2013/05/22,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
1041,2013/05/23,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
1042,2013/05/24,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
1043,2013/05/25,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
1044,2013/05/26,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
1045,2013/05/27,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
1046,2013/05/28,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
1047,2013/05/29,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
1048,2013/05/30,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
1049,2013/05/31,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
1050,2013/06/01,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
1051,2013/06/02,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
1052,2013/06/03,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
1053,2013/06/04,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
1054,2013/06/05,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
1055,2013/06/06,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
1056,2013/06/07,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
1057,2013/06/08,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
1058,2013/06/09,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
1059,2013/06/10,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
1060,2013/06/11,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
1061,2013/06/12,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
1062,2013/06/13,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
1063,2013/06/14,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
1064,2013/06/15,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
1065,2013/06/16,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
1066,2013/06/17,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
1067,2013/06/18,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
1068,2013/06/19,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
1069,2013/06/20,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
1070,2013/06/21,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
1071,2013/06/22,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
1072,2013/06/23,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
1073,2013/06/24,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
1074,2013/06/25,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
1075,2013/06/26,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
1076,2013/06/27,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
1077,2013/06/28,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
1078,2013/06/29,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
1079,2013/06/30,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
1080,2013/07/01,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
1081,2013/07/02,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
1082,2013/07/03,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
1083,2013/07/04,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
1084,2013/07/05,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
1085,2013/07/06,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
1086,2013/07/07,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
1087,2013/07/08,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
1088,2013/07/09,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
1089,2013/07/10,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
1090,2013/07/11,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
1091,2013/07/12,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
1092,2013/07/13,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
1093,2013/07/14,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
1094,2013/07/15,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
1095,2013/07/16,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
1096,2013/07/17,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
1097,2013/07/18,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
1098,2013/07/19,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
1099,2013/07/20,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
1100,2013/07/21,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
1101,2013/07/22,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
1102,2013/07/23,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
1103,2013/07/24,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
1104,2013/07/25,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
1105,2013/07/26,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
1106,2013/07/27,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
1107,2013/07/28,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
1108,2013/07/29,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
1109,2013/07/30,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
1110,2013/07/31,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
1111,2013/08/01,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
1112,2013/08/02,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
1113,2013/08/03,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
1114,2013/08/04,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
1115,2013/08/05,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
1116,2013/08/06,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
1117,2013/08/07,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
1118,2013/08/08,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
1119,2013/08/09,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
1120,2013/08/10,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
1121,2013/08/11,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
1122,2013/08/12,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
1123,2013/08/13,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
1124,2013/08/14,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
1125,2013/08/15,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
1126,2013/08/16,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
1127,2013/08/17,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
1128,2013/08/18,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
1129,2013/08/19,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
1130,2013/08/20,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
1131,2013/08/21,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
1132,2013/08/22,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
1133,2013/08/23,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
1134,2013/08/24,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
1135,2013/08/25,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
1136,2013/08/26,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
1137,2013/08/27,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
1138,2013/08/28,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
1139,2013/08/29,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
1140,2013/08/30,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
1141,2013/08/31,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
1142,2013/09/01,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
1143,2013/09/02,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
1144,2013/09/03,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
1145,2013/09/04,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
1146,2013/09/05,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
1147,2013/09/06,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
1148,2013/09/07,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
1149,2013/09/08,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
1150,2013/09/09,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
1151,2013/09/10,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
1152,2013/09/11,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
1153,2013/09/12,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
1154,2013/09/13,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
1155,2013/09/14,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
1156,2013/09/15,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
1157,2013/09/16,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
1158,2013/09/17,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
1159,2013/09/18,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
1160,2013/09/19,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
1161,2013/09/20,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
1162,2013/09/21,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
1163,2013/09/22,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
1164,2013/09/23,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
1165,2013/09/24,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
1166,2013/09/25,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
1167,2013/09/26,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
1168,2013/09/27,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
1169,2013/09/28,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
1170,2013/09/29,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
1171,2013/09/30,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
1172,2013/10/01,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
1173,2013/10/02,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
1174,2013/10/03,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
1175,2013/10/04,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
1176,2013/10/05,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
1177,2013/10/06,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
1178,2013/10/07,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
1179,2013/10/08,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
1180,2013/10/09,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
1181,2013/10/10,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
1182,2013/10/11,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
1183,2013/10/12,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
1184,2013/10/13,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
1185,2013/10/14,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
1186,2013/10/15,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
1187,2013/10/16,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
1188,2013/10/17,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
1189,2013/10/18,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
1190,2013/10/19,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
1191,2013/10/20,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
1192,2013/10/21,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
1193,2013/10/22,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
1194,2013/10/23,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
1195,2013/10/24,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
1196,2013/10/25,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
1197,2013/10/26,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
1198,2013/10/27,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
1199,2013/10/28,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
1200,2013/10/29,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
1201,2013/10/30,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
1202,2013/10/31,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
1203,2013/11/01,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
1204,2013/11/02,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
1205,2013/11/03,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
1206,2013/11/04,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
1207,2013/11/05,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
1208,2013/11/06,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
1209,2013/11/07,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
1210,2013/11/08,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
1211,2013/11/09,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
1212,2013/11/10,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
1213,2013/11/11,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
1214,2013/11/12,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
1215,2013/11/13,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
1216,2013/11/14,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
1217,2013/11/15,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
1218,2013/11/16,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
1219,2013/11/17,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
1220,2013/11/18,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
1221,2013/11/19,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
1222,2013/11/20,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
1223,2013/11/21,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
1224,2013/11/22,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
1225,2013/11/23,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
1226,2013/11/24,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
1227,2013/11/25,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
1228,2013/11/26,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
1229,2013/11/27,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
1230,2013/11/28,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
1231,2013/11/29,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
1232,2013/11/30,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
1233,2013/12/01,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
1234,2013/12/02,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
1235,2013/12/03,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
1236,2013/12/04,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
1237,2013/12/05,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
1238,2013/12/06,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
1239,2013/12/07,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
1240,2013/12/08,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
1241,2013/12/09,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
1242,2013/12/10,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
1243,2013/12/11,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
1244,2013/12/12,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
1245,2013/12/13,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
1246,2013/12/14,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
1247,2013/12/15,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
1248,2013/12/16,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
1249,2013/12/17,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
1250,2013/12/18,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
1251,2013/12/19,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
1252,2013/12/20,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
1253,2013/12/21,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
1254,2013/12/22,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
1255,2013/12/23,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
1256,2013/12/24,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
1257,2013/12/25,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
1258,2013/12/26,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
1259,2013/12/27,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
1260,2013/12/28,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
1261,2013/12/29,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
1262,2013/12/30,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
1263,2013/12/31,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
1264,2014/01/01,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
1265,2014/01/02,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
1266,2014/01/03,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
1267,2014/01/04,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
1268,2014/01/05,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
1269,2014/01/06,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
1270,2014/01/07,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
1271,2014/01/08,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
1272,2014/01/09,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
1273,2014/01/10,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
1274,2014/01/11,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
1275,2014/01/12,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
1276,2014/01/13,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
1277,2014/01/14,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
1278,2014/01/15,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
1279,2014/01/16,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
1280,2014/01/17,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
1281,2014/01/18,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
1282,2014/01/19,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
1283,2014/01/20,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
1284,2014/01/21,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
1285,2014/01/22,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
1286,2014/01/23,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
1287,2014/01/24,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
1288,2014/01/25,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
1289,2014/01/26,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
1290,2014/01/27,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
1291,2014/01/28,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
1292,2014/01/29,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
1293,2014/01/30,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
1294,2014/01/31,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
1295,2014/02/01,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
1296,2014/02/02,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
1297,2014/02/03,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
1298,2014/02/04,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
1299,2014/02/05,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
1300,2014/02/06,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
1301,2014/02/07,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
1302,2014/02/08,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
1303,2014/02/09,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
