,date,market_cap,difficulty,active_addresses,sent_addresses,av_transaction_size,transactions,median_transaction_size,confirmation_time,top_100_percent,av_transaction_value,median_transaction_value,fee_reward,send_usd,google_trends,tweets,block_size,mining_profitability,hashrate,full_name,coin
2047,2016/02/23,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
2048,2016/02/24,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
2049,2016/02/25,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
2050,2016/02/26,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
2051,2016/02/27,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
2052,2016/02/28,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
2053,2016/02/29,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
2054,2016/03/01,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
2055,2016/03/02,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
2056,2016/03/03,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
2057,2016/03/04,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
2058,2016/03/05,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
2059,2016/03/06,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
2060,2016/03/07,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
2061,2016/03/08,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
2062,2016/03/09,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
2063,2016/03/10,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
2064,2016/03/11,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
2065,2016/03/12,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
2066,2016/03/13,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
2067,2016/03/14,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
2068,2016/03/15,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
2069,2016/03/16,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
2070,2016/03/17,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
2071,2016/03/18,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
2072,2016/03/19,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
2073,2016/03/20,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
2074,2016/03/21,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
2075,2016/03/22,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
2076,2016/03/23,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
2077,2016/03/24,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
2078,2016/03/25,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
2079,2016/03/26,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
2080,2016/03/27,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
2081,2016/03/28,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
2082,2016/03/29,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
2083,2016/03/30,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
2084,2016/03/31,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
2085,2016/04/01,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
2086,2016/04/02,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
2087,2016/04/03,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
2088,2016/04/04,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
2089,2016/04/05,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
2090,2016/04/06,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
2091,2016/04/07,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
2092,2016/04/08,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
2093,2016/04/09,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
2094,2016/04/10,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
2095,2016/04/11,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
2096,2016/04/12,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
2097,2016/04/13,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
2098,2016/04/14,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
2099,2016/04/15,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
2100,2016/04/16,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
2101,2016/04/17,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
2102,2016/04/18,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
2103,2016/04/19,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
2104,2016/04/20,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
2105,2016/04/21,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
2106,2016/04/22,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
2107,2016/04/23,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
2108,2016/04/24,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
2109,2016/04/25,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
2110,2016/04/26,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
2111,2016/04/27,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
2112,2016/04/28,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
2113,2016/04/29,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
2114,2016/04/30,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
2115,2016/05/01,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
2116,2016/05/02,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
2117,2016/05/03,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
2118,2016/05/04,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
2119,2016/05/05,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
2120,2016/05/06,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
2121,2016/05/07,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
2122,2016/05/08,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
2123,2016/05/09,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
2124,2016/05/10,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
2125,2016/05/11,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
2126,2016/05/12,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
2127,2016/05/13,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
2128,2016/05/14,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
2129,2016/05/15,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
2130,2016/05/16,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
2131,2016/05/17,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
2132,2016/05/18,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
2133,2016/05/19,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
2134,2016/05/20,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
2135,2016/05/21,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
2136,2016/05/22,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
2137,2016/05/23,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
2138,2016/05/24,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
2139,2016/05/25,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
2140,2016/05/26,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
2141,2016/05/27,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
2142,2016/05/28,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
2143,2016/05/29,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
2144,2016/05/30,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
2145,2016/05/31,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
2146,2016/06/01,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
2147,2016/06/02,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
2148,2016/06/03,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
2149,2016/06/04,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
2150,2016/06/05,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
2151,2016/06/06,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
2152,2016/06/07,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
2153,2016/06/08,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
2154,2016/06/09,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
2155,2016/06/10,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
2156,2016/06/11,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
2157,2016/06/12,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
2158,2016/06/13,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
2159,2016/06/14,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
2160,2016/06/15,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
2161,2016/06/16,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
2162,2016/06/17,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
2163,2016/06/18,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
2164,2016/06/19,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
2165,2016/06/20,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
2166,2016/06/21,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
2167,2016/06/22,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
2168,2016/06/23,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
2169,2016/06/24,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
2170,2016/06/25,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
2171,2016/06/26,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
2172,2016/06/27,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
2173,2016/06/28,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
2174,2016/06/29,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
2175,2016/06/30,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
2176,2016/07/01,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
2177,2016/07/02,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
2178,2016/07/03,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
2179,2016/07/04,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
2180,2016/07/05,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
2181,2016/07/06,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
2182,2016/07/07,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
2183,2016/07/08,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
2184,2016/07/09,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
2185,2016/07/10,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
2186,2016/07/11,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
2187,2016/07/12,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
2188,2016/07/13,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
2189,2016/07/14,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
2190,2016/07/15,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
2191,2016/07/16,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
2192,2016/07/17,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
2193,2016/07/18,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
2194,2016/07/19,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
2195,2016/07/20,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
2196,2016/07/21,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
2197,2016/07/22,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
2198,2016/07/23,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
2199,2016/07/24,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
2200,2016/07/25,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
2201,2016/07/26,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
2202,2016/07/27,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
2203,2016/07/28,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
2204,2016/07/29,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
2205,2016/07/30,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
2206,2016/07/31,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
2207,2016/08/01,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
2208,2016/08/02,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
2209,2016/08/03,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
2210,2016/08/04,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
2211,2016/08/05,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
2212,2016/08/06,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
2213,2016/08/07,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
2214,2016/08/08,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
2215,2016/08/09,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
2216,2016/08/10,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
2217,2016/08/11,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
2218,2016/08/12,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
2219,2016/08/13,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
2220,2016/08/14,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
2221,2016/08/15,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
2222,2016/08/16,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
2223,2016/08/17,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
2224,2016/08/18,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
2225,2016/08/19,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
2226,2016/08/20,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
2227,2016/08/21,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
2228,2016/08/22,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
2229,2016/08/23,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
2230,2016/08/24,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
2231,2016/08/25,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
2232,2016/08/26,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
2233,2016/08/27,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
2234,2016/08/28,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
2235,2016/08/29,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
2236,2016/08/30,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
2237,2016/08/31,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
2238,2016/09/01,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
2239,2016/09/02,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
2240,2016/09/03,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
2241,2016/09/04,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
2242,2016/09/05,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
2243,2016/09/06,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
2244,2016/09/07,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
2245,2016/09/08,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
2246,2016/09/09,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
2247,2016/09/10,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
2248,2016/09/11,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
2249,2016/09/12,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
2250,2016/09/13,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
2251,2016/09/14,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
2252,2016/09/15,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
2253,2016/09/16,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
2254,2016/09/17,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
2255,2016/09/18,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
2256,2016/09/19,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
2257,2016/09/20,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
2258,2016/09/21,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
2259,2016/09/22,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
2260,2016/09/23,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
2261,2016/09/24,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
2262,2016/09/25,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
2263,2016/09/26,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
2264,2016/09/27,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
2265,2016/09/28,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
2266,2016/09/29,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
2267,2016/09/30,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
2268,2016/10/01,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
2269,2016/10/02,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
2270,2016/10/03,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
2271,2016/10/04,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
2272,2016/10/05,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
2273,2016/10/06,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
2274,2016/10/07,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
2275,2016/10/08,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
2276,2016/10/09,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
2277,2016/10/10,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
2278,2016/10/11,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
2279,2016/10/12,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
2280,2016/10/13,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
2281,2016/10/14,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
2282,2016/10/15,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
2283,2016/10/16,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
2284,2016/10/17,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
2285,2016/10/18,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
2286,2016/10/19,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
2287,2016/10/20,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
2288,2016/10/21,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
2289,2016/10/22,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
2290,2016/10/23,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
2291,2016/10/24,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
2292,2016/10/25,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
2293,2016/10/26,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
2294,2016/10/27,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
2295,2016/10/28,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
2296,2016/10/29,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
2297,2016/10/30,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
2298,2016/10/31,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
2299,2016/11/01,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
2300,2016/11/02,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
2301,2016/11/03,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
2302,2016/11/04,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
2303,2016/11/05,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
2304,2016/11/06,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
2305,2016/11/07,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
2306,2016/11/08,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
2307,2016/11/09,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
2308,2016/11/10,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
2309,2016/11/11,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
2310,2016/11/12,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
2311,2016/11/13,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
2312,2016/11/14,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
2313,2016/11/15,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
2314,2016/11/16,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
2315,2016/11/17,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
2316,2016/11/18,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
2317,2016/11/19,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
2318,2016/11/20,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
2319,2016/11/21,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
2320,2016/11/22,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
2321,2016/11/23,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
2322,2016/11/24,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
2323,2016/11/25,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
2324,2016/11/26,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
2325,2016/11/27,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
2326,2016/11/28,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
2327,2016/11/29,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
2328,2016/11/30,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
2329,2016/12/01,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
2330,2016/12/02,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
2331,2016/12/03,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
2332,2016/12/04,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
2333,2016/12/05,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
2334,2016/12/06,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
2335,2016/12/07,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
2336,2016/12/08,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
2337,2016/12/09,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
2338,2016/12/10,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
2339,2016/12/11,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
2340,2016/12/12,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
2341,2016/12/13,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
2342,2016/12/14,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
2343,2016/12/15,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
2344,2016/12/16,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
2345,2016/12/17,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
2346,2016/12/18,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
2347,2016/12/19,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
2348,2016/12/20,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
2349,2016/12/21,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
2350,2016/12/22,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
2351,2016/12/23,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
2352,2016/12/24,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
2353,2016/12/25,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
2354,2016/12/26,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
2355,2016/12/27,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
2356,2016/12/28,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
2357,2016/12/29,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
2358,2016/12/30,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
2359,2016/12/31,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
2360,2017/01/01,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
2361,2017/01/02,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
2362,2017/01/03,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
2363,2017/01/04,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
2364,2017/01/05,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
2365,2017/01/06,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
2366,2017/01/07,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
2367,2017/01/08,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
2368,2017/01/09,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
2369,2017/01/10,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
2370,2017/01/11,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
2371,2017/01/12,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
2372,2017/01/13,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
2373,2017/01/14,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
2374,2017/01/15,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
2375,2017/01/16,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
2376,2017/01/17,,,,,,,,,,,,,,,,,,,shadowcoin,shadowcoin
