,google_trends,date,difficulty,top_100_percent,block_size,transactions,mining_profitability,av_transaction_size,market_cap,sent_addresses,send_usd,hashrate,av_transaction_value,median_transaction_size,confirmation_time,median_transaction_value,fee_reward,tweets,active_addresses,full_name,coin
1333,,2017/09/13,1350823,17.236,11414,6070,8.06,,2289897884,23050,44864880,37001256622056,7391,,2.642,407.252,0.234,876,33088,dash,dash
1334,,2017/09/14,1384901,17.211,10307,6242,7.236,,2088516507,16060,74722542,37925682811787,11971,,2.618,424.892,0.237,1095,26479,dash,dash
1335,,2017/09/15,1392627,17.299,10362,8019,6.828,,1996970516,21030,741855134,38156922595683,92512,,2.637,501.961,0.279,1233,23389,dash,dash
1336,,2017/09/16,1432304,17.249,19457,7215,7.491,,2237980896,27931,96578852,39241568898761,13386,,2.618,449.32,0.251,1168,61282,dash,dash
1337,,2017/09/17,1602840,17.216,17373,5809,6.712,,2259634440,21263,105523148,43946790809963,18456,,2.633,367.64,0.21,1147,41954,dash,dash
1338,,2017/09/18,1672501,17.145,14096,7156,7.221,,2526611813,26531,114232847,45857896920230,16011,,2.623,451.176,0.262,1108,38640,dash,dash
1339,,2017/09/19,1995898,17.179,13917,6918,5.96,,2472320821,28348,75516719,54823036078233,10926,,2.599,341.453,0.211,1148,10815,dash,dash
1340,,2017/09/20,2224670,17.143,10100,6181,5.422,,2529117204,15504,91602009,61092077977205,14820,,2.623,422.79,0.243,1187,24188,dash,dash
1341,,2017/09/21,2735369,17.3,12864,8038,4.615,,2629204051,24714,202548617,75464213360075,25199,,2.595,522.078,0.314,1241,35674,dash,dash
1342,,2017/09/22,3218304,17.288,11163,6703,3.83,,2602189602,24790,159840970,88441984182933,23846,,2.637,410.258,0.229,1495,33091,dash,dash
1343,,2017/09/23,3797102,17.429,7565,5146,3.335,,2663358209,15371,136908966,1.0460318229046E+14,26605,,2.623,449.097,0.138,1267,17675,dash,dash
1344,,2017/09/24,3935537,17.292,9850,6193,3.175,,2615061919,20229,246259513,1.0808138551688E+14,39764,,2.613,518.508,0.193,19329,27113,dash,dash
1345,,2017/09/25,3695391,17.262,10917,5854,3.334,,2595928288,20784,295287515,1.0127675624598E+14,50538,,2.637,422.373,0.227,2295,31294,dash,dash
1346,,2017/09/26,4146596,17.02,10167,5953,3.02,,2617307690,21819,141617554,1.141249708617E+14,23789,,2.604,315.633,0.224,1484,30591,dash,dash
1347,,2017/09/27,4416129,16.938,10047,5606,2.813,,2619329160,18059,79869169,1.2121558661526E+14,14247,,2.633,341.426,0.198,3355,28705,dash,dash
1348,,2017/09/28,4435081,16.839,11162,6247,2.827,,2615820708,23623,120068922,1.2153771422535E+14,19220,,2.609,346.099,0.197,1034,33712,dash,dash
1349,,2017/09/29,5587830,16.898,12720,6219,2.118,,2503517201,26928,111780777,1.5351836696242E+14,17974,,2.637,347.069,0.192,1076,39511,dash,dash
1350,,2017/09/30,5627930,16.882,10513,5207,2.119,,2511867517,23027,98531084,1.5442191399366E+14,19086,,2.628,332.137,0.14,2379,33980,dash,dash
1351,,2017/10/01,5565021,16.632,8384,4658,2.092,,2449731181,14922,73633443,1.5251591627487E+14,15808,,2.628,278.763,0.15,23831,24054,dash,dash
1352,,2017/10/02,5775248,16.653,15697,5663,1.987,,2397418536,21956,67598548,1.5858418693595E+14,11937,,2.604,315.724,0.174,17133,28862,dash,dash
1353,,2017/10/03,6285044,16.671,7815,4877,1.726,,2277835475,15554,60117487,1.7242032106437E+14,12327,,2.613,389.152,0.0508,4630,20425,dash,dash
1354,,2017/10/04,6721321,16.593,10180,5362,1.636,,2316802952,18993,469342196,1.8421476390881E+14,87531,,2.628,394.235,0.163,1738,23094,dash,dash
1355,,2017/10/05,6836427,16.596,10029,4974,1.586,,2293522652,18798,44770033,1.8738010571184E+14,9003,,2.637,304.87,0.146,1898,26608,dash,dash
1356,,2017/10/06,6806044,16.628,8690,5033,1.626,,2339031998,17402,50066631,1.8658110363067E+14,9962,,2.633,277.349,0.111,1267,26391,dash,dash
1357,,2017/10/07,6774703,16.635,7906,4471,1.653,,2339509851,17025,32500998,1.8590232585885E+14,7269,,2.599,306.666,0.151,1140,25367,dash,dash
1358,,2017/10/08,7361587,16.736,9373,4957,1.542,,2373774623,17820,56471210,2.018524635236E+14,11392,,2.604,315.495,0.139,4745,27077,dash,dash
1359,,2017/10/09,7345574,16.794,10187,6202,1.422,,2228072119,19600,73291936,2.0136206922036E+14,11817,,2.657,391.285,0.181,1496,30331,dash,dash
1360,,2017/10/10,7420708,16.881,10347,5463,1.413,,2184343545,19339,47691771,2.0370352086299E+14,8730,,2.59,281.725,0.182,1095,31952,dash,dash
1361,,2017/10/11,7609517,16.857,10415,4972,1.386,,2234163918,21668,60053893,2.081123223587E+14,12078,,2.642,266.692,0.164,1036,32516,dash,dash
1362,,2017/10/12,8166732,16.988,9757,5474,1.276,,2242233556,16980,79281569,2.2429996837552E+14,14484,,2.672,401.494,0.162,1258,27395,dash,dash
1363,,2017/10/13,8110206,16.875,12082,7281,1.348,,2288225338,24387,126102811,2.217653574938E+14,17350,,2.613,410.082,0.262,1440,37788,dash,dash
1364,,2017/10/14,8666653,16.815,11011,5817,1.302,,2384856166,25189,100634273,2.3806170122999E+14,17300,,2.623,467.559,0.159,1019,34898,dash,dash
1365,,2017/10/15,9346683,16.809,9638,5454,1.19,,2314492463,20795,45176413,2.5684145788697E+14,8283,,2.581,382.146,0.171,6043,26064,dash,dash
1366,,2017/10/16,9430343,16.241,10140,5556,1.163,,2333429312,22123,101917352,2.5843877138318E+14,18382,,2.647,294.956,0.2,1541,32636,dash,dash
1367,,2017/10/17,8343588,16.162,11498,5943,1.306,,2294587593,27349,65285863,228242930882689,10985,,2.623,303.415,0.162,1210,37251,dash,dash
1368,,2017/10/18,9184805,16.127,12348,5820,1.141,,2207720958,25651,43230809,2.5227617795907E+14,7428,,2.613,269.118,0.181,1137,37040,dash,dash
1369,,2017/10/19,9425465,16.068,13940,5119,1.135,,2256415575,20237,35294852,2.5901364651022E+14,6895,,2.618,272.978,0.344,1241,38509,dash,dash
1370,,2017/10/20,9770330,16.157,8987,5370,1.078,,2231601969,16992,38449903,2.6825081410198E+14,7160,,2.628,223.06,0.187,2078,28029,dash,dash
1371,,2017/10/21,9727545,16.172,9323,5420,1.05,,2171622581,16504,38918916,2.6635099260215E+14,7181,,2.642,296.586,0.152,1313,26999,dash,dash
1372,,2017/10/22,10048193,16.137,9772,5043,0.997,,2111541987,22570,57715704,2.7561525808172E+14,11445,,2.613,336.791,0.182,6480,34012,dash,dash
1373,,2017/10/23,11821007,16.091,13953,7006,0.836,,2086276686,27544,69153638,3.2535042585241E+14,9871,,2.613,431.422,0.402,1145,42879,dash,dash
1374,,2017/10/24,11697798,16.113,12175,6863,0.912,,2247677157,21884,63444048,3.203638918119E+14,9244,,2.618,434.113,0.273,1288,35535,dash,dash
1375,,2017/10/25,12558947,15.992,9213,5120,0.819,,2211430463,19504,34534462,3.4505360695668E+14,6745,,2.613,289.36,0.187,1066,27170,dash,dash
1376,,2017/10/26,12639888,16.256,10406,5310,0.81,,2192024618,19265,62692873,3.4637336483205E+14,11807,,2.657,290.008,0.207,2193,30349,dash,dash
1377,,2017/10/27,13696738,16.227,12432,5630,0.749,,2159722952,25683,34543202,3.7577942310903E+14,6136,,2.609,225.788,0.205,1621,27949,dash,dash
1378,,2017/10/28,15068318,null,7549,4768,0.678,,2157378100,15892,55130599,4.1380104704794E+14,11563,,2.613,238.663,0.146,1174,null,dash,dash
1379,,2017/10/29,14364207,null,9008,5202,0.732,,2147245140,19551,42456417,3.9284512939699E+14,8162,,2.535,363.046,0.178,17406,null,dash,dash
1380,,2017/10/30,15280979,null,9677,5744,0.68,,2176156092,21179,34935121,4.2003501496729E+14,6082,,2.59,218.669,0.262,24220,null,dash,dash
1381,,2017/10/31,16516906,16.207,12141,5955,0.615,,2165880454,23469,54013832,4.5260078303879E+14,9070,,2.642,282.959,0.218,31414,null,dash,dash
1382,,2017/11/01,16586824,16.203,10602,6352,0.604,,2108096982,23025,31106398,4.5481798251428E+14,4897,,2.604,260.971,0.217,3794,null,dash,dash
1383,,2017/11/02,17574939,16.199,12088,7290,0.541,,2020202197,22903,50547267,4.8282325909178E+14,6949,,2.628,268.623,0.284,3738,null,dash,dash
1384,,2017/11/03,19353557,16.182,8926,6000,0.501,,2060945729,17700,64261340,5.3132548846119E+14,10710,,2.623,269.804,0.0511,5907,null,dash,dash
1385,,2017/11/04,21319004,16.178,8128,4621,0.472,,2111904075,15529,29424443,5.8568577525626E+14,6368,,2.628,231.225,0.202,2970,null,dash,dash
1386,,2017/11/05,23139435,16.173,7576,4525,0.427,,2099511973,15681,128474568,6.3462518166814E+14,28699,,2.623,347.617,0.191,6032,null,dash,dash
1387,,2017/11/06,25717643,16.169,8347,5409,0.382,,2101945938,16833,113526209,7.0650954303156E+14,20988,,2.637,276.701,0.215,1531,null,dash,dash
1388,,2017/11/07,27130372,16.364,11056,6574,0.383,,2210986647,18332,69154094,7.4236670247816E+14,10519,,2.633,503.191,0.278,2368,26325,dash,dash
1389,,2017/11/08,27312308,16.334,11400,6866,0.402,,2312297217,22788,64872505,748984067845478,9448,,2.604,436.123,0.269,1586,30135,dash,dash
1390,,2017/11/09,29815986,16.246,11686,7408,0.401,,2511635923,23356,127524849,8.1810165419426E+14,17229,,2.595,561.576,0.269,1532,27827,dash,dash
1391,,2017/11/10,31883293,16.154,11105,7969,0.369,,2523413650,19540,110300913,8.7599455133153E+14,13961,,2.647,596.035,0.373,1543,28762,dash,dash
1392,,2017/11/11,33052793,16.045,12911,7485,0.372,,2605312020,22191,88501569,9.050873685364E+14,11825,,2.618,274.769,0.324,1418,34666,dash,dash
1393,,2017/11/12,36550035,17.55,20380,14181,0.37,,2881734560,34384,439954005,1.0047202276715E+15,31025,,2.628,750.005,0.535,10469,48615,dash,dash
1394,,2017/11/13,37004171,17.698,19005,13154,0.428,,3346377323,27820,314212207,1.0158697773194E+15,23898,,2.609,621.811,0.467,2697,48118,dash,dash
1395,,2017/11/14,40808579,17.716,12161,7922,0.374,,3239278913,23424,126054857,1.1201602951969E+15,15912,,2.613,505.599,0.311,1653,35283,dash,dash
1396,,2017/11/15,43182438,17.724,13063,7936,0.355,,3299033737,24576,150667788,1.1850099600757E+15,18985,,2.652,354.182,0.297,1505,40717,dash,dash
1397,,2017/11/16,41969293,17.681,11578,7446,0.365,,3223235454,20572,274168397,1.1502259521885E+15,36821,,2.599,425.562,0.295,2157,33327,dash,dash
1398,,2017/11/17,45832230,17.538,10651,7507,0.329,,3230983467,21766,303970118,1.259619502755E+15,40492,,2.637,278.296,0.219,2054,33119,dash,dash
1399,,2017/11/18,48321204,16.99,12794,7377,0.335,,3448146197,19710,523522019,1.3247695658724E+15,70967,,2.628,403.235,0.303,1265,31881,dash,dash
1400,,2017/11/19,46692003,15.872,9823,6590,0.347,,3429072828,21343,1652163936,1.2781534014398E+15,250708,,2.613,489.991,0.239,6346,31078,dash,dash
1401,,2017/11/20,48220406,15.845,13665,7343,0.333,,3431549305,26270,147352525,1.3234702085709E+15,20067,,2.633,398.754,0.305,1553,42352,dash,dash
1402,,2017/11/21,51823037,15.686,17137,10183,0.339,,3743295803,29264,230462489,1.4226552154755E+15,22632,,2.623,720.91,0.352,1894,44998,dash,dash
1403,,2017/11/22,50905572,15.738,15207,11872,0.388,,4208329959,29510,292274864,1.3930707092006E+15,24619,,2.633,819.884,0.42,2831,44161,dash,dash
1404,,2017/11/23,51668481,15.737,13323,9608,0.403,,4369894492,26371,152951660,1.4161047964719E+15,15919,,2.585,565.414,0.316,2179,38250,dash,dash
1405,,2017/11/24,53611833,15.67,12550,8034,0.374,,4310063162,22996,101032374,1.4684116013161E+15,12576,,2.652,559.101,0.366,1728,39726,dash,dash
1406,,2017/11/25,53499565,15.689,14945,9599,0.408,,4686815270,26162,150173933,1.4668735640898E+15,15664,,2.642,664.102,0.325,1812,41651,dash,dash
1407,,2017/11/26,57322693,15.672,12241,8533,0.399,,4822795930,23034,116925938,1.5722310602181E+15,13717,,2.595,551.982,0.317,2714,32160,dash,dash
1408,,2017/11/27,55896083,15.622,15228,10045,0.405,,4825262510,28902,214427066,1.527502807184E+15,21347,,2.633,494.792,0.358,2162,41967,dash,dash
1409,,2017/11/28,57420971,15.656,14277,9420,0.386,,4762158373,27573,126220498,1.5714550784775E+15,13399,,2.647,500.647,0.319,1775,42753,dash,dash
1410,,2017/11/29,58794514,15.643,17298,14508,0.414,,5162164924,34829,486172356,1.61304536259E+15,33564,,2.609,889.711,0.466,2143,45427,dash,dash
1411,,2017/11/30,62297819,15.695,21070,15686,0.431,,5742477413,40375,336143016,1.7045353283445E+15,21429,,2.637,929.787,0.478,2276,57756,dash,dash
1412,,2017/12/01,61125052,15.572,16218,12442,0.457,,5941852612,32496,300429852,1.6761518908911E+15,24168,,2.613,690.979,0.414,3445,47213,dash,dash
1413,,2017/12/02,61513254,15.539,15192,10127,0.452,,5950167611,32619,152593117,1.6881165635909E+15,15068,,2.628,520.669,0.362,1530,44031,dash,dash
1414,,2017/12/03,66967736,15.488,16879,11218,0.416,,5992689844,29310,183942971,1.8375768857683E+15,16397,,2.637,670.487,0.0973,7415,42445,dash,dash
1415,,2017/12/04,63193745,15.458,15307,10548,0.436,,5885275006,29023,131961105,1.7215044481051E+15,12511,,2.637,601.335,0.344,1941,45993,dash,dash
1416,,2017/12/05,64285958,15.527,16938,10939,0.426,,5846424787,31560,206015751,1.762648771715E+15,18833,,2.618,586.11,0.391,1806,46013,dash,dash
1417,,2017/12/06,69238853,15.949,18472,15118,0.377,,5561277795,34800,292571213,1.9013871224143E+15,19353,,2.609,360.299,0.406,2217,50016,dash,dash
1418,,2017/12/07,69539586,15.831,19078,14604,0.351,,5270140446,35311,217345629,1.90655587183E+15,14893,,2.647,311.997,0.382,1285,55779,dash,dash
1419,,2017/12/08,69087167,15.749,16344,13591,0.382,,5575453912,31857,285419372,1.8907238858548E+15,21001,,2.599,601.003,0.407,1436,48609,dash,dash
1420,,2017/12/09,77699517,15.598,13891,9757,0.346,,5789171046,25522,202491838,2.1342742927387E+15,20753,,2.633,713.802,0.338,1308,38994,dash,dash
1421,,2017/12/10,81299969,15.571,10076,7985,0.305,,5330265899,16530,171657912,2.2293657629754E+15,21663,,2.628,549.177,0.22,5312,25314,dash,dash
1422,,2017/12/11,78715099,15.535,14640,9867,0.335,,5636184929,25969,133369066,2.154118874522E+15,13517,,2.628,481.277,0.483,2097,37540,dash,dash
1423,,2017/12/12,76713148,15.523,20525,13688,0.39,,6351650307,36038,194106340,2.1024310417211E+15,14181,,2.609,819.205,0.539,2109,56092,dash,dash
1424,,2017/12/13,82879426,15.473,16831,11874,0.385,,6868399709,28398,268993292,2.2750928486142E+15,22654,,2.637,729.455,0.411,1802,48382,dash,dash
1425,,2017/12/14,83207287,15.505,14544,12114,0.397,,7117893951,28209,305879494,2.2775417730872E+15,25250,,2.642,836.235,0.364,1753,43054,dash,dash
1426,,2017/12/15,84232495,15.419,15639,11042,0.384,,6869049688,31111,208548679,2.3037137562525E+15,18887,,2.609,709.119,0.339,1854,47311,dash,dash
1427,,2017/12/16,84074160,15.417,18982,14242,0.393,,7080013056,41030,238860645,2.3038697239718E+15,16799,,2.623,320.098,0.385,2496,56404,dash,dash
1428,,2017/12/17,87644940,15.323,20919,14688,0.451,,8407507007,41411,322731753,2.4049296660021E+15,21972,,2.604,955.025,0.449,6993,61182,dash,dash
1429,,2017/12/18,87908591,15.415,18479,13181,0.447,,8475379185,33657,247719501,2.4071215022271E+15,18794,,2.642,868.727,0.372,1773,47892,dash,dash
1430,,2017/12/19,89208326,15.517,21796,16346,0.478,,9151994755,34873,382743657,2.4445909409257E+15,23415,,2.628,1177,0.502,1936,57270,dash,dash
1431,,2017/12/20,89759810,15.5,26609,20701,0.543,,10536928039,41829,723001382,2.459469543988E+15,34926,,2.652,1641,0.696,1972,69222,dash,dash
1432,,2017/12/21,92148371,15.538,22228,18861,0.562,,11155862030,40424,546135826,2.5276718329231E+15,28956,,2.637,1422,0.541,2080,63366,dash,dash
1433,,2017/12/22,84055843,15.515,19332,16779,0.509,,9008320046,30563,840625446,2.297015428645E+15,50100,,2.585,1051,0.435,1899,52148,dash,dash
1434,,2017/12/23,93020267,15.537,21106,13692,0.485,,9711311768,34834,487477241,2.5537020762123E+15,35603,,2.628,717.096,0.359,1737,58028,dash,dash
1435,,2017/12/24,95745568,15.484,15562,10528,0.424,,8721919465,29125,242132880,2.6261395672872E+15,22999,,2.623,631.196,0.265,7537,48934,dash,dash
1436,,2017/12/25,87766627,15.45,14278,10707,0.468,,8835501629,27877,322550622,2.4027498922013E+15,30125,,2.628,692.959,0.254,2471,46462,dash,dash
1437,,2017/12/26,90631168,15.503,13917,11592,0.465,,8996475843,26222,220177960,2.4882434525641E+15,18994,,2.599,532.522,0.299,2219,40915,dash,dash
1438,,2017/12/27,91175905,15.412,17516,12584,0.461,,9098799130,31686,250812968,2.4955941128052E+15,19931,,2.647,589.732,0.35,1641,51687,dash,dash
1439,,2017/12/28,95517941,15.438,14700,12067,0.399,,8234481592,28902,172117411,2.6192615173975E+15,14263,,2.637,784.318,0.316,1658,43148,dash,dash
1440,,2017/12/29,77147294,15.568,16293,11727,0.519,,8567467771,27447,193703893,2.1015803202294E+15,17343,,2.628,957.623,0.379,2261,48441,dash,dash
1441,,2017/12/30,82573099,15.594,15459,11304,0.439,,7743795934,28738,159317578,2.2634817934631E+15,14094,,2.613,877.382,0.564,2756,49315,dash,dash
1442,,2017/12/31,80776479,15.617,12019,8410,0.445,,7785900416,23960,101246955,2.209923499329E+15,12039,,2.647,934.25,0.334,2056,41012,dash,dash
1443,,2018/01/01,70409205,15.719,13110,8419,0.522,,7905305979,25145,76989341,1.9238885915828E+15,9276,,2.628,845.364,0.335,2232,37402,dash,dash
1444,,2018/01/02,79919922,15.729,20467,13534,0.497,,8570554435,32336,130317860,2.1947039985134E+15,9629,,2.623,1099,0.148,3655,50998,dash,dash
1445,,2018/01/03,78448237,15.72,16913,12954,0.519,,8827130441,30295,241695864,2.147550567634E+15,18658,,2.647,954.287,0.448,2328,47336,dash,dash
1446,,2018/01/04,72275095,15.688,19244,14554,0.566,,8714127187,36926,260396741,1.9728101046375E+15,17892,,2.609,893.954,0.487,2349,54583,dash,dash
1447,,2018/01/05,76443421,15.557,17836,14353,0.529,,8787734986,31010,247670367,2.0929941957499E+15,17256,,2.652,901.276,0.429,2607,46471,dash,dash
1448,,2018/01/06,76883446,15.514,18484,14297,0.539,,8915518294,34576,139633407,2.0998391891971E+15,9767,,2.628,674.881,0.366,2146,54411,dash,dash
1449,,2018/01/07,73842665,15.612,19502,14430,0.593,,9431138504,32977,178266062,2.01893519233E+15,12354,,2.628,647.122,0.4,2260,49377,dash,dash
1450,,2018/01/08,69313546,15.614,18597,15018,0.592,,8779297863,34961,318508809,1.8956773908325E+15,21208,,2.609,651.345,0.353,1257,53964,dash,dash
1451,,2018/01/09,74716186,15.572,20910,14318,0.53,,8654839057,32383,291516303,2.0501636703042E+15,20360,,2.657,647.146,0.354,3397,51997,dash,dash
1452,,2018/01/10,72620741,15.544,19835,14374,0.538,,8431098998,38293,286716191,1.990202943669E+15,19947,,2.623,605.82,0.364,2243,57722,dash,dash
1453,,2018/01/11,69781923,15.521,16882,12686,0.54,,8112689635,32315,184051404,1.91189751373E+15,14511,,2.618,457.117,0.307,2165,48327,dash,dash
1454,,2018/01/12,71738377,15.54,17290,11560,0.529,,8148124828,35135,149828546,1.9696383603646E+15,12961,,2.604,471.72,0.257,1990,53163,dash,dash
1455,,2018/01/13,76180331,15.546,14601,11228,0.519,,8617054170,26459,201837130,2.0939447679442E+15,17976,,2.637,516.41,0.316,1963,37604,dash,dash
1456,,2018/01/14,72024199,15.659,14169,10220,0.524,,8172476170,28840,175281867,1.9700699317376E+15,17151,,2.633,491.121,0.319,2036,41478,dash,dash
1457,,2018/01/15,64418106,15.679,15996,11806,0.567,,7849294022,30064,163419440,1.7577026933472E+15,13842,,2.628,558.61,0.607,2235,45028,dash,dash
1458,,2018/01/16,72854622,15.926,21401,14211,0.42,,6563131920,31832,195843176,1.9982127000432E+15,13781,,2.613,785.326,0.832,2192,51250,dash,dash
1459,,2018/01/17,69773885,15.964,15046,11631,0.38,,5795617704,25797,155961333,1.9104174371401E+15,13409,,2.657,586.702,0.38,2142,37399,dash,dash
1460,,2018/01/18,71596956,15.95,13301,10519,0.428,,6581998907,25810,147725194,1.9596339630698E+15,14044,,2.609,579.649,0.311,2127,34109,dash,dash
1461,,2018/01/19,71011470,15.918,15146,9033,0.43,,6619492418,26353,109091401,1.9414162482793E+15,12077,,2.637,422.721,0.368,1509,44428,dash,dash
1462,,2018/01/20,68680113,15.903,14362,12484,0.484,,7159675498,27540,102244322,1.8735617134027E+15,8190,,2.623,136.119,0.293,2177,43596,dash,dash
1463,,2018/01/21,71294091,15.895,13004,7953,0.429,,6688776008,22865,82220251,1.9530159593915E+15,10342,,2.652,296.525,0.247,10940,38959,dash,dash
1464,,2018/01/22,70158946,15.876,13173,8666,0.413,,6231475390,26900,81356273,1.9237257844661E+15,9388,,2.609,310.996,0.349,3728,43424,dash,dash
1465,,2018/01/23,70781135,15.898,12886,8629,0.389,,5943642349,27387,130012919,1.9384009268213E+15,15067,,2.613,303.41,0.215,3300,35089,dash,dash
1466,,2018/01/24,73887477,15.938,13845,8232,0.373,,5992178521,24293,82273387,2.0235138588075E+15,9994,,2.637,259.892,0.352,2391,40216,dash,dash
1467,,2018/01/25,68781501,15.937,13308,8750,0.424,,6293269680,27270,125961709,1.879594480331E+15,14396,,2.623,429.654,0.292,2072,42913,dash,dash
1468,,2018/01/26,72943136,15.956,10802,7323,0.391,,6138634374,20876,75953132,2.0035502432794E+15,10372,,2.599,286.268,0.288,1947,33369,dash,dash
1469,,2018/01/27,70164001,15.967,11192,6554,0.398,,6067749883,23362,290576061,1.9196865127333E+15,44336,,2.642,377.319,0.562,1967,36792,dash,dash
1470,,2018/01/28,75665408,15.985,12550,6887,0.378,,6213106985,21996,124552774,2.0749861907666E+15,18085,,2.633,444.634,0.589,9103,37291,dash,dash
1471,,2018/01/29,77877061,16.026,13665,7876,0.362,,6082100295,27870,241266557,2.1354867700791E+15,30633,,2.618,445.093,0.615,2811,42806,dash,dash
1472,,2018/01/30,77807278,16.024,13238,7969,0.348,,5820142380,26808,342881175,2.1353470074823E+15,43027,,2.599,346.606,0.561,2170,42356,dash,dash
1473,,2018/01/31,80242735,16,13717,8145,0.306,,5397954608,27030,209995479,2.2011613290787E+15,25784,,2.667,283.358,0.701,2913,40139,dash,dash
1474,,2018/02/01,78183227,15.878,17741,10121,0.307,,5200839431,30002,147712138,2.1471790733503E+15,14595,,2.618,410.807,0.653,2309,46694,dash,dash
1475,,2018/02/02,80767075,15.844,15695,9677,0.254,,4451574343,32941,404849732,2.2160859890501E+15,41836,,2.623,440.695,0.198,2829,49824,dash,dash
1476,,2018/02/03,78803091,15.838,13710,7671,0.285,,4828219386,28986,123403257,2.1623004626623E+15,16130,,2.599,265.272,0.532,4134,42540,dash,dash
1477,,2018/02/04,83258913,15.848,12311,6714,0.261,,4734123176,25013,271217423,2.2857302813308E+15,40506,,2.628,345.44,0.517,5598,37804,dash,dash
1478,,2018/02/05,79291408,15.803,12583,8259,0.229,,3977404514,24993,146492351,2.174982422631E+15,17737,,2.642,320.853,0.481,1897,37696,dash,dash
1479,,2018/02/06,82373271,15.827,17012,9075,0.196,,3523437632,29933,90554260,2.2538712110917E+15,9978,,2.652,287.223,0.917,1886,47436,dash,dash
1480,,2018/02/07,80276393,15.764,11575,7826,0.248,,4269441764,23418,243990261,2.1953397596411E+15,31278,,2.595,312.807,0.524,1951,35366,dash,dash
1481,,2018/02/08,81825285,15.744,12283,7172,0.254,,4517408989,25751,199011680,2.2394639969784E+15,27748,,2.628,271.028,0.644,1789,40301,dash,dash
1482,,2018/02/09,77656037,15.683,13376,7753,0.283,,4778635452,29386,190568592,2.1218460267372E+15,24580,,2.633,242.737,0.623,1852,42073,dash,dash
1483,,2018/02/10,82331555,15.649,14325,7928,0.284,,5055081098,30376,165944512,2.2615660565239E+15,20931,,2.609,154.027,0.587,1590,47830,dash,dash
1484,,2018/02/11,81812880,15.647,12841,6614,0.26,,4682169611,27056,135033417,2.2375410883214E+15,20417,,2.667,134.478,0.549,5256,41934,dash,dash
1485,,2018/02/12,82544016,15.631,15974,8019,0.269,,4845064712,36631,120336664,2.2516678706794E+15,15006,,2.647,153.702,0.557,1686,53541,dash,dash
1486,,2018/02/13,85729236,15.58,20677,7986,0.258,,4749296695,33118,117184485,2.3468530571533E+15,14674,,2.604,168.815,1.122,1866,51165,dash,dash
1487,,2018/02/14,81489464,15.554,15524,8173,0.288,,5080364013,30103,112962527,2.2318408198917E+15,13821,,2.613,274.343,0.649,2039,48795,dash,dash
1488,,2018/02/15,74126858,15.577,14703,8490,0.337,,5419909547,29105,105620479,2.021624168158E+15,12441,,2.633,279.547,0.623,1639,42827,dash,dash
1489,,2018/02/16,84737186,15.599,13838,7451,0.297,,5497686305,27637,102950079,2.3259040622017E+15,13817,,2.628,135.159,0.541,1732,45642,dash,dash
1490,,2018/02/17,85051645,15.526,10715,7090,0.309,,5744831786,21857,129955192,2.3369026742897E+15,18330,,2.628,126.673,0.484,2236,37931,dash,dash
1491,,2018/02/18,87534232,15.465,14048,7966,0.293,,5597353922,17199,101612353,2.4063595169354E+15,12756,,2.623,205.08,0.43,2294,30072,dash,dash
1492,,2018/02/19,84027851,15.469,13209,6925,0.309,,5632384205,21385,70480621,2.3032470551506E+15,10178,,2.618,119.901,0.559,1965,36239,dash,dash
1493,,2018/02/20,88034301,15.458,13650,7885,0.298,,5739402411,23518,131964726,2.4125641766936E+15,16736,,2.642,156.183,0.733,2102,41790,dash,dash
1494,,2018/02/21,82957023,15.449,12798,8181,0.303,,5404201694,25808,105093591,2.27136585169E+15,12846,,2.59,146.288,0.51,2334,38607,dash,dash
1495,,2018/02/22,77880539,14.672,13601,7335,0.296,,5053585748,25972,152786024,2.1300616515423E+15,20830,,2.647,108.744,0.53,2207,42324,dash,dash
1496,,2018/02/23,80791080,14.649,18079,6633,0.282,,4946903289,22400,67909833,2.2142171207575E+15,10242,,2.618,95.852,0.592,2403,38309,dash,dash
1497,,2018/02/24,82376636,14.539,11495,10163,0.267,,4795481708,22372,68130573,2.2578524258971E+15,6704,,2.623,34.214,0.409,1872,38534,dash,dash
1498,,2018/02/25,79373985,14.488,12279,6606,0.266,,4671876039,26576,44474241,2.172782322548E+15,6732,,2.657,75.635,0.325,9872,40189,dash,dash
1499,,2018/02/26,79869472,14.486,13063,6755,0.274,,4795248625,22560,79980248,2.1901392259808E+15,11840,,2.633,79.54,0.278,4555,43423,dash,dash
1500,,2018/02/27,75993245,14.541,15054,8252,0.296,,4913742007,26752,89352301,2.0811608073712E+15,10829,,2.628,100.254,0.324,2461,44765,dash,dash
1501,,2018/02/28,80319476,14.506,12022,7437,0.272,,4752421014,22212,76213774,2.1980624753579E+15,10248,,2.613,101.987,0.336,1743,35963,dash,dash
1502,,2018/03/01,78207745,14.457,13023,7998,0.281,,4753578673,24118,49163453,2.1369257430599E+15,6147,,2.609,96.104,0.413,1718,37623,dash,dash
1503,,2018/03/02,89710456,14.448,11159,7002,0.243,,4828755963,19951,71757857,2.4666140437996E+15,10250,,2.647,79.299,0.35,1574,34107,dash,dash
1504,,2018/03/03,83209024,14.447,12214,7468,0.265,,4820472751,23229,65196260,2.2752734470889E+15,8730,,2.633,91.32,0.447,null,38597,dash,dash
