,google_trends,date,difficulty,top_100_percent,block_size,transactions,mining_profitability,av_transaction_size,market_cap,sent_addresses,send_usd,hashrate,av_transaction_value,median_transaction_size,confirmation_time,median_transaction_value,fee_reward,tweets,active_addresses,full_name,coin
0,,2014/01/19,0.275,61.314,226.545,1151,,,,3546,,90285673,,,0.348,,,,3691,dash,dash
1,,2014/01/20,3.604,63.552,1474,4239,,,,4351,,288547361,,,1.882,,,,4476,dash,dash
2,,2014/01/21,4.718,63.498,1309,2118,,,,2178,,178926853,,,3.172,,,,2262,dash,dash
3,,2014/01/22,6.107,63.664,877.636,267,,,,293,,70097656,,,14.545,,,,338,dash,dash
4,,2014/01/23,6.107,63.734,862.557,188,,,,209,,26027761,,,18.228,,,,238,dash,dash
5,,2014/01/24,6.107,63.959,912.894,212,,,,247,,22556022,,,16.941,,,,352,dash,dash
6,,2014/01/25,6.107,63.987,1270,235,,,,277,,26597283,,,20,,,,329,dash,dash
7,,2014/01/26,6.107,63.985,1226,260,,,,292,,18274782,,,22.5,,,,319,dash,dash
8,,2014/01/27,1.569,64.277,659.242,607,,,,673,,15147189,,,4.404,,,,710,dash,dash
9,,2014/01/28,1.22,65.678,630.047,1290,,,,1378,,32503425,,,1.844,,,,1452,dash,dash
10,,2014/01/29,1.755,65.997,706.944,861,,,,944,,60626429,,,3.364,,,,984,dash,dash
11,,2014/01/30,1.631,66.838,707.712,1633,,,,1719,,49821991,,,1.676,,,,1783,dash,dash
12,,2014/01/31,3.169,66.965,817.704,860,,,,936,,105521127,,,4.174,,,,971,dash,dash
13,,2014/02/01,2.351,66.858,673.797,1037,,,,1128,,49107300,,,2.581,,,,1179,dash,dash
14,,2014/02/02,2.459,66.39,553.473,1214,,,,1493,,86023771,,,1.754,,,,1540,dash,dash
15,,2014/02/03,4.459,66.574,740.894,1079,,,,1156,,193076827,,,1.856,,,,1209,dash,dash
16,,2014/02/04,5.989,68.088,699.177,1050,,,,1145,,210565285,,,2.236,,,,1433,dash,dash
17,,2014/02/05,6.886,67.407,782.75,1690,,,,1827,,239805293,,,1.763,,,,1912,dash,dash
18,,2014/02/06,13.092,66.864,977.949,2277,,,,2435,,572964219,,,1.756,,,,2541,dash,dash
19,,2014/02/07,17.268,66.157,1499,2174,,,,2380,,581798915,,,2.921,,,,2581,dash,dash
20,,2014/02/08,18.153,81.592,1300,3110,,,,3399,,599635280,,,1.514,,,,4769,dash,dash
21,,2014/02/09,49.571,80.753,971.484,1318,,,,1544,,2764637943,,,1.978,,,,1859,dash,dash
22,,2014/02/10,94.444,80.203,3122,321,,,,447,,1223561406,,,15,,,,598,dash,dash
23,,2014/02/11,37.728,79.988,1493,2016,,,,2338,,728996224,,,2.349,,,,2576,dash,dash
24,,2014/02/12,34.341,79.133,1576,2698,,,,3187,,1000561592,,,2.54,,,,3429,dash,dash
25,,2014/02/13,31.23,78.478,1839,3421,,,,4015,,888472534,,,2.504,,,,4237,dash,dash
26,,2014/02/14,31.453,77.515,2117,3663,,,,4123,,898049236,,,2.549,,,,4558,dash,dash
27,,2014/02/15,38.012,77.219,2164,3236,,,,3617,,1116231067,,,2.416,,,,3916,dash,dash
28,,2014/02/16,60.03,77.039,1816,2766,,,,3490,,1778070554,,,2.449,,,,3858,dash,dash
29,,2014/02/17,87.59,77.053,2850,2631,,,,3183,,2593020561,,,2.404,,,,3608,dash,dash
30,,2014/02/18,137.329,75.179,2258,2551,,,,3231,,4073068893,,,2.487,,,,3724,dash,dash
31,,2014/02/19,129.012,74.842,1493,2354,,,,2887,,3682745823,,,2.496,,,,3263,dash,dash
32,,2014/02/20,149.531,73.944,1383,2058,862.199,,,2599,,4369424714,,,2.462,,0.0184,,3006,dash,dash
33,,2014/02/21,185.359,73.798,1559,2086,560.35,,,2693,,5343463423,,,2.478,,0.0168,,3175,dash,dash
34,,2014/02/22,226.25,75.864,1482,2308,424.474,,,2950,,6581918786,,,2.504,,0.0171,,3435,dash,dash
35,,2014/02/23,189.638,77.277,2044,2275,551.435,,,2977,,5328856235,,,2.549,,0.018,,3737,dash,dash
36,,2014/02/24,215.154,77.87,2404,2327,419.234,,3028762,3260,930177,6218727513,399.732,,2.47,17.553,0.0325,,4079,dash,dash
37,,2014/02/25,182.644,77.377,1765,2203,350.251,,2256699,2967,599755,5157208822,272.245,,2.585,11.089,0.0175,,3498,dash,dash
38,,2014/02/26,167.892,76.506,1634,1991,347.872,,1986782,2588,643638,4767527138,323.274,,2.59,9.62,0.025,,3101,dash,dash
39,,2014/02/27,138.423,75.972,1246,1748,442.865,,2049503,2265,337364,3893788169,193,,2.478,9.889,0.0204,,2742,dash,dash
40,,2014/02/28,145.007,76.194,1518,1697,367.789,,1961659,2164,183831,4177559985,108.327,,2.487,9.351,0.015,,2706,dash,dash
41,,2014/03/01,189.582,75.301,2097,2202,397.616,,3187816,2894,667601,5520537365,303.18,,2.449,16.857,0.025,,3590,dash,dash
42,,2014/03/02,258.85,74.473,2214,2373,297.604,,3442718,3083,1149506,7588430676,484.411,,2.544,15.452,0.0278,,3770,dash,dash
43,,2014/03/03,276.655,74.254,2313,2641,322.863,,3520112,3444,304700,7920184277,115.373,,2.462,15.926,0.0293,,4247,dash,dash
44,,2014/03/04,250.684,74.095,2094,2250,363.62,,3588860,2908,253186,7169669583,112.527,,2.504,15.329,0.0308,,3669,dash,dash
45,,2014/03/05,278.859,73.272,2320,2319,304.05,,3599272,2962,668724,8026982640,288.367,,2.558,16.144,0.026,,3694,dash,dash
46,,2014/03/06,262.767,72.644,1699,2342,334.659,,3627224,2971,657157,7452397332,280.596,,2.5,15.851,0.028,,3635,dash,dash
47,,2014/03/07,263.215,72.066,1725,2192,312.464,,3352168,2775,575344,7548209919,262.475,,2.553,13.721,0.0349,,3411,dash,dash
48,,2014/03/08,281.528,71.8,1750,2169,279.018,,3276771,2764,219862,8046565251,101.365,,2.474,14.33,0.0229,,3441,dash,dash
49,,2014/03/09,309.736,71.618,1755,2155,242.971,,3112073,2720,73039,8967538781,33.893,,2.466,11.919,0.0232,,3498,dash,dash
50,,2014/03/10,334.73,70.572,1693,1964,202.827,,2964344,2484,203176,9648083636,103.45,,2.526,12.484,0.0201,,3158,dash,dash
51,,2014/03/11,293.93,69.964,1786,2194,234.303,,3136590,2736,222992,8340628199,101.637,,2.544,12.442,0.0236,,3444,dash,dash
52,,2014/03/12,340.072,69.828,1852,2117,214.859,,3182201,2736,85645,9872354823,40.456,,2.487,11.274,0.0248,,3434,dash,dash
53,,2014/03/13,293.287,69.425,1674,2135,244.902,,3042926,2781,97979,8567002369,45.892,,2.437,10.972,0.0211,,3442,dash,dash
54,,2014/03/14,291.359,69.218,1907,2392,235.625,,2948953,3005,73699,8298908436,30.811,,2.535,10.849,0.0238,,3695,dash,dash
55,,2014/03/15,293.202,69.147,1695,1846,222.876,,2841949,2362,40362,8409342795,21.865,,2.544,10.43,0.0216,,3052,dash,dash
56,,2014/03/16,285.781,68.883,1775,1951,231.545,,2856030,2455,231629,8146000417,118.723,,2.491,11.483,0.0226,,3212,dash,dash
57,,2014/03/17,299.015,68.662,1648,1845,219.376,,2842747,2314,179874,8569417118,97.493,,2.526,11.286,0.0255,,3020,dash,dash
58,,2014/03/18,297.479,68.364,1738,1936,212.941,,2770949,2388,154111,8517186579,79.603,,2.509,10.969,0.0193,,3065,dash,dash
59,,2014/03/19,314.661,68.122,1817,1891,197.128,,2791328,2368,159804,9012074256,84.507,,2.522,10.484,0.0186,,3016,dash,dash
60,,2014/03/20,324.071,67.27,1545,1757,183.98,,2712515,2221,330837,9256602891,188.296,,2.535,10.343,0.016,,2879,dash,dash
61,,2014/03/21,305.704,67.187,1581,1774,195.279,,2678138,2202,53307,8746825558,30.049,,2.5,10.376,0.0167,,2818,dash,dash
62,,2014/03/22,299.753,66.518,1556,1820,195.275,,2657021,2279,136188,8597196543,74.829,,2.5,9.737,0.0174,,2886,dash,dash
63,,2014/03/23,333.144,66.277,1771,1852,176.109,,2706572,2319,72176,9538040731,38.972,,2.496,10.266,0.0206,,3007,dash,dash
64,,2014/03/24,368.683,65.929,2726,2212,171.371,,3127543,2784,120190,10580575279,54.336,,2.509,12.31,0.029,,3773,dash,dash
65,,2014/03/25,402.001,65.72,2012,2082,166.068,,3160022,2646,69436,11529309841,33.351,,2.509,10.788,0.0231,,3483,dash,dash
66,,2014/03/26,450.322,65.675,1911,1959,137.988,,3180153,2503,67620,12912049103,34.517,,2.526,10.812,0.0243,,3315,dash,dash
67,,2014/03/27,418.02,65.512,1886,1874,147.279,,3006885,2402,67923,11947222044,36.245,,2.513,10.6,0.0198,,3239,dash,dash
68,,2014/03/28,445.594,65.189,1543,1670,123.146,,2763624,2157,59567,12783267759,35.669,,2.491,9.055,0.0188,,2899,dash,dash
69,,2014/03/29,462.657,65.157,1459,1384,115.291,,2731954,1838,43354,13259917123,31.325,,2.509,9.052,0.0184,,2515,dash,dash
70,,2014/03/30,491.334,63.933,1546,1525,99.986,,2559578,2221,74864,14061921795,49.091,,2.526,8.168,0.0204,,3035,dash,dash
71,,2014/03/31,449.246,63.787,1591,1583,107.828,,2515692,2104,40153,12861785901,25.365,,2.509,7.71,0.0196,,2841,dash,dash
72,,2014/04/01,517.374,63.621,1511,1670,94.477,,2642212,2208,79960,14865527579,47.88,,2.496,7.999,0.0221,,2943,dash,dash
73,,2014/04/02,501.575,63.382,1690,1520,95.71,,2481249,2067,53945,14294578902,35.49,,2.535,7.689,0.0219,,2806,dash,dash
74,,2014/04/03,514.828,63.373,1722,1475,84.383,,2318252,1938,28722,14731907721,19.473,,2.526,7.205,0.0183,,2653,dash,dash
75,,2014/04/04,441.856,63.353,1520,1526,107.544,,2486285,2010,36889,12645226021,24.174,,2.509,7.581,0.0187,,2692,dash,dash
76,,2014/04/05,488.385,63.317,1479,1410,97.121,,2495545,1815,36762,13979984070,26.072,,2.504,9.005,0.0168,,2621,dash,dash
77,,2014/04/06,455.277,63.718,1648,1503,104.416,,2473172,1903,50252,13004695446,33.434,,2.571,7.748,0.0188,,2691,dash,dash
78,,2014/04/07,417.651,63.798,1388,1500,115.394,,2343761,1917,70152,11931337876,46.768,,2.462,8.068,0.0155,,2727,dash,dash
79,,2014/04/08,517.659,63.37,1486,1527,82.931,,2343050,1923,77694,14893548539,50.88,,2.54,7.388,0.0221,,2661,dash,dash
80,,2014/04/09,489.151,63.265,1488,1563,89.863,,2324986,1963,30715,14014562901,19.651,,2.491,7.601,0.0208,9,2673,dash,dash
81,,2014/04/10,517.646,63.222,1815,1591,74.991,,2001315,1950,28670,14853567683,18.02,,2.491,6.304,0.0249,30,2696,dash,dash
82,,2014/04/11,470.707,62.895,1905,1680,81.733,,2057414,2095,58683,13492312920,34.93,,2.513,6.719,0.0232,8,2839,dash,dash
83,,2014/04/12,509.983,62.667,1834,1510,79.51,,2238216,1930,26188,14627543986,17.343,,2.517,6.783,0.0301,10,2725,dash,dash
84,,2014/04/13,441.012,62.647,1723,1458,94.93,,2110368,1880,25224,12613983275,17.3,,2.509,6.841,0.0232,19,2596,dash,dash
85,,2014/04/14,446.581,62.523,1809,1629,96.673,,2279346,2076,71643,12807019348,43.98,,2.526,6.811,0.0245,19,2883,dash,dash
86,,2014/04/15,432.687,62.628,2267,1444,281.496,,2484264,1832,40387,12412885435,27.969,,2.5,8.746,0.0314,17,2685,dash,dash
87,,2014/04/16,405.092,62.822,1757,1564,1072,,2607507,1962,61252,11595729028,39.163,,2.513,8.857,0.0231,21,2789,dash,dash
88,,2014/04/17,448.669,62.749,1647,1391,107.311,,2573194,1752,72313,12884772947,51.986,,2.509,8.253,0.0232,26,2463,dash,dash
89,,2014/04/18,453.066,62.296,3636,2139,132.325,,3316960,2621,1536300,13018748372,718.233,,2.487,13.278,0.0423,132,4083,dash,dash
90,,2014/04/19,437.672,61.771,1675,1568,128.407,,2889125,2055,117488,12557101253,74.928,,2.517,8.822,0.021,25,2951,dash,dash
91,,2014/04/20,421.316,61.643,1620,1598,130.731,,2889088,2002,81205,12058767397,50.817,,2.531,8.296,0.0244,10,2798,dash,dash
92,,2014/04/21,386.212,61.321,1615,1702,143.802,,2800410,2121,109546,11059049967,64.363,,2.491,8.397,0.0206,12,2927,dash,dash
93,,2014/04/22,411.785,61.484,1956,1882,128.717,,2806791,2313,114314,11812178726,60.741,,2.517,8.874,0.0244,29,3360,dash,dash
94,,2014/04/23,527.687,62.012,2591,2069,108.35,,3405445,2486,227672,15167847650,110.04,,2.496,11.165,0.0451,60,3772,dash,dash
95,,2014/04/24,552.021,61.28,2646,2173,121.129,,4145231,2616,453399,15838603870,208.651,,2.487,14.854,0.0328,71,4193,dash,dash
96,,2014/04/25,693.3,61.603,4057,2319,127.596,,6140412,2776,857745,19950528149,369.877,,2.531,20.474,0.0678,190,5410,dash,dash
97,,2014/04/26,878.885,60.945,3909,2557,127.152,,8019184,2970,2124994,25324599483,831.05,,2.491,21.654,0.0724,211,5258,dash,dash
98,,2014/04/27,977.659,60.904,2437,2305,98.308,,7045121,2900,433092,28120442569,188.775,,2.5,15.269,0.0421,144,4700,dash,dash
99,,2014/04/28,993.882,60.658,2313,2301,92.451,,6643395,3193,134682,28496680557,58.561,,2.504,20.758,0.043,90,4617,dash,dash
100,,2014/04/29,938.7,60.933,2071,1645,92.231,,6328946,1995,205044,26925627490,124.913,,2.509,15.189,0.0333,132,3423,dash,dash
101,,2014/04/30,940.907,60.633,2184,2100,92.29,,6315164,2897,256165,27012389164,122.063,,2.504,15.35,0.0396,126,4302,dash,dash
102,,2014/05/01,996.195,61.77,2272,2057,82.743,,6171266,2742,328265,28605261769,159.847,,2.522,11.487,0.0421,115,4468,dash,dash
103,,2014/05/02,939.605,62.388,2115,1889,82.448,,5384189,2425,279149,26931797863,147.776,,2.522,8.437,0.0369,98,4207,dash,dash
104,,2014/05/03,796.331,62.481,2458,1929,96.344,,4965539,2684,373546,22740615425,193.648,,2.509,5.519,0.0321,147,4147,dash,dash
105,,2014/05/04,913.127,62.367,3030,2819,85.664,,6236580,3839,475315,26217976914,168.611,,2.504,7.294,0.0428,176,5478,dash,dash
106,,2014/05/05,1029,62.616,4156,3368,87.815,,7126339,4534,169984,29525204435,50.563,,2.483,6.098,0.0687,175,6635,dash,dash
107,,2014/05/06,1114,62.4,2047,2040,73.224,,6745896,2667,103517,31941362894,50.766,,2.544,8.661,0.0467,148,4229,dash,dash
108,,2014/05/07,1257,62.375,1698,1634,61.811,,6643190,2088,264107,36106663553,162.069,,2.483,13.929,0.0325,148,3224,dash,dash
109,,2014/05/08,1141,62.229,2795,2087,68.928,,6866432,2164,93190,32727679448,44.653,,2.509,10.674,0.0327,141,3245,dash,dash
110,,2014/05/09,1093,63.204,3927,2297,78.893,,8448869,2626,1136520,31368362210,494.805,,2.526,19.565,0.0577,217,4431,dash,dash
111,,2014/05/10,1274,63.196,3922,2329,81.614,,10608628,2757,1234314,36483382854,532.63,,2.509,22.376,0.0666,402,5296,dash,dash
112,,2014/05/11,1525,62.366,2892,2033,60.402,,11113768,2593,848808,43682769838,417.528,,2.509,16.885,0.058,205,4412,dash,dash
113,,2014/05/12,1373,61.481,2646,2298,68.176,,10414779,3022,3742604,39220781610,1629,,2.504,19.238,0.0719,384,4779,dash,dash
114,,2014/05/13,1483,60.547,3337,2162,66.75,,11187986,2802,3492558,42539902648,1616,,2.522,20.614,0.0617,236,4398,dash,dash
115,,2014/05/14,1426,59.971,3764,2488,93.415,,14869048,3200,3107230,40851903557,1620,,2.504,27.803,0.118,529,5565,dash,dash
116,,2014/05/15,2420,59.527,5586,3557,57.35,,23246794,4351,7868538,68119055024,6582,,2.599,37.386,0.199,957,8079,dash,dash
117,,2014/05/16,2439,60.284,3164,2303,66.282,,25129838,2909,1452423,66912073446,707.332,,2.647,33.538,0.155,390,5387,dash,dash
118,,2014/05/17,2208,60.06,2428,1950,71.45,,20547070,2532,814254,60357347239,417.763,,2.609,25.952,0.11,284,4629,dash,dash
119,,2014/05/18,1882,60.226,2783,2025,93.635,,24459311,2749,1711666,51393015935,848.271,,2.637,29.285,0.0897,445,4723,dash,dash
120,,2014/05/19,1957,60.052,3134,2423,115.365,,29504321,3357,3906976,53655539221,1613,,2.633,40.568,0.107,541,5329,dash,dash
121,,2014/05/20,2257,60.005,2395,1943,87.274,,27770933,2724,821564,61887047235,422.883,,2.618,32.25,0.0913,400,4467,dash,dash
122,,2014/05/21,2311,60.18,2831,2183,91.847,,33075812,3010,1678529,63346075564,774.21,,2.623,39.876,0.102,500,5171,dash,dash
123,,2014/05/22,2776,59.534,4954,3015,83.889,,43599369,4184,4829348,76436569647,1603,,2.618,52.872,0.234,1603,7138,dash,dash
124,,2014/05/23,3466,59.627,5190,3690,79.149,,58356933,4765,7800826,95440807334,2114,,2.618,67.591,0.342,1168,8318,dash,dash
125,,2014/05/24,4009,58.791,4715,2858,52.923,,50183719,3678,8740795,110433452657,3067,,2.613,55.606,0.232,656,6673,dash,dash
126,,2014/05/25,3057,58.325,3285,2644,103.889,,60885850,3511,9701861,83400949721,4051,,2.633,56.45,0.186,511,6274,dash,dash
127,,2014/05/26,2419,61.616,5596,3589,153.067,,49830098,3942,12953887,65839302441,6724,,2.687,51.826,0.158,1007,9343,dash,dash
128,,2014/05/27,3219,61.97,3978,2925,81.163,,44020377,3906,4169015,88523908225,1824,,2.549,46.428,0.227,935,7503,dash,dash
129,,2014/05/28,5238,62.32,3235,2595,34.734,,34213987,3470,4423296,145209104544,1705,,2.682,37.121,0.202,682,6237,dash,dash
130,,2014/05/29,2971,62.705,3251,2523,61.94,,33960287,3389,2385306,80328036621,945.425,,2.642,34.854,0.203,860,5935,dash,dash
131,,2014/05/30,3295,62.448,3554,2850,72.634,,47311323,3760,2781635,90401459854,976.052,,2.571,48.675,0.176,753,6512,dash,dash
132,,2014/05/31,4269,62.643,2292,2101,54.53,,49870829,2776,1303530,117791351896,620.72,,2.642,41.82,0.143,566,4670,dash,dash
133,,2014/06/01,4992,62.337,2906,2216,49.007,,53881617,2924,2431510,137200884151,1097,,2.613,48.167,0.127,640,4833,dash,dash
134,,2014/06/02,6098,64.216,4590,2640,45.515,,61200732,3177,10959659,167851532396,4156,,2.623,56.878,0.204,709,5586,dash,dash
135,,2014/06/03,4846,64.182,4166,2588,57.825,,59493682,3261,4417676,132374935605,1708,,2.652,41.974,0.218,484,6054,dash,dash
136,,2014/06/04,3629,64.057,4371,2305,73.751,,53737224,3021,2060240,98974582313,893.831,,2.599,42.657,0.22,480,6241,dash,dash
137,,2014/06/05,3623,63.764,4066,2334,67.139,,48650553,3141,3229434,99200950636,1384,,2.637,44.679,0.217,458,8655,dash,dash
138,,2014/06/06,3733,63.838,2549,2193,62.06,,49447995,2882,8369650,102445146298,3817,,2.637,45.484,0.177,441,4666,dash,dash
139,,2014/06/07,3902,63.765,1928,1719,57.731,,46278902,2180,699267,107088176960,406.91,,2.604,42.515,0.12,379,3791,dash,dash
140,,2014/06/08,3819,64.103,3331,1961,54.191,,41300019,2517,1522213,104781043503,779.622,,2.642,36.491,0.188,433,4366,dash,dash
141,,2014/06/09,3384,64.203,2412,1945,57.435,,40150939,2531,1566117,92651121288,805.647,,2.604,33.703,0.146,517,4220,dash,dash
142,,2014/06/10,3658,64.155,2124,2001,59.021,,46201198,2536,989565,100472885561,494.556,,2.618,37.664,0.121,433,4282,dash,dash
143,,2014/06/11,3594,64.042,2645,1951,63.039,,46658915,2411,1379375,98384458667,709.229,,2.628,26.51,0.132,235,4176,dash,dash
144,,2014/06/12,3456,63.588,2141,2121,64.627,,45903768,2652,7713910,94733778057,3637,,2.623,22.554,0.12,269,4315,dash,dash
145,,2014/06/13,3451,63.537,2182,1867,62.557,,45813994,2399,2877188,94688809197,1541,,2.613,29.524,0.109,223,3974,dash,dash
146,,2014/06/14,3535,63.328,1918,1477,59.174,,44467036,1973,2795134,97060960908,1892,,2.637,40.652,0.0872,271,3307,dash,dash
147,,2014/06/15,3242,63.253,2104,1422,66.906,,42927035,1888,1062089,88698491500,750.236,,2.618,39.096,0.0838,348,3276,dash,dash
148,,2014/06/16,3545,63.109,2002,1430,58.721,,44557809,1913,3365446,97466812342,2361,,2.637,41.145,0.09,432,3478,dash,dash
149,,2014/06/17,3413,62.923,2899,1710,61.842,,44160573,2214,4320739,93567061521,2527,,2.609,39.782,0.129,379,3767,dash,dash
150,,2014/06/18,3438,62.509,3049,1747,60.258,,43842634,2309,7596935,94428214595,4349,,2.647,44.925,0.136,251,3967,dash,dash
151,,2014/06/19,3732,63.733,3256,1758,58.59,,47264200,2143,4411058,102507602931,2509,,2.59,43.704,0.142,320,3861,dash,dash
152,,2014/06/20,3750,63.633,3478,2060,60.665,,44869108,2383,7889887,102728607195,5014,,2.633,51.005,0.154,548,4395,dash,dash
153,,2014/06/21,3175,63.803,2319,1709,61.647,,40192448,2065,1910002,86871886050,1621,,2.633,40.723,0.124,294,3695,dash,dash
154,,2014/06/22,2927,63.383,2297,1662,75.099,,41933853,2153,1224136,80218972366,736.544,,2.613,36.963,0.15,240,3664,dash,dash
155,,2014/06/23,3729,63.675,2035,1540,54.348,,42595531,2008,2536906,102955295030,1647,,2.604,38.631,0.101,231,3593,dash,dash
156,,2014/06/24,4349,63.564,1688,1388,44.179,,41562806,1811,479719,119716940805,345.627,,2.623,39.402,0.0852,365,3164,dash,dash
157,,2014/06/25,4207,63.433,1556,1410,43.38,,41025075,1790,610863,115407990991,433.368,,2.628,40.377,0.0819,274,3156,dash,dash
158,,2014/06/26,3992,61.499,2927,1651,50.214,,44258379,2093,22091569,109527219282,13381,,2.609,44.544,0.114,428,3916,dash,dash
159,,2014/06/27,4114,61.014,1873,1298,49.212,,43802977,1723,1741849,112853778230,1342,,2.609,38.678,0.091,259,3330,dash,dash
160,,2014/06/28,4483,61.073,1661,1167,43.012,,42153737,1387,1660838,123470752531,1423,,2.623,38.137,0.0922,206,2826,dash,dash
161,,2014/06/29,4743,60.853,1796,1220,38.966,,40263659,1388,1504560,130390419938,1240,,2.637,36.405,0.0887,220,3053,dash,dash
162,,2014/06/30,5245,60.872,2535,1515,34.047,,38168867,1899,6186966,144372881927,4121,,2.604,43.112,0.167,227,3962,dash,dash
163,,2014/07/01,5482,60.898,2350,1449,32.031,,36684765,1836,3880030,150609476290,2678,,2.618,41.401,0.167,242,3794,dash,dash
164,,2014/07/02,5290,61.799,1686,1473,29.555,,30674986,1762,6004986,145203086903,4077,,2.618,34.604,0.126,255,3584,dash,dash
165,,2014/07/03,4339,62.113,1718,1324,33.87,,33813764,1531,5373449,118751489657,4059,,2.657,38.114,0.115,276,3242,dash,dash
166,,2014/07/04,4199,61.878,1476,1143,37.877,,33864017,1295,2368398,115332218319,2097,,2.595,30.524,0.0686,190,2826,dash,dash
167,,2014/07/05,3607,61.95,1480,1190,40.825,,30968230,1402,2193155,98720050672,1843,,2.633,27.896,0.1,187,2814,dash,dash
168,,2014/07/06,3341,61.633,1698,1309,43.215,,28934728,1640,1882926,91558508977,1469,,2.604,26.048,0.0975,195,3374,dash,dash
169,,2014/07/07,3546,61.808,1712,1281,39.357,,29272717,1630,4054632,97421807014,3167,,2.633,26.335,0.0764,309,3290,dash,dash
170,,2014/07/08,4103,61.57,1541,1337,35.078,,31949032,1624,1923733,112412124749,1439,,2.628,28.723,0.0895,236,3294,dash,dash
171,,2014/07/09,3209,61.438,1406,1191,48.26,,31811215,1528,809639,87616054281,679.798,,2.623,27.849,0.0748,233,3040,dash,dash
172,,2014/07/10,2898,61.359,2284,1279,54.479,,29305564,1736,830628,79488756031,654.602,,2.618,25.242,0.0905,191,3568,dash,dash
173,,2014/07/11,3130,61.219,1529,1130,45.439,,29704879,1600,773128,86125971236,684.253,,2.623,25.28,0.0879,188,3145,dash,dash
174,,2014/07/12,3167,61.216,1476,1188,44.955,,28951444,1625,326304,86960103880,280.204,,2.633,24.424,0.0631,135,3089,dash,dash
175,,2014/07/13,3012,61.337,1793,1222,46.834,,28216200,1662,932003,82611399010,762.752,,2.623,24.635,0.118,126,3527,dash,dash
176,,2014/07/14,3055,61.53,2192,1328,45.007,,27340813,1873,949758,83942147360,715.179,,2.637,24.492,0.127,186,3953,dash,dash
177,,2014/07/15,2999,61.433,2031,1349,45.118,,26334742,1773,615358,82340584989,456.678,,2.599,23.565,0.0926,233,3217,dash,dash
178,,2014/07/16,2841,61.335,2355,1335,50.545,,27061018,1857,1235620,77846124797,925.727,,2.628,22.413,0.0921,221,3218,dash,dash
179,,2014/07/17,3062,61.14,2667,1546,51.015,,32271392,2014,2391180,84047271277,1547,,2.623,28.829,0.126,186,3630,dash,dash
180,,2014/07/18,3739,60.88,1919,1282,42.241,,32277701,1792,1880154,103158267004,1472,,2.576,28.464,0.0957,126,3329,dash,dash
181,,2014/07/19,3357,60.84,1840,1159,47.568,,31405847,1610,409620,91610802427,353.425,,2.652,23.872,0.0766,111,2970,dash,dash
182,,2014/07/20,4079,60.761,1911,1114,35.139,,31242979,1622,526804,111749065103,472.894,,2.672,22.938,0.0872,106,3212,dash,dash
183,,2014/07/21,3602,60.693,1538,1281,40.673,,30501929,1571,1821368,98313795296,1422,,2.595,27.177,0.0944,196,2973,dash,dash
184,,2014/07/22,3669,60.727,2387,1365,35.178,,28277549,1613,562737,100787664542,412.495,,2.652,21.405,0.0909,160,3398,dash,dash
185,,2014/07/23,3682,60.783,1801,1140,36.174,,28539889,1490,2292745,101285355604,2011,,2.585,23.426,0.0816,125,2792,dash,dash
186,,2014/07/24,3669,60.563,1522,1056,34.911,,27684137,1359,966465,100654753533,915.269,,2.647,24.62,0.102,175,2610,dash,dash
187,,2014/07/25,3167,59.533,1820,1147,42.092,,27148066,1618,6959393,86660953421,6067,,2.628,24.134,0.0996,224,3164,dash,dash
188,,2014/07/26,3372,59.242,1553,1060,36.828,,26269800,1457,1868983,92616093220,1763,,2.618,23.332,0.0814,115,2793,dash,dash
189,,2014/07/27,3784,58.934,1701,1067,32.122,,25901383,1503,1208030,104216015698,1134,,2.623,22.365,0.0628,130,2566,dash,dash
190,,2014/07/28,3929,58.881,2199,1240,27.971,,23441755,1687,853574,107997872876,692.986,,2.604,20.799,0.12,170,3318,dash,dash
191,,2014/07/29,3449,58.678,1534,1234,29.469,,21604063,1646,2652422,94408782066,2151,,2.637,19.157,0.0934,190,3026,dash,dash
192,,2014/07/30,3021,58.882,2522,1287,33.899,,20075867,1778,2840148,82832968419,2207,,2.585,17.791,0.132,227,3504,dash,dash
193,,2014/07/31,2748,58.573,2690,1291,41.049,,23656677,1787,616147,75273697246,480.822,,2.677,18.772,0.1,186,3213,dash,dash
194,,2014/08/01,2705,58.408,2030,1382,51.497,,24705780,1841,654166,74199080361,473.347,,2.571,21.348,0.104,172,3725,dash,dash
195,,2014/08/02,3090,58.224,2005,1130,41.088,,25799582,1626,523101,84990458595,462.921,,2.628,21.54,0.0713,153,2994,dash,dash
196,,2014/08/03,3648,58.266,2041,1094,32.108,,25525214,1451,632589,100446649431,578.235,,2.604,22.556,0.112,100,2903,dash,dash
197,,2014/08/04,4187,58.147,1788,1042,26.554,,24768719,1329,362945,115364261845,348.408,,2.633,21.868,0.0833,157,2736,dash,dash
198,,2014/08/05,4427,58.067,1716,971,23.863,,24042902,1222,2464817,121624562683,2538,,2.604,21.22,0.0848,171,2525,dash,dash
199,,2014/08/06,5264,57.917,2441,961,20.83,,25426101,1353,366355,144736209267,381.291,,2.652,22.421,0.136,221,2803,dash,dash
200,,2014/08/07,3870,57.827,1750,1008,29.663,,25202941,1482,364010,105364121713,361.121,,2.633,22.211,0.0785,306,2763,dash,dash
201,,2014/08/08,4634,57.489,1616,1050,25.361,,26587886,1538,21868425,127673456339,20827,,2.599,23.423,0.0863,284,2683,dash,dash
