,date,sent_addresses,transactions,confirmation_time,block_size,av_transaction_size,market_cap,median_transaction_size,mining_profitability,hashrate,send_usd,top_100_percent,median_transaction_value,google_trends,av_transaction_value,fee_reward,difficulty,tweets,active_addresses,full_name,coin
1050,2011/11/25,,,,,,,,,,,,,,,,,,,iconomi,iconomi
1051,2011/11/26,,,,,,,,,,,,,,,,,,,iconomi,iconomi
1052,2011/11/27,,,,,,,,,,,,,,,,,,,iconomi,iconomi
1053,2011/11/28,,,,,,,,,,,,,,,,,,,iconomi,iconomi
1054,2011/11/29,,,,,,,,,,,,,,,,,,,iconomi,iconomi
1055,2011/11/30,,,,,,,,,,,,,,,,,,,iconomi,iconomi
1056,2011/12/01,,,,,,,,,,,,,,,,,,,iconomi,iconomi
1057,2011/12/02,,,,,,,,,,,,,,,,,,,iconomi,iconomi
1058,2011/12/03,,,,,,,,,,,,,,,,,,,iconomi,iconomi
1059,2011/12/04,,,,,,,,,,,,,,,,,,,iconomi,iconomi
1060,2011/12/05,,,,,,,,,,,,,,,,,,,iconomi,iconomi
1061,2011/12/06,,,,,,,,,,,,,,,,,,,iconomi,iconomi
1062,2011/12/07,,,,,,,,,,,,,,,,,,,iconomi,iconomi
1063,2011/12/08,,,,,,,,,,,,,,,,,,,iconomi,iconomi
1064,2011/12/09,,,,,,,,,,,,,,,,,,,iconomi,iconomi
1065,2011/12/10,,,,,,,,,,,,,,,,,,,iconomi,iconomi
1066,2011/12/11,,,,,,,,,,,,,,,,,,,iconomi,iconomi
1067,2011/12/12,,,,,,,,,,,,,,,,,,,iconomi,iconomi
1068,2011/12/13,,,,,,,,,,,,,,,,,,,iconomi,iconomi
1069,2011/12/14,,,,,,,,,,,,,,,,,,,iconomi,iconomi
1070,2011/12/15,,,,,,,,,,,,,,,,,,,iconomi,iconomi
1071,2011/12/16,,,,,,,,,,,,,,,,,,,iconomi,iconomi
1072,2011/12/17,,,,,,,,,,,,,,,,,,,iconomi,iconomi
1073,2011/12/18,,,,,,,,,,,,,,,,,,,iconomi,iconomi
1074,2011/12/19,,,,,,,,,,,,,,,,,,,iconomi,iconomi
1075,2011/12/20,,,,,,,,,,,,,,,,,,,iconomi,iconomi
1076,2011/12/21,,,,,,,,,,,,,,,,,,,iconomi,iconomi
1077,2011/12/22,,,,,,,,,,,,,,,,,,,iconomi,iconomi
1078,2011/12/23,,,,,,,,,,,,,,,,,,,iconomi,iconomi
1079,2011/12/24,,,,,,,,,,,,,,,,,,,iconomi,iconomi
1080,2011/12/25,,,,,,,,,,,,,,,,,,,iconomi,iconomi
1081,2011/12/26,,,,,,,,,,,,,,,,,,,iconomi,iconomi
1082,2011/12/27,,,,,,,,,,,,,,,,,,,iconomi,iconomi
1083,2011/12/28,,,,,,,,,,,,,,,,,,,iconomi,iconomi
1084,2011/12/29,,,,,,,,,,,,,,,,,,,iconomi,iconomi
1085,2011/12/30,,,,,,,,,,,,,,,,,,,iconomi,iconomi
1086,2011/12/31,,,,,,,,,,,,,,,,,,,iconomi,iconomi
1087,2012/01/01,,,,,,,,,,,,,,,,,,,iconomi,iconomi
1088,2012/01/02,,,,,,,,,,,,,,,,,,,iconomi,iconomi
1089,2012/01/03,,,,,,,,,,,,,,,,,,,iconomi,iconomi
1090,2012/01/04,,,,,,,,,,,,,,,,,,,iconomi,iconomi
1091,2012/01/05,,,,,,,,,,,,,,,,,,,iconomi,iconomi
1092,2012/01/06,,,,,,,,,,,,,,,,,,,iconomi,iconomi
1093,2012/01/07,,,,,,,,,,,,,,,,,,,iconomi,iconomi
1094,2012/01/08,,,,,,,,,,,,,,,,,,,iconomi,iconomi
1095,2012/01/09,,,,,,,,,,,,,,,,,,,iconomi,iconomi
1096,2012/01/10,,,,,,,,,,,,,,,,,,,iconomi,iconomi
1097,2012/01/11,,,,,,,,,,,,,,,,,,,iconomi,iconomi
1098,2012/01/12,,,,,,,,,,,,,,,,,,,iconomi,iconomi
1099,2012/01/13,,,,,,,,,,,,,,,,,,,iconomi,iconomi
1100,2012/01/14,,,,,,,,,,,,,,,,,,,iconomi,iconomi
1101,2012/01/15,,,,,,,,,,,,,,,,,,,iconomi,iconomi
1102,2012/01/16,,,,,,,,,,,,,,,,,,,iconomi,iconomi
1103,2012/01/17,,,,,,,,,,,,,,,,,,,iconomi,iconomi
1104,2012/01/18,,,,,,,,,,,,,,,,,,,iconomi,iconomi
1105,2012/01/19,,,,,,,,,,,,,,,,,,,iconomi,iconomi
1106,2012/01/20,,,,,,,,,,,,,,,,,,,iconomi,iconomi
1107,2012/01/21,,,,,,,,,,,,,,,,,,,iconomi,iconomi
1108,2012/01/22,,,,,,,,,,,,,,,,,,,iconomi,iconomi
1109,2012/01/23,,,,,,,,,,,,,,,,,,,iconomi,iconomi
1110,2012/01/24,,,,,,,,,,,,,,,,,,,iconomi,iconomi
1111,2012/01/25,,,,,,,,,,,,,,,,,,,iconomi,iconomi
1112,2012/01/26,,,,,,,,,,,,,,,,,,,iconomi,iconomi
1113,2012/01/27,,,,,,,,,,,,,,,,,,,iconomi,iconomi
1114,2012/01/28,,,,,,,,,,,,,,,,,,,iconomi,iconomi
1115,2012/01/29,,,,,,,,,,,,,,,,,,,iconomi,iconomi
1116,2012/01/30,,,,,,,,,,,,,,,,,,,iconomi,iconomi
1117,2012/01/31,,,,,,,,,,,,,,,,,,,iconomi,iconomi
1118,2012/02/01,,,,,,,,,,,,,,,,,,,iconomi,iconomi
1119,2012/02/02,,,,,,,,,,,,,,,,,,,iconomi,iconomi
1120,2012/02/03,,,,,,,,,,,,,,,,,,,iconomi,iconomi
1121,2012/02/04,,,,,,,,,,,,,,,,,,,iconomi,iconomi
1122,2012/02/05,,,,,,,,,,,,,,,,,,,iconomi,iconomi
1123,2012/02/06,,,,,,,,,,,,,,,,,,,iconomi,iconomi
1124,2012/02/07,,,,,,,,,,,,,,,,,,,iconomi,iconomi
1125,2012/02/08,,,,,,,,,,,,,,,,,,,iconomi,iconomi
1126,2012/02/09,,,,,,,,,,,,,,,,,,,iconomi,iconomi
1127,2012/02/10,,,,,,,,,,,,,,,,,,,iconomi,iconomi
1128,2012/02/11,,,,,,,,,,,,,,,,,,,iconomi,iconomi
1129,2012/02/12,,,,,,,,,,,,,,,,,,,iconomi,iconomi
1130,2012/02/13,,,,,,,,,,,,,,,,,,,iconomi,iconomi
1131,2012/02/14,,,,,,,,,,,,,,,,,,,iconomi,iconomi
1132,2012/02/15,,,,,,,,,,,,,,,,,,,iconomi,iconomi
1133,2012/02/16,,,,,,,,,,,,,,,,,,,iconomi,iconomi
1134,2012/02/17,,,,,,,,,,,,,,,,,,,iconomi,iconomi
1135,2012/02/18,,,,,,,,,,,,,,,,,,,iconomi,iconomi
1136,2012/02/19,,,,,,,,,,,,,,,,,,,iconomi,iconomi
1137,2012/02/20,,,,,,,,,,,,,,,,,,,iconomi,iconomi
1138,2012/02/21,,,,,,,,,,,,,,,,,,,iconomi,iconomi
1139,2012/02/22,,,,,,,,,,,,,,,,,,,iconomi,iconomi
1140,2012/02/23,,,,,,,,,,,,,,,,,,,iconomi,iconomi
1141,2012/02/24,,,,,,,,,,,,,,,,,,,iconomi,iconomi
1142,2012/02/25,,,,,,,,,,,,,,,,,,,iconomi,iconomi
1143,2012/02/26,,,,,,,,,,,,,,,,,,,iconomi,iconomi
1144,2012/02/27,,,,,,,,,,,,,,,,,,,iconomi,iconomi
1145,2012/02/28,,,,,,,,,,,,,,,,,,,iconomi,iconomi
1146,2012/02/29,,,,,,,,,,,,,,,,,,,iconomi,iconomi
1147,2012/03/01,,,,,,,,,,,,,,,,,,,iconomi,iconomi
1148,2012/03/02,,,,,,,,,,,,,,,,,,,iconomi,iconomi
1149,2012/03/03,,,,,,,,,,,,,,,,,,,iconomi,iconomi
1150,2012/03/04,,,,,,,,,,,,,,,,,,,iconomi,iconomi
1151,2012/03/05,,,,,,,,,,,,,,,,,,,iconomi,iconomi
1152,2012/03/06,,,,,,,,,,,,,,,,,,,iconomi,iconomi
1153,2012/03/07,,,,,,,,,,,,,,,,,,,iconomi,iconomi
1154,2012/03/08,,,,,,,,,,,,,,,,,,,iconomi,iconomi
1155,2012/03/09,,,,,,,,,,,,,,,,,,,iconomi,iconomi
1156,2012/03/10,,,,,,,,,,,,,,,,,,,iconomi,iconomi
1157,2012/03/11,,,,,,,,,,,,,,,,,,,iconomi,iconomi
1158,2012/03/12,,,,,,,,,,,,,,,,,,,iconomi,iconomi
1159,2012/03/13,,,,,,,,,,,,,,,,,,,iconomi,iconomi
1160,2012/03/14,,,,,,,,,,,,,,,,,,,iconomi,iconomi
1161,2012/03/15,,,,,,,,,,,,,,,,,,,iconomi,iconomi
1162,2012/03/16,,,,,,,,,,,,,,,,,,,iconomi,iconomi
1163,2012/03/17,,,,,,,,,,,,,,,,,,,iconomi,iconomi
1164,2012/03/18,,,,,,,,,,,,,,,,,,,iconomi,iconomi
1165,2012/03/19,,,,,,,,,,,,,,,,,,,iconomi,iconomi
1166,2012/03/20,,,,,,,,,,,,,,,,,,,iconomi,iconomi
1167,2012/03/21,,,,,,,,,,,,,,,,,,,iconomi,iconomi
1168,2012/03/22,,,,,,,,,,,,,,,,,,,iconomi,iconomi
1169,2012/03/23,,,,,,,,,,,,,,,,,,,iconomi,iconomi
1170,2012/03/24,,,,,,,,,,,,,,,,,,,iconomi,iconomi
1171,2012/03/25,,,,,,,,,,,,,,,,,,,iconomi,iconomi
1172,2012/03/26,,,,,,,,,,,,,,,,,,,iconomi,iconomi
1173,2012/03/27,,,,,,,,,,,,,,,,,,,iconomi,iconomi
1174,2012/03/28,,,,,,,,,,,,,,,,,,,iconomi,iconomi
1175,2012/03/29,,,,,,,,,,,,,,,,,,,iconomi,iconomi
1176,2012/03/30,,,,,,,,,,,,,,,,,,,iconomi,iconomi
1177,2012/03/31,,,,,,,,,,,,,,,,,,,iconomi,iconomi
1178,2012/04/01,,,,,,,,,,,,,,,,,,,iconomi,iconomi
1179,2012/04/02,,,,,,,,,,,,,,,,,,,iconomi,iconomi
1180,2012/04/03,,,,,,,,,,,,,,,,,,,iconomi,iconomi
1181,2012/04/04,,,,,,,,,,,,,,,,,,,iconomi,iconomi
1182,2012/04/05,,,,,,,,,,,,,,,,,,,iconomi,iconomi
1183,2012/04/06,,,,,,,,,,,,,,,,,,,iconomi,iconomi
1184,2012/04/07,,,,,,,,,,,,,,,,,,,iconomi,iconomi
1185,2012/04/08,,,,,,,,,,,,,,,,,,,iconomi,iconomi
1186,2012/04/09,,,,,,,,,,,,,,,,,,,iconomi,iconomi
1187,2012/04/10,,,,,,,,,,,,,,,,,,,iconomi,iconomi
1188,2012/04/11,,,,,,,,,,,,,,,,,,,iconomi,iconomi
1189,2012/04/12,,,,,,,,,,,,,,,,,,,iconomi,iconomi
1190,2012/04/13,,,,,,,,,,,,,,,,,,,iconomi,iconomi
1191,2012/04/14,,,,,,,,,,,,,,,,,,,iconomi,iconomi
1192,2012/04/15,,,,,,,,,,,,,,,,,,,iconomi,iconomi
1193,2012/04/16,,,,,,,,,,,,,,,,,,,iconomi,iconomi
1194,2012/04/17,,,,,,,,,,,,,,,,,,,iconomi,iconomi
1195,2012/04/18,,,,,,,,,,,,,,,,,,,iconomi,iconomi
1196,2012/04/19,,,,,,,,,,,,,,,,,,,iconomi,iconomi
1197,2012/04/20,,,,,,,,,,,,,,,,,,,iconomi,iconomi
1198,2012/04/21,,,,,,,,,,,,,,,,,,,iconomi,iconomi
1199,2012/04/22,,,,,,,,,,,,,,,,,,,iconomi,iconomi
1200,2012/04/23,,,,,,,,,,,,,,,,,,,iconomi,iconomi
1201,2012/04/24,,,,,,,,,,,,,,,,,,,iconomi,iconomi
1202,2012/04/25,,,,,,,,,,,,,,,,,,,iconomi,iconomi
1203,2012/04/26,,,,,,,,,,,,,,,,,,,iconomi,iconomi
1204,2012/04/27,,,,,,,,,,,,,,,,,,,iconomi,iconomi
1205,2012/04/28,,,,,,,,,,,,,,,,,,,iconomi,iconomi
1206,2012/04/29,,,,,,,,,,,,,,,,,,,iconomi,iconomi
1207,2012/04/30,,,,,,,,,,,,,,,,,,,iconomi,iconomi
1208,2012/05/01,,,,,,,,,,,,,,,,,,,iconomi,iconomi
1209,2012/05/02,,,,,,,,,,,,,,,,,,,iconomi,iconomi
1210,2012/05/03,,,,,,,,,,,,,,,,,,,iconomi,iconomi
1211,2012/05/04,,,,,,,,,,,,,,,,,,,iconomi,iconomi
1212,2012/05/05,,,,,,,,,,,,,,,,,,,iconomi,iconomi
1213,2012/05/06,,,,,,,,,,,,,,,,,,,iconomi,iconomi
1214,2012/05/07,,,,,,,,,,,,,,,,,,,iconomi,iconomi
1215,2012/05/08,,,,,,,,,,,,,,,,,,,iconomi,iconomi
1216,2012/05/09,,,,,,,,,,,,,,,,,,,iconomi,iconomi
1217,2012/05/10,,,,,,,,,,,,,,,,,,,iconomi,iconomi
1218,2012/05/11,,,,,,,,,,,,,,,,,,,iconomi,iconomi
1219,2012/05/12,,,,,,,,,,,,,,,,,,,iconomi,iconomi
1220,2012/05/13,,,,,,,,,,,,,,,,,,,iconomi,iconomi
1221,2012/05/14,,,,,,,,,,,,,,,,,,,iconomi,iconomi
1222,2012/05/15,,,,,,,,,,,,,,,,,,,iconomi,iconomi
1223,2012/05/16,,,,,,,,,,,,,,,,,,,iconomi,iconomi
1224,2012/05/17,,,,,,,,,,,,,,,,,,,iconomi,iconomi
1225,2012/05/18,,,,,,,,,,,,,,,,,,,iconomi,iconomi
1226,2012/05/19,,,,,,,,,,,,,,,,,,,iconomi,iconomi
1227,2012/05/20,,,,,,,,,,,,,,,,,,,iconomi,iconomi
1228,2012/05/21,,,,,,,,,,,,,,,,,,,iconomi,iconomi
1229,2012/05/22,,,,,,,,,,,,,,,,,,,iconomi,iconomi
1230,2012/05/23,,,,,,,,,,,,,,,,,,,iconomi,iconomi
1231,2012/05/24,,,,,,,,,,,,,,,,,,,iconomi,iconomi
1232,2012/05/25,,,,,,,,,,,,,,,,,,,iconomi,iconomi
1233,2012/05/26,,,,,,,,,,,,,,,,,,,iconomi,iconomi
1234,2012/05/27,,,,,,,,,,,,,,,,,,,iconomi,iconomi
1235,2012/05/28,,,,,,,,,,,,,,,,,,,iconomi,iconomi
1236,2012/05/29,,,,,,,,,,,,,,,,,,,iconomi,iconomi
1237,2012/05/30,,,,,,,,,,,,,,,,,,,iconomi,iconomi
1238,2012/05/31,,,,,,,,,,,,,,,,,,,iconomi,iconomi
1239,2012/06/01,,,,,,,,,,,,,,,,,,,iconomi,iconomi
1240,2012/06/02,,,,,,,,,,,,,,,,,,,iconomi,iconomi
1241,2012/06/03,,,,,,,,,,,,,,,,,,,iconomi,iconomi
1242,2012/06/04,,,,,,,,,,,,,,,,,,,iconomi,iconomi
1243,2012/06/05,,,,,,,,,,,,,,,,,,,iconomi,iconomi
1244,2012/06/06,,,,,,,,,,,,,,,,,,,iconomi,iconomi
1245,2012/06/07,,,,,,,,,,,,,,,,,,,iconomi,iconomi
1246,2012/06/08,,,,,,,,,,,,,,,,,,,iconomi,iconomi
1247,2012/06/09,,,,,,,,,,,,,,,,,,,iconomi,iconomi
1248,2012/06/10,,,,,,,,,,,,,,,,,,,iconomi,iconomi
1249,2012/06/11,,,,,,,,,,,,,,,,,,,iconomi,iconomi
1250,2012/06/12,,,,,,,,,,,,,,,,,,,iconomi,iconomi
1251,2012/06/13,,,,,,,,,,,,,,,,,,,iconomi,iconomi
1252,2012/06/14,,,,,,,,,,,,,,,,,,,iconomi,iconomi
1253,2012/06/15,,,,,,,,,,,,,,,,,,,iconomi,iconomi
1254,2012/06/16,,,,,,,,,,,,,,,,,,,iconomi,iconomi
1255,2012/06/17,,,,,,,,,,,,,,,,,,,iconomi,iconomi
1256,2012/06/18,,,,,,,,,,,,,,,,,,,iconomi,iconomi
1257,2012/06/19,,,,,,,,,,,,,,,,,,,iconomi,iconomi
1258,2012/06/20,,,,,,,,,,,,,,,,,,,iconomi,iconomi
1259,2012/06/21,,,,,,,,,,,,,,,,,,,iconomi,iconomi
1260,2012/06/22,,,,,,,,,,,,,,,,,,,iconomi,iconomi
1261,2012/06/23,,,,,,,,,,,,,,,,,,,iconomi,iconomi
1262,2012/06/24,,,,,,,,,,,,,,,,,,,iconomi,iconomi
1263,2012/06/25,,,,,,,,,,,,,,,,,,,iconomi,iconomi
1264,2012/06/26,,,,,,,,,,,,,,,,,,,iconomi,iconomi
1265,2012/06/27,,,,,,,,,,,,,,,,,,,iconomi,iconomi
1266,2012/06/28,,,,,,,,,,,,,,,,,,,iconomi,iconomi
1267,2012/06/29,,,,,,,,,,,,,,,,,,,iconomi,iconomi
1268,2012/06/30,,,,,,,,,,,,,,,,,,,iconomi,iconomi
1269,2012/07/01,,,,,,,,,,,,,,,,,,,iconomi,iconomi
1270,2012/07/02,,,,,,,,,,,,,,,,,,,iconomi,iconomi
1271,2012/07/03,,,,,,,,,,,,,,,,,,,iconomi,iconomi
1272,2012/07/04,,,,,,,,,,,,,,,,,,,iconomi,iconomi
1273,2012/07/05,,,,,,,,,,,,,,,,,,,iconomi,iconomi
1274,2012/07/06,,,,,,,,,,,,,,,,,,,iconomi,iconomi
1275,2012/07/07,,,,,,,,,,,,,,,,,,,iconomi,iconomi
1276,2012/07/08,,,,,,,,,,,,,,,,,,,iconomi,iconomi
1277,2012/07/09,,,,,,,,,,,,,,,,,,,iconomi,iconomi
1278,2012/07/10,,,,,,,,,,,,,,,,,,,iconomi,iconomi
1279,2012/07/11,,,,,,,,,,,,,,,,,,,iconomi,iconomi
1280,2012/07/12,,,,,,,,,,,,,,,,,,,iconomi,iconomi
1281,2012/07/13,,,,,,,,,,,,,,,,,,,iconomi,iconomi
1282,2012/07/14,,,,,,,,,,,,,,,,,,,iconomi,iconomi
1283,2012/07/15,,,,,,,,,,,,,,,,,,,iconomi,iconomi
1284,2012/07/16,,,,,,,,,,,,,,,,,,,iconomi,iconomi
1285,2012/07/17,,,,,,,,,,,,,,,,,,,iconomi,iconomi
1286,2012/07/18,,,,,,,,,,,,,,,,,,,iconomi,iconomi
1287,2012/07/19,,,,,,,,,,,,,,,,,,,iconomi,iconomi
1288,2012/07/20,,,,,,,,,,,,,,,,,,,iconomi,iconomi
1289,2012/07/21,,,,,,,,,,,,,,,,,,,iconomi,iconomi
1290,2012/07/22,,,,,,,,,,,,,,,,,,,iconomi,iconomi
1291,2012/07/23,,,,,,,,,,,,,,,,,,,iconomi,iconomi
1292,2012/07/24,,,,,,,,,,,,,,,,,,,iconomi,iconomi
1293,2012/07/25,,,,,,,,,,,,,,,,,,,iconomi,iconomi
1294,2012/07/26,,,,,,,,,,,,,,,,,,,iconomi,iconomi
1295,2012/07/27,,,,,,,,,,,,,,,,,,,iconomi,iconomi
1296,2012/07/28,,,,,,,,,,,,,,,,,,,iconomi,iconomi
1297,2012/07/29,,,,,,,,,,,,,,,,,,,iconomi,iconomi
1298,2012/07/30,,,,,,,,,,,,,,,,,,,iconomi,iconomi
1299,2012/07/31,,,,,,,,,,,,,,,,,,,iconomi,iconomi
1300,2012/08/01,,,,,,,,,,,,,,,,,,,iconomi,iconomi
1301,2012/08/02,,,,,,,,,,,,,,,,,,,iconomi,iconomi
1302,2012/08/03,,,,,,,,,,,,,,,,,,,iconomi,iconomi
1303,2012/08/04,,,,,,,,,,,,,,,,,,,iconomi,iconomi
1304,2012/08/05,,,,,,,,,,,,,,,,,,,iconomi,iconomi
1305,2012/08/06,,,,,,,,,,,,,,,,,,,iconomi,iconomi
1306,2012/08/07,,,,,,,,,,,,,,,,,,,iconomi,iconomi
1307,2012/08/08,,,,,,,,,,,,,,,,,,,iconomi,iconomi
1308,2012/08/09,,,,,,,,,,,,,,,,,,,iconomi,iconomi
1309,2012/08/10,,,,,,,,,,,,,,,,,,,iconomi,iconomi
1310,2012/08/11,,,,,,,,,,,,,,,,,,,iconomi,iconomi
1311,2012/08/12,,,,,,,,,,,,,,,,,,,iconomi,iconomi
1312,2012/08/13,,,,,,,,,,,,,,,,,,,iconomi,iconomi
1313,2012/08/14,,,,,,,,,,,,,,,,,,,iconomi,iconomi
1314,2012/08/15,,,,,,,,,,,,,,,,,,,iconomi,iconomi
1315,2012/08/16,,,,,,,,,,,,,,,,,,,iconomi,iconomi
1316,2012/08/17,,,,,,,,,,,,,,,,,,,iconomi,iconomi
1317,2012/08/18,,,,,,,,,,,,,,,,,,,iconomi,iconomi
1318,2012/08/19,,,,,,,,,,,,,,,,,,,iconomi,iconomi
1319,2012/08/20,,,,,,,,,,,,,,,,,,,iconomi,iconomi
1320,2012/08/21,,,,,,,,,,,,,,,,,,,iconomi,iconomi
1321,2012/08/22,,,,,,,,,,,,,,,,,,,iconomi,iconomi
1322,2012/08/23,,,,,,,,,,,,,,,,,,,iconomi,iconomi
1323,2012/08/24,,,,,,,,,,,,,,,,,,,iconomi,iconomi
1324,2012/08/25,,,,,,,,,,,,,,,,,,,iconomi,iconomi
1325,2012/08/26,,,,,,,,,,,,,,,,,,,iconomi,iconomi
1326,2012/08/27,,,,,,,,,,,,,,,,,,,iconomi,iconomi
1327,2012/08/28,,,,,,,,,,,,,,,,,,,iconomi,iconomi
1328,2012/08/29,,,,,,,,,,,,,,,,,,,iconomi,iconomi
1329,2012/08/30,,,,,,,,,,,,,,,,,,,iconomi,iconomi
1330,2012/08/31,,,,,,,,,,,,,,,,,,,iconomi,iconomi
1331,2012/09/01,,,,,,,,,,,,,,,,,,,iconomi,iconomi
1332,2012/09/02,,,,,,,,,,,,,,,,,,,iconomi,iconomi
1333,2012/09/03,,,,,,,,,,,,,,,,,,,iconomi,iconomi
1334,2012/09/04,,,,,,,,,,,,,,,,,,,iconomi,iconomi
1335,2012/09/05,,,,,,,,,,,,,,,,,,,iconomi,iconomi
1336,2012/09/06,,,,,,,,,,,,,,,,,,,iconomi,iconomi
1337,2012/09/07,,,,,,,,,,,,,,,,,,,iconomi,iconomi
1338,2012/09/08,,,,,,,,,,,,,,,,,,,iconomi,iconomi
1339,2012/09/09,,,,,,,,,,,,,,,,,,,iconomi,iconomi
1340,2012/09/10,,,,,,,,,,,,,,,,,,,iconomi,iconomi
1341,2012/09/11,,,,,,,,,,,,,,,,,,,iconomi,iconomi
1342,2012/09/12,,,,,,,,,,,,,,,,,,,iconomi,iconomi
1343,2012/09/13,,,,,,,,,,,,,,,,,,,iconomi,iconomi
1344,2012/09/14,,,,,,,,,,,,,,,,,,,iconomi,iconomi
1345,2012/09/15,,,,,,,,,,,,,,,,,,,iconomi,iconomi
1346,2012/09/16,,,,,,,,,,,,,,,,,,,iconomi,iconomi
1347,2012/09/17,,,,,,,,,,,,,,,,,,,iconomi,iconomi
1348,2012/09/18,,,,,,,,,,,,,,,,,,,iconomi,iconomi
1349,2012/09/19,,,,,,,,,,,,,,,,,,,iconomi,iconomi
1350,2012/09/20,,,,,,,,,,,,,,,,,,,iconomi,iconomi
1351,2012/09/21,,,,,,,,,,,,,,,,,,,iconomi,iconomi
1352,2012/09/22,,,,,,,,,,,,,,,,,,,iconomi,iconomi
1353,2012/09/23,,,,,,,,,,,,,,,,,,,iconomi,iconomi
1354,2012/09/24,,,,,,,,,,,,,,,,,,,iconomi,iconomi
1355,2012/09/25,,,,,,,,,,,,,,,,,,,iconomi,iconomi
1356,2012/09/26,,,,,,,,,,,,,,,,,,,iconomi,iconomi
1357,2012/09/27,,,,,,,,,,,,,,,,,,,iconomi,iconomi
1358,2012/09/28,,,,,,,,,,,,,,,,,,,iconomi,iconomi
1359,2012/09/29,,,,,,,,,,,,,,,,,,,iconomi,iconomi
1360,2012/09/30,,,,,,,,,,,,,,,,,,,iconomi,iconomi
1361,2012/10/01,,,,,,,,,,,,,,,,,,,iconomi,iconomi
1362,2012/10/02,,,,,,,,,,,,,,,,,,,iconomi,iconomi
1363,2012/10/03,,,,,,,,,,,,,,,,,,,iconomi,iconomi
1364,2012/10/04,,,,,,,,,,,,,,,,,,,iconomi,iconomi
1365,2012/10/05,,,,,,,,,,,,,,,,,,,iconomi,iconomi
1366,2012/10/06,,,,,,,,,,,,,,,,,,,iconomi,iconomi
1367,2012/10/07,,,,,,,,,,,,,,,,,,,iconomi,iconomi
1368,2012/10/08,,,,,,,,,,,,,,,,,,,iconomi,iconomi
1369,2012/10/09,,,,,,,,,,,,,,,,,,,iconomi,iconomi
1370,2012/10/10,,,,,,,,,,,,,,,,,,,iconomi,iconomi
1371,2012/10/11,,,,,,,,,,,,,,,,,,,iconomi,iconomi
1372,2012/10/12,,,,,,,,,,,,,,,,,,,iconomi,iconomi
1373,2012/10/13,,,,,,,,,,,,,,,,,,,iconomi,iconomi
1374,2012/10/14,,,,,,,,,,,,,,,,,,,iconomi,iconomi
1375,2012/10/15,,,,,,,,,,,,,,,,,,,iconomi,iconomi
1376,2012/10/16,,,,,,,,,,,,,,,,,,,iconomi,iconomi
1377,2012/10/17,,,,,,,,,,,,,,,,,,,iconomi,iconomi
1378,2012/10/18,,,,,,,,,,,,,,,,,,,iconomi,iconomi
1379,2012/10/19,,,,,,,,,,,,,,,,,,,iconomi,iconomi
1380,2012/10/20,,,,,,,,,,,,,,,,,,,iconomi,iconomi
1381,2012/10/21,,,,,,,,,,,,,,,,,,,iconomi,iconomi
1382,2012/10/22,,,,,,,,,,,,,,,,,,,iconomi,iconomi
1383,2012/10/23,,,,,,,,,,,,,,,,,,,iconomi,iconomi
1384,2012/10/24,,,,,,,,,,,,,,,,,,,iconomi,iconomi
1385,2012/10/25,,,,,,,,,,,,,,,,,,,iconomi,iconomi
1386,2012/10/26,,,,,,,,,,,,,,,,,,,iconomi,iconomi
1387,2012/10/27,,,,,,,,,,,,,,,,,,,iconomi,iconomi
1388,2012/10/28,,,,,,,,,,,,,,,,,,,iconomi,iconomi
1389,2012/10/29,,,,,,,,,,,,,,,,,,,iconomi,iconomi
1390,2012/10/30,,,,,,,,,,,,,,,,,,,iconomi,iconomi
1391,2012/10/31,,,,,,,,,,,,,,,,,,,iconomi,iconomi
1392,2012/11/01,,,,,,,,,,,,,,,,,,,iconomi,iconomi
1393,2012/11/02,,,,,,,,,,,,,,,,,,,iconomi,iconomi
1394,2012/11/03,,,,,,,,,,,,,,,,,,,iconomi,iconomi
1395,2012/11/04,,,,,,,,,,,,,,,,,,,iconomi,iconomi
1396,2012/11/05,,,,,,,,,,,,,,,,,,,iconomi,iconomi
1397,2012/11/06,,,,,,,,,,,,,,,,,,,iconomi,iconomi
1398,2012/11/07,,,,,,,,,,,,,,,,,,,iconomi,iconomi
1399,2012/11/08,,,,,,,,,,,,,,,,,,,iconomi,iconomi
1400,2012/11/09,,,,,,,,,,,,,,,,,,,iconomi,iconomi
1401,2012/11/10,,,,,,,,,,,,,,,,,,,iconomi,iconomi
1402,2012/11/11,,,,,,,,,,,,,,,,,,,iconomi,iconomi
1403,2012/11/12,,,,,,,,,,,,,,,,,,,iconomi,iconomi
1404,2012/11/13,,,,,,,,,,,,,,,,,,,iconomi,iconomi
1405,2012/11/14,,,,,,,,,,,,,,,,,,,iconomi,iconomi
1406,2012/11/15,,,,,,,,,,,,,,,,,,,iconomi,iconomi
1407,2012/11/16,,,,,,,,,,,,,,,,,,,iconomi,iconomi
1408,2012/11/17,,,,,,,,,,,,,,,,,,,iconomi,iconomi
1409,2012/11/18,,,,,,,,,,,,,,,,,,,iconomi,iconomi
1410,2012/11/19,,,,,,,,,,,,,,,,,,,iconomi,iconomi
1411,2012/11/20,,,,,,,,,,,,,,,,,,,iconomi,iconomi
1412,2012/11/21,,,,,,,,,,,,,,,,,,,iconomi,iconomi
1413,2012/11/22,,,,,,,,,,,,,,,,,,,iconomi,iconomi
1414,2012/11/23,,,,,,,,,,,,,,,,,,,iconomi,iconomi
