,date,sent_addresses,difficulty,av_transaction_value,median_transaction_value,av_transaction_size,transactions,mining_profitability,send_usd,market_cap,active_addresses,confirmation_time,block_size,median_transaction_size,tweets,top_100_percent,hashrate,google_trends,fee_reward,full_name,coin
593,2015/07/24,18945,18185,291.946,1.716,,11211,1.916,3273009,18278271,null,1.05,8153,,2545,null,1244178947457,0.251,,dogecoin,doge
594,2015/07/25,19573,18026,247.762,1.235,,11671,1.991,2891551,18745223,null,1.046,9499,,1481,43.65,1248433579763,0.209,,dogecoin,doge
595,2015/07/26,27877,18289,164.875,0.755,,13561,1.977,2234062,18314403,null,1.053,8091,,925,43.623,1253755121939,0.27,,dogecoin,doge
596,2015/07/27,19232,18559,315.741,0.968,,12763,1.865,4028749,18178521,12049,1.057,8727,,2520,43.469,1266280633577,0.293,,dogecoin,doge
597,2015/07/28,19800,18012,263.675,1.414,,13467,1.994,3529468,18161648,26312,1.05,7763,,2462,43.467,1233912003579,0.235,,dogecoin,doge
598,2015/07/29,20134,17142,275.964,2.038,,12272,2.044,3386632,18352534,25786,1.048,10860,,2256,43.539,1181291058878,0.351,,dogecoin,doge
599,2015/07/30,19500,16845,169.808,1.875,,12216,2.062,2074372,17987504,25426,1.047,6792,,2564,43.494,1165310665047,0.278,,dogecoin,doge
600,2015/07/31,18610,18665,212.151,1.924,,12317,1.839,2613061,18187626,23817,1.053,11522,,2234,43.497,1284450178280,0.291,,dogecoin,doge
601,2015/08/01,23037,19750,238.26,1.406,,12789,1.698,3047100,17499055,31288,1.063,7322,,1433,43.567,1352407657124,0.186,,dogecoin,doge
602,2015/08/02,29459,18770,195.32,1.166,,14651,1.774,2861601,17047947,42490,1.047,12735,,1455,43.533,1281051709086,0.222,,dogecoin,doge
603,2015/08/03,17718,18785,202.255,1.723,,13600,1.755,2750670,17299824,23905,1.058,7663,,2352,43.49,1291186065258,0.249,,dogecoin,doge
604,2015/08/04,16632,18337,246.056,1.694,,13769,1.809,3387658,17005207,22842,1.041,6234,,2318,44.896,1261142888660,0.233,,dogecoin,doge
605,2015/08/05,17314,18168,241.827,1.345,,12873,1.787,3113037,17171752,22898,1.059,7301,,2516,44.802,1251042408118,0.292,,dogecoin,doge
606,2015/08/06,19514,19035,256.319,1.613,,13315,1.699,3412882,16839557,24618,1.048,6588,,2249,44.757,1299195531110,0.293,,dogecoin,doge
607,2015/08/07,20617,17234,205.995,2.539,,13454,1.855,2768229,16490226,26450,1.046,9298,,2281,44.704,1189853568768,0.217,,dogecoin,doge
608,2015/08/08,28619,18794,187.522,2.28,,13529,1.634,2535988,16199450,35612,1.056,11887,,1396,44.635,1292006949491,0.222,,dogecoin,doge
609,2015/08/09,27823,17721,227.932,1.531,,15565,1.722,3547460,15863826,40226,1.045,7807,,1432,44.608,1218031806877,0.315,,dogecoin,doge
610,2015/08/10,16697,17367,308.343,1.791,,14403,1.747,4416509,15809037,26284,1.047,8986,,2514,44.665,1202839235529,0.19,,dogecoin,doge
611,2015/08/11,17263,17478,234.08,1.788,,13457,1.742,3149856,15850705,21536,1.037,5101,,2656,44.617,1210795538677,0.285,,dogecoin,doge
612,2015/08/12,19308,17351,173.328,1.542,,13527,1.722,2344614,15666603,26286,1.042,7393,,2492,44.697,1202168817525,0.318,,dogecoin,doge
613,2015/08/13,15617,16874,112.408,1.545,,13261,1.727,1490637,15416218,22253,1.046,6633,,2366,44.681,1168990512709,0.24,,dogecoin,doge
614,2015/08/14,17528,16563,173.706,1.493,,11665,1.743,2026280,15454785,20213,1.042,6614,,2388,44.695,1146048067945,0.214,,dogecoin,doge
615,2015/08/15,32162,17044,125.872,3.151,,19423,1.667,2444807,15333515,41665,1.04,7996,,1591,44.691,1180681677541,0.264,,dogecoin,doge
616,2015/08/16,44826,17009,105.013,3.15,,27696,1.622,2900202,14741029,62343,1.052,10448,,1541,44.686,1171887824900,0.294,,dogecoin,doge
617,2015/08/17,14937,17123,235.918,1.094,,13478,1.586,3168099,14679477,25356,1.063,9384,,2575,44.717,1170490545733,0.268,,dogecoin,doge
618,2015/08/18,15386,17833,203.603,1.406,,13694,1.523,2785457,14222060,22146,1.039,6802,,2392,44.694,1227637270418,0.275,,dogecoin,doge
619,2015/08/19,13874,18119,173.946,1.292,,11371,1.354,1977943,12909886,18763,1.071,4950,,2122,44.816,1234577582199,0.249,,dogecoin,doge
620,2015/08/20,14074,18176,154.692,1.392,,11227,1.415,1736733,13611698,20692,1.037,5714,,2274,44.885,1248856118979,0.232,,dogecoin,doge
621,2015/08/21,14009,18445,256.493,1.065,,10984,1.456,2817323,14237295,18327,1.046,5386,,2262,44.761,1277552041100,0.197,,dogecoin,doge
622,2015/08/22,19418,17023,215.383,0.879,,12505,1.568,2693361,13835846,28613,1.037,6376,,1422,44.788,1178070092570,0.247,,dogecoin,doge
623,2015/08/23,22176,17319,237.543,0.674,,12670,1.512,2980471,13417114,36104,1.043,7185,,1757,44.789,1205598028917,0.308,,dogecoin,doge
624,2015/08/24,14780,16979,211.254,1.255,,11288,1.442,2384622,12639852,21892,1.054,5764,,2329,44.803,1169053990847,0.215,,dogecoin,doge
625,2015/08/25,14930,15710,186.189,0.698,,10900,1.464,2029393,12279131,21946,1.05,5167,,2379,44.772,1082973127664,0.231,,dogecoin,doge
626,2015/08/26,14900,15936,154.058,0.699,,10833,1.557,1668857,13275837,39935,1.054,5994,,2354,44.855,1094859481972,0.243,,dogecoin,doge
627,2015/08/27,13178,16279,152.698,1.198,,10237,1.55,1561023,13081112,19565,1.052,5264,,2417,44.855,1109908552831,0.309,,dogecoin,doge
628,2015/08/28,14078,16474,212.227,1.026,,10181,1.491,2160679,12921712,20387,1.052,5063,,2417,44.749,1132864155768,0.283,,dogecoin,doge
629,2015/08/29,19298,16209,254.447,0.64,,11388,1.521,2897640,12890890,28564,1.047,5722,,807,44.808,1117401684866,0.199,,dogecoin,doge
630,2015/08/30,22259,14589,272.595,0.257,,11861,1.637,3225777,12782854,33627,1.055,6578,,1298,44.911,1002023735764,0.249,,dogecoin,doge
631,2015/08/31,14543,15865,225.344,0.682,,11217,1.536,2525297,12622943,21373,1.037,5964,,2347,44.858,1092162065080,0.24,,dogecoin,doge
632,2015/09/01,13984,15611,163.46,0.718,,10628,1.515,1737106,12720258,19035,1.044,4959,,2397,44.858,1086542302954,0.186,,dogecoin,doge
633,2015/09/02,14431,17087,200.159,0.441,,11838,1.408,2369478,12456441,17883,1.04,5123,,2380,44.833,1185067190558,0.37,,dogecoin,doge
634,2015/09/03,12920,15897,242.265,1.569,,10544,1.477,2554221,12278335,17193,1.045,4747,,2331,44.725,1098845463124,0.188,,dogecoin,doge
635,2015/09/04,13983,17101,146.909,0.852,,10351,1.349,1520287,12263926,18559,1.048,4761,,2207,44.729,1178631758607,0.268,,dogecoin,doge
636,2015/09/05,20185,17815,134.5,0.445,,12534,1.317,1679983,12547020,30104,1.056,6360,,1453,44.697,1219845928040,0.207,,dogecoin,doge
637,2015/09/06,23195,17547,206.926,0.528,,13632,1.411,2820810,12917537,35668,1.048,6671,,1304,44.681,1210819686601,0.173,,dogecoin,doge
638,2015/09/07,17470,18358,92.203,2.162,,16385,1.351,1510738,12709935,19216,1.05,6647,,1627,44.772,1255358517391,0.228,,dogecoin,doge
639,2015/09/08,16635,18514,146.948,1.552,,13912,1.347,2044337,12945575,24598,1.05,5922,,2461,44.768,1272635961004,0.229,,dogecoin,doge
640,2015/09/09,13820,18840,198.557,0.477,,11288,1.289,2241306,12999209,18786,1.044,4893,,1631,44.683,1304393823883,0.221,,dogecoin,doge
641,2015/09/10,12511,18574,343.119,0.758,,9781,1.33,3356052,12742184,16346,1.045,4264,,2362,44.694,1286073074910,0.168,,dogecoin,doge
642,2015/09/11,15217,18230,165.341,0.561,,10465,1.335,1726698,12822796,19554,1.047,4835,,2327,44.673,1258916217301,0.259,,dogecoin,doge
643,2015/09/12,14914,17312,135.928,0.881,,11720,1.376,1584732,12680699,19333,1.058,4773,,1720,44.661,1192192884089,0.106,,dogecoin,doge
644,2015/09/13,27205,19312,181.194,0.257,,13408,1.237,2429453,12356206,42131,1.05,7684,,1481,44.698,1318073936407,0.213,,dogecoin,doge
645,2015/09/14,14673,19412,269.46,0.712,,11095,1.199,2989653,12236529,20124,1.059,6871,,394,44.985,1331868221873,0.306,,dogecoin,doge
646,2015/09/15,13628,19026,158.108,0.582,,9853,1.236,1557012,12284683,16931,1.043,4469,,1459,45.079,1308716634721,0.231,,dogecoin,doge
647,2015/09/16,12801,18688,217.433,0.718,,10260,1.237,2218341,12163342,16810,1.045,4612,,2448,45.118,1294051625922,0.275,,dogecoin,doge
648,2015/09/17,14784,19678,286.745,1.172,,10252,1.195,2938865,12403536,18558,1.046,5135,,2352,45.083,1362697102295,0.246,,dogecoin,doge
649,2015/09/18,13596,18176,261.675,0.827,,10513,1.302,2750989,12495500,18171,1.048,6414,,2169,45.007,1255149270833,0.213,,dogecoin,doge
650,2015/09/19,14864,19597,205.125,1.222,,11477,1.197,2352445,12344278,19350,1.042,5552,,1550,44.887,1357486233168,0.243,,dogecoin,doge
651,2015/09/20,27557,18568,158.348,0.313,,13166,1.259,2084649,13032482,41329,1.042,7341,,1300,44.984,1286025218481,0.309,,dogecoin,doge
652,2015/09/21,16029,19205,209.218,0.265,,13803,1.242,2862945,12912552,20769,1.045,7041,,2359,45.009,1329369556657,0.25,,dogecoin,doge
653,2015/09/22,15090,18492,258.71,0.866,,11450,1.264,2942480,12505523,19438,1.057,7788,,2644,45.015,1278472637187,0.288,,dogecoin,doge
654,2015/09/23,13511,19727,135.193,0.549,,10685,1.204,1438377,12117666,17215,1.048,6006,,2513,45.089,1354085392535,0.285,,dogecoin,doge
655,2015/09/24,12454,18563,127.813,0.44,,10739,1.255,1372394,12327602,16446,1.04,5054,,2414,45.082,1281556718627,0.184,,dogecoin,doge
656,2015/09/25,14581,18546,174.273,0.55,,11049,1.24,1921966,12249522,18981,1.053,5045,,2508,45.084,1282052880299,0.24,,dogecoin,doge
657,2015/09/26,20103,18419,134.009,0.646,,11495,1.246,1540295,12089766,27374,1.045,5368,,1504,45.084,1268923112259,0.265,,dogecoin,doge
658,2015/09/27,22462,19340,152.049,0.25,,12961,1.18,1970681,12072841,35625,1.041,6935,,1582,45.168,1336186328866,0.206,,dogecoin,doge
659,2015/09/28,13558,19589,136.355,0.622,,10666,1.153,1454357,12153277,19089,1.046,5074,,3111,45.146,1357186868713,0.21,,dogecoin,doge
660,2015/09/29,12568,18756,269.061,0.672,,10798,1.243,2898135,12251892,17199,1.037,4962,,2247,45.126,1302445997773,0.151,,dogecoin,doge
661,2015/09/30,15287,18800,203.227,0.689,,10953,1.235,2222934,12310553,20287,1.05,4812,,3143,45.116,1295471915128,0.206,,dogecoin,doge
662,2015/10/01,14985,18415,145.64,0.607,,11030,1.238,1604971,12205765,18524,1.044,5053,,2643,45.135,1273097414573,0.406,,dogecoin,doge
663,2015/10/02,14085,19221,133.133,0.69,,10970,1.196,1460465,12170538,18787,1.057,4819,,2239,45.153,1315764710600,0.208,,dogecoin,doge
664,2015/10/03,14881,18849,120.284,0.83,,11695,1.288,1405695,11993593,28466,1.041,9982,,1725,45.144,1299831596685,0.278,,dogecoin,doge
665,2015/10/04,28810,20631,178.502,0.277,,13801,1.162,2442417,11853676,44025,1.04,7496,,1802,45.137,1429957463720,0.232,,dogecoin,doge
666,2015/10/05,15587,19865,165.358,0.537,,11803,1.16,1951709,11635502,23530,1.067,6365,,1963,45.13,1357995100706,0.193,,dogecoin,doge
667,2015/10/06,14883,18755,143.628,0.565,,11119,1.26,1596978,11905340,20723,1.046,5245,,3230,44.969,1288665077402,0.272,,dogecoin,doge
668,2015/10/07,18164,19103,133.825,0.493,,10451,1.245,1398499,12000535,20979,1.043,4771,,2742,44.891,1320465727386,0.322,,dogecoin,doge
669,2015/10/08,17109,18730,172.852,1.047,,10422,1.245,1791990,11822524,22356,1.06,6190,,2106,44.856,1290108664951,0.283,,dogecoin,doge
670,2015/10/09,16384,19339,163.368,0.816,,10858,1.226,1768251,11834934,19803,1.048,4787,,2538,44.919,1321593879489,0.318,,dogecoin,doge
671,2015/10/10,25073,18781,135.749,0.386,,13232,1.264,1795831,11773573,33329,1.034,12420,,1797,44.933,1301269209848,0.233,,dogecoin,doge
672,2015/10/11,24800,18560,119.172,0.291,,13080,1.263,1549576,11769977,41542,1.05,7420,,1725,44.939,1285491591294,0.318,,dogecoin,doge
673,2015/10/12,14041,19224,80.834,0.447,,11448,1.231,925102,11956795,20506,1.044,6295,,2568,44.89,1331161889287,0.229,,dogecoin,doge
674,2015/10/13,16231,19174,78.324,0.439,,11142,1.239,871627,11778967,20443,1.05,5084,,2551,44.892,1311654592287,0.14,,dogecoin,doge
675,2015/10/14,15237,18301,147.962,0.73,,10477,1.296,1542125,11835464,18638,1.05,5521,,2159,44.898,1262465952022,0.188,,dogecoin,doge
676,2015/10/15,16901,18450,154.334,0.817,,10944,1.283,1688977,11883519,21794,1.044,5175,,2545,44.835,1277962898465,0.238,,dogecoin,doge
677,2015/10/16,17221,18442,171.571,0.689,,11903,1.283,2042184,11768882,21612,1.046,5291,,1990,44.867,1271931109189,0.33,,dogecoin,doge
678,2015/10/17,24304,18599,104.031,0.896,,15040,1.275,1564624,11762885,33536,1.038,6975,,1935,44.898,1290676854780,0.233,,dogecoin,doge
679,2015/10/18,28905,18966,153.267,0.46,,14666,1.232,2241279,11654949,41215,1.05,7690,,1564,44.861,1311327998010,0.202,,dogecoin,doge
680,2015/10/19,17873,18643,98.946,1.551,,13534,1.257,1338720,11678893,24491,1.037,6176,,2412,44.813,1292467505811,0.305,,dogecoin,doge
681,2015/10/20,19419,18966,201.304,1.133,,13705,1.231,2758876,11760535,24365,1.048,6247,,1552,44.793,1314407481084,0.256,,dogecoin,doge
682,2015/10/21,16633,19601,184.621,1.519,,14357,1.191,2641734,11567569,23124,1.042,13407,,2543,44.716,1351518093478,0.259,,dogecoin,doge
683,2015/10/22,17297,19342,126.276,1.152,,14294,1.207,1804958,11689712,20214,1.044,5870,,2167,44.71,1339855989017,0.21,,dogecoin,doge
684,2015/10/23,18825,19381,225.826,1.256,,15421,1.173,3466738,11340839,23824,1.048,6566,,1892,44.815,1342512392972,0.269,,dogecoin,doge
685,2015/10/24,25679,18953,124.425,1.757,,17643,1.204,2179126,11171393,35424,1.035,8240,,1668,44.833,1312250292413,0.246,,dogecoin,doge
686,2015/10/25,30178,18553,126.862,0.795,,17643,1.227,2216541,11353246,42143,1.049,8440,,1449,44.773,1285205464943,0.311,,dogecoin,doge
687,2015/10/26,20031,18186,156.918,1.089,,15379,1.246,2408231,11344710,25291,1.043,10338,,2135,44.729,1259840460599,0.236,,dogecoin,doge
688,2015/10/27,18134,19154,143.757,0.953,,12970,1.216,1864369,11688787,22636,1.04,6252,,2274,44.715,1326897369406,0.245,,dogecoin,doge
689,2015/10/28,18258,19163,175.653,0.622,,12720,1.262,2221596,12137876,22428,1.044,6741,,2463,44.629,1327742155115,0.223,,dogecoin,doge
690,2015/10/29,15075,18495,204.641,1.293,,12235,1.372,2503666,13111498,19702,1.034,5708,,2319,44.661,1286113617180,0.199,,dogecoin,doge
691,2015/10/30,15930,19003,148.485,1.107,,12489,1.478,1854434,13849833,22190,1.039,6636,,2286,44.788,1319938444880,0.345,,dogecoin,doge
692,2015/10/31,25175,18493,110.137,1.017,,14690,1.441,1617917,12850689,33932,1.045,6960,,1674,44.874,1279670161706,0.289,,dogecoin,doge
693,2015/11/01,27109,19002,164.334,0.461,,13289,1.358,2177885,12727152,39318,1.048,7000,,1595,44.791,1315634534283,0.253,,dogecoin,doge
694,2015/11/02,17052,19211,282.26,1.093,,13708,1.414,3869226,13043209,24155,1.047,9009,,2131,45.165,1329599248964,0.294,,dogecoin,doge
695,2015/11/03,16124,19193,201.983,1.458,,12457,1.502,2509974,13498474,21422,1.054,6064,,2285,45.188,1327799503025,0.321,,dogecoin,doge
696,2015/11/04,16107,18692,291.445,1.941,,12506,1.652,3643732,14318066,22678,1.05,6282,,2193,45.092,1274920248122,0.41,,dogecoin,doge
697,2015/11/05,13741,19455,215.374,2.007,,12870,1.408,2763516,14365099,18456,1.053,6081,,2079,45.142,1336404353858,0.455,,dogecoin,doge
698,2015/11/06,21429,19344,157.818,1.051,,13036,1.431,2049468,14073482,30392,1.045,6911,,2203,45.11,1336947555028,0.349,,dogecoin,doge
699,2015/11/07,17758,18529,153.7,1.238,,13047,1.514,2005021,13977178,20052,1.047,6595,,1456,44.987,1277099420040,0.387,,dogecoin,doge
700,2015/11/08,25118,20716,356.871,0.519,,13652,1.309,4865782,13648776,39011,1.061,7077,,1409,45.108,1413459617884,0.432,,dogecoin,doge
701,2015/11/09,15588,19180,306.892,0.33,,10194,1.388,3128392,13348081,23153,1.039,6143,,2634,45.163,1324540518187,0.246,,dogecoin,doge
702,2015/11/10,15982,18093,223.559,4.063,,16152,1.432,3607344,13610918,19265,1.037,6160,,3075,45.213,1253372194787,0.186,,dogecoin,doge
703,2015/11/11,17708,18652,214.15,2.949,,13666,1.302,2908584,12805846,22485,1.043,6642,,1329,45.251,1292321025594,0.373,,dogecoin,doge
704,2015/11/12,15559,17593,212.623,4.104,,14023,1.454,2975729,13123465,19815,1.042,6282,,1658,45.32,1220611515326,0.287,,dogecoin,doge
705,2015/11/13,12922,17520,239.138,2.324,,12972,1.477,3085918,13276280,17370,1.038,5760,,1519,45.357,1213558092363,0.321,,dogecoin,doge
706,2015/11/14,23329,17876,158.188,1.324,,13655,1.456,2143662,13473844,32145,1.043,6340,,929,45.18,1238417800377,0.315,,dogecoin,doge
707,2015/11/15,29671,18782,182.353,0.644,,14356,1.371,2612917,13140525,40098,1.047,7553,,684,45.222,1300036921475,0.382,,dogecoin,doge
708,2015/11/16,16210,17560,247.169,3.072,,15664,1.445,3853582,13442130,23432,1.046,8632,,1387,45.094,1215769780695,0.202,,dogecoin,doge
709,2015/11/17,13879,16808,162.666,3.1,,15408,1.575,2503196,13787327,21532,1.04,6449,,1752,45.109,1164366374000,0.303,,dogecoin,doge
710,2015/11/18,15374,19306,244.785,1.519,,13493,1.381,3301070,13890647,23546,1.048,6244,,2193,45.039,1337611558126,0.31,,dogecoin,doge
711,2015/11/19,14395,18214,220.248,1.486,,12574,1.463,2768283,13721319,19068,1.05,5322,,1881,45.026,1247863006733,0.297,,dogecoin,doge
712,2015/11/20,15371,18187,194.706,0.945,,12167,1.421,2367033,13320506,24522,1.04,5399,,1902,44.966,1259216588276,0.321,,dogecoin,doge
713,2015/11/21,21044,17328,140.438,0.966,,13664,1.495,1918071,13630844,32466,1.049,6301,,1122,44.947,1200108878586,0.276,,dogecoin,doge
714,2015/11/22,26455,17592,223.43,0.344,,14604,1.501,3251981,13663004,40981,1.042,7306,,1249,45.278,1212938822261,0.36,,dogecoin,doge
715,2015/11/23,14276,18818,106.575,2.657,,15482,1.37,1649717,13538739,19775,1.05,6289,,2121,45.32,1300422866057,0.231,,dogecoin,doge
716,2015/11/24,15379,18218,95.448,2.937,,15250,1.419,1454995,13501754,20439,1.05,6259,,2081,45.221,1260158199021,0.26,,dogecoin,doge
717,2015/11/25,15932,17040,214.965,2.973,,16801,1.524,3611362,13865654,20417,1.055,7115,,2131,45.325,1163078825396,0.339,,dogecoin,doge
718,2015/11/26,17420,16236,184.109,2.16,,16446,1.661,3014948,13980877,21873,1.044,6542,,1234,45.155,1119148150627,0.27,,dogecoin,doge
719,2015/11/27,19925,15864,199.922,2.95,,16373,1.689,3248507,14065099,23294,1.043,6675,,1633,45.126,1098467093864,0.226,,dogecoin,doge
720,2015/11/28,25803,17682,204.245,2.76,,19015,1.48,3876719,13359445,34118,1.042,9171,,1520,45.239,1225939321439,0.281,,dogecoin,doge
721,2015/11/29,27528,18333,181.396,0.657,,18594,1.437,3370203,13400698,39923,1.048,8684,,982,45.309,1258433591471,0.158,,dogecoin,doge
722,2015/11/30,18542,19730,231.846,1.889,,16859,1.353,3904552,13618381,27401,1.042,10872,,2297,45.239,1366441979132,0.344,,dogecoin,doge
723,2015/12/01,17491,18065,219.17,2.709,,16289,1.433,3570019,13300496,20638,1.05,9484,,2330,45.281,1250509065713,0.317,,dogecoin,doge
724,2015/12/02,15920,19371,293.24,1.112,,12684,1.344,3715891,13261610,20661,1.04,5441,,1627,45.235,1341658110330,0.349,,dogecoin,doge
725,2015/12/03,14410,18010,242.192,1.643,,13600,1.459,3293806,13483502,18494,1.047,5401,,2017,45.286,1247144599539,0.281,,dogecoin,doge
726,2015/12/04,14403,18819,296.487,1.301,,12675,1.377,3756743,13219870,16439,1.041,5366,,1995,44.992,1303020500672,0.423,,dogecoin,doge
727,2015/12/05,25609,19552,261.047,0.64,,16341,1.281,4263583,12745402,31180,1.038,7079,,1184,44.919,1354563067702,0.359,,dogecoin,doge
728,2015/12/06,27883,18881,234.125,0.918,,17887,1.305,4166299,12649833,41660,1.056,8048,,1284,44.874,1296569857293,0.291,,dogecoin,doge
729,2015/12/07,22448,19093,205.916,0.668,,15462,1.289,3183866,12465466,22415,1.035,7395,,2229,44.828,1319927904088,0.342,,dogecoin,doge
730,2015/12/08,19679,18794,349.229,1.508,,12864,1.419,4492481,13672564,27913,1.043,6389,,1923,45.09,1305076502448,0.387,,dogecoin,doge
731,2015/12/09,21800,20056,269.962,1.576,,15032,1.469,4047027,14993721,25534,1.037,7334,,2350,45.213,1389215375386,0.388,,dogecoin,doge
732,2015/12/10,20068,19686,422.865,1.518,,13057,1.495,5520991,15083103,22863,1.045,7087,,2053,45.037,1363641982951,0.363,,dogecoin,doge
733,2015/12/11,20822,20022,421.856,1.688,,13145,1.5,5515010,15496643,25557,1.054,7082,,1361,44.891,1383501648791,0.312,,dogecoin,doge
734,2015/12/12,24816,18903,250.545,1.991,,16160,1.635,4035449,15625209,33482,1.038,7785,,1153,44.833,1299663832239,0.311,,dogecoin,doge
735,2015/12/13,24630,18762,315.197,1.618,,14130,1.665,4403267,15861596,34620,1.026,7860,,1136,44.888,1311199273411,0.385,,dogecoin,doge
736,2015/12/14,23985,19275,229.191,2.039,,15052,1.573,3447530,15672488,34635,1.049,8750,,1599,45.007,1340620854513,0.404,,dogecoin,doge
737,2015/12/15,24540,18165,309.617,2.697,,14909,1.741,4613449,16148022,23069,1.04,7995,,2229,44.929,1257957455279,0.391,,dogecoin,doge
738,2015/12/16,21708,18471,330.19,2.699,,15185,1.787,5009875,16851615,25865,1.039,8434,,2422,44.747,1280937858217,0.321,,dogecoin,doge
739,2015/12/17,21434,20478,363.206,2.523,,14096,1.567,5109723,16480843,24412,1.046,7490,,1441,44.942,1418671504951,0.46,,dogecoin,doge
740,2015/12/18,20065,20938,296.63,2.678,,13109,1.514,3881071,16180658,22974,1.038,6946,,2019,44.823,1451802214244,0.274,,dogecoin,doge
741,2015/12/19,31717,19043,270.046,1.998,,16355,1.674,4379231,16252444,36930,1.038,8283,,1158,44.672,1319281406609,0.387,,dogecoin,doge
742,2015/12/20,35596,19199,274.927,1.553,,17732,1.605,4872754,15878318,49128,1.038,9170,,1133,44.604,1344318859813,0.467,,dogecoin,doge
743,2015/12/21,23496,18089,281.165,1.824,,15688,1.673,4410750,15461625,31429,1.04,10215,,2160,44.484,1253409933801,0.274,,dogecoin,doge
744,2015/12/22,17848,18697,296.703,1.767,,13913,1.639,4118379,15551753,21911,1.033,6183,,2051,44.678,1295252619825,0.275,,dogecoin,doge
745,2015/12/23,15521,18940,247.902,1.805,,14847,1.618,3673663,15688014,18715,1.04,5995,,1329,44.579,1313671678887,0.368,,dogecoin,doge
746,2015/12/24,17299,19783,363.015,2.337,,13509,1.561,4899807,15873275,21601,1.045,5636,,1113,44.458,1371015149724,0.345,,dogecoin,doge
747,2015/12/25,19785,19273,291.546,1.447,,13759,1.641,4006398,16147023,24181,1.037,5921,,805,44.505,1337710974505,0.546,,dogecoin,doge
748,2015/12/26,26855,19614,272.574,1.25,,15995,1.54,4359237,15431339,32071,1.034,7378,,1196,44.582,1366232282560,0.432,,dogecoin,doge
749,2015/12/27,37667,19492,121.803,0.483,,20287,1.524,2460129,15234698,55731,1.044,11703,,1421,44.611,1350184700915,0.36,,dogecoin,doge
750,2015/12/28,26136,19850,164.436,0.372,,16952,1.507,2784406,15347980,34470,1.043,9246,,2488,44.45,1375193552669,0.255,,dogecoin,doge
751,2015/12/29,17630,20045,251.592,2.7,,17278,1.527,4346891,15584650,22586,1.036,9123,,2044,44.54,1388593220623,0.278,,dogecoin,doge
752,2015/12/30,23018,19332,231.987,4.964,,23050,1.657,5329316,16435525,29303,1.043,9325,,2239,44.443,1339567516340,0.391,,dogecoin,doge
753,2015/12/31,19010,19140,299.988,3.576,,16515,1.646,4947632,16415859,23711,1.05,7415,,2118,44.714,1325339201467,0.282,,dogecoin,doge
754,2016/01/01,19151,19601,343.032,1.874,,12295,1.672,4217568,16680512,23782,1.033,6072,,1720,44.774,1359175634157,0.254,,dogecoin,doge
755,2016/01/02,31017,18672,239.87,1.929,,17384,1.72,4169811,16460633,40246,1.031,7112,,1390,44.752,1307340807161,0.328,,dogecoin,doge
756,2016/01/03,36540,19760,284.361,1.512,,18998,1.591,5387592,16170553,48664,1.041,10099,,1371,44.628,1374475109822,0.33,,dogecoin,doge
757,2016/01/04,25872,19978,236.277,1.918,,18727,1.535,4424752,15752916,32435,1.046,9967,,1849,45.229,1381715017389,0.37,,dogecoin,doge
758,2016/01/05,23366,19934,264.346,1.863,,14689,1.593,3873648,16242081,26551,1.034,6702,,3696,45.333,1387948155907,0.221,,dogecoin,doge
759,2016/01/06,23650,19465,217.642,1.731,,16209,1.654,3379292,16613499,30384,1.048,7766,,2912,45.265,1349054006613,0.263,,dogecoin,doge
760,2016/01/07,23755,18545,411.735,1.452,,14341,1.739,5652536,16541579,28946,1.043,6849,,1987,45.372,1282362937714,0.283,,dogecoin,doge
761,2016/01/08,22138,19194,429.72,2.257,,15070,1.68,6222097,16543169,26518,1.041,6639,,3153,45.292,1330424469897,0.333,,dogecoin,doge
762,2016/01/09,38173,18425,473.198,2.352,,20388,2.074,9111009,19456449,47590,1.034,11454,,1254,44.925,1276532699192,0.387,,dogecoin,doge
763,2016/01/10,34877,19338,345.17,1.388,,17503,1.869,5624375,18475559,49168,1.037,8749,,1350,44.856,1340176387992,0.392,,dogecoin,doge
764,2016/01/11,26894,19644,1202,1.358,,17650,1.828,20547015,18448427,37860,1.042,9706,,1194,45.771,1361955331380,0.407,,dogecoin,doge
765,2016/01/12,30475,20671,1215,1.418,,16011,1.85,18605136,19663665,35262,1.044,9761,,1361,45.647,1431175706128,0.25,,dogecoin,doge
766,2016/01/13,21519,19393,1899,1.16,,14587,1.992,27578438,19826711,29158,1.039,7629,,1168,45.11,1346420343109,0.225,,dogecoin,doge
767,2016/01/14,27385,20333,1082,0.818,,12532,1.813,13247824,19088104,33168,1.053,6584,,1068,44.915,1405750408076,0.26,,dogecoin,doge
768,2016/01/15,23398,19421,554.663,0.663,,13732,1.718,7416909,17019342,28331,1.041,11283,,2724,45.192,1337624078055,0.337,,dogecoin,doge
769,2016/01/16,29440,21391,226.286,0.749,,16215,1.4,3640454,15369909,32341,1.035,6660,,1320,44.944,1490552403739,0.387,,dogecoin,doge
770,2016/01/17,41388,19624,214.02,0.296,,18321,1.554,3842744,15628050,59278,1.04,11770,,1365,44.985,1359784603308,0.293,,dogecoin,doge
771,2016/01/18,29367,21798,306.242,0.482,,16568,1.379,5034014,15486756,36549,1.045,9386,,3039,44.935,1510664081701,0.3,,dogecoin,doge
772,2016/01/19,20350,20241,264.536,0.602,,13656,1.469,3516171,15239367,25201,1.037,7418,,1457,45.018,1405778259267,0.272,,dogecoin,doge
