,date,sent_addresses,difficulty,av_transaction_value,median_transaction_value,av_transaction_size,transactions,mining_profitability,send_usd,market_cap,active_addresses,confirmation_time,block_size,median_transaction_size,tweets,top_100_percent,hashrate,google_trends,fee_reward,full_name,coin
2681,2010/04/12,,,,,,,,,,,,,,,,,null,,dogecoin,doge
2682,2010/04/13,,,,,,,,,,,,,,,,,null,,dogecoin,doge
2683,2010/04/14,,,,,,,,,,,,,,,,,null,,dogecoin,doge
2684,2010/04/15,,,,,,,,,,,,,,,,,null,,dogecoin,doge
2685,2010/04/16,,,,,,,,,,,,,,,,,null,,dogecoin,doge
2686,2010/04/17,,,,,,,,,,,,,,,,,null,,dogecoin,doge
2687,2010/04/18,,,,,,,,,,,,,,,,,null,,dogecoin,doge
2688,2010/04/19,,,,,,,,,,,,,,,,,null,,dogecoin,doge
2689,2010/04/20,,,,,,,,,,,,,,,,,null,,dogecoin,doge
2690,2010/04/21,,,,,,,,,,,,,,,,,null,,dogecoin,doge
2691,2010/04/22,,,,,,,,,,,,,,,,,null,,dogecoin,doge
2692,2010/04/23,,,,,,,,,,,,,,,,,null,,dogecoin,doge
2693,2010/04/24,,,,,,,,,,,,,,,,,null,,dogecoin,doge
2694,2010/04/25,,,,,,,,,,,,,,,,,null,,dogecoin,doge
2695,2010/04/26,,,,,,,,,,,,,,,,,null,,dogecoin,doge
2696,2010/04/27,,,,,,,,,,,,,,,,,null,,dogecoin,doge
2697,2010/04/28,,,,,,,,,,,,,,,,,null,,dogecoin,doge
2698,2010/04/29,,,,,,,,,,,,,,,,,null,,dogecoin,doge
2699,2010/04/30,,,,,,,,,,,,,,,,,null,,dogecoin,doge
2700,2010/05/01,,,,,,,,,,,,,,,,,null,,dogecoin,doge
2701,2010/05/02,,,,,,,,,,,,,,,,,null,,dogecoin,doge
2702,2010/05/03,,,,,,,,,,,,,,,,,null,,dogecoin,doge
2703,2010/05/04,,,,,,,,,,,,,,,,,null,,dogecoin,doge
2704,2010/05/05,,,,,,,,,,,,,,,,,null,,dogecoin,doge
2705,2010/05/06,,,,,,,,,,,,,,,,,null,,dogecoin,doge
2706,2010/05/07,,,,,,,,,,,,,,,,,null,,dogecoin,doge
2707,2010/05/08,,,,,,,,,,,,,,,,,null,,dogecoin,doge
2708,2010/05/09,,,,,,,,,,,,,,,,,null,,dogecoin,doge
2709,2010/05/10,,,,,,,,,,,,,,,,,null,,dogecoin,doge
2710,2010/05/11,,,,,,,,,,,,,,,,,null,,dogecoin,doge
2711,2010/05/12,,,,,,,,,,,,,,,,,null,,dogecoin,doge
2712,2010/05/13,,,,,,,,,,,,,,,,,null,,dogecoin,doge
2713,2010/05/14,,,,,,,,,,,,,,,,,null,,dogecoin,doge
2714,2010/05/15,,,,,,,,,,,,,,,,,null,,dogecoin,doge
2715,2010/05/16,,,,,,,,,,,,,,,,,null,,dogecoin,doge
2716,2010/05/17,,,,,,,,,,,,,,,,,null,,dogecoin,doge
2717,2010/05/18,,,,,,,,,,,,,,,,,null,,dogecoin,doge
2718,2010/05/19,,,,,,,,,,,,,,,,,null,,dogecoin,doge
2719,2010/05/20,,,,,,,,,,,,,,,,,null,,dogecoin,doge
2720,2010/05/21,,,,,,,,,,,,,,,,,null,,dogecoin,doge
2721,2010/05/22,,,,,,,,,,,,,,,,,null,,dogecoin,doge
2722,2010/05/23,,,,,,,,,,,,,,,,,null,,dogecoin,doge
2723,2010/05/24,,,,,,,,,,,,,,,,,null,,dogecoin,doge
2724,2010/05/25,,,,,,,,,,,,,,,,,null,,dogecoin,doge
2725,2010/05/26,,,,,,,,,,,,,,,,,null,,dogecoin,doge
2726,2010/05/27,,,,,,,,,,,,,,,,,null,,dogecoin,doge
2727,2010/05/28,,,,,,,,,,,,,,,,,null,,dogecoin,doge
2728,2010/05/29,,,,,,,,,,,,,,,,,null,,dogecoin,doge
2729,2010/05/30,,,,,,,,,,,,,,,,,null,,dogecoin,doge
2730,2010/05/31,,,,,,,,,,,,,,,,,null,,dogecoin,doge
2731,2010/06/01,,,,,,,,,,,,,,,,,null,,dogecoin,doge
2732,2010/06/02,,,,,,,,,,,,,,,,,null,,dogecoin,doge
2733,2010/06/03,,,,,,,,,,,,,,,,,null,,dogecoin,doge
2734,2010/06/04,,,,,,,,,,,,,,,,,null,,dogecoin,doge
2735,2010/06/05,,,,,,,,,,,,,,,,,null,,dogecoin,doge
2736,2010/06/06,,,,,,,,,,,,,,,,,null,,dogecoin,doge
2737,2010/06/07,,,,,,,,,,,,,,,,,null,,dogecoin,doge
2738,2010/06/08,,,,,,,,,,,,,,,,,null,,dogecoin,doge
2739,2010/06/09,,,,,,,,,,,,,,,,,null,,dogecoin,doge
2740,2010/06/10,,,,,,,,,,,,,,,,,null,,dogecoin,doge
2741,2010/06/11,,,,,,,,,,,,,,,,,null,,dogecoin,doge
2742,2010/06/12,,,,,,,,,,,,,,,,,null,,dogecoin,doge
2743,2010/06/13,,,,,,,,,,,,,,,,,null,,dogecoin,doge
2744,2010/06/14,,,,,,,,,,,,,,,,,null,,dogecoin,doge
2745,2010/06/15,,,,,,,,,,,,,,,,,null,,dogecoin,doge
2746,2010/06/16,,,,,,,,,,,,,,,,,null,,dogecoin,doge
2747,2010/06/17,,,,,,,,,,,,,,,,,null,,dogecoin,doge
2748,2010/06/18,,,,,,,,,,,,,,,,,null,,dogecoin,doge
2749,2010/06/19,,,,,,,,,,,,,,,,,null,,dogecoin,doge
2750,2010/06/20,,,,,,,,,,,,,,,,,null,,dogecoin,doge
2751,2010/06/21,,,,,,,,,,,,,,,,,null,,dogecoin,doge
2752,2010/06/22,,,,,,,,,,,,,,,,,null,,dogecoin,doge
2753,2010/06/23,,,,,,,,,,,,,,,,,null,,dogecoin,doge
2754,2010/06/24,,,,,,,,,,,,,,,,,null,,dogecoin,doge
2755,2010/06/25,,,,,,,,,,,,,,,,,null,,dogecoin,doge
2756,2010/06/26,,,,,,,,,,,,,,,,,null,,dogecoin,doge
2757,2010/06/27,,,,,,,,,,,,,,,,,null,,dogecoin,doge
2758,2010/06/28,,,,,,,,,,,,,,,,,null,,dogecoin,doge
2759,2010/06/29,,,,,,,,,,,,,,,,,null,,dogecoin,doge
2760,2010/06/30,,,,,,,,,,,,,,,,,null,,dogecoin,doge
2761,2010/07/01,,,,,,,,,,,,,,,,,null,,dogecoin,doge
2762,2010/07/02,,,,,,,,,,,,,,,,,null,,dogecoin,doge
2763,2010/07/03,,,,,,,,,,,,,,,,,null,,dogecoin,doge
2764,2010/07/04,,,,,,,,,,,,,,,,,null,,dogecoin,doge
2765,2010/07/05,,,,,,,,,,,,,,,,,null,,dogecoin,doge
2766,2010/07/06,,,,,,,,,,,,,,,,,null,,dogecoin,doge
2767,2010/07/07,,,,,,,,,,,,,,,,,null,,dogecoin,doge
2768,2010/07/08,,,,,,,,,,,,,,,,,null,,dogecoin,doge
2769,2010/07/09,,,,,,,,,,,,,,,,,null,,dogecoin,doge
2770,2010/07/10,,,,,,,,,,,,,,,,,null,,dogecoin,doge
2771,2010/07/11,,,,,,,,,,,,,,,,,null,,dogecoin,doge
2772,2010/07/12,,,,,,,,,,,,,,,,,null,,dogecoin,doge
2773,2010/07/13,,,,,,,,,,,,,,,,,null,,dogecoin,doge
2774,2010/07/14,,,,,,,,,,,,,,,,,null,,dogecoin,doge
2775,2010/07/15,,,,,,,,,,,,,,,,,null,,dogecoin,doge
2776,2010/07/16,,,,,,,,,,,,,,,,,null,,dogecoin,doge
2777,2010/07/17,,,,,,,,,,,,,,,,,null,,dogecoin,doge
2778,2010/07/18,,,,,,,,,,,,,,,,,null,,dogecoin,doge
2779,2010/07/19,,,,,,,,,,,,,,,,,null,,dogecoin,doge
2780,2010/07/20,,,,,,,,,,,,,,,,,null,,dogecoin,doge
2781,2010/07/21,,,,,,,,,,,,,,,,,null,,dogecoin,doge
2782,2010/07/22,,,,,,,,,,,,,,,,,null,,dogecoin,doge
2783,2010/07/23,,,,,,,,,,,,,,,,,null,,dogecoin,doge
2784,2010/07/24,,,,,,,,,,,,,,,,,null,,dogecoin,doge
2785,2010/07/25,,,,,,,,,,,,,,,,,null,,dogecoin,doge
2786,2010/07/26,,,,,,,,,,,,,,,,,null,,dogecoin,doge
2787,2010/07/27,,,,,,,,,,,,,,,,,null,,dogecoin,doge
2788,2010/07/28,,,,,,,,,,,,,,,,,null,,dogecoin,doge
2789,2010/07/29,,,,,,,,,,,,,,,,,null,,dogecoin,doge
2790,2010/07/30,,,,,,,,,,,,,,,,,null,,dogecoin,doge
2791,2010/07/31,,,,,,,,,,,,,,,,,null,,dogecoin,doge
2792,2010/08/01,,,,,,,,,,,,,,,,,null,,dogecoin,doge
2793,2010/08/02,,,,,,,,,,,,,,,,,null,,dogecoin,doge
2794,2010/08/03,,,,,,,,,,,,,,,,,null,,dogecoin,doge
2795,2010/08/04,,,,,,,,,,,,,,,,,null,,dogecoin,doge
2796,2010/08/05,,,,,,,,,,,,,,,,,null,,dogecoin,doge
2797,2010/08/06,,,,,,,,,,,,,,,,,null,,dogecoin,doge
2798,2010/08/07,,,,,,,,,,,,,,,,,null,,dogecoin,doge
2799,2010/08/08,,,,,,,,,,,,,,,,,null,,dogecoin,doge
2800,2010/08/09,,,,,,,,,,,,,,,,,null,,dogecoin,doge
2801,2010/08/10,,,,,,,,,,,,,,,,,null,,dogecoin,doge
2802,2010/08/11,,,,,,,,,,,,,,,,,null,,dogecoin,doge
2803,2010/08/12,,,,,,,,,,,,,,,,,null,,dogecoin,doge
2804,2010/08/13,,,,,,,,,,,,,,,,,null,,dogecoin,doge
2805,2010/08/14,,,,,,,,,,,,,,,,,null,,dogecoin,doge
2806,2010/08/15,,,,,,,,,,,,,,,,,null,,dogecoin,doge
2807,2010/08/16,,,,,,,,,,,,,,,,,null,,dogecoin,doge
2808,2010/08/17,,,,,,,,,,,,,,,,,null,,dogecoin,doge
2809,2010/08/18,,,,,,,,,,,,,,,,,null,,dogecoin,doge
2810,2010/08/19,,,,,,,,,,,,,,,,,null,,dogecoin,doge
2811,2010/08/20,,,,,,,,,,,,,,,,,null,,dogecoin,doge
2812,2010/08/21,,,,,,,,,,,,,,,,,null,,dogecoin,doge
2813,2010/08/22,,,,,,,,,,,,,,,,,null,,dogecoin,doge
2814,2010/08/23,,,,,,,,,,,,,,,,,null,,dogecoin,doge
2815,2010/08/24,,,,,,,,,,,,,,,,,null,,dogecoin,doge
2816,2010/08/25,,,,,,,,,,,,,,,,,null,,dogecoin,doge
2817,2010/08/26,,,,,,,,,,,,,,,,,null,,dogecoin,doge
2818,2010/08/27,,,,,,,,,,,,,,,,,null,,dogecoin,doge
2819,2010/08/28,,,,,,,,,,,,,,,,,null,,dogecoin,doge
2820,2010/08/29,,,,,,,,,,,,,,,,,null,,dogecoin,doge
2821,2010/08/30,,,,,,,,,,,,,,,,,null,,dogecoin,doge
2822,2010/08/31,,,,,,,,,,,,,,,,,null,,dogecoin,doge
2823,2010/09/01,,,,,,,,,,,,,,,,,null,,dogecoin,doge
2824,2010/09/02,,,,,,,,,,,,,,,,,null,,dogecoin,doge
2825,2010/09/03,,,,,,,,,,,,,,,,,null,,dogecoin,doge
2826,2010/09/04,,,,,,,,,,,,,,,,,null,,dogecoin,doge
2827,2010/09/05,,,,,,,,,,,,,,,,,null,,dogecoin,doge
2828,2010/09/06,,,,,,,,,,,,,,,,,null,,dogecoin,doge
2829,2010/09/07,,,,,,,,,,,,,,,,,null,,dogecoin,doge
2830,2010/09/08,,,,,,,,,,,,,,,,,null,,dogecoin,doge
2831,2010/09/09,,,,,,,,,,,,,,,,,null,,dogecoin,doge
2832,2010/09/10,,,,,,,,,,,,,,,,,null,,dogecoin,doge
2833,2010/09/11,,,,,,,,,,,,,,,,,null,,dogecoin,doge
2834,2010/09/12,,,,,,,,,,,,,,,,,null,,dogecoin,doge
2835,2010/09/13,,,,,,,,,,,,,,,,,null,,dogecoin,doge
2836,2010/09/14,,,,,,,,,,,,,,,,,null,,dogecoin,doge
2837,2010/09/15,,,,,,,,,,,,,,,,,null,,dogecoin,doge
2838,2010/09/16,,,,,,,,,,,,,,,,,null,,dogecoin,doge
2839,2010/09/17,,,,,,,,,,,,,,,,,null,,dogecoin,doge
2840,2010/09/18,,,,,,,,,,,,,,,,,null,,dogecoin,doge
2841,2010/09/19,,,,,,,,,,,,,,,,,null,,dogecoin,doge
2842,2010/09/20,,,,,,,,,,,,,,,,,null,,dogecoin,doge
2843,2010/09/21,,,,,,,,,,,,,,,,,null,,dogecoin,doge
2844,2010/09/22,,,,,,,,,,,,,,,,,null,,dogecoin,doge
2845,2010/09/23,,,,,,,,,,,,,,,,,null,,dogecoin,doge
2846,2010/09/24,,,,,,,,,,,,,,,,,null,,dogecoin,doge
2847,2010/09/25,,,,,,,,,,,,,,,,,null,,dogecoin,doge
2848,2010/09/26,,,,,,,,,,,,,,,,,null,,dogecoin,doge
2849,2010/09/27,,,,,,,,,,,,,,,,,null,,dogecoin,doge
2850,2010/09/28,,,,,,,,,,,,,,,,,null,,dogecoin,doge
2851,2010/09/29,,,,,,,,,,,,,,,,,null,,dogecoin,doge
2852,2010/09/30,,,,,,,,,,,,,,,,,null,,dogecoin,doge
2853,2010/10/01,,,,,,,,,,,,,,,,,null,,dogecoin,doge
2854,2010/10/02,,,,,,,,,,,,,,,,,null,,dogecoin,doge
2855,2010/10/03,,,,,,,,,,,,,,,,,null,,dogecoin,doge
2856,2010/10/04,,,,,,,,,,,,,,,,,null,,dogecoin,doge
2857,2010/10/05,,,,,,,,,,,,,,,,,null,,dogecoin,doge
2858,2010/10/06,,,,,,,,,,,,,,,,,null,,dogecoin,doge
2859,2010/10/07,,,,,,,,,,,,,,,,,null,,dogecoin,doge
2860,2010/10/08,,,,,,,,,,,,,,,,,null,,dogecoin,doge
2861,2010/10/09,,,,,,,,,,,,,,,,,null,,dogecoin,doge
2862,2010/10/10,,,,,,,,,,,,,,,,,null,,dogecoin,doge
2863,2010/10/11,,,,,,,,,,,,,,,,,null,,dogecoin,doge
2864,2010/10/12,,,,,,,,,,,,,,,,,null,,dogecoin,doge
2865,2010/10/13,,,,,,,,,,,,,,,,,null,,dogecoin,doge
2866,2010/10/14,,,,,,,,,,,,,,,,,null,,dogecoin,doge
2867,2010/10/15,,,,,,,,,,,,,,,,,null,,dogecoin,doge
2868,2010/10/16,,,,,,,,,,,,,,,,,null,,dogecoin,doge
2869,2010/10/17,,,,,,,,,,,,,,,,,null,,dogecoin,doge
2870,2010/10/18,,,,,,,,,,,,,,,,,null,,dogecoin,doge
2871,2010/10/19,,,,,,,,,,,,,,,,,null,,dogecoin,doge
2872,2010/10/20,,,,,,,,,,,,,,,,,null,,dogecoin,doge
2873,2010/10/21,,,,,,,,,,,,,,,,,null,,dogecoin,doge
2874,2010/10/22,,,,,,,,,,,,,,,,,null,,dogecoin,doge
2875,2010/10/23,,,,,,,,,,,,,,,,,null,,dogecoin,doge
2876,2010/10/24,,,,,,,,,,,,,,,,,null,,dogecoin,doge
2877,2010/10/25,,,,,,,,,,,,,,,,,null,,dogecoin,doge
2878,2010/10/26,,,,,,,,,,,,,,,,,null,,dogecoin,doge
2879,2010/10/27,,,,,,,,,,,,,,,,,null,,dogecoin,doge
2880,2010/10/28,,,,,,,,,,,,,,,,,null,,dogecoin,doge
2881,2010/10/29,,,,,,,,,,,,,,,,,null,,dogecoin,doge
2882,2010/10/30,,,,,,,,,,,,,,,,,null,,dogecoin,doge
2883,2010/10/31,,,,,,,,,,,,,,,,,null,,dogecoin,doge
2884,2010/11/01,,,,,,,,,,,,,,,,,null,,dogecoin,doge
2885,2010/11/02,,,,,,,,,,,,,,,,,null,,dogecoin,doge
2886,2010/11/03,,,,,,,,,,,,,,,,,null,,dogecoin,doge
2887,2010/11/04,,,,,,,,,,,,,,,,,null,,dogecoin,doge
2888,2010/11/05,,,,,,,,,,,,,,,,,null,,dogecoin,doge
2889,2010/11/06,,,,,,,,,,,,,,,,,null,,dogecoin,doge
2890,2010/11/07,,,,,,,,,,,,,,,,,null,,dogecoin,doge
2891,2010/11/08,,,,,,,,,,,,,,,,,null,,dogecoin,doge
2892,2010/11/09,,,,,,,,,,,,,,,,,null,,dogecoin,doge
2893,2010/11/10,,,,,,,,,,,,,,,,,null,,dogecoin,doge
2894,2010/11/11,,,,,,,,,,,,,,,,,null,,dogecoin,doge
2895,2010/11/12,,,,,,,,,,,,,,,,,null,,dogecoin,doge
2896,2010/11/13,,,,,,,,,,,,,,,,,null,,dogecoin,doge
2897,2010/11/14,,,,,,,,,,,,,,,,,null,,dogecoin,doge
2898,2010/11/15,,,,,,,,,,,,,,,,,null,,dogecoin,doge
2899,2010/11/16,,,,,,,,,,,,,,,,,null,,dogecoin,doge
2900,2010/11/17,,,,,,,,,,,,,,,,,null,,dogecoin,doge
2901,2010/11/18,,,,,,,,,,,,,,,,,null,,dogecoin,doge
2902,2010/11/19,,,,,,,,,,,,,,,,,null,,dogecoin,doge
2903,2010/11/20,,,,,,,,,,,,,,,,,null,,dogecoin,doge
2904,2010/11/21,,,,,,,,,,,,,,,,,null,,dogecoin,doge
2905,2010/11/22,,,,,,,,,,,,,,,,,null,,dogecoin,doge
2906,2010/11/23,,,,,,,,,,,,,,,,,null,,dogecoin,doge
2907,2010/11/24,,,,,,,,,,,,,,,,,null,,dogecoin,doge
2908,2010/11/25,,,,,,,,,,,,,,,,,null,,dogecoin,doge
2909,2010/11/26,,,,,,,,,,,,,,,,,null,,dogecoin,doge
2910,2010/11/27,,,,,,,,,,,,,,,,,null,,dogecoin,doge
2911,2010/11/28,,,,,,,,,,,,,,,,,null,,dogecoin,doge
2912,2010/11/29,,,,,,,,,,,,,,,,,null,,dogecoin,doge
2913,2010/11/30,,,,,,,,,,,,,,,,,null,,dogecoin,doge
2914,2010/12/01,,,,,,,,,,,,,,,,,null,,dogecoin,doge
2915,2010/12/02,,,,,,,,,,,,,,,,,null,,dogecoin,doge
2916,2010/12/03,,,,,,,,,,,,,,,,,null,,dogecoin,doge
2917,2010/12/04,,,,,,,,,,,,,,,,,null,,dogecoin,doge
2918,2010/12/05,,,,,,,,,,,,,,,,,null,,dogecoin,doge
2919,2010/12/06,,,,,,,,,,,,,,,,,null,,dogecoin,doge
2920,2010/12/07,,,,,,,,,,,,,,,,,null,,dogecoin,doge
2921,2010/12/08,,,,,,,,,,,,,,,,,null,,dogecoin,doge
2922,2010/12/09,,,,,,,,,,,,,,,,,null,,dogecoin,doge
2923,2010/12/10,,,,,,,,,,,,,,,,,null,,dogecoin,doge
2924,2010/12/11,,,,,,,,,,,,,,,,,null,,dogecoin,doge
2925,2010/12/12,,,,,,,,,,,,,,,,,null,,dogecoin,doge
2926,2010/12/13,,,,,,,,,,,,,,,,,null,,dogecoin,doge
2927,2010/12/14,,,,,,,,,,,,,,,,,null,,dogecoin,doge
2928,2010/12/15,,,,,,,,,,,,,,,,,null,,dogecoin,doge
2929,2010/12/16,,,,,,,,,,,,,,,,,null,,dogecoin,doge
2930,2010/12/17,,,,,,,,,,,,,,,,,null,,dogecoin,doge
2931,2010/12/18,,,,,,,,,,,,,,,,,null,,dogecoin,doge
2932,2010/12/19,,,,,,,,,,,,,,,,,null,,dogecoin,doge
2933,2010/12/20,,,,,,,,,,,,,,,,,null,,dogecoin,doge
2934,2010/12/21,,,,,,,,,,,,,,,,,null,,dogecoin,doge
2935,2010/12/22,,,,,,,,,,,,,,,,,null,,dogecoin,doge
2936,2010/12/23,,,,,,,,,,,,,,,,,null,,dogecoin,doge
2937,2010/12/24,,,,,,,,,,,,,,,,,null,,dogecoin,doge
2938,2010/12/25,,,,,,,,,,,,,,,,,null,,dogecoin,doge
2939,2010/12/26,,,,,,,,,,,,,,,,,null,,dogecoin,doge
2940,2010/12/27,,,,,,,,,,,,,,,,,null,,dogecoin,doge
2941,2010/12/28,,,,,,,,,,,,,,,,,null,,dogecoin,doge
2942,2010/12/29,,,,,,,,,,,,,,,,,null,,dogecoin,doge
2943,2010/12/30,,,,,,,,,,,,,,,,,null,,dogecoin,doge
2944,2010/12/31,,,,,,,,,,,,,,,,,null,,dogecoin,doge
2945,2011/01/01,,,,,,,,,,,,,,,,,null,,dogecoin,doge
2946,2011/01/02,,,,,,,,,,,,,,,,,null,,dogecoin,doge
2947,2011/01/03,,,,,,,,,,,,,,,,,null,,dogecoin,doge
2948,2011/01/04,,,,,,,,,,,,,,,,,null,,dogecoin,doge
2949,2011/01/05,,,,,,,,,,,,,,,,,null,,dogecoin,doge
2950,2011/01/06,,,,,,,,,,,,,,,,,null,,dogecoin,doge
2951,2011/01/07,,,,,,,,,,,,,,,,,null,,dogecoin,doge
2952,2011/01/08,,,,,,,,,,,,,,,,,null,,dogecoin,doge
2953,2011/01/09,,,,,,,,,,,,,,,,,null,,dogecoin,doge
2954,2011/01/10,,,,,,,,,,,,,,,,,null,,dogecoin,doge
2955,2011/01/11,,,,,,,,,,,,,,,,,null,,dogecoin,doge
2956,2011/01/12,,,,,,,,,,,,,,,,,null,,dogecoin,doge
2957,2011/01/13,,,,,,,,,,,,,,,,,null,,dogecoin,doge
2958,2011/01/14,,,,,,,,,,,,,,,,,null,,dogecoin,doge
2959,2011/01/15,,,,,,,,,,,,,,,,,null,,dogecoin,doge
2960,2011/01/16,,,,,,,,,,,,,,,,,null,,dogecoin,doge
2961,2011/01/17,,,,,,,,,,,,,,,,,null,,dogecoin,doge
2962,2011/01/18,,,,,,,,,,,,,,,,,null,,dogecoin,doge
2963,2011/01/19,,,,,,,,,,,,,,,,,null,,dogecoin,doge
2964,2011/01/20,,,,,,,,,,,,,,,,,null,,dogecoin,doge
2965,2011/01/21,,,,,,,,,,,,,,,,,null,,dogecoin,doge
2966,2011/01/22,,,,,,,,,,,,,,,,,null,,dogecoin,doge
2967,2011/01/23,,,,,,,,,,,,,,,,,null,,dogecoin,doge
2968,2011/01/24,,,,,,,,,,,,,,,,,null,,dogecoin,doge
2969,2011/01/25,,,,,,,,,,,,,,,,,null,,dogecoin,doge
2970,2011/01/26,,,,,,,,,,,,,,,,,null,,dogecoin,doge
2971,2011/01/27,,,,,,,,,,,,,,,,,null,,dogecoin,doge
2972,2011/01/28,,,,,,,,,,,,,,,,,null,,dogecoin,doge
2973,2011/01/29,,,,,,,,,,,,,,,,,null,,dogecoin,doge
2974,2011/01/30,,,,,,,,,,,,,,,,,null,,dogecoin,doge
2975,2011/01/31,,,,,,,,,,,,,,,,,null,,dogecoin,doge
2976,2011/02/01,,,,,,,,,,,,,,,,,null,,dogecoin,doge
2977,2011/02/02,,,,,,,,,,,,,,,,,null,,dogecoin,doge
2978,2011/02/03,,,,,,,,,,,,,,,,,null,,dogecoin,doge
2979,2011/02/04,,,,,,,,,,,,,,,,,null,,dogecoin,doge
2980,2011/02/05,,,,,,,,,,,,,,,,,null,,dogecoin,doge
2981,2011/02/06,,,,,,,,,,,,,,,,,null,,dogecoin,doge
2982,2011/02/07,,,,,,,,,,,,,,,,,null,,dogecoin,doge
2983,2011/02/08,,,,,,,,,,,,,,,,,null,,dogecoin,doge
2984,2011/02/09,,,,,,,,,,,,,,,,,null,,dogecoin,doge
2985,2011/02/10,,,,,,,,,,,,,,,,,null,,dogecoin,doge
2986,2011/02/11,,,,,,,,,,,,,,,,,null,,dogecoin,doge
2987,2011/02/12,,,,,,,,,,,,,,,,,null,,dogecoin,doge
2988,2011/02/13,,,,,,,,,,,,,,,,,null,,dogecoin,doge
2989,2011/02/14,,,,,,,,,,,,,,,,,null,,dogecoin,doge
2990,2011/02/15,,,,,,,,,,,,,,,,,null,,dogecoin,doge
2991,2011/02/16,,,,,,,,,,,,,,,,,null,,dogecoin,doge
2992,2011/02/17,,,,,,,,,,,,,,,,,null,,dogecoin,doge
2993,2011/02/18,,,,,,,,,,,,,,,,,null,,dogecoin,doge
2994,2011/02/19,,,,,,,,,,,,,,,,,null,,dogecoin,doge
2995,2011/02/20,,,,,,,,,,,,,,,,,null,,dogecoin,doge
2996,2011/02/21,,,,,,,,,,,,,,,,,null,,dogecoin,doge
2997,2011/02/22,,,,,,,,,,,,,,,,,null,,dogecoin,doge
2998,2011/02/23,,,,,,,,,,,,,,,,,null,,dogecoin,doge
2999,2011/02/24,,,,,,,,,,,,,,,,,null,,dogecoin,doge
3000,2011/02/25,,,,,,,,,,,,,,,,,null,,dogecoin,doge
3001,2011/02/26,,,,,,,,,,,,,,,,,null,,dogecoin,doge
3002,2011/02/27,,,,,,,,,,,,,,,,,null,,dogecoin,doge
3003,2011/02/28,,,,,,,,,,,,,,,,,null,,dogecoin,doge
3004,2011/03/01,,,,,,,,,,,,,,,,,null,,dogecoin,doge
3005,2011/03/02,,,,,,,,,,,,,,,,,null,,dogecoin,doge
3006,2011/03/03,,,,,,,,,,,,,,,,,null,,dogecoin,doge
3007,2011/03/04,,,,,,,,,,,,,,,,,null,,dogecoin,doge
3008,2011/03/05,,,,,,,,,,,,,,,,,null,,dogecoin,doge
3009,2011/03/06,,,,,,,,,,,,,,,,,null,,dogecoin,doge
3010,2011/03/07,,,,,,,,,,,,,,,,,null,,dogecoin,doge
3011,2011/03/08,,,,,,,,,,,,,,,,,null,,dogecoin,doge
3012,2011/03/09,,,,,,,,,,,,,,,,,null,,dogecoin,doge
3013,2011/03/10,,,,,,,,,,,,,,,,,null,,dogecoin,doge
3014,2011/03/11,,,,,,,,,,,,,,,,,null,,dogecoin,doge
3015,2011/03/12,,,,,,,,,,,,,,,,,null,,dogecoin,doge
3016,2011/03/13,,,,,,,,,,,,,,,,,null,,dogecoin,doge
3017,2011/03/14,,,,,,,,,,,,,,,,,null,,dogecoin,doge
3018,2011/03/15,,,,,,,,,,,,,,,,,null,,dogecoin,doge
3019,2011/03/16,,,,,,,,,,,,,,,,,null,,dogecoin,doge
3020,2011/03/17,,,,,,,,,,,,,,,,,null,,dogecoin,doge
3021,2011/03/18,,,,,,,,,,,,,,,,,null,,dogecoin,doge
3022,2011/03/19,,,,,,,,,,,,,,,,,null,,dogecoin,doge
3023,2011/03/20,,,,,,,,,,,,,,,,,null,,dogecoin,doge
3024,2011/03/21,,,,,,,,,,,,,,,,,null,,dogecoin,doge
3025,2011/03/22,,,,,,,,,,,,,,,,,null,,dogecoin,doge
3026,2011/03/23,,,,,,,,,,,,,,,,,null,,dogecoin,doge
3027,2011/03/24,,,,,,,,,,,,,,,,,null,,dogecoin,doge
3028,2011/03/25,,,,,,,,,,,,,,,,,null,,dogecoin,doge
3029,2011/03/26,,,,,,,,,,,,,,,,,null,,dogecoin,doge
3030,2011/03/27,,,,,,,,,,,,,,,,,null,,dogecoin,doge
3031,2011/03/28,,,,,,,,,,,,,,,,,null,,dogecoin,doge
3032,2011/03/29,,,,,,,,,,,,,,,,,null,,dogecoin,doge
3033,2011/03/30,,,,,,,,,,,,,,,,,null,,dogecoin,doge
3034,2011/03/31,,,,,,,,,,,,,,,,,null,,dogecoin,doge
3035,2011/04/01,,,,,,,,,,,,,,,,,null,,dogecoin,doge
3036,2011/04/02,,,,,,,,,,,,,,,,,null,,dogecoin,doge
3037,2011/04/03,,,,,,,,,,,,,,,,,null,,dogecoin,doge
3038,2011/04/04,,,,,,,,,,,,,,,,,null,,dogecoin,doge
3039,2011/04/05,,,,,,,,,,,,,,,,,null,,dogecoin,doge
3040,2011/04/06,,,,,,,,,,,,,,,,,null,,dogecoin,doge
3041,2011/04/07,,,,,,,,,,,,,,,,,null,,dogecoin,doge
3042,2011/04/08,,,,,,,,,,,,,,,,,null,,dogecoin,doge
3043,2011/04/09,,,,,,,,,,,,,,,,,null,,dogecoin,doge
3044,2011/04/10,,,,,,,,,,,,,,,,,null,,dogecoin,doge
3045,2011/04/11,,,,,,,,,,,,,,,,,null,,dogecoin,doge
