,date,sent_addresses,send_usd,difficulty,top_100_percent,block_size,median_transaction_value,av_transaction_size,median_transaction_size,confirmation_time,market_cap,hashrate,transactions,fee_reward,mining_profitability,active_addresses,google_trends,av_transaction_value,tweets,full_name,coin
1049,2011/11/24,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
1050,2011/11/25,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
1051,2011/11/26,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
1052,2011/11/27,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
1053,2011/11/28,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
1054,2011/11/29,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
1055,2011/11/30,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
1056,2011/12/01,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
1057,2011/12/02,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
1058,2011/12/03,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
1059,2011/12/04,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
1060,2011/12/05,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
1061,2011/12/06,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
1062,2011/12/07,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
1063,2011/12/08,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
1064,2011/12/09,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
1065,2011/12/10,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
1066,2011/12/11,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
1067,2011/12/12,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
1068,2011/12/13,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
1069,2011/12/14,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
1070,2011/12/15,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
1071,2011/12/16,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
1072,2011/12/17,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
1073,2011/12/18,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
1074,2011/12/19,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
1075,2011/12/20,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
1076,2011/12/21,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
1077,2011/12/22,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
1078,2011/12/23,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
1079,2011/12/24,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
1080,2011/12/25,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
1081,2011/12/26,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
1082,2011/12/27,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
1083,2011/12/28,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
1084,2011/12/29,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
1085,2011/12/30,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
1086,2011/12/31,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
1087,2012/01/01,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
1088,2012/01/02,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
1089,2012/01/03,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
1090,2012/01/04,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
1091,2012/01/05,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
1092,2012/01/06,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
1093,2012/01/07,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
1094,2012/01/08,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
1095,2012/01/09,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
1096,2012/01/10,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
1097,2012/01/11,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
1098,2012/01/12,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
1099,2012/01/13,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
1100,2012/01/14,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
1101,2012/01/15,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
1102,2012/01/16,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
1103,2012/01/17,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
1104,2012/01/18,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
1105,2012/01/19,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
1106,2012/01/20,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
1107,2012/01/21,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
1108,2012/01/22,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
1109,2012/01/23,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
1110,2012/01/24,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
1111,2012/01/25,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
1112,2012/01/26,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
1113,2012/01/27,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
1114,2012/01/28,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
1115,2012/01/29,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
1116,2012/01/30,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
1117,2012/01/31,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
1118,2012/02/01,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
1119,2012/02/02,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
1120,2012/02/03,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
1121,2012/02/04,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
1122,2012/02/05,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
1123,2012/02/06,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
1124,2012/02/07,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
1125,2012/02/08,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
1126,2012/02/09,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
1127,2012/02/10,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
1128,2012/02/11,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
1129,2012/02/12,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
1130,2012/02/13,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
1131,2012/02/14,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
1132,2012/02/15,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
1133,2012/02/16,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
1134,2012/02/17,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
1135,2012/02/18,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
1136,2012/02/19,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
1137,2012/02/20,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
1138,2012/02/21,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
1139,2012/02/22,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
1140,2012/02/23,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
1141,2012/02/24,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
1142,2012/02/25,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
1143,2012/02/26,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
1144,2012/02/27,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
1145,2012/02/28,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
1146,2012/02/29,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
1147,2012/03/01,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
1148,2012/03/02,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
1149,2012/03/03,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
1150,2012/03/04,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
1151,2012/03/05,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
1152,2012/03/06,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
1153,2012/03/07,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
1154,2012/03/08,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
1155,2012/03/09,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
1156,2012/03/10,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
1157,2012/03/11,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
1158,2012/03/12,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
1159,2012/03/13,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
1160,2012/03/14,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
1161,2012/03/15,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
1162,2012/03/16,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
1163,2012/03/17,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
1164,2012/03/18,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
1165,2012/03/19,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
1166,2012/03/20,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
1167,2012/03/21,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
1168,2012/03/22,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
1169,2012/03/23,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
1170,2012/03/24,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
1171,2012/03/25,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
1172,2012/03/26,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
1173,2012/03/27,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
1174,2012/03/28,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
1175,2012/03/29,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
1176,2012/03/30,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
1177,2012/03/31,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
1178,2012/04/01,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
1179,2012/04/02,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
1180,2012/04/03,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
1181,2012/04/04,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
1182,2012/04/05,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
1183,2012/04/06,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
1184,2012/04/07,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
1185,2012/04/08,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
1186,2012/04/09,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
1187,2012/04/10,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
1188,2012/04/11,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
1189,2012/04/12,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
1190,2012/04/13,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
1191,2012/04/14,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
1192,2012/04/15,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
1193,2012/04/16,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
1194,2012/04/17,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
1195,2012/04/18,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
1196,2012/04/19,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
1197,2012/04/20,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
1198,2012/04/21,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
1199,2012/04/22,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
1200,2012/04/23,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
1201,2012/04/24,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
1202,2012/04/25,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
1203,2012/04/26,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
1204,2012/04/27,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
1205,2012/04/28,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
1206,2012/04/29,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
1207,2012/04/30,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
1208,2012/05/01,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
1209,2012/05/02,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
1210,2012/05/03,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
1211,2012/05/04,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
1212,2012/05/05,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
1213,2012/05/06,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
1214,2012/05/07,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
1215,2012/05/08,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
1216,2012/05/09,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
1217,2012/05/10,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
1218,2012/05/11,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
1219,2012/05/12,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
1220,2012/05/13,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
1221,2012/05/14,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
1222,2012/05/15,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
1223,2012/05/16,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
1224,2012/05/17,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
1225,2012/05/18,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
1226,2012/05/19,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
1227,2012/05/20,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
1228,2012/05/21,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
1229,2012/05/22,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
1230,2012/05/23,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
1231,2012/05/24,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
1232,2012/05/25,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
1233,2012/05/26,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
1234,2012/05/27,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
1235,2012/05/28,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
1236,2012/05/29,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
1237,2012/05/30,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
1238,2012/05/31,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
1239,2012/06/01,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
1240,2012/06/02,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
1241,2012/06/03,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
1242,2012/06/04,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
1243,2012/06/05,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
1244,2012/06/06,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
1245,2012/06/07,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
1246,2012/06/08,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
1247,2012/06/09,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
1248,2012/06/10,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
1249,2012/06/11,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
1250,2012/06/12,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
1251,2012/06/13,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
1252,2012/06/14,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
1253,2012/06/15,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
1254,2012/06/16,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
1255,2012/06/17,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
1256,2012/06/18,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
1257,2012/06/19,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
1258,2012/06/20,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
1259,2012/06/21,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
1260,2012/06/22,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
1261,2012/06/23,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
1262,2012/06/24,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
1263,2012/06/25,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
1264,2012/06/26,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
1265,2012/06/27,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
1266,2012/06/28,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
1267,2012/06/29,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
1268,2012/06/30,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
1269,2012/07/01,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
1270,2012/07/02,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
1271,2012/07/03,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
1272,2012/07/04,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
1273,2012/07/05,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
1274,2012/07/06,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
1275,2012/07/07,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
1276,2012/07/08,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
1277,2012/07/09,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
1278,2012/07/10,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
1279,2012/07/11,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
1280,2012/07/12,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
1281,2012/07/13,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
1282,2012/07/14,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
1283,2012/07/15,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
1284,2012/07/16,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
1285,2012/07/17,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
1286,2012/07/18,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
1287,2012/07/19,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
1288,2012/07/20,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
1289,2012/07/21,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
1290,2012/07/22,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
1291,2012/07/23,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
1292,2012/07/24,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
1293,2012/07/25,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
1294,2012/07/26,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
1295,2012/07/27,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
1296,2012/07/28,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
1297,2012/07/29,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
1298,2012/07/30,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
1299,2012/07/31,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
1300,2012/08/01,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
1301,2012/08/02,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
1302,2012/08/03,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
1303,2012/08/04,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
1304,2012/08/05,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
1305,2012/08/06,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
1306,2012/08/07,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
1307,2012/08/08,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
1308,2012/08/09,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
1309,2012/08/10,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
1310,2012/08/11,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
1311,2012/08/12,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
1312,2012/08/13,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
1313,2012/08/14,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
1314,2012/08/15,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
1315,2012/08/16,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
1316,2012/08/17,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
1317,2012/08/18,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
1318,2012/08/19,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
1319,2012/08/20,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
1320,2012/08/21,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
1321,2012/08/22,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
1322,2012/08/23,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
1323,2012/08/24,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
1324,2012/08/25,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
1325,2012/08/26,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
1326,2012/08/27,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
1327,2012/08/28,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
1328,2012/08/29,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
1329,2012/08/30,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
1330,2012/08/31,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
1331,2012/09/01,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
1332,2012/09/02,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
1333,2012/09/03,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
1334,2012/09/04,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
1335,2012/09/05,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
1336,2012/09/06,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
1337,2012/09/07,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
1338,2012/09/08,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
1339,2012/09/09,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
1340,2012/09/10,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
1341,2012/09/11,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
1342,2012/09/12,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
1343,2012/09/13,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
1344,2012/09/14,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
1345,2012/09/15,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
1346,2012/09/16,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
1347,2012/09/17,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
1348,2012/09/18,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
1349,2012/09/19,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
1350,2012/09/20,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
1351,2012/09/21,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
1352,2012/09/22,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
1353,2012/09/23,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
1354,2012/09/24,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
1355,2012/09/25,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
1356,2012/09/26,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
1357,2012/09/27,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
1358,2012/09/28,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
1359,2012/09/29,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
1360,2012/09/30,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
1361,2012/10/01,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
1362,2012/10/02,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
1363,2012/10/03,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
1364,2012/10/04,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
1365,2012/10/05,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
1366,2012/10/06,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
1367,2012/10/07,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
1368,2012/10/08,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
1369,2012/10/09,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
1370,2012/10/10,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
1371,2012/10/11,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
1372,2012/10/12,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
1373,2012/10/13,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
1374,2012/10/14,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
1375,2012/10/15,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
1376,2012/10/16,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
1377,2012/10/17,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
1378,2012/10/18,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
1379,2012/10/19,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
1380,2012/10/20,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
1381,2012/10/21,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
1382,2012/10/22,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
1383,2012/10/23,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
1384,2012/10/24,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
1385,2012/10/25,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
1386,2012/10/26,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
1387,2012/10/27,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
1388,2012/10/28,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
1389,2012/10/29,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
1390,2012/10/30,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
1391,2012/10/31,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
1392,2012/11/01,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
1393,2012/11/02,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
1394,2012/11/03,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
1395,2012/11/04,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
