,block_size,transactions,hashrate,mining_profitability,median_transaction_size,send_usd,confirmation_time,av_transaction_value,median_transaction_value,active_addresses,fee_reward,top_100_percent,date,market_cap,av_transaction_size,sent_addresses,difficulty,tweets,google_trends,full_name,coin
360,,,,,,,,,,,,,2015/04/05,,,,,1,,execoin,execoin
361,,,,,,,,,,,,,2015/04/06,,,,,null,,execoin,execoin
362,,,,,,,,,,,,,2015/04/07,,,,,null,,execoin,execoin
363,,,,,,,,,,,,,2015/04/08,,,,,null,,execoin,execoin
364,,,,,,,,,,,,,2015/04/09,,,,,1,,execoin,execoin
365,,,,,,,,,,,,,2015/04/10,,,,,null,,execoin,execoin
366,,,,,,,,,,,,,2015/04/11,,,,,null,,execoin,execoin
367,,,,,,,,,,,,,2015/04/12,,,,,null,,execoin,execoin
368,,,,,,,,,,,,,2015/04/13,,,,,5,,execoin,execoin
369,,,,,,,,,,,,,2015/04/14,,,,,null,,execoin,execoin
370,,,,,,,,,,,,,2015/04/15,,,,,null,,execoin,execoin
371,,,,,,,,,,,,,2015/04/16,,,,,null,,execoin,execoin
372,,,,,,,,,,,,,2015/04/17,,,,,null,,execoin,execoin
373,,,,,,,,,,,,,2015/04/18,,,,,null,,execoin,execoin
374,,,,,,,,,,,,,2015/04/19,,,,,null,,execoin,execoin
375,,,,,,,,,,,,,2015/04/20,,,,,null,,execoin,execoin
376,,,,,,,,,,,,,2015/04/21,,,,,null,,execoin,execoin
377,,,,,,,,,,,,,2015/04/22,,,,,null,,execoin,execoin
378,,,,,,,,,,,,,2015/04/23,,,,,null,,execoin,execoin
379,,,,,,,,,,,,,2015/04/24,,,,,null,,execoin,execoin
380,,,,,,,,,,,,,2015/04/25,,,,,null,,execoin,execoin
381,,,,,,,,,,,,,2015/04/26,,,,,null,,execoin,execoin
382,,,,,,,,,,,,,2015/04/27,,,,,2,,execoin,execoin
383,,,,,,,,,,,,,2015/04/28,,,,,null,,execoin,execoin
384,,,,,,,,,,,,,2015/04/29,,,,,null,,execoin,execoin
385,,,,,,,,,,,,,2015/04/30,,,,,null,,execoin,execoin
386,,,,,,,,,,,,,2015/05/01,,,,,null,,execoin,execoin
387,,,,,,,,,,,,,2015/05/02,,,,,null,,execoin,execoin
388,,,,,,,,,,,,,2015/05/03,,,,,null,,execoin,execoin
389,,,,,,,,,,,,,2015/05/04,,,,,null,,execoin,execoin
390,,,,,,,,,,,,,2015/05/05,,,,,null,,execoin,execoin
391,,,,,,,,,,,,,2015/05/06,,,,,null,,execoin,execoin
392,,,,,,,,,,,,,2015/05/07,,,,,2,,execoin,execoin
393,,,,,,,,,,,,,2015/05/08,,,,,null,,execoin,execoin
394,,,,,,,,,,,,,2015/05/09,,,,,null,,execoin,execoin
395,,,,,,,,,,,,,2015/05/10,,,,,1,,execoin,execoin
396,,,,,,,,,,,,,2015/05/11,,,,,2,,execoin,execoin
397,,,,,,,,,,,,,2015/05/12,,,,,2,,execoin,execoin
398,,,,,,,,,,,,,2015/05/13,,,,,1,,execoin,execoin
399,,,,,,,,,,,,,2015/05/14,,,,,null,,execoin,execoin
400,,,,,,,,,,,,,2015/05/15,,,,,null,,execoin,execoin
401,,,,,,,,,,,,,2015/05/16,,,,,1,,execoin,execoin
402,,,,,,,,,,,,,2015/05/17,,,,,1,,execoin,execoin
403,,,,,,,,,,,,,2015/05/18,,,,,1,,execoin,execoin
404,,,,,,,,,,,,,2015/05/19,,,,,1,,execoin,execoin
405,,,,,,,,,,,,,2015/05/20,,,,,null,,execoin,execoin
406,,,,,,,,,,,,,2015/05/21,,,,,null,,execoin,execoin
407,,,,,,,,,,,,,2015/05/22,,,,,null,,execoin,execoin
408,,,,,,,,,,,,,2015/05/23,,,,,null,,execoin,execoin
409,,,,,,,,,,,,,2015/05/24,,,,,1,,execoin,execoin
410,,,,,,,,,,,,,2015/05/25,,,,,1,,execoin,execoin
411,,,,,,,,,,,,,2015/05/26,,,,,null,,execoin,execoin
412,,,,,,,,,,,,,2015/05/27,,,,,null,,execoin,execoin
413,,,,,,,,,,,,,2015/05/28,,,,,2,,execoin,execoin
414,,,,,,,,,,,,,2015/05/29,,,,,1,,execoin,execoin
415,,,,,,,,,,,,,2015/05/30,,,,,null,,execoin,execoin
416,,,,,,,,,,,,,2015/05/31,,,,,null,,execoin,execoin
417,,,,,,,,,,,,,2015/06/01,,,,,2,,execoin,execoin
418,,,,,,,,,,,,,2015/06/02,,,,,null,,execoin,execoin
419,,,,,,,,,,,,,2015/06/03,,,,,null,,execoin,execoin
420,,,,,,,,,,,,,2015/06/04,,,,,4,,execoin,execoin
421,,,,,,,,,,,,,2015/06/05,,,,,null,,execoin,execoin
422,,,,,,,,,,,,,2015/06/06,,,,,null,,execoin,execoin
423,,,,,,,,,,,,,2015/06/07,,,,,2,,execoin,execoin
424,,,,,,,,,,,,,2015/06/08,,,,,null,,execoin,execoin
425,,,,,,,,,,,,,2015/06/09,,,,,null,,execoin,execoin
426,,,,,,,,,,,,,2015/06/10,,,,,1,,execoin,execoin
427,,,,,,,,,,,,,2015/06/11,,,,,null,,execoin,execoin
428,,,,,,,,,,,,,2015/06/12,,,,,1,,execoin,execoin
429,,,,,,,,,,,,,2015/06/13,,,,,1,,execoin,execoin
430,,,,,,,,,,,,,2015/06/14,,,,,null,,execoin,execoin
431,,,,,,,,,,,,,2015/06/15,,,,,null,,execoin,execoin
432,,,,,,,,,,,,,2015/06/16,,,,,1,,execoin,execoin
433,,,,,,,,,,,,,2015/06/17,,,,,null,,execoin,execoin
434,,,,,,,,,,,,,2015/06/18,,,,,null,,execoin,execoin
435,,,,,,,,,,,,,2015/06/19,,,,,1,,execoin,execoin
436,,,,,,,,,,,,,2015/06/20,,,,,null,,execoin,execoin
437,,,,,,,,,,,,,2015/06/21,,,,,1,,execoin,execoin
438,,,,,,,,,,,,,2015/06/22,,,,,1,,execoin,execoin
439,,,,,,,,,,,,,2015/06/23,,,,,null,,execoin,execoin
440,,,,,,,,,,,,,2015/06/24,,,,,1,,execoin,execoin
441,,,,,,,,,,,,,2015/06/25,,,,,1,,execoin,execoin
442,,,,,,,,,,,,,2015/06/26,,,,,null,,execoin,execoin
443,,,,,,,,,,,,,2015/06/27,,,,,null,,execoin,execoin
444,,,,,,,,,,,,,2015/06/28,,,,,null,,execoin,execoin
445,,,,,,,,,,,,,2015/06/29,,,,,1,,execoin,execoin
446,,,,,,,,,,,,,2015/06/30,,,,,null,,execoin,execoin
447,,,,,,,,,,,,,2015/07/01,,,,,null,,execoin,execoin
448,,,,,,,,,,,,,2015/07/02,,,,,null,,execoin,execoin
449,,,,,,,,,,,,,2015/07/03,,,,,1,,execoin,execoin
450,,,,,,,,,,,,,2015/07/04,,,,,1,,execoin,execoin
451,,,,,,,,,,,,,2015/07/05,,,,,2,,execoin,execoin
452,,,,,,,,,,,,,2015/07/06,,,,,null,,execoin,execoin
453,,,,,,,,,,,,,2015/07/07,,,,,1,,execoin,execoin
454,,,,,,,,,,,,,2015/07/08,,,,,1,,execoin,execoin
455,,,,,,,,,,,,,2015/07/09,,,,,null,,execoin,execoin
456,,,,,,,,,,,,,2015/07/10,,,,,null,,execoin,execoin
457,,,,,,,,,,,,,2015/07/11,,,,,1,,execoin,execoin
458,,,,,,,,,,,,,2015/07/12,,,,,null,,execoin,execoin
459,,,,,,,,,,,,,2015/07/13,,,,,null,,execoin,execoin
460,,,,,,,,,,,,,2015/07/14,,,,,1,,execoin,execoin
461,,,,,,,,,,,,,2015/07/15,,,,,null,,execoin,execoin
462,,,,,,,,,,,,,2015/07/16,,,,,1,,execoin,execoin
463,,,,,,,,,,,,,2015/07/17,,,,,1,,execoin,execoin
464,,,,,,,,,,,,,2015/07/18,,,,,null,,execoin,execoin
465,,,,,,,,,,,,,2015/07/19,,,,,null,,execoin,execoin
466,,,,,,,,,,,,,2015/07/20,,,,,null,,execoin,execoin
467,,,,,,,,,,,,,2015/07/21,,,,,null,,execoin,execoin
468,,,,,,,,,,,,,2015/07/22,,,,,2,,execoin,execoin
469,,,,,,,,,,,,,2015/07/23,,,,,1,,execoin,execoin
470,,,,,,,,,,,,,2015/07/24,,,,,null,,execoin,execoin
471,,,,,,,,,,,,,2015/07/25,,,,,6,,execoin,execoin
472,,,,,,,,,,,,,2015/07/26,,,,,2,,execoin,execoin
473,,,,,,,,,,,,,2015/07/27,,,,,null,,execoin,execoin
474,,,,,,,,,,,,,2015/07/28,,,,,1,,execoin,execoin
475,,,,,,,,,,,,,2015/07/29,,,,,null,,execoin,execoin
476,,,,,,,,,,,,,2015/07/30,,,,,null,,execoin,execoin
477,,,,,,,,,,,,,2015/07/31,,,,,1,,execoin,execoin
478,,,,,,,,,,,,,2015/08/01,,,,,null,,execoin,execoin
479,,,,,,,,,,,,,2015/08/02,,,,,null,,execoin,execoin
480,,,,,,,,,,,,,2015/08/03,,,,,3,,execoin,execoin
481,,,,,,,,,,,,,2015/08/04,,,,,null,,execoin,execoin
482,,,,,,,,,,,,,2015/08/05,,,,,null,,execoin,execoin
483,,,,,,,,,,,,,2015/08/06,,,,,1,,execoin,execoin
484,,,,,,,,,,,,,2015/08/07,,,,,null,,execoin,execoin
485,,,,,,,,,,,,,2015/08/08,,,,,1,,execoin,execoin
486,,,,,,,,,,,,,2015/08/09,,,,,null,,execoin,execoin
487,,,,,,,,,,,,,2015/08/10,,,,,1,,execoin,execoin
488,,,,,,,,,,,,,2015/08/11,,,,,null,,execoin,execoin
489,,,,,,,,,,,,,2015/08/12,,,,,2,,execoin,execoin
490,,,,,,,,,,,,,2015/08/13,,,,,null,,execoin,execoin
491,,,,,,,,,,,,,2015/08/14,,,,,null,,execoin,execoin
492,,,,,,,,,,,,,2015/08/15,,,,,2,,execoin,execoin
493,,,,,,,,,,,,,2015/08/16,,,,,1,,execoin,execoin
494,,,,,,,,,,,,,2015/08/17,,,,,null,,execoin,execoin
495,,,,,,,,,,,,,2015/08/18,,,,,null,,execoin,execoin
496,,,,,,,,,,,,,2015/08/19,,,,,null,,execoin,execoin
497,,,,,,,,,,,,,2015/08/20,,,,,3,,execoin,execoin
498,,,,,,,,,,,,,2015/08/21,,,,,2,,execoin,execoin
499,,,,,,,,,,,,,2015/08/22,,,,,null,,execoin,execoin
500,,,,,,,,,,,,,2015/08/23,,,,,null,,execoin,execoin
501,,,,,,,,,,,,,2015/08/24,,,,,1,,execoin,execoin
502,,,,,,,,,,,,,2015/08/25,,,,,null,,execoin,execoin
503,,,,,,,,,,,,,2015/08/26,,,,,1,,execoin,execoin
504,,,,,,,,,,,,,2015/08/27,,,,,2,,execoin,execoin
505,,,,,,,,,,,,,2015/08/28,,,,,1,,execoin,execoin
506,,,,,,,,,,,,,2015/08/29,,,,,1,,execoin,execoin
507,,,,,,,,,,,,,2015/08/30,,,,,null,,execoin,execoin
508,,,,,,,,,,,,,2015/08/31,,,,,2,,execoin,execoin
509,,,,,,,,,,,,,2015/09/01,,,,,2,,execoin,execoin
510,,,,,,,,,,,,,2015/09/02,,,,,1,,execoin,execoin
511,,,,,,,,,,,,,2015/09/03,,,,,null,,execoin,execoin
512,,,,,,,,,,,,,2015/09/04,,,,,null,,execoin,execoin
513,,,,,,,,,,,,,2015/09/05,,,,,2,,execoin,execoin
514,,,,,,,,,,,,,2015/09/06,,,,,null,,execoin,execoin
515,,,,,,,,,,,,,2015/09/07,,,,,null,,execoin,execoin
516,,,,,,,,,,,,,2015/09/08,,,,,2,,execoin,execoin
517,,,,,,,,,,,,,2015/09/09,,,,,1,,execoin,execoin
518,,,,,,,,,,,,,2015/09/10,,,,,2,,execoin,execoin
519,,,,,,,,,,,,,2015/09/11,,,,,1,,execoin,execoin
520,,,,,,,,,,,,,2015/09/12,,,,,1,,execoin,execoin
521,,,,,,,,,,,,,2015/09/13,,,,,null,,execoin,execoin
522,,,,,,,,,,,,,2015/09/14,,,,,null,,execoin,execoin
523,,,,,,,,,,,,,2015/09/15,,,,,null,,execoin,execoin
524,,,,,,,,,,,,,2015/09/16,,,,,1,,execoin,execoin
525,,,,,,,,,,,,,2015/09/17,,,,,1,,execoin,execoin
526,,,,,,,,,,,,,2015/09/18,,,,,null,,execoin,execoin
527,,,,,,,,,,,,,2015/09/19,,,,,null,,execoin,execoin
528,,,,,,,,,,,,,2015/09/20,,,,,null,,execoin,execoin
529,,,,,,,,,,,,,2015/09/21,,,,,null,,execoin,execoin
530,,,,,,,,,,,,,2015/09/22,,,,,null,,execoin,execoin
531,,,,,,,,,,,,,2015/09/23,,,,,null,,execoin,execoin
532,,,,,,,,,,,,,2015/09/24,,,,,null,,execoin,execoin
533,,,,,,,,,,,,,2015/09/25,,,,,2,,execoin,execoin
534,,,,,,,,,,,,,2015/09/26,,,,,null,,execoin,execoin
535,,,,,,,,,,,,,2015/09/27,,,,,1,,execoin,execoin
536,,,,,,,,,,,,,2015/09/28,,,,,null,,execoin,execoin
537,,,,,,,,,,,,,2015/09/29,,,,,null,,execoin,execoin
538,,,,,,,,,,,,,2015/09/30,,,,,1,,execoin,execoin
539,,,,,,,,,,,,,2015/10/01,,,,,2,,execoin,execoin
540,,,,,,,,,,,,,2015/10/02,,,,,1,,execoin,execoin
541,,,,,,,,,,,,,2015/10/03,,,,,1,,execoin,execoin
542,,,,,,,,,,,,,2015/10/04,,,,,1,,execoin,execoin
543,,,,,,,,,,,,,2015/10/05,,,,,1,,execoin,execoin
544,,,,,,,,,,,,,2015/10/06,,,,,null,,execoin,execoin
545,,,,,,,,,,,,,2015/10/07,,,,,null,,execoin,execoin
546,,,,,,,,,,,,,2015/10/08,,,,,null,,execoin,execoin
547,,,,,,,,,,,,,2015/10/09,,,,,1,,execoin,execoin
548,,,,,,,,,,,,,2015/10/10,,,,,null,,execoin,execoin
549,,,,,,,,,,,,,2015/10/11,,,,,null,,execoin,execoin
550,,,,,,,,,,,,,2015/10/12,,,,,null,,execoin,execoin
551,,,,,,,,,,,,,2015/10/13,,,,,null,,execoin,execoin
552,,,,,,,,,,,,,2015/10/14,,,,,1,,execoin,execoin
553,,,,,,,,,,,,,2015/10/15,,,,,null,,execoin,execoin
554,,,,,,,,,,,,,2015/10/16,,,,,null,,execoin,execoin
555,,,,,,,,,,,,,2015/10/17,,,,,null,,execoin,execoin
556,,,,,,,,,,,,,2015/10/18,,,,,null,,execoin,execoin
557,,,,,,,,,,,,,2015/10/19,,,,,1,,execoin,execoin
558,,,,,,,,,,,,,2015/10/20,,,,,null,,execoin,execoin
559,,,,,,,,,,,,,2015/10/21,,,,,null,,execoin,execoin
560,,,,,,,,,,,,,2015/10/22,,,,,null,,execoin,execoin
561,,,,,,,,,,,,,2015/10/23,,,,,null,,execoin,execoin
562,,,,,,,,,,,,,2015/10/24,,,,,2,,execoin,execoin
563,,,,,,,,,,,,,2015/10/25,,,,,1,,execoin,execoin
564,,,,,,,,,,,,,2015/10/26,,,,,1,,execoin,execoin
565,,,,,,,,,,,,,2015/10/27,,,,,2,,execoin,execoin
566,,,,,,,,,,,,,2015/10/28,,,,,2,,execoin,execoin
567,,,,,,,,,,,,,2015/10/29,,,,,2,,execoin,execoin
568,,,,,,,,,,,,,2015/10/30,,,,,2,,execoin,execoin
569,,,,,,,,,,,,,2015/10/31,,,,,null,,execoin,execoin
570,,,,,,,,,,,,,2015/11/01,,,,,8,,execoin,execoin
571,,,,,,,,,,,,,2015/11/02,,,,,null,,execoin,execoin
572,,,,,,,,,,,,,2015/11/03,,,,,4,,execoin,execoin
573,,,,,,,,,,,,,2015/11/04,,,,,null,,execoin,execoin
574,,,,,,,,,,,,,2015/11/05,,,,,null,,execoin,execoin
575,,,,,,,,,,,,,2015/11/06,,,,,2,,execoin,execoin
576,,,,,,,,,,,,,2015/11/07,,,,,4,,execoin,execoin
577,,,,,,,,,,,,,2015/11/08,,,,,null,,execoin,execoin
578,,,,,,,,,,,,,2015/11/09,,,,,null,,execoin,execoin
579,,,,,,,,,,,,,2015/11/10,,,,,null,,execoin,execoin
580,,,,,,,,,,,,,2015/11/11,,,,,null,,execoin,execoin
581,,,,,,,,,,,,,2015/11/12,,,,,null,,execoin,execoin
582,,,,,,,,,,,,,2015/11/13,,,,,4,,execoin,execoin
583,,,,,,,,,,,,,2015/11/14,,,,,null,,execoin,execoin
584,,,,,,,,,,,,,2015/11/15,,,,,null,,execoin,execoin
585,,,,,,,,,,,,,2015/11/16,,,,,null,,execoin,execoin
586,,,,,,,,,,,,,2015/11/17,,,,,2,,execoin,execoin
587,,,,,,,,,,,,,2015/11/18,,,,,2,,execoin,execoin
588,,,,,,,,,,,,,2015/11/19,,,,,2,,execoin,execoin
589,,,,,,,,,,,,,2015/11/20,,,,,2,,execoin,execoin
590,,,,,,,,,,,,,2015/11/21,,,,,2,,execoin,execoin
591,,,,,,,,,,,,,2015/11/22,,,,,4,,execoin,execoin
592,,,,,,,,,,,,,2015/11/23,,,,,null,,execoin,execoin
593,,,,,,,,,,,,,2015/11/24,,,,,null,,execoin,execoin
594,,,,,,,,,,,,,2015/11/25,,,,,null,,execoin,execoin
595,,,,,,,,,,,,,2015/11/26,,,,,4,,execoin,execoin
596,,,,,,,,,,,,,2015/11/27,,,,,null,,execoin,execoin
597,,,,,,,,,,,,,2015/11/28,,,,,null,,execoin,execoin
598,,,,,,,,,,,,,2015/11/29,,,,,null,,execoin,execoin
599,,,,,,,,,,,,,2015/11/30,,,,,null,,execoin,execoin
600,,,,,,,,,,,,,2015/12/01,,,,,2,,execoin,execoin
601,,,,,,,,,,,,,2015/12/02,,,,,2,,execoin,execoin
602,,,,,,,,,,,,,2015/12/03,,,,,null,,execoin,execoin
603,,,,,,,,,,,,,2015/12/04,,,,,2,,execoin,execoin
604,,,,,,,,,,,,,2015/12/05,,,,,2,,execoin,execoin
605,,,,,,,,,,,,,2015/12/06,,,,,null,,execoin,execoin
606,,,,,,,,,,,,,2015/12/07,,,,,null,,execoin,execoin
607,,,,,,,,,,,,,2015/12/08,,,,,null,,execoin,execoin
608,,,,,,,,,,,,,2015/12/09,,,,,2,,execoin,execoin
609,,,,,,,,,,,,,2015/12/10,,,,,null,,execoin,execoin
610,,,,,,,,,,,,,2015/12/11,,,,,null,,execoin,execoin
611,,,,,,,,,,,,,2015/12/12,,,,,4,,execoin,execoin
612,,,,,,,,,,,,,2015/12/13,,,,,null,,execoin,execoin
613,,,,,,,,,,,,,2015/12/14,,,,,null,,execoin,execoin
614,,,,,,,,,,,,,2015/12/15,,,,,2,,execoin,execoin
615,,,,,,,,,,,,,2015/12/16,,,,,null,,execoin,execoin
616,,,,,,,,,,,,,2015/12/17,,,,,null,,execoin,execoin
617,,,,,,,,,,,,,2015/12/18,,,,,null,,execoin,execoin
618,,,,,,,,,,,,,2015/12/19,,,,,2,,execoin,execoin
619,,,,,,,,,,,,,2015/12/20,,,,,null,,execoin,execoin
620,,,,,,,,,,,,,2015/12/21,,,,,null,,execoin,execoin
621,,,,,,,,,,,,,2015/12/22,,,,,null,,execoin,execoin
622,,,,,,,,,,,,,2015/12/23,,,,,null,,execoin,execoin
623,,,,,,,,,,,,,2015/12/24,,,,,2,,execoin,execoin
624,,,,,,,,,,,,,2015/12/25,,,,,4,,execoin,execoin
625,,,,,,,,,,,,,2015/12/26,,,,,2,,execoin,execoin
626,,,,,,,,,,,,,2015/12/27,,,,,2,,execoin,execoin
627,,,,,,,,,,,,,2015/12/28,,,,,1,,execoin,execoin
628,,,,,,,,,,,,,2015/12/29,,,,,2,,execoin,execoin
629,,,,,,,,,,,,,2015/12/30,,,,,null,,execoin,execoin
630,,,,,,,,,,,,,2015/12/31,,,,,2,,execoin,execoin
631,,,,,,,,,,,,,2016/01/01,,,,,2,,execoin,execoin
632,,,,,,,,,,,,,2016/01/02,,,,,null,,execoin,execoin
633,,,,,,,,,,,,,2016/01/03,,,,,null,,execoin,execoin
634,,,,,,,,,,,,,2016/01/04,,,,,null,,execoin,execoin
635,,,,,,,,,,,,,2016/01/05,,,,,null,,execoin,execoin
636,,,,,,,,,,,,,2016/01/06,,,,,null,,execoin,execoin
637,,,,,,,,,,,,,2016/01/07,,,,,null,,execoin,execoin
638,,,,,,,,,,,,,2016/01/08,,,,,2,,execoin,execoin
639,,,,,,,,,,,,,2016/01/09,,,,,null,,execoin,execoin
640,,,,,,,,,,,,,2016/01/10,,,,,null,,execoin,execoin
641,,,,,,,,,,,,,2016/01/11,,,,,4,,execoin,execoin
642,,,,,,,,,,,,,2016/01/12,,,,,4,,execoin,execoin
643,,,,,,,,,,,,,2016/01/13,,,,,2,,execoin,execoin
644,,,,,,,,,,,,,2016/01/14,,,,,null,,execoin,execoin
645,,,,,,,,,,,,,2016/01/15,,,,,2,,execoin,execoin
646,,,,,,,,,,,,,2016/01/16,,,,,null,,execoin,execoin
647,,,,,,,,,,,,,2016/01/17,,,,,null,,execoin,execoin
648,,,,,,,,,,,,,2016/01/18,,,,,null,,execoin,execoin
649,,,,,,,,,,,,,2016/01/19,,,,,null,,execoin,execoin
650,,,,,,,,,,,,,2016/01/20,,,,,2,,execoin,execoin
651,,,,,,,,,,,,,2016/01/21,,,,,2,,execoin,execoin
652,,,,,,,,,,,,,2016/01/22,,,,,null,,execoin,execoin
653,,,,,,,,,,,,,2016/01/23,,,,,2,,execoin,execoin
654,,,,,,,,,,,,,2016/01/24,,,,,null,,execoin,execoin
655,,,,,,,,,,,,,2016/01/25,,,,,null,,execoin,execoin
656,,,,,,,,,,,,,2016/01/26,,,,,null,,execoin,execoin
657,,,,,,,,,,,,,2016/01/27,,,,,null,,execoin,execoin
658,,,,,,,,,,,,,2016/01/28,,,,,null,,execoin,execoin
659,,,,,,,,,,,,,2016/01/29,,,,,null,,execoin,execoin
660,,,,,,,,,,,,,2016/01/30,,,,,4,,execoin,execoin
661,,,,,,,,,,,,,2016/01/31,,,,,null,,execoin,execoin
662,,,,,,,,,,,,,2016/02/01,,,,,null,,execoin,execoin
663,,,,,,,,,,,,,2016/02/02,,,,,null,,execoin,execoin
664,,,,,,,,,,,,,2016/02/03,,,,,null,,execoin,execoin
665,,,,,,,,,,,,,2016/02/04,,,,,null,,execoin,execoin
666,,,,,,,,,,,,,2016/02/05,,,,,3,,execoin,execoin
667,,,,,,,,,,,,,2016/02/06,,,,,null,,execoin,execoin
668,,,,,,,,,,,,,2016/02/07,,,,,null,,execoin,execoin
669,,,,,,,,,,,,,2016/02/08,,,,,null,,execoin,execoin
670,,,,,,,,,,,,,2016/02/09,,,,,null,,execoin,execoin
671,,,,,,,,,,,,,2016/02/10,,,,,null,,execoin,execoin
672,,,,,,,,,,,,,2016/02/11,,,,,null,,execoin,execoin
673,,,,,,,,,,,,,2016/02/12,,,,,2,,execoin,execoin
674,,,,,,,,,,,,,2016/02/13,,,,,null,,execoin,execoin
675,,,,,,,,,,,,,2016/02/14,,,,,null,,execoin,execoin
676,,,,,,,,,,,,,2016/02/15,,,,,null,,execoin,execoin
677,,,,,,,,,,,,,2016/02/16,,,,,null,,execoin,execoin
678,,,,,,,,,,,,,2016/02/17,,,,,1,,execoin,execoin
679,,,,,,,,,,,,,2016/02/18,,,,,null,,execoin,execoin
680,,,,,,,,,,,,,2016/02/19,,,,,1,,execoin,execoin
681,,,,,,,,,,,,,2016/02/20,,,,,2,,execoin,execoin
682,,,,,,,,,,,,,2016/02/21,,,,,2,,execoin,execoin
683,,,,,,,,,,,,,2016/02/22,,,,,1,,execoin,execoin
684,,,,,,,,,,,,,2016/02/23,,,,,null,,execoin,execoin
685,,,,,,,,,,,,,2016/02/24,,,,,null,,execoin,execoin
686,,,,,,,,,,,,,2016/02/25,,,,,null,,execoin,execoin
687,,,,,,,,,,,,,2016/02/26,,,,,null,,execoin,execoin
688,,,,,,,,,,,,,2016/02/27,,,,,null,,execoin,execoin
689,,,,,,,,,,,,,2016/02/28,,,,,null,,execoin,execoin
690,,,,,,,,,,,,,2016/02/29,,,,,null,,execoin,execoin
691,,,,,,,,,,,,,2016/03/01,,,,,null,,execoin,execoin
692,,,,,,,,,,,,,2016/03/02,,,,,null,,execoin,execoin
693,,,,,,,,,,,,,2016/03/03,,,,,null,,execoin,execoin
694,,,,,,,,,,,,,2016/03/04,,,,,null,,execoin,execoin
695,,,,,,,,,,,,,2016/03/05,,,,,null,,execoin,execoin
696,,,,,,,,,,,,,2016/03/06,,,,,null,,execoin,execoin
697,,,,,,,,,,,,,2016/03/07,,,,,null,,execoin,execoin
698,,,,,,,,,,,,,2016/03/08,,,,,null,,execoin,execoin
699,,,,,,,,,,,,,2016/03/09,,,,,null,,execoin,execoin
700,,,,,,,,,,,,,2016/03/10,,,,,null,,execoin,execoin
701,,,,,,,,,,,,,2016/03/11,,,,,null,,execoin,execoin
702,,,,,,,,,,,,,2016/03/12,,,,,null,,execoin,execoin
703,,,,,,,,,,,,,2016/03/13,,,,,null,,execoin,execoin
704,,,,,,,,,,,,,2016/03/14,,,,,null,,execoin,execoin
705,,,,,,,,,,,,,2016/03/15,,,,,null,,execoin,execoin
706,,,,,,,,,,,,,2016/03/16,,,,,null,,execoin,execoin
707,,,,,,,,,,,,,2016/03/17,,,,,null,,execoin,execoin
708,,,,,,,,,,,,,2016/03/18,,,,,null,,execoin,execoin
709,,,,,,,,,,,,,2016/03/19,,,,,null,,execoin,execoin
710,,,,,,,,,,,,,2016/03/20,,,,,null,,execoin,execoin
711,,,,,,,,,,,,,2016/03/21,,,,,null,,execoin,execoin
712,,,,,,,,,,,,,2016/03/22,,,,,null,,execoin,execoin
713,,,,,,,,,,,,,2016/03/23,,,,,null,,execoin,execoin
714,,,,,,,,,,,,,2016/03/24,,,,,null,,execoin,execoin
715,,,,,,,,,,,,,2016/03/25,,,,,null,,execoin,execoin
716,,,,,,,,,,,,,2016/03/26,,,,,null,,execoin,execoin
717,,,,,,,,,,,,,2016/03/27,,,,,null,,execoin,execoin
718,,,,,,,,,,,,,2016/03/28,,,,,null,,execoin,execoin
719,,,,,,,,,,,,,2016/03/29,,,,,null,,execoin,execoin
720,,,,,,,,,,,,,2016/03/30,,,,,null,,execoin,execoin
721,,,,,,,,,,,,,2016/03/31,,,,,null,,execoin,execoin
722,,,,,,,,,,,,,2016/04/01,,,,,null,,execoin,execoin
723,,,,,,,,,,,,,2016/04/02,,,,,null,,execoin,execoin
724,,,,,,,,,,,,,2016/04/03,,,,,null,,execoin,execoin
725,,,,,,,,,,,,,2016/04/04,,,,,null,,execoin,execoin
726,,,,,,,,,,,,,2016/04/05,,,,,null,,execoin,execoin
727,,,,,,,,,,,,,2016/04/06,,,,,null,,execoin,execoin
728,,,,,,,,,,,,,2016/04/07,,,,,null,,execoin,execoin
729,,,,,,,,,,,,,2016/04/08,,,,,null,,execoin,execoin
730,,,,,,,,,,,,,2016/04/09,,,,,null,,execoin,execoin
731,,,,,,,,,,,,,2016/04/10,,,,,null,,execoin,execoin
732,,,,,,,,,,,,,2016/04/11,,,,,null,,execoin,execoin
733,,,,,,,,,,,,,2016/04/12,,,,,null,,execoin,execoin
734,,,,,,,,,,,,,2016/04/13,,,,,null,,execoin,execoin
735,,,,,,,,,,,,,2016/04/14,,,,,null,,execoin,execoin
736,,,,,,,,,,,,,2016/04/15,,,,,null,,execoin,execoin
737,,,,,,,,,,,,,2016/04/16,,,,,null,,execoin,execoin
738,,,,,,,,,,,,,2016/04/17,,,,,null,,execoin,execoin
739,,,,,,,,,,,,,2016/04/18,,,,,null,,execoin,execoin
740,,,,,,,,,,,,,2016/04/19,,,,,null,,execoin,execoin
741,,,,,,,,,,,,,2016/04/20,,,,,null,,execoin,execoin
742,,,,,,,,,,,,,2016/04/21,,,,,null,,execoin,execoin
743,,,,,,,,,,,,,2016/04/22,,,,,null,,execoin,execoin
744,,,,,,,,,,,,,2016/04/23,,,,,null,,execoin,execoin
