,date,active_addresses,confirmation_time,top_100_percent,send_usd,av_transaction_size,hashrate,market_cap,av_transaction_value,sent_addresses,google_trends,fee_reward,transactions,difficulty,mining_profitability,median_transaction_value,tweets,median_transaction_size,block_size,full_name,coin
2819,2016/09/22,431972802024022,,,1389946105900459524764817,,,94898348431799327881105624339,60152969470.304,31034352278355,,,231086303352657,2258328721795495471323356954973,,,182604052824,,76249934871876,bitconnect,bitconnect
2820,2016/09/23,422012813925230,,,1349789596795551327226116,,,95164558081807733441121172557,60513168773.052,31052348518833,,,223051251135219,2258328721795495472669784730826,,,197263503588,,80517828401280,bitconnect,bitconnect
2821,2016/09/24,424429784025547,,,1217060246573748817441920,,,95795333081823364161097943282,58742428401.721,29026948509221,,,208484236343418,2258328721795495474210960201205,,,177483202011,,63580430901526,bitconnect,bitconnect
2822,2016/09/25,399415891325001,,,11145268351033892432306016,,,95686681671819594111095217272,57313466834.5,28605375688998,,,195457298338713,2347366186745614175467953969813,,,179842411739,,57082336661387,bitconnect,bitconnect
2823,2016/09/26,4797151006224748,,,13763189871107832418726321,,,96024555281830752741088478871,59683690430.352,33584653728939,,,230616300243514,2412272002305670775443249396427,,,202104172414,,77075243701545,bitconnect,bitconnect
2824,2016/09/27,489447806024656,,,10515525321261634814779949,,,96233167291840256211101004705,44734300315.696,34693250929146,,,240168293446817,2412272002305670771521862268249,,,209123992841,,76415736461661,bitconnect,bitconnect
2825,2016/09/28,462481860925780,,,1538516490822689633066490,,,96073528711834675211119434253,65512965772.636,34397952219047,,,234847277542797,2412272002305661781378594783267,,,197503452583,,78222335041561,bitconnect,bitconnect
2826,2016/09/29,4608051055125752,,,1110781772689001227728307,,,96060789241833810171109130170,45792203686.073,354073641910178,,,242587312840416,2412272002305430283711044710375,,,212303192935,,83273346051442,bitconnect,bitconnect
2827,2016/09/30,499898946525214,,,1489574149982501212018828,,,96110302401827608651112441611,59393202335.384,360842563010391,,,250801306835836,2412272002305430283323439950598,,,176763101915,,84327436471437,bitconnect,bitconnect
2828,2016/10/01,445128925126462,,,938229903910298510807070,,,97180091951833274481109268541,43893114203.615,31547450728676,,,213773292353076,2412272002305430276304363076684,,,172852751485,,71119439231810,bitconnect,bitconnect
2829,2016/10/02,404625765127941,,,866441661785405523706250,,,97064889401831450501114300572,45003197463.873,284203760710504,,,192542245751105,2412272002305477676005234648819,,,168692571556,,71844931851687,bitconnect,bitconnect
2830,2016/10/03,567947895425765,,,121584708882398888085372,,,97069676131831589281120594230,47013345169.604,37805842389178,,,258654246347672,2412272002305511181560785541695,,,227702491836,,86447136561719,bitconnect,bitconnect
2831,2016/10/04,522537857320677,,,116067453394350989385913,,,96861216591827789311131276580,43883126165.647,38194253687145,,,264504302856662,2412272002305511186513687351611,,,201912881996,,82385635282192,bitconnect,bitconnect
2832,2016/10/05,508775770021740,,,1404561530988299613738100,,,97054734821831152701117966794,52683214329.301,37820467527168,,,266644307541719,2412272002305508280800228891788,,,191024331738,,78882941101802,bitconnect,bitconnect
2833,2016/10/06,535241959921668,,,1399178955813910911996092,,,97161858231827602831090662070,51001925325.751,39639758868004,,,274325422836826,2412272002305472583821398443637,,,191742931940,,82731848401938,bitconnect,bitconnect
2834,2016/10/07,504849875626509,,,1452395291846029111876992,,,97602059131834102041075163692,54742224271.735,37776457089406,,,266181380443708,2412272002305472569907877300574,,,212472901830,,86741339954119,bitconnect,bitconnect
2835,2016/10/08,486564712125008,,,14658524921093777312896895,,,98165508511837786661039689911,58523804342.183,35779850139640,,,250503287537690,2505401877095472576211065299684,,,182652521573,,76115936435429,bitconnect,bitconnect
2836,2016/10/09,445996798927831,,,16624331262035255231552248,,,98074271161827289691034676507,79026843718.076,298718808910654,,,210388297443940,2585227484055365684950653919291,,,175974981403,,68217039655683,bitconnect,bitconnect
2837,2016/10/10,430931949028796,,,15927364411400191230548670,,,98041340961816374271002572203,71884062679.766,310848569610621,,,222872344744940,2585227484055227486426737611393,,,190792921398,,858339481812725,bitconnect,bitconnect
2838,2016/10/11,531545810524515,,,18078889451931142727443774,,,100488928211827829941012555435,68635685668.496,36311557559349,,,263426339741053,2585227484055227489686038468289,,,206053421669,,92300641442762,bitconnect,bitconnect
2839,2016/10/12,463491986715412,,,17139552331292027931063809,,,101405512731823748021003414742,745238171035,33360865905413,,,233296338530002,2585227484055227484156427637320,,,192548101481,,86446338681248,bitconnect,bitconnect
2840,2016/10/13,448239674811798,,,13265607301520835312167141,,,101170627001857701421012901509,57784392377.346,32911048993686,,,229575346332244,2585227484055306582197610286997,,,172892951713,,91195735531306,bitconnect,bitconnect
2841,2016/10/14,4632791153522052,,,12855864811661965531430055,,,101301196781860730091013735039,53664915748.228,34511866278047,,,239588338242006,2585227484055309891991159868762,,,174792701833,,85861251521400,bitconnect,bitconnect
2842,2016/10/15,413503814616901,,,21773644831352545313751868,,,101740252381862583351007715416,103534436408.528,31383348926442,,,210306304933662,2585227484055309895454493863866,,,205932681615,,78156942731236,bitconnect,bitconnect
2843,2016/10/16,402396658920354,,,15735655411960775319089138,,,101844249731862019891015155228,79586447545.56,29377799767603,,,197746305234990,2585227484055231795167930108961,,,184982741224,,75881543941297,bitconnect,bitconnect
2844,2016/10/17,4735401010123366,,,12043029461153747921827353,,,101683037261851876211012153414,50792753572.356,34310250318437,,,237107421438136,2585227484054891392157415719447,,,186892541483,,92959048561377,bitconnect,bitconnect
2845,2016/10/18,474941823728816,,,15971535501139748035647019,,,101425357621844226081059507543,63543132686.867,359490488711698,,,251366363951898,2585227484054891392931573004157,,,179402672008,,84176642161747,bitconnect,bitconnect
2846,2016/10/19,425182885019255,,,12250453171098823112997307,,,100740014031833090321042854644,61572178337.619,28481560106927,,,198958504538497,2585227484054891392357987224808,,,205222891892,,80731950761638,bitconnect,bitconnect
2847,2016/10/20,545527768028547,,,1549744643110389708775562,,,100162246421822925311028654299,57352757202.025,389056507411255,,,270246400443438,2585227484055125392824518156324,,,172812531537,,97734944251466,bitconnect,bitconnect
2848,2016/10/21,515509718034600,,,2001209785136577447476388,,,100534818351824777871027228827,75463872129.394,374469473312002,,,265191352757780,258522748405517111.0215571832721E+14,,,151452461251,,79100335711724,bitconnect,bitconnect
2849,2016/10/22,447836812125264,,,865820640226215916048760,,,102186582521847787821027368970,39987234160.139,314919475410044,,,216559312737772,257535264828517111.0379360774949E+14,,,137702041205,,79379039811357,bitconnect,bitconnect
2850,2016/10/23,4092011122824085,,,1226336730197548225188022,,,104132484671862625911021956305,64066421146.703,280274102119598,,,191434308635364,253618246641513541.0234054572111E+14,,,148322561050,,79225446191292,bitconnect,bitconnect
2851,2016/10/24,5314081100925873,,,2429929423148363407783147,,,103649163661860033601018795031,107123685148.118,32325654628964,,,226837402652547,253618246641487041.0169123993939E+14,,,188012091345,,88628746401791,bitconnect,bitconnect
2852,2016/10/25,562438904125593,,,20334883851362049812732586,,,10431146588186444392982780994,85842828267.435,34063667889037,,,236891486647610,253618246641487041.0466884192695E+14,,,157562451437,,94384543481675,bitconnect,bitconnect
2853,2016/10/26,561011728025801,,,14361722551736204810717495,,,10598494713188111956981960558,65743806237.333,31907258209163,,,223178458245158,253618246641487041.0478360972777E+14,,,179952601657,,97431547531550,bitconnect,bitconnect
2854,2016/10/27,643112889825605,,,23812199331549378910562805,,,10873852215192220461973848210,72993187238.153,42805757689360,,,326226486444353,253618246641508241.0465882547537E+14,,,192472851561,,97754346821518,bitconnect,bitconnect
2855,2016/10/28,4997031002625698,,,10711661951873531717326008,,,10924347446190939309960482986,42724334417.273,34981760809551,,,250724432441522,253618246641513701.0173527114764E+14,,,197982491652,,81643143061472,bitconnect,bitconnect
2856,2016/10/29,460352839623686,,,10589638613554882319892306,,,11244144286193747716909812310,46138451497.171,31986988448789,,,229540421240011,2536182466415137085036314589228,,,184632841608,,77295751291461,bitconnect,bitconnect
2857,2016/10/30,408766828221283,,,9445080901628433225825159,,,11236696231194106483909209394,45454439654.879,27972544608222,,,207814367039435,2536182466415148476369898449176,,,198123391420,,62632140371422,bitconnect,bitconnect
2858,2016/10/31,5151811110828389,,,12609405221530881713840450,,,11143227735192308185952447324,52183577307.354,343489663710638,,,241631428045031,2536182466415169981664327622896,,,230523171636,,81090143301536,bitconnect,bitconnect
2859,2016/11/01,539566981726954,,,13283705642281282730847584,,,11484023198195014291912831414,53895153629.221,343481721311620,,,246506442749025,2536182466415169973350829771605,,,214993381685,,85696951911689,bitconnect,bitconnect
2860,2016/11/02,509816701727322,,,34645385021604278046879217,,,11560386234196469761930763687,1291443571077,36575143448578,,,268285368243519,2536182466415224364719068491400,,,209593791686,,90362634761497,bitconnect,bitconnect
2861,2016/11/03,513862865825663,,,493514202234392894108484003,,,11549968500194453443933056564,1816078242562,37184967499927,,,271843439642346,2536182466415622561514730699690,,,202534491929,,83253045921471,bitconnect,bitconnect
2862,2016/11/04,474308807818010,,,41154927861515267413128506,,,11147657507187021770938074683,166004053403.061,34533455466858,,,247927373932572,2536182466415622557159503514602,,,185173431621,,95602543111262,bitconnect,bitconnect
2863,2016/11/05,478145760222961,,,4076797927134994569551384,,,11210734022187627367946382864,171253965253.42,33759647168247,,,238068340537690,2539658587085622553005065702772,,,176532671455,,79237138091358,bitconnect,bitconnect
2864,2016/11/06,4642411921920214,,,3824593196120973825653185,,,11307589997188262199941002328,171483493164.38,313657112527169,,,225633346334391,2546201873045605551646857812065,,,2012122163091,,73070649521289,bitconnect,bitconnect
2865,2016/11/07,5314941017524613,,,3145350792136720156975786,,,11232358091186642286932346785,114743692166.324,37888855568895,,,274135370341941,2546201873045593858599219756578,,,227342791377,,88663651291399,bitconnect,bitconnect
2866,2016/11/08,583441894723333,,,246708084582189957316250,,,11263790548185819587928332540,83382255176.003,39713054908586,,,295891364441569,2546201873045593867264445718750,,,229543201496,,86618346541476,bitconnect,bitconnect
2867,2016/11/09,544983912724032,,,19504262251313860221573593,,,11561297172187447936908830514,72253596532.458,36896550738954,,,269948365440517,2546201873045593868500747666720,,,243703231656,,89171640191484,bitconnect,bitconnect
2868,2016/11/10,525704982521511,,,12554891871474377110783372,,,11401861000184584474905799889,46294956268.484,37542361447455,,,271206297540164,2546201873045391462531737964001,,,209723231548,,80445431091492,bitconnect,bitconnect
2869,2016/11/11,500894696124168,,,995621287743419039112628,,,11406627309184385761891702307,39132342952.341,34938643968728,,,254456317441070,2546201873045382860581959748739,,,199232612105,,75473030131462,bitconnect,bitconnect
2870,2016/11/12,5066751000022669,,,6716769581281598212563416,,,11313914256182616594867993653,29374030307.309,33562556638326,,,228718318140882,2546201873045382860465042409040,,,175402971525,,71032041121426,bitconnect,bitconnect
2871,2016/11/13,469471774924664,,,7780003422647972912749185,,,11117266275182100895864978985,35826947291.924,31142194589463,,,219515381543673,2546201873045712264651085122085,,,195733241948,,77331644641468,bitconnect,bitconnect
2872,2016/11/14,5614871037821585,,,1084159940152415555349189,,,11206984164187340540860473614,40104489121.916,37607976277635,,,270334339543876,2546201873045857868109469050598,,,227005382687,,79014545351576,bitconnect,bitconnect
2873,2016/11/15,569386937523425,,,12478140382022633610398878,,,11340512720188486022864195953,44535308229.404,38965959998371,,,280196382345330,2546201873045857869609625808758,,,231293723038,,85432945251577,bitconnect,bitconnect
2874,2016/11/16,548689842821711,,,14103473762583851410975056,,,11529005989189435712872753018,48706798263.292,37865053297837,,,289618380141684,2546201873045856167942982634482,,,230163342341,,79126642791481,bitconnect,bitconnect
2875,2016/11/17,550422905621669,,,11896739162431379232028368,,,11864743829189502706857682317,42906907786.204,38384962237807,,,277301352040738,2546201873045851066530412520219,,,229433202645,,89831642051476,bitconnect,bitconnect
2876,2016/11/18,549150763622699,,,11910590481618211010463829,,,11865482697189117912832742589,43195043238.982,38270045898083,,,275777320943785,2724345845965851066438055411680,,,221053042802,,93231034401514,bitconnect,bitconnect
2877,2016/11/19,524407905721762,,,835574589134447828271309,,,11948746236190071428827354346,33474648210.525,35294988647433,,,249618289339289,2818009171935851071949014865557,,,209952502282,,85279143751375,bitconnect,bitconnect
2878,2016/11/20,517241982022563,,,858784187176936526117340,,,11833058084189688846823865782,35745178145.219,34333047807764,,,243463341742125,2818009171935879278335266346297,,,178942941957,,90222348691473,bitconnect,bitconnect
2879,2016/11/21,548221950822238,,,1144615887188109056325051,,,11739893456189863876823924242,40225429148.006,39338360047980,,,285654346542735,2818009171935887584449596012008,,,227703274974,,92241046641537,bitconnect,bitconnect
2880,2016/11/22,515430761236215,,,12687039732523098425563390,,,11860196434189978555851257443,44447024477.062,396496497421813,,,285501359253585,2818009171935887581077735124448,,,225003983026,,95880241901708,bitconnect,bitconnect
2881,2016/11/23,572136750645712,,,12781972831711238823914882,,,11870683433188984754846097757,46185687371.99,386411508630063,,,276777300964289,2818009171935980875589241102578,,,218273132440,,95099434411950,bitconnect,bitconnect
2882,2016/11/24,627191773819894,,,1379893321174366687961874,,,11808807066188884422817886950,42715518215.997,44091451195263,,,328376316136861,2818009171936142268111219919407,,,210612333073,,95163130641424,bitconnect,bitconnect
2883,2016/11/25,591485705133177,,,10754030731436946414250244,,,11754192628188515161808995063,34115350245.377,416766432822868,,,315235268658075,2818009171936142265986567593840,,,204332092533,,94270031531767,bitconnect,bitconnect
2884,2016/11/26,580075696518961,,,883419386156382266564306,,,11752444101188316159805606635,32095603160.874,38687688845799,,,277455279740804,2818009171936215069017176974795,,,197341792231,,94491537741501,bitconnect,bitconnect
2885,2016/11/27,509057981120449,,,695206760128779526462515,,,11719369482187750469783362853,29304223145.392,33381057716104,,,237245305744449,2818009171936654465524158428078,,,198641896856,,82142249491703,bitconnect,bitconnect
2886,2016/11/28,619715954821920,,,1108272500131072387003693,,,11721119460187904093759315249,37144372144.74,41623743697463,,,298366299848388,2818009171936654467649540618317,,,222892444254,,90902869571731,bitconnect,bitconnect
2887,2016/11/29,569254849120279,,,10313455621424041210818136,,,11718082227187100256709530059,36064321229.997,40044154656915,,,289501329647036,2818009171936654469010302114794,,,216023693263,,90609433041692,bitconnect,bitconnect
2888,2016/11/30,544081862321712,,,1006956342153638559968063,,,11805614214187652235726517676,34424516254.43,40862152007147,,,292512340239178,2818009171936741469284299604447,,,214574373429,,91216536662209,bitconnect,bitconnect
2889,2016/12/01,542441808520033,,,1129949533124872628786128,,,11964261805188510150729603874,47173745236.689,33937756716727,,,239536333437121,2818009171936772670310041002384,,,211173663644,,89942637071407,bitconnect,bitconnect
2890,2016/12/02,629587823822450,,,13685196771459677026354356,,,12286801264189890496687944866,43404381632.879,46363051217390,,,315335333441642,2861755399426772671265485462809,,,203352123164,,97648640341462,bitconnect,bitconnect
2891,2016/12/03,6124061041423076,,,9426170931519813437971262,,,12237377113189545452681145302,32754952918.134,40528089189250,,,287816306941357,2867657668216810674252936273639,,,161862372247,,88077941381404,bitconnect,bitconnect
2892,2016/12/04,5756411083822029,,,6986817791090381812959522,,,12231463638189266674663213034,28463600326.906,34330952749378,,,245502302939643,2867657668216905775672242806020,,,163452151852,,85691645091403,bitconnect,bitconnect
2893,2016/12/05,6042511058421585,,,12979700414472753726323301,,,12087489429174467541625602160,46718838632.574,40438266127684,,,277849506141613,2867657668216905773600849613783,,,185582402076,,88260555881491,bitconnect,bitconnect
2894,2016/12/06,671328845725263,,,12465600142275086242732072,,,12101265178170479379591509480,39005716886.558,44484555699746,,,319612398048200,2867657668216905771207341778909,,,202361983178,,96267840751615,bitconnect,bitconnect
2895,2016/12/07,643398875520415,,,11756175711200976418916283,,,12180569813174073351671015532,37953402453.009,43202654916604,,,310580353041757,2867657668216900173643047177206,,,215922083804,,88411039391523,bitconnect,bitconnect
2896,2016/12/08,578224858020736,,,10911557421560122421230619,,,12279720212179761595734972285,38623979536.303,39387553576817,,,282554392139587,2867657668216898876369350674977,,,213022162433,,85009540421416,bitconnect,bitconnect
2897,2016/12/09,539503691322197,,,11714376231409445121095479,,,12310726012179755556724343680,43604679509.012,38003046288540,,,268680301241444,2867657668216898879280439330297,,,197491922236,,93024133001502,bitconnect,bitconnect
2898,2016/12/10,4885741264520577,,,9025309071607895711693671,,,12368057857179075419718364753,36096036288.277,354257108417015,,,250109266740564,2867657668217044680985310483737,,,183312322034,,89839938151428,bitconnect,bitconnect
2899,2016/12/11,4954661175721238,,,8120575541172167415911150,,,12294224569177725609709580175,35474362406.27,32820142447686,,,229746268739164,2867657668217256982937850219048,,,160701922187,,68395750401681,bitconnect,bitconnect
2900,2016/12/12,532703725922171,,,130922069799279208861402,,,12409263874178366826722985063,48763607228.734,37986141337752,,,268506275738741,2867657668217256980878029546952,,,187752131959,,80593235071477,bitconnect,bitconnect
2901,2016/12/13,564772741420342,,,121624728880411709277938,,,12463300890177757360727844605,41713490207.727,40132750997100,,,291579230444664,2867657668217256982224328165903,,,207492292874,,81481930271538,bitconnect,bitconnect
2902,2016/12/14,535625789822600,,,1284759988103140418807862,,,12450063290176957287724640346,44894077186.236,39247643968898,,,286189253047294,2867657668216971481678014786170,,,211012482608,,90154530661835,bitconnect,bitconnect
2903,2016/12/15,534271696323721,,,15888319681465181116878077,,,12451306572177332090691622560,56235274366.103,38685260469998,,,282558277846102,3083122739026912382533566446746,,,193412162306,,95534334271582,bitconnect,bitconnect
2904,2016/12/16,558336867722318,,,14663106161159322411091020,,,12489847257177460710679543977,52514064252.338,38750360087796,,,279228285343953,3101538557036912384138040153489,,,192422001920,,96653434341506,bitconnect,bitconnect
2905,2016/12/17,507908736120930,,,10379813111527869623686966,,,12612961543178103968663656232,43685544600.552,34756096267685,,,237986275639442,3101538557036876884534055963890,,,183642131919,,81695144551418,bitconnect,bitconnect
2906,2016/12/18,467400859119391,,,11105323811960859816903809,,,12630889043179810321680464390,47137056461.348,32471439577441,,,235648277936640,3101538557036754387759902841941,,,189303181898,,86133436321345,bitconnect,bitconnect
2907,2016/12/19,569466719023464,,,14524087231647041010663300,,,12660420606178762785671630751,51785538233.849,39292950948044,,,281978297445599,3101538557036754388901803448092,,,257182782955,,91469235681616,bitconnect,bitconnect
2908,2016/12/20,581498790723840,,,15304299462323607210585535,,,12669809799178139322662328592,51656241239.27,39996850208535,,,296335372344241,3101538557036754390508375478344,,,229453072904,,97029740051536,bitconnect,bitconnect
2909,2016/12/21,620386781723131,,,23110414721443191516060392,,,13009832007178606646673253850,71004235316.193,42723952488839,,,325518340850793,3101538557036884690111207881563,,,255316412514,,96388342811769,bitconnect,bitconnect
2910,2016/12/22,605495857329585,,,20944757242540189825346740,,,13675021187179885898662549795,66607425459.405,41995355488766,,,314485343755173,3101538557036921688551562938904,,,272883612557,,91975343121762,bitconnect,bitconnect
2911,2016/12/23,5610451052323461,,,23547754404985903045807681,,,14355822839190840601638754492,7725106561032,40673361367693,,,304845467944391,3101538557036921682165845261670,,,294485352213,,88790757851522,bitconnect,bitconnect
2912,2016/12/24,4813731694521190,,,13690207855592794817030958,,,14406590528219792568631361122,568811824451.068,328258109287159,,,240683473037757,3101538557036882476928058048259,,,220455852168,,85480771731361,bitconnect,bitconnect
2913,2016/12/25,411608779019184,,,952391937395099167622234,,,13991763192206714490627642941,487711042208.252,26765051326388,,,197199357836601,3101538557036545378749733949108,,,179253012092,,64804338411317,bitconnect,bitconnect
2914,2016/12/26,535596833319074,,,1355375745378878915993107,,,14395304821208019628629474013,553711851173.387,33907647646498,,,244772324834565,3101538557036545382528379445042,,,198948462460,,85578038161294,bitconnect,bitconnect
2915,2016/12/27,575134926120107,,,20407546412248983210142783,,,14624470401210109530625303470,68856951239.386,40245462137156,,,296390325842370,3101538557036545380947196169414,,,225258722280,,87655635041558,bitconnect,bitconnect
2916,2016/12/28,556252838921043,,,19591619934247516320836161,,,15256653605217995540627460295,641911214480.251,41336657987699,,,305230380443386,3120834342126991979482363279121,,,241515082142,,86839744581531,bitconnect,bitconnect
2917,2016/12/29,574261793921974,,,17187788752392853637168210,,,15504767388220979512707566698,56457216798.526,41096852028536,,,304455331646546,3176884003547062878498064490360,,,225023652424,,94031535001678,bitconnect,bitconnect
2918,2016/12/30,574927863821314,,,20974964375142181326999205,,,15271009245215429406719108635,731715058605.893,39411059697878,,,286661341544561,3176884003547062878996386045432,,,189712802272,,87162534931623,bitconnect,bitconnect
2919,2016/12/31,521814758022373,,,13124124722486091250848828,,,15302156774211564288699226103,524794571234,34922452368545,,,250125264641220,3176884003547464781073024515394,,,184832242161,,80383331781544,bitconnect,bitconnect
2920,2017/01/01,423375821519246,,,10509883952030751514974010,,,15596414034215635324720372078,58287589386.626,259213111756511,,,180346274738730,3176884003547701079895312719887,,,210712961791,,69845751071390,bitconnect,bitconnect
2921,2017/01/02,6007081088921119,,,15873595284666517823378127,,,16221390111223072632716123995,555211349589.583,39654563577688,,,290792411239652,3176884003547701080590621394785,,,264612201751,,94479553911458,bitconnect,bitconnect
2922,2017/01/03,545102929621256,,,19818448122778800144648459,,,16341508214222428905771464928,65737873973.094,40263158788512,,,301500360445883,3176884003547691280544805734306,,,272692852639,,90649145101627,bitconnect,bitconnect
2923,2017/01/04,5844141371526548,,,26653850896252886882102331,,,17268680621225446531914403483,8114123601620,430480857910889,,,328489505950673,3176884003547595987318226210638,,,316113043452,,98598061201717,bitconnect,bitconnect
2924,2017/01/05,5492101164026954,,,31304834567769037484707366,,,16789072075216627977918150659,10856165271708,389602756610244,,,288361472749596,3176884003547595990095806751431,,,334077742896,,98411456301676,bitconnect,bitconnect
2925,2017/01/06,6360091031024955,,,28754890223983478374238324,,,14914627607197316777877128248,830595571695,440939657810350,,,346244416943804,3176884003547595991836668487686,,,290655162283,,98424846861593,bitconnect,bitconnect
2926,2017/01/07,5758181871323381,,,18616403132788029043037241,,,13910322895187129078857242615,66326817986.595,379193115438745,,,281922411243622,3176884003547560993445343692936,,,227172631653,,98716366701570,bitconnect,bitconnect
2927,2017/01/08,517117892822002,,,15248565582240146924986593,,,14609443558193901452875844088,58666844584.796,34316854857912,,,259934327442727,3176884003547535794533533369415,,,195952491734,,81033737381557,bitconnect,bitconnect
2928,2017/01/09,513475985224688,,,18648987243054014846010639,,,14321031800196728255914661449,69128692996.16,367296666210006,,,269811353646188,3176884003547535797381935320019,,,232773071968,,92292045301595,bitconnect,bitconnect
2929,2017/01/10,5897391255123014,,,211944478111214209447725554,,,14456981527218756648912636288,654724328990.588,40759784298381,,,323728461348179,3194894815207533498721760527686,,,229183281847,,95963866411686,bitconnect,bitconnect
2930,2017/01/11,5252871288823870,,,33552311105840504246318155,,,13562544471205034569881198050,11077123411024,38078471769143,,,302905475845221,3368999327967496499095850029332,,,292282471661,,92293350911591,bitconnect,bitconnect
2931,2017/01/12,5257781008424063,,,27498144093213028843254375,,,12565911783192900604834793210,95028687855.015,37780965209360,,,294953373450589,3368999327967496499976126609117,,,303872231611,,80159637411697,bitconnect,bitconnect
2932,2017/01/13,513655900122346,,,19001565092288806123913392,,,12952126834193904212842033547,70455764470.43,36599959218588,,,272597397150833,336899932796749641.0135572174708E+14,,,287852031739,,84040541511729,bitconnect,bitconnect
2933,2017/01/14,4872201323621258,,,1236862491179685349009453,,,13281564520193763193844561491,51095879214.286,334497130487887,,,242097307542044,336899932796827241.0251731609855E+14,,,223672431446,,74268454691499,bitconnect,bitconnect
2934,2017/01/15,4757291800721621,,,1406243872136130655692781,,,13131466252192147088855495657,59633815136.361,31406357767294,,,235832357841748,336899932796836321.0364129259949E+14,,,222322111820,,67698592691498,bitconnect,bitconnect
2935,2017/01/16,513070885924202,,,1722603291138099707727945,,,13289558721191152391844944612,64404443170.313,36794857279257,,,267471310845375,336899932796836321.0413386475642E+14,,,241032831817,,75825234551575,bitconnect,bitconnect
2936,2017/01/17,551064929724018,,,20159269312040532015536456,,,14052570217192503087877813270,68915527332.893,39395771468454,,,292539369246671,336899932796866491.0381676706914E+14,,,256483411821,,90015941271642,bitconnect,bitconnect
2937,2017/01/18,574624974822465,,,1707025393433338988883453,,,14212417051191177940895935602,576213047197.436,39102758697951,,,296950332644994,336899932796886171.0205258998206E+14,,,264913182604,,89376038021583,bitconnect,bitconnect
2938,2017/01/19,6208811046623087,,,23161456061011301210257475,,,14330784424190467440901098724,77092092235.112,40616365048829,,,300431483543628,336899932796886171.0718357959237E+14,,,278482811887,,83428648441552,bitconnect,bitconnect
2939,2017/01/20,5872821029824250,,,23076138115206987428365899,,,14366443695191507222925973295,773912132619.681,40563669059280,,,298188430145775,336899932796909951.0685688629655E+14,,,233654381648,,72219042421609,bitconnect,bitconnect
2940,2017/01/21,552658883022677,,,14008207261796110410131579,,,14731178984192206634943896034,53195483233.975,368564127198307,,,263381327643302,336899932796953191.0835796084258E+14,,,208332581416,,69300649691504,bitconnect,bitconnect
2941,2017/01/22,4952221458022552,,,10438642813831215010555028,,,14830326382190817118949615555,441011292222.53,32477460237853,,,236712339347432,339477557143953191.0881066454634E+14,,,208162491596,,67447754401616,bitconnect,bitconnect
2942,2017/01/23,550007873722709,,,1396488287209203409435227,,,14787301874189081922942964991,59626473204.775,33096962048372,,,235392325646076,392963262344953191.1110918238257E+14,,,248092881924,,90860144381612,bitconnect,bitconnect
2943,2017/01/24,603034878424008,,,1770864417117619708363837,,,14597120437187495630934890346,63694220165.903,39692955448517,,,278028278750414,392963262344962261.0988457476756E+14,,,283044201831,,97357533801754,bitconnect,bitconnect
2944,2017/01/25,614252826422116,,,1724662585167284709927054,,,14405123941184532560924742828,56625974214.611,40630054607811,,,304578280646256,392963262344963111.1002119402993E+14,,,272782851851,,98775833271644,bitconnect,bitconnect
2945,2017/01/26,627055901722307,,,19085512521181955411224495,,,14565329736185916271926625018,61214718239.553,41266159338284,,,313600250546856,392963262344963111.1165382950181E+14,,,243662891771,,99305532471673,bitconnect,bitconnect
2946,2017/01/27,605182787722160,,,16446510831490577810714776,,,14738669922188978243922987279,62506129229.537,37131655297909,,,263162243646680,392963262344976731.1270672597133E+14,,,231782971834,,83759732381658,bitconnect,bitconnect
2947,2017/01/28,555265783021705,,,114375435190749866291142,,,14776395334190252944925421299,46453786139.218,356486122327763,,,246243240245189,392963262344991141.1159725169047E+14,,,213003031470,,87738350801628,bitconnect,bitconnect
2948,2017/01/29,5661271263721303,,,125775709475923799096845,,,14756965572190080895922660656,52093187213.998,33810452487392,,,241460238242509,392963262344991141.106772292114E+14,,,207892421466,,86240949721523,bitconnect,bitconnect
2949,2017/01/30,545227980522720,,,13372754071461262887287725,,,14761332072192939764924763578,546938828160.632,35688864718414,,,247264376745369,392963262344991141.109653613824E+14,,,271703091479,,95502944451579,bitconnect,bitconnect
2950,2017/01/31,5697311045222257,,,16782155563798946013499660,,,15115565716200910983933965946,545711444309.278,42672767168260,,,307538332043649,392963262344987181.1273665584762E+14,,,237113941472,,95946340221539,bitconnect,bitconnect
2951,2017/02/01,6752441021122955,,,20123012721575769513488867,,,15624956141200153299939886606,57436002302.842,47319854748375,,,350368264144541,392963262344987111.1155652919217E+14,,,226003011673,,96220742001607,bitconnect,bitconnect
2952,2017/02/02,5838921157123244,,,1829443427786770213066322,,,15949416372199760037940003113,70533160298.939,36419260648833,,,259402249143709,392963262344987111.1388956967048E+14,,,235473113207,,91387452211578,bitconnect,bitconnect
2953,2017/02/03,606928901422550,,,24580462001645916017582696,,,16271270696199136735949823548,76006113411.022,45122662428164,,,323414269342778,3929632623441009421.1232107156907E+14,,,266943672049,,97073641651568,bitconnect,bitconnect
2954,2017/02/04,5921081937123919,,,21459255681663730619839905,,,16349937403197197490993179802,75635487436.906,399400134418986,,,284634303245410,3935717478561023991.1266498285916E+14,,,271123661494,,95207352171560,bitconnect,bitconnect
2955,2017/02/05,5712321462424468,,,1827815638106450918329992,,,16396973092196059208990296334,62612766178.978,39857062059134,,,291942384946542,4221705668841023991.1816252160951E+14,,,235303711482,,95786268161614,bitconnect,bitconnect
