,date,active_addresses,confirmation_time,top_100_percent,send_usd,av_transaction_size,hashrate,market_cap,av_transaction_value,sent_addresses,google_trends,fee_reward,transactions,difficulty,mining_profitability,median_transaction_value,tweets,median_transaction_size,block_size,full_name,coin
0,2009/01/03,nullnullnull,,,,,,,,,,,nullnullnull,1nullnull,,,,,204nullnull,bitconnect,bitconnect
1,2009/01/04,nullnullnull,,,,,,,,,,,nullnullnull,nullnullnull,,,,,nullnullnull,bitconnect,bitconnect
2,2009/01/05,nullnullnull,,,,,,,,,,,nullnullnull,nullnullnull,,,,,nullnullnull,bitconnect,bitconnect
3,2009/01/06,nullnullnull,,,,,,,,,,,nullnullnull,nullnullnull,,,,,nullnullnull,bitconnect,bitconnect
4,2009/01/07,nullnullnull,,,,,,,,,,,nullnullnull,nullnullnull,,,,,nullnullnull,bitconnect,bitconnect
5,2009/01/08,nullnullnull,,,,,,,,,,,nullnullnull,nullnullnull,,,,,nullnullnull,bitconnect,bitconnect
6,2009/01/09,14nullnull,,,,,,,,1nullnull,,,nullnullnull,1nullnull,,,,,134nullnull,bitconnect,bitconnect
7,2009/01/10,61nullnull,,,,,,,,nullnullnull,,,nullnullnull,1nullnull,,,,,134.23nullnull,bitconnect,bitconnect
8,2009/01/11,93nullnull,,,,,,,,1nullnull,,,nullnullnull,1nullnull,,,,,134.409nullnull,bitconnect,bitconnect
9,2009/01/12,102nullnull,,,,,,,,7nullnull,,,7nullnull,1nullnull,,,,,153.372nullnull,bitconnect,bitconnect
10,2009/01/13,123nullnull,,,,,,,,10nullnull,,,nullnullnull,1nullnull,,,,,134.667nullnull,bitconnect,bitconnect
11,2009/01/14,133nullnull,,,,,,,,20nullnull,,,1nullnull,1nullnull,,,,,138.194nullnull,bitconnect,bitconnect
12,2009/01/15,140nullnull,,,,,,,,18nullnull,,,8nullnull,1nullnull,,,,,157.579nullnull,bitconnect,bitconnect
13,2009/01/16,114nullnull,,,,,,,,16nullnull,,,2nullnull,1nullnull,,,,,139.87nullnull,bitconnect,bitconnect
14,2009/01/17,109nullnull,,,,,,,,18nullnull,,,nullnullnull,1nullnull,,,,,134.853nullnull,bitconnect,bitconnect
15,2009/01/18,111nullnull,,,,,,,,16nullnull,,,1nullnull,1nullnull,,,,,138.944nullnull,bitconnect,bitconnect
16,2009/01/19,133nullnull,,,,,,,,22nullnull,,,2nullnull,1nullnull,,,,,151.896nullnull,bitconnect,bitconnect
17,2009/01/20,123nullnull,,,,,,,,21nullnull,,,1nullnull,1nullnull,,,,,143.728nullnull,bitconnect,bitconnect
18,2009/01/21,105nullnull,,,,,,,,22nullnull,,,1nullnull,1nullnull,,,,,137.99nullnull,bitconnect,bitconnect
19,2009/01/22,102nullnull,,,,,,,,12nullnull,,,1nullnull,1nullnull,,,,,147.747nullnull,bitconnect,bitconnect
20,2009/01/23,95nullnull,,,,,,,,18nullnull,,,2nullnull,1nullnull,,,,,148.238nullnull,bitconnect,bitconnect
21,2009/01/24,212nullnull,,,,,,,,22nullnull,,,1nullnull,1nullnull,,,,,141.06nullnull,bitconnect,bitconnect
22,2009/01/25,193nullnull,,,,,,,,14nullnull,,,1nullnull,1nullnull,,,,,136nullnull,bitconnect,bitconnect
23,2009/01/26,117nullnull,,,,,,,,17nullnull,,,1nullnull,1nullnull,,,,,158.948nullnull,bitconnect,bitconnect
24,2009/01/27,101nullnull,,,,,,,,8nullnull,,,1nullnull,1nullnull,,,,,139.309nullnull,bitconnect,bitconnect
25,2009/01/28,112nullnull,,,,,,,,23nullnull,,,nullnullnull,1nullnull,,,,,134.652nullnull,bitconnect,bitconnect
26,2009/01/29,134nullnull,,,,,,,,24nullnull,,,1nullnull,1nullnull,,,,,146.256nullnull,bitconnect,bitconnect
27,2009/01/30,117nullnull,,,,,,,,23nullnull,,,nullnullnull,1nullnull,,,,,134.872nullnull,bitconnect,bitconnect
28,2009/01/31,159nullnull,,,,,,,,36nullnull,,,1nullnull,1nullnull,,,,,151.464nullnull,bitconnect,bitconnect
29,2009/02/01,116nullnull,,,,,,,,31nullnull,,,1nullnull,1nullnull,,,,,137.204nullnull,bitconnect,bitconnect
30,2009/02/02,130nullnull,,,,,,,,37nullnull,,,1nullnull,1nullnull,,,,,136.094nullnull,bitconnect,bitconnect
31,2009/02/03,154nullnull,,,,,,,,50nullnull,,,16nullnull,1nullnull,,,,,167.496nullnull,bitconnect,bitconnect
32,2009/02/04,119nullnull,,,,,,,,26nullnull,,,nullnullnull,1nullnull,,,,,134.739nullnull,bitconnect,bitconnect
33,2009/02/05,126nullnull,,,,,,,,34nullnull,,,nullnullnull,1nullnull,,,,,134.722nullnull,bitconnect,bitconnect
34,2009/02/06,122nullnull,,,,,,,,19nullnull,,,nullnullnull,1nullnull,,,,,134.836nullnull,bitconnect,bitconnect
35,2009/02/07,156nullnull,,,,,,,,32nullnull,,,4nullnull,1nullnull,,,,,159.31nullnull,bitconnect,bitconnect
36,2009/02/08,134nullnull,,,,,,,,46nullnull,,,1nullnull,1nullnull,,,,,136.576nullnull,bitconnect,bitconnect
37,2009/02/09,179nullnull,,,,,,,,34nullnull,,,1nullnull,1nullnull,,,,,172.604nullnull,bitconnect,bitconnect
38,2009/02/10,120nullnull,,,,,,,,18nullnull,,,nullnullnull,1nullnull,,,,,134.667nullnull,bitconnect,bitconnect
39,2009/02/11,147nullnull,,,,,,,,27nullnull,,,2nullnull,1nullnull,,,,,148.128nullnull,bitconnect,bitconnect
40,2009/02/12,119nullnull,,,,,,,,22nullnull,,,nullnullnull,1nullnull,,,,,134.874nullnull,bitconnect,bitconnect
41,2009/02/13,124nullnull,,,,,,,,27nullnull,,,nullnullnull,1nullnull,,,,,134.903nullnull,bitconnect,bitconnect
42,2009/02/14,136nullnull,,,,,,,,29nullnull,,,nullnullnull,1nullnull,,,,,134.787nullnull,bitconnect,bitconnect
43,2009/02/15,142nullnull,,,,,,,,32nullnull,,,3nullnull,1nullnull,,,,,148.383nullnull,bitconnect,bitconnect
44,2009/02/16,153nullnull,,,,,,,,26nullnull,,,1nullnull,1nullnull,,,,,163.172nullnull,bitconnect,bitconnect
45,2009/02/17,117nullnull,,,,,,,,27nullnull,,,nullnullnull,1nullnull,,,,,134.897nullnull,bitconnect,bitconnect
46,2009/02/18,118nullnull,,,,,,,,23nullnull,,,nullnullnull,1nullnull,,,,,134.941nullnull,bitconnect,bitconnect
47,2009/02/19,141nullnull,,,,,,,,37nullnull,,,1nullnull,1nullnull,,,,,150.048nullnull,bitconnect,bitconnect
48,2009/02/20,122nullnull,,,,,,,,29nullnull,,,nullnullnull,1nullnull,,,,,134.852nullnull,bitconnect,bitconnect
49,2009/02/21,114nullnull,,,,,,,,22nullnull,,,nullnullnull,1nullnull,,,,,134.965nullnull,bitconnect,bitconnect
50,2009/02/22,133nullnull,,,,,,,,28nullnull,,,4nullnull,1nullnull,,,,,147.545nullnull,bitconnect,bitconnect
51,2009/02/23,108nullnull,,,,,,,,22nullnull,,,nullnullnull,1nullnull,,,,,134.991nullnull,bitconnect,bitconnect
52,2009/02/24,106nullnull,,,,,,,,16nullnull,,,nullnullnull,1nullnull,,,,,134.934nullnull,bitconnect,bitconnect
53,2009/02/25,105nullnull,,,,,,,,16nullnull,,,nullnullnull,1nullnull,,,,,134.867nullnull,bitconnect,bitconnect
54,2009/02/26,107nullnull,,,,,,,,14nullnull,,,nullnullnull,1nullnull,,,,,134.963nullnull,bitconnect,bitconnect
55,2009/02/27,152nullnull,,,,,,,,26nullnull,,,1nullnull,1nullnull,,,,,170.8nullnull,bitconnect,bitconnect
56,2009/02/28,107nullnull,,,,,,,,8nullnull,,,1nullnull,1nullnull,,,,,143.525nullnull,bitconnect,bitconnect
57,2009/03/01,105nullnull,,,,,,,,16nullnull,,,nullnullnull,1nullnull,,,,,134.952nullnull,bitconnect,bitconnect
58,2009/03/02,108nullnull,,,,,,,,15nullnull,,,nullnullnull,1nullnull,,,,,134.963nullnull,bitconnect,bitconnect
59,2009/03/03,114nullnull,,,,,,,,17nullnull,,,2nullnull,1nullnull,,,,,144.429nullnull,bitconnect,bitconnect
60,2009/03/04,130nullnull,,,,,,,,22nullnull,,,2nullnull,1nullnull,,,,,163.712nullnull,bitconnect,bitconnect
61,2009/03/05,121nullnull,,,,,,,,23nullnull,,,1nullnull,1nullnull,,,,,143.411nullnull,bitconnect,bitconnect
62,2009/03/06,117nullnull,,,,,,,,31nullnull,,,nullnullnull,1nullnull,,,,,134.923nullnull,bitconnect,bitconnect
63,2009/03/07,109nullnull,,,,,,,,25nullnull,,,nullnullnull,1nullnull,,,,,134.972nullnull,bitconnect,bitconnect
64,2009/03/08,142nullnull,,,,,,,,19nullnull,,,3nullnull,1nullnull,,,,,162.591nullnull,bitconnect,bitconnect
65,2009/03/09,108nullnull,,,,,,,,21nullnull,,,nullnullnull,1nullnull,,,,,134.713nullnull,bitconnect,bitconnect
66,2009/03/10,107nullnull,,,,,,,,21nullnull,,,nullnullnull,1nullnull,,,,,134.972nullnull,bitconnect,bitconnect
67,2009/03/11,114nullnull,,,,,,,,25nullnull,,,nullnullnull,1nullnull,,,,,134.886nullnull,bitconnect,bitconnect
68,2009/03/12,122nullnull,,,,,,,,30nullnull,,,1nullnull,1nullnull,,,,,138.534nullnull,bitconnect,bitconnect
69,2009/03/13,127nullnull,,,,,,,,14nullnull,,,1nullnull,1nullnull,,,,,148.389nullnull,bitconnect,bitconnect
70,2009/03/14,110nullnull,,,,,,,,24nullnull,,,nullnullnull,1nullnull,,,,,134.791nullnull,bitconnect,bitconnect
71,2009/03/15,123nullnull,,,,,,,,28nullnull,,,nullnullnull,1nullnull,,,,,134.967nullnull,bitconnect,bitconnect
72,2009/03/16,170nullnull,,,,,,,,28nullnull,,,1nullnull,1nullnull,,,,,180.512nullnull,bitconnect,bitconnect
73,2009/03/17,114nullnull,,,,,,,,24nullnull,,,nullnullnull,1nullnull,,,,,134.965nullnull,bitconnect,bitconnect
74,2009/03/18,129nullnull,,,,,,,,16nullnull,,,2nullnull,1nullnull,,,,,149.711nullnull,bitconnect,bitconnect
75,2009/03/19,122nullnull,,,,,,,,26nullnull,,,nullnullnull,1nullnull,,,,,134.787nullnull,bitconnect,bitconnect
76,2009/03/20,131nullnull,,,,,,,,27nullnull,,,1nullnull,1nullnull,,,,,146.856nullnull,bitconnect,bitconnect
77,2009/03/21,50nullnull,,,,,,,,26nullnull,,,nullnullnull,1nullnull,,,,,134.88nullnull,bitconnect,bitconnect
78,2009/03/22,131nullnull,,,,,,,,33nullnull,,,2nullnull,1nullnull,,,,,146.126nullnull,bitconnect,bitconnect
79,2009/03/23,130nullnull,,,,,,,,30nullnull,,,nullnullnull,1nullnull,,,,,134.923nullnull,bitconnect,bitconnect
80,2009/03/24,105nullnull,,,,,,,,17nullnull,,,nullnullnull,1nullnull,,,,,134.981nullnull,bitconnect,bitconnect
81,2009/03/25,117nullnull,,,,,,,,29nullnull,,,nullnullnull,1nullnull,,,,,134.786nullnull,bitconnect,bitconnect
82,2009/03/26,146nullnull,,,,,,,,25nullnull,,,1nullnull,1nullnull,,,,,162.607nullnull,bitconnect,bitconnect
83,2009/03/27,106nullnull,,,,,,,,22nullnull,,,nullnullnull,1nullnull,,,,,134.953nullnull,bitconnect,bitconnect
84,2009/03/28,140nullnull,,,,,,,,28nullnull,,,3nullnull,1nullnull,,,,,155.235nullnull,bitconnect,bitconnect
85,2009/03/29,116nullnull,,,,,,,,25nullnull,,,nullnullnull,1nullnull,,,,,134.966nullnull,bitconnect,bitconnect
86,2009/03/30,120nullnull,,,,,,,,33nullnull,,,nullnullnull,1nullnull,,,,,134.85nullnull,bitconnect,bitconnect
87,2009/03/31,143nullnull,,,,,,,,18nullnull,,,1nullnull,1nullnull,,,,,168.518nullnull,bitconnect,bitconnect
88,2009/04/01,114nullnull,,,,,,,,23nullnull,,,nullnullnull,1nullnull,,,,,134.86nullnull,bitconnect,bitconnect
89,2009/04/02,115nullnull,,,,,,,,26nullnull,,,nullnullnull,1nullnull,,,,,134.887nullnull,bitconnect,bitconnect
90,2009/04/03,116nullnull,,,,,,,,31nullnull,,,nullnullnull,1nullnull,,,,,134.948nullnull,bitconnect,bitconnect
91,2009/04/04,113nullnull,,,,,,,,27nullnull,,,nullnullnull,1nullnull,,,,,134.743nullnull,bitconnect,bitconnect
92,2009/04/05,148nullnull,,,,,,,,37nullnull,,,2nullnull,1nullnull,,,,,150.554nullnull,bitconnect,bitconnect
93,2009/04/06,109nullnull,,,,,,,,22nullnull,,,nullnullnull,1nullnull,,,,,134.982nullnull,bitconnect,bitconnect
94,2009/04/07,100nullnull,,,,,,,,9nullnull,,,nullnullnull,1nullnull,,,,,134.99nullnull,bitconnect,bitconnect
95,2009/04/08,105nullnull,,,,,,,,18nullnull,,,nullnullnull,1nullnull,,,,,135nullnull,bitconnect,bitconnect
96,2009/04/09,99nullnull,,,,,,,,18nullnull,,,nullnullnull,1nullnull,,,,,134.737nullnull,bitconnect,bitconnect
97,2009/04/10,108nullnull,,,,,,,,22nullnull,,,nullnullnull,1nullnull,,,,,134.944nullnull,bitconnect,bitconnect
98,2009/04/11,128nullnull,,,,,,,,32nullnull,,,1nullnull,1nullnull,,,,,142.333nullnull,bitconnect,bitconnect
99,2009/04/12,127nullnull,,,,,,,,24nullnull,,,2nullnull,1nullnull,,,,,143.712nullnull,bitconnect,bitconnect
100,2009/04/13,117nullnull,,,,,,,,27nullnull,,,1nullnull,1nullnull,,,,,136.965nullnull,bitconnect,bitconnect
101,2009/04/14,124nullnull,,,,,,,,35nullnull,,,nullnullnull,1nullnull,,,,,134.952nullnull,bitconnect,bitconnect
102,2009/04/15,113nullnull,,,,,,,,22nullnull,,,nullnullnull,1nullnull,,,,,134.743nullnull,bitconnect,bitconnect
103,2009/04/16,123nullnull,,,,,,,,28nullnull,,,nullnullnull,1nullnull,,,,,134.894nullnull,bitconnect,bitconnect
104,2009/04/17,112nullnull,,,,,,,,16nullnull,,,nullnullnull,1nullnull,,,,,134.857nullnull,bitconnect,bitconnect
105,2009/04/18,131nullnull,,,,,,,,29nullnull,,,4nullnull,1nullnull,,,,,141.04nullnull,bitconnect,bitconnect
106,2009/04/19,128nullnull,,,,,,,,22nullnull,,,1nullnull,1nullnull,,,,,143nullnull,bitconnect,bitconnect
107,2009/04/20,236nullnull,,,,,,,,26nullnull,,,2nullnull,1nullnull,,,,,246.034nullnull,bitconnect,bitconnect
108,2009/04/21,125nullnull,,,,,,,,26nullnull,,,1nullnull,1nullnull,,,,,136.74nullnull,bitconnect,bitconnect
109,2009/04/22,121nullnull,,,,,,,,21nullnull,,,nullnullnull,1nullnull,,,,,134.967nullnull,bitconnect,bitconnect
110,2009/04/23,75nullnull,,,,,,,,15nullnull,,,nullnullnull,1nullnull,,,,,134.68nullnull,bitconnect,bitconnect
111,2009/04/24,115nullnull,,,,,,,,24nullnull,,,nullnullnull,1nullnull,,,,,134.904nullnull,bitconnect,bitconnect
112,2009/04/25,118nullnull,,,,,,,,29nullnull,,,nullnullnull,1nullnull,,,,,134.864nullnull,bitconnect,bitconnect
113,2009/04/26,128nullnull,,,,,,,,23nullnull,,,2nullnull,1nullnull,,,,,151.054nullnull,bitconnect,bitconnect
114,2009/04/27,104nullnull,,,,,,,,16nullnull,,,nullnullnull,1nullnull,,,,,134.894nullnull,bitconnect,bitconnect
115,2009/04/28,117nullnull,,,,,,,,28nullnull,,,nullnullnull,1nullnull,,,,,134.632nullnull,bitconnect,bitconnect
116,2009/04/29,149nullnull,,,,,,,,24nullnull,,,1nullnull,1nullnull,,,,,153.094nullnull,bitconnect,bitconnect
117,2009/04/30,131nullnull,,,,,,,,22nullnull,,,nullnullnull,1nullnull,,,,,134.954nullnull,bitconnect,bitconnect
118,2009/05/01,121nullnull,,,,,,,,32nullnull,,,nullnullnull,1nullnull,,,,,134.876nullnull,bitconnect,bitconnect
119,2009/05/02,142nullnull,,,,,,,,42nullnull,,,2nullnull,1nullnull,,,,,150.373nullnull,bitconnect,bitconnect
120,2009/05/03,110nullnull,,,,,,,,35nullnull,,,3nullnull,1nullnull,,,,,142.726nullnull,bitconnect,bitconnect
121,2009/05/04,159nullnull,,,,,,,,33nullnull,,,1nullnull,1nullnull,,,,,161.93nullnull,bitconnect,bitconnect
122,2009/05/05,146nullnull,,,,,,,,36nullnull,,,1nullnull,1nullnull,,,,,143.667nullnull,bitconnect,bitconnect
123,2009/05/06,135nullnull,,,,,,,,37nullnull,,,nullnullnull,1nullnull,,,,,134.978nullnull,bitconnect,bitconnect
124,2009/05/07,122nullnull,,,,,,,,32nullnull,,,nullnullnull,1nullnull,,,,,135nullnull,bitconnect,bitconnect
125,2009/05/08,107nullnull,,,,,,,,21nullnull,,,nullnullnull,1nullnull,,,,,134.944nullnull,bitconnect,bitconnect
126,2009/05/09,78nullnull,,,,,,,,25nullnull,,,nullnullnull,1nullnull,,,,,134.487nullnull,bitconnect,bitconnect
127,2009/05/10,85nullnull,,,,,,,,25nullnull,,,nullnullnull,1nullnull,,,,,134.753nullnull,bitconnect,bitconnect
128,2009/05/11,123nullnull,,,,,,,,20nullnull,,,1nullnull,1nullnull,,,,,137.858nullnull,bitconnect,bitconnect
129,2009/05/12,130nullnull,,,,,,,,19nullnull,,,nullnullnull,1nullnull,,,,,134.923nullnull,bitconnect,bitconnect
130,2009/05/13,117nullnull,,,,,,,,27nullnull,,,5nullnull,1nullnull,,,,,144.775nullnull,bitconnect,bitconnect
131,2009/05/14,145nullnull,,,,,,,,48nullnull,,,3nullnull,1nullnull,,,,,140.086nullnull,bitconnect,bitconnect
132,2009/05/15,146nullnull,,,,,,,,35nullnull,,,1nullnull,1nullnull,,,,,143.603nullnull,bitconnect,bitconnect
133,2009/05/16,119nullnull,,,,,,,,25nullnull,,,nullnullnull,1nullnull,,,,,134.95nullnull,bitconnect,bitconnect
134,2009/05/17,127nullnull,,,,,,,,28nullnull,,,nullnullnull,1nullnull,,,,,134.961nullnull,bitconnect,bitconnect
135,2009/05/18,118nullnull,,,,,,,,21nullnull,,,nullnullnull,1nullnull,,,,,134.924nullnull,bitconnect,bitconnect
136,2009/05/19,86nullnull,,,,,,,,15nullnull,,,nullnullnull,1nullnull,,,,,134.884nullnull,bitconnect,bitconnect
137,2009/05/20,120nullnull,,,,,,,,29nullnull,,,nullnullnull,1nullnull,,,,,134.733nullnull,bitconnect,bitconnect
138,2009/05/21,82nullnull,,,,,,,,15nullnull,,,nullnullnull,1nullnull,,,,,134.963nullnull,bitconnect,bitconnect
139,2009/05/22,61nullnull,,,,,,,,10nullnull,,,nullnullnull,1nullnull,,,,,134.967nullnull,bitconnect,bitconnect
140,2009/05/23,32nullnull,,,,,,,,4nullnull,,,nullnullnull,1nullnull,,,,,134.938nullnull,bitconnect,bitconnect
141,2009/05/24,100nullnull,,,,,,,,24nullnull,,,nullnullnull,1nullnull,,,,,134.9nullnull,bitconnect,bitconnect
142,2009/05/25,109nullnull,,,,,,,,19nullnull,,,nullnullnull,1nullnull,,,,,134.954nullnull,bitconnect,bitconnect
143,2009/05/26,125nullnull,,,,,,,,38nullnull,,,nullnullnull,1nullnull,,,,,134.904nullnull,bitconnect,bitconnect
144,2009/05/27,119nullnull,,,,,,,,37nullnull,,,nullnullnull,1nullnull,,,,,134.731nullnull,bitconnect,bitconnect
145,2009/05/28,95nullnull,,,,,,,,16nullnull,,,nullnullnull,1nullnull,,,,,134.884nullnull,bitconnect,bitconnect
146,2009/05/29,167nullnull,,,,,,,,21nullnull,,,1nullnull,1nullnull,,,,,199.84nullnull,bitconnect,bitconnect
147,2009/05/30,109nullnull,,,,,,,,20nullnull,,,nullnullnull,1nullnull,,,,,134.716nullnull,bitconnect,bitconnect
148,2009/05/31,96nullnull,,,,,,,,24nullnull,,,nullnullnull,1nullnull,,,,,135nullnull,bitconnect,bitconnect
149,2009/06/01,73nullnull,,,,,,,,15nullnull,,,1nullnull,1nullnull,,,,,138.831nullnull,bitconnect,bitconnect
150,2009/06/02,111nullnull,,,,,,,,15nullnull,,,nullnullnull,1nullnull,,,,,134.91nullnull,bitconnect,bitconnect
151,2009/06/03,71nullnull,,,,,,,,9nullnull,,,nullnullnull,1nullnull,,,,,135nullnull,bitconnect,bitconnect
152,2009/06/04,66nullnull,,,,,,,,5nullnull,,,nullnullnull,1nullnull,,,,,134.939nullnull,bitconnect,bitconnect
153,2009/06/05,30nullnull,,,,,,,,5nullnull,,,nullnullnull,1nullnull,,,,,134.9nullnull,bitconnect,bitconnect
154,2009/06/06,28nullnull,,,,,,,,1nullnull,,,nullnullnull,1nullnull,,,,,134.286nullnull,bitconnect,bitconnect
155,2009/06/07,16nullnull,,,,,,,,3nullnull,,,nullnullnull,1nullnull,,,,,134.938nullnull,bitconnect,bitconnect
156,2009/06/08,82nullnull,,,,,,,,25nullnull,,,nullnullnull,1nullnull,,,,,134.768nullnull,bitconnect,bitconnect
157,2009/06/09,91nullnull,,,,,,,,25nullnull,,,nullnullnull,1nullnull,,,,,134.802nullnull,bitconnect,bitconnect
158,2009/06/10,82nullnull,,,,,,,,23nullnull,,,nullnullnull,1nullnull,,,,,134.927nullnull,bitconnect,bitconnect
159,2009/06/11,89nullnull,,,,,,,,22nullnull,,,nullnullnull,1nullnull,,,,,134.966nullnull,bitconnect,bitconnect
160,2009/06/12,86nullnull,,,,,,,,23nullnull,,,nullnullnull,1nullnull,,,,,134.86nullnull,bitconnect,bitconnect
161,2009/06/13,78nullnull,,,,,,,,23nullnull,,,nullnullnull,1nullnull,,,,,134.449nullnull,bitconnect,bitconnect
162,2009/06/14,72nullnull,,,,,,,,34nullnull,,,nullnullnull,1nullnull,,,,,134.694nullnull,bitconnect,bitconnect
163,2009/06/15,84nullnull,,,,,,,,26nullnull,,,nullnullnull,1nullnull,,,,,134.952nullnull,bitconnect,bitconnect
164,2009/06/16,71nullnull,,,,,,,,12nullnull,,,nullnullnull,1nullnull,,,,,134.732nullnull,bitconnect,bitconnect
165,2009/06/17,79nullnull,,,,,,,,19nullnull,,,nullnullnull,1nullnull,,,,,134.646nullnull,bitconnect,bitconnect
166,2009/06/18,80nullnull,,,,,,,,22nullnull,,,nullnullnull,1nullnull,,,,,134.813nullnull,bitconnect,bitconnect
167,2009/06/19,87nullnull,,,,,,,,33nullnull,,,nullnullnull,1nullnull,,,,,134.678nullnull,bitconnect,bitconnect
168,2009/06/20,78nullnull,,,,,,,,23nullnull,,,nullnullnull,1nullnull,,,,,134.769nullnull,bitconnect,bitconnect
169,2009/06/21,81nullnull,,,,,,,,25nullnull,,,nullnullnull,1nullnull,,,,,134.765nullnull,bitconnect,bitconnect
170,2009/06/22,137nullnull,,,,,,,,21nullnull,,,1nullnull,1nullnull,,,,,225.382nullnull,bitconnect,bitconnect
171,2009/06/23,76nullnull,,,,,,,,19nullnull,,,nullnullnull,1nullnull,,,,,134.566nullnull,bitconnect,bitconnect
172,2009/06/24,100nullnull,,,,,,,,36nullnull,,,2nullnull,1nullnull,,,,,140.579nullnull,bitconnect,bitconnect
173,2009/06/25,89nullnull,,,,,,,,27nullnull,,,1nullnull,1nullnull,,,,,168.75nullnull,bitconnect,bitconnect
174,2009/06/26,90nullnull,,,,,,,,20nullnull,,,nullnullnull,1nullnull,,,,,134.6nullnull,bitconnect,bitconnect
175,2009/06/27,84nullnull,,,,,,,,22nullnull,,,nullnullnull,1nullnull,,,,,134.833nullnull,bitconnect,bitconnect
176,2009/06/28,48nullnull,,,,,,,,21nullnull,,,1nullnull,1nullnull,,,,,139.739nullnull,bitconnect,bitconnect
177,2009/06/29,85nullnull,,,,,,,,25nullnull,,,1nullnull,1nullnull,,,,,137.723nullnull,bitconnect,bitconnect
178,2009/06/30,89nullnull,,,,,,,,26nullnull,,,1nullnull,1nullnull,,,,,140.047nullnull,bitconnect,bitconnect
179,2009/07/01,77nullnull,,,,,,,,28nullnull,,,1nullnull,1nullnull,,,,,138.432nullnull,bitconnect,bitconnect
180,2009/07/02,85nullnull,,,,,,,,29nullnull,,,1nullnull,1nullnull,,,,,137.614nullnull,bitconnect,bitconnect
181,2009/07/03,82nullnull,,,,,,,,29nullnull,,,nullnullnull,1nullnull,,,,,134.976nullnull,bitconnect,bitconnect
182,2009/07/04,89nullnull,,,,,,,,32nullnull,,,nullnullnull,1nullnull,,,,,134.876nullnull,bitconnect,bitconnect
183,2009/07/05,79nullnull,,,,,,,,27nullnull,,,nullnullnull,1nullnull,,,,,134.987nullnull,bitconnect,bitconnect
184,2009/07/06,84nullnull,,,,,,,,28nullnull,,,nullnullnull,1nullnull,,,,,134.976nullnull,bitconnect,bitconnect
185,2009/07/07,69nullnull,,,,,,,,19nullnull,,,nullnullnull,1nullnull,,,,,134.942nullnull,bitconnect,bitconnect
186,2009/07/08,74nullnull,,,,,,,,19nullnull,,,nullnullnull,1nullnull,,,,,134.986nullnull,bitconnect,bitconnect
187,2009/07/09,86nullnull,,,,,,,,33nullnull,,,nullnullnull,1nullnull,,,,,134.721nullnull,bitconnect,bitconnect
188,2009/07/10,81nullnull,,,,,,,,29nullnull,,,nullnullnull,1nullnull,,,,,134.864nullnull,bitconnect,bitconnect
189,2009/07/11,83nullnull,,,,,,,,29nullnull,,,nullnullnull,1nullnull,,,,,134.988nullnull,bitconnect,bitconnect
190,2009/07/12,77nullnull,,,,,,,,25nullnull,,,nullnullnull,1nullnull,,,,,134.792nullnull,bitconnect,bitconnect
191,2009/07/13,78nullnull,,,,,,,,24nullnull,,,nullnullnull,1nullnull,,,,,134.91nullnull,bitconnect,bitconnect
192,2009/07/14,69nullnull,,,,,,,,13nullnull,,,nullnullnull,1nullnull,,,,,134.957nullnull,bitconnect,bitconnect
193,2009/07/15,45nullnull,,,,,,,,9nullnull,,,nullnullnull,1nullnull,,,,,134.978nullnull,bitconnect,bitconnect
194,2009/07/16,71nullnull,,,,,,,,15nullnull,,,nullnullnull,1nullnull,,,,,134.859nullnull,bitconnect,bitconnect
195,2009/07/17,47nullnull,,,,,,,,12nullnull,,,nullnullnull,1nullnull,,,,,134.809nullnull,bitconnect,bitconnect
196,2009/07/18,4nullnull,,,,,,,,4nullnull,,,nullnullnull,1nullnull,,,,,134nullnull,bitconnect,bitconnect
197,2009/07/19,70nullnull,,,,,,,,23nullnull,,,nullnullnull,1nullnull,,,,,134.8nullnull,bitconnect,bitconnect
198,2009/07/20,192nullnull,,,,,,,,21nullnull,,,1nullnull,1nullnull,,,,,333.7nullnull,bitconnect,bitconnect
199,2009/07/21,82nullnull,,,,,,,,18nullnull,,,nullnullnull,1nullnull,,,,,134.854nullnull,bitconnect,bitconnect
200,2009/07/22,60nullnull,,,,,,,,22nullnull,,,nullnullnull,1nullnull,,,,,134.4nullnull,bitconnect,bitconnect
201,2009/07/23,76nullnull,,,,,,,,21nullnull,,,nullnullnull,1nullnull,,,,,134.684nullnull,bitconnect,bitconnect
202,2009/07/24,73nullnull,,,,,,,,21nullnull,,,nullnullnull,1nullnull,,,,,134.932nullnull,bitconnect,bitconnect
203,2009/07/25,32nullnull,,,,,,,,10nullnull,,,nullnullnull,1nullnull,,,,,134.844nullnull,bitconnect,bitconnect
204,2009/07/26,21nullnull,,,,,,,,21nullnull,,,nullnullnull,1nullnull,,,,,134.524nullnull,bitconnect,bitconnect
205,2009/07/27,74nullnull,,,,,,,,18nullnull,,,nullnullnull,1nullnull,,,,,134.905nullnull,bitconnect,bitconnect
206,2009/07/28,41nullnull,,,,,,,,21nullnull,,,nullnullnull,1nullnull,,,,,134.707nullnull,bitconnect,bitconnect
207,2009/07/29,22nullnull,,,,,,,,17nullnull,,,1nullnull,1nullnull,,,,,148.947nullnull,bitconnect,bitconnect
