,transactions,fee_reward,sent_addresses,block_size,hashrate,median_transaction_size,av_transaction_value,date,tweets,top_100_percent,mining_profitability,difficulty,send_usd,av_transaction_size,google_trends,confirmation_time,median_transaction_value,active_addresses,market_cap,full_name,coin
700,,,,,,,,2016/06/20,4,,,,,,,,,,,viacoin,viacoin
701,,,,,,,,2016/06/21,4,,,,,,,,,,,viacoin,viacoin
702,,,,,,,,2016/06/22,3,,,,,,,,,,,viacoin,viacoin
703,,,,,,,,2016/06/23,2,,,,,,,,,,,viacoin,viacoin
704,,,,,,,,2016/06/24,2,,,,,,,,,,,viacoin,viacoin
705,,,,,,,,2016/06/25,3,,,,,,,,,,,viacoin,viacoin
706,,,,,,,,2016/06/26,3,,,,,,,,,,,viacoin,viacoin
707,,,,,,,,2016/06/27,2,,,,,,,,,,,viacoin,viacoin
708,,,,,,,,2016/06/28,4,,,,,,,,,,,viacoin,viacoin
709,,,,,,,,2016/06/29,4,,,,,,,,,,,viacoin,viacoin
710,,,,,,,,2016/06/30,3,,,,,,,,,,,viacoin,viacoin
711,,,,,,,,2016/07/01,3,,,,,,,,,,,viacoin,viacoin
712,,,,,,,,2016/07/02,3,,,,,,,,,,,viacoin,viacoin
713,,,,,,,,2016/07/03,4,,,,,,,,,,,viacoin,viacoin
714,,,,,,,,2016/07/04,3,,,,,,,,,,,viacoin,viacoin
715,,,,,,,,2016/07/05,3,,,,,,,,,,,viacoin,viacoin
716,,,,,,,,2016/07/06,4,,,,,,,,,,,viacoin,viacoin
717,,,,,,,,2016/07/07,3,,,,,,,,,,,viacoin,viacoin
718,,,,,,,,2016/07/08,3,,,,,,,,,,,viacoin,viacoin
719,,,,,,,,2016/07/09,3,,,,,,,,,,,viacoin,viacoin
720,,,,,,,,2016/07/10,4,,,,,,,,,,,viacoin,viacoin
721,,,,,,,,2016/07/11,3,,,,,,,,,,,viacoin,viacoin
722,,,,,,,,2016/07/12,4,,,,,,,,,,,viacoin,viacoin
723,,,,,,,,2016/07/13,2,,,,,,,,,,,viacoin,viacoin
724,,,,,,,,2016/07/14,13,,,,,,,,,,,viacoin,viacoin
725,,,,,,,,2016/07/15,7,,,,,,,,,,,viacoin,viacoin
726,,,,,,,,2016/07/16,2,,,,,,,,,,,viacoin,viacoin
727,,,,,,,,2016/07/17,3,,,,,,,,,,,viacoin,viacoin
728,,,,,,,,2016/07/18,3,,,,,,,,,,,viacoin,viacoin
729,,,,,,,,2016/07/19,3,,,,,,,,,,,viacoin,viacoin
730,,,,,,,,2016/07/20,3,,,,,,,,,,,viacoin,viacoin
731,,,,,,,,2016/07/21,3,,,,,,,,,,,viacoin,viacoin
732,,,,,,,,2016/07/22,3,,,,,,,,,,,viacoin,viacoin
733,,,,,,,,2016/07/23,3,,,,,,,,,,,viacoin,viacoin
734,,,,,,,,2016/07/24,2,,,,,,,,,,,viacoin,viacoin
735,,,,,,,,2016/07/25,8,,,,,,,,,,,viacoin,viacoin
736,,,,,,,,2016/07/26,3,,,,,,,,,,,viacoin,viacoin
737,,,,,,,,2016/07/27,3,,,,,,,,,,,viacoin,viacoin
738,,,,,,,,2016/07/28,4,,,,,,,,,,,viacoin,viacoin
739,,,,,,,,2016/07/29,2,,,,,,,,,,,viacoin,viacoin
740,,,,,,,,2016/07/30,4,,,,,,,,,,,viacoin,viacoin
741,,,,,,,,2016/07/31,4,,,,,,,,,,,viacoin,viacoin
742,,,,,,,,2016/08/01,6,,,,,,,,,,,viacoin,viacoin
743,,,,,,,,2016/08/02,3,,,,,,,,,,,viacoin,viacoin
744,,,,,,,,2016/08/03,1,,,,,,,,,,,viacoin,viacoin
745,,,,,,,,2016/08/04,4,,,,,,,,,,,viacoin,viacoin
746,,,,,,,,2016/08/05,4,,,,,,,,,,,viacoin,viacoin
747,,,,,,,,2016/08/06,3,,,,,,,,,,,viacoin,viacoin
748,,,,,,,,2016/08/07,3,,,,,,,,,,,viacoin,viacoin
749,,,,,,,,2016/08/08,3,,,,,,,,,,,viacoin,viacoin
750,,,,,,,,2016/08/09,3,,,,,,,,,,,viacoin,viacoin
751,,,,,,,,2016/08/10,3,,,,,,,,,,,viacoin,viacoin
752,,,,,,,,2016/08/11,2,,,,,,,,,,,viacoin,viacoin
753,,,,,,,,2016/08/12,1,,,,,,,,,,,viacoin,viacoin
754,,,,,,,,2016/08/13,3,,,,,,,,,,,viacoin,viacoin
755,,,,,,,,2016/08/14,3,,,,,,,,,,,viacoin,viacoin
756,,,,,,,,2016/08/15,2,,,,,,,,,,,viacoin,viacoin
757,,,,,,,,2016/08/16,3,,,,,,,,,,,viacoin,viacoin
758,,,,,,,,2016/08/17,3,,,,,,,,,,,viacoin,viacoin
759,,,,,,,,2016/08/18,2,,,,,,,,,,,viacoin,viacoin
760,,,,,,,,2016/08/19,3,,,,,,,,,,,viacoin,viacoin
761,,,,,,,,2016/08/20,4,,,,,,,,,,,viacoin,viacoin
762,,,,,,,,2016/08/21,null,,,,,,,,,,,viacoin,viacoin
763,,,,,,,,2016/08/22,1,,,,,,,,,,,viacoin,viacoin
764,,,,,,,,2016/08/23,null,,,,,,,,,,,viacoin,viacoin
765,,,,,,,,2016/08/24,4,,,,,,,,,,,viacoin,viacoin
766,,,,,,,,2016/08/25,3,,,,,,,,,,,viacoin,viacoin
767,,,,,,,,2016/08/26,3,,,,,,,,,,,viacoin,viacoin
768,,,,,,,,2016/08/27,3,,,,,,,,,,,viacoin,viacoin
769,,,,,,,,2016/08/28,7,,,,,,,,,,,viacoin,viacoin
770,,,,,,,,2016/08/29,6,,,,,,,,,,,viacoin,viacoin
771,,,,,,,,2016/08/30,5,,,,,,,,,,,viacoin,viacoin
772,,,,,,,,2016/08/31,4,,,,,,,,,,,viacoin,viacoin
773,,,,,,,,2016/09/01,4,,,,,,,,,,,viacoin,viacoin
774,,,,,,,,2016/09/02,2,,,,,,,,,,,viacoin,viacoin
775,,,,,,,,2016/09/03,7,,,,,,,,,,,viacoin,viacoin
776,,,,,,,,2016/09/04,3,,,,,,,,,,,viacoin,viacoin
777,,,,,,,,2016/09/05,3,,,,,,,,,,,viacoin,viacoin
778,,,,,,,,2016/09/06,46,,,,,,,,,,,viacoin,viacoin
779,,,,,,,,2016/09/07,65,,,,,,,,,,,viacoin,viacoin
780,,,,,,,,2016/09/08,11,,,,,,,,,,,viacoin,viacoin
781,,,,,,,,2016/09/09,27,,,,,,,,,,,viacoin,viacoin
782,,,,,,,,2016/09/10,62,,,,,,,,,,,viacoin,viacoin
783,,,,,,,,2016/09/11,11,,,,,,,,,,,viacoin,viacoin
784,,,,,,,,2016/09/12,5,,,,,,,,,,,viacoin,viacoin
785,,,,,,,,2016/09/13,2,,,,,,,,,,,viacoin,viacoin
786,,,,,,,,2016/09/14,7,,,,,,,,,,,viacoin,viacoin
787,,,,,,,,2016/09/15,9,,,,,,,,,,,viacoin,viacoin
788,,,,,,,,2016/09/16,6,,,,,,,,,,,viacoin,viacoin
789,,,,,,,,2016/09/17,13,,,,,,,,,,,viacoin,viacoin
790,,,,,,,,2016/09/18,4,,,,,,,,,,,viacoin,viacoin
791,,,,,,,,2016/09/19,11,,,,,,,,,,,viacoin,viacoin
792,,,,,,,,2016/09/20,7,,,,,,,,,,,viacoin,viacoin
793,,,,,,,,2016/09/21,6,,,,,,,,,,,viacoin,viacoin
794,,,,,,,,2016/09/22,5,,,,,,,,,,,viacoin,viacoin
795,,,,,,,,2016/09/23,7,,,,,,,,,,,viacoin,viacoin
796,,,,,,,,2016/09/24,7,,,,,,,,,,,viacoin,viacoin
797,,,,,,,,2016/09/25,6,,,,,,,,,,,viacoin,viacoin
798,,,,,,,,2016/09/26,4,,,,,,,,,,,viacoin,viacoin
799,,,,,,,,2016/09/27,3,,,,,,,,,,,viacoin,viacoin
800,,,,,,,,2016/09/28,3,,,,,,,,,,,viacoin,viacoin
801,,,,,,,,2016/09/29,3,,,,,,,,,,,viacoin,viacoin
802,,,,,,,,2016/09/30,7,,,,,,,,,,,viacoin,viacoin
803,,,,,,,,2016/10/01,6,,,,,,,,,,,viacoin,viacoin
804,,,,,,,,2016/10/02,4,,,,,,,,,,,viacoin,viacoin
805,,,,,,,,2016/10/03,3,,,,,,,,,,,viacoin,viacoin
806,,,,,,,,2016/10/04,4,,,,,,,,,,,viacoin,viacoin
807,,,,,,,,2016/10/05,7,,,,,,,,,,,viacoin,viacoin
808,,,,,,,,2016/10/06,3,,,,,,,,,,,viacoin,viacoin
809,,,,,,,,2016/10/07,3,,,,,,,,,,,viacoin,viacoin
810,,,,,,,,2016/10/08,null,,,,,,,,,,,viacoin,viacoin
811,,,,,,,,2016/10/09,3,,,,,,,,,,,viacoin,viacoin
812,,,,,,,,2016/10/10,6,,,,,,,,,,,viacoin,viacoin
813,,,,,,,,2016/10/11,5,,,,,,,,,,,viacoin,viacoin
814,,,,,,,,2016/10/12,3,,,,,,,,,,,viacoin,viacoin
815,,,,,,,,2016/10/13,4,,,,,,,,,,,viacoin,viacoin
816,,,,,,,,2016/10/14,5,,,,,,,,,,,viacoin,viacoin
817,,,,,,,,2016/10/15,7,,,,,,,,,,,viacoin,viacoin
818,,,,,,,,2016/10/16,6,,,,,,,,,,,viacoin,viacoin
819,,,,,,,,2016/10/17,5,,,,,,,,,,,viacoin,viacoin
820,,,,,,,,2016/10/18,9,,,,,,,,,,,viacoin,viacoin
821,,,,,,,,2016/10/19,5,,,,,,,,,,,viacoin,viacoin
822,,,,,,,,2016/10/20,8,,,,,,,,,,,viacoin,viacoin
823,,,,,,,,2016/10/21,3,,,,,,,,,,,viacoin,viacoin
824,,,,,,,,2016/10/22,5,,,,,,,,,,,viacoin,viacoin
825,,,,,,,,2016/10/23,5,,,,,,,,,,,viacoin,viacoin
826,,,,,,,,2016/10/24,5,,,,,,,,,,,viacoin,viacoin
827,,,,,,,,2016/10/25,7,,,,,,,,,,,viacoin,viacoin
828,,,,,,,,2016/10/26,4,,,,,,,,,,,viacoin,viacoin
829,,,,,,,,2016/10/27,2,,,,,,,,,,,viacoin,viacoin
830,,,,,,,,2016/10/28,5,,,,,,,,,,,viacoin,viacoin
831,,,,,,,,2016/10/29,1,,,,,,,,,,,viacoin,viacoin
832,,,,,,,,2016/10/30,6,,,,,,,,,,,viacoin,viacoin
833,,,,,,,,2016/10/31,5,,,,,,,,,,,viacoin,viacoin
834,,,,,,,,2016/11/01,3,,,,,,,,,,,viacoin,viacoin
835,,,,,,,,2016/11/02,2,,,,,,,,,,,viacoin,viacoin
836,,,,,,,,2016/11/03,1,,,,,,,,,,,viacoin,viacoin
837,,,,,,,,2016/11/04,3,,,,,,,,,,,viacoin,viacoin
838,,,,,,,,2016/11/05,2,,,,,,,,,,,viacoin,viacoin
839,,,,,,,,2016/11/06,null,,,,,,,,,,,viacoin,viacoin
840,,,,,,,,2016/11/07,null,,,,,,,,,,,viacoin,viacoin
841,,,,,,,,2016/11/08,1,,,,,,,,,,,viacoin,viacoin
842,,,,,,,,2016/11/09,null,,,,,,,,,,,viacoin,viacoin
843,,,,,,,,2016/11/10,null,,,,,,,,,,,viacoin,viacoin
844,,,,,,,,2016/11/11,null,,,,,,,,,,,viacoin,viacoin
845,,,,,,,,2016/11/12,null,,,,,,,,,,,viacoin,viacoin
846,,,,,,,,2016/11/13,null,,,,,,,,,,,viacoin,viacoin
847,,,,,,,,2016/11/14,null,,,,,,,,,,,viacoin,viacoin
848,,,,,,,,2016/11/15,2,,,,,,,,,,,viacoin,viacoin
849,,,,,,,,2016/11/16,1,,,,,,,,,,,viacoin,viacoin
850,,,,,,,,2016/11/17,1,,,,,,,,,,,viacoin,viacoin
851,,,,,,,,2016/11/18,null,,,,,,,,,,,viacoin,viacoin
852,,,,,,,,2016/11/19,null,,,,,,,,,,,viacoin,viacoin
853,,,,,,,,2016/11/20,null,,,,,,,,,,,viacoin,viacoin
854,,,,,,,,2016/11/21,null,,,,,,,,,,,viacoin,viacoin
855,,,,,,,,2016/11/22,null,,,,,,,,,,,viacoin,viacoin
856,,,,,,,,2016/11/23,null,,,,,,,,,,,viacoin,viacoin
857,,,,,,,,2016/11/24,null,,,,,,,,,,,viacoin,viacoin
858,,,,,,,,2016/11/25,null,,,,,,,,,,,viacoin,viacoin
859,,,,,,,,2016/11/26,null,,,,,,,,,,,viacoin,viacoin
860,,,,,,,,2016/11/27,null,,,,,,,,,,,viacoin,viacoin
861,,,,,,,,2016/11/28,null,,,,,,,,,,,viacoin,viacoin
862,,,,,,,,2016/11/29,null,,,,,,,,,,,viacoin,viacoin
863,,,,,,,,2016/11/30,null,,,,,,,,,,,viacoin,viacoin
864,,,,,,,,2016/12/01,null,,,,,,,,,,,viacoin,viacoin
865,,,,,,,,2016/12/02,null,,,,,,,,,,,viacoin,viacoin
866,,,,,,,,2016/12/03,null,,,,,,,,,,,viacoin,viacoin
867,,,,,,,,2016/12/04,null,,,,,,,,,,,viacoin,viacoin
868,,,,,,,,2016/12/05,1,,,,,,,,,,,viacoin,viacoin
869,,,,,,,,2016/12/06,null,,,,,,,,,,,viacoin,viacoin
870,,,,,,,,2016/12/07,null,,,,,,,,,,,viacoin,viacoin
871,,,,,,,,2016/12/08,null,,,,,,,,,,,viacoin,viacoin
872,,,,,,,,2016/12/09,null,,,,,,,,,,,viacoin,viacoin
873,,,,,,,,2016/12/10,null,,,,,,,,,,,viacoin,viacoin
874,,,,,,,,2016/12/11,null,,,,,,,,,,,viacoin,viacoin
875,,,,,,,,2016/12/12,3,,,,,,,,,,,viacoin,viacoin
876,,,,,,,,2016/12/13,27,,,,,,,,,,,viacoin,viacoin
877,,,,,,,,2016/12/14,44,,,,,,,,,,,viacoin,viacoin
878,,,,,,,,2016/12/15,4,,,,,,,,,,,viacoin,viacoin
879,,,,,,,,2016/12/16,6,,,,,,,,,,,viacoin,viacoin
880,,,,,,,,2016/12/17,4,,,,,,,,,,,viacoin,viacoin
881,,,,,,,,2016/12/18,4,,,,,,,,,,,viacoin,viacoin
882,,,,,,,,2016/12/19,7,,,,,,,,,,,viacoin,viacoin
883,,,,,,,,2016/12/20,3,,,,,,,,,,,viacoin,viacoin
884,,,,,,,,2016/12/21,5,,,,,,,,,,,viacoin,viacoin
885,,,,,,,,2016/12/22,7,,,,,,,,,,,viacoin,viacoin
886,,,,,,,,2016/12/23,5,,,,,,,,,,,viacoin,viacoin
887,,,,,,,,2016/12/24,4,,,,,,,,,,,viacoin,viacoin
888,,,,,,,,2016/12/25,3,,,,,,,,,,,viacoin,viacoin
889,,,,,,,,2016/12/26,4,,,,,,,,,,,viacoin,viacoin
890,,,,,,,,2016/12/27,3,,,,,,,,,,,viacoin,viacoin
891,,,,,,,,2016/12/28,3,,,,,,,,,,,viacoin,viacoin
892,,,,,,,,2016/12/29,2,,,,,,,,,,,viacoin,viacoin
893,,,,,,,,2016/12/30,4,,,,,,,,,,,viacoin,viacoin
894,,,,,,,,2016/12/31,11,,,,,,,,,,,viacoin,viacoin
895,,,,,,,,2017/01/01,4,,,,,,,,,,,viacoin,viacoin
896,,,,,,,,2017/01/02,3,,,,,,,,,,,viacoin,viacoin
897,,,,,,,,2017/01/03,7,,,,,,,,,,,viacoin,viacoin
898,,,,,,,,2017/01/04,4,,,,,,,,,,,viacoin,viacoin
899,,,,,,,,2017/01/05,3,,,,,,,,,,,viacoin,viacoin
900,,,,,,,,2017/01/06,null,,,,,,,,,,,viacoin,viacoin
901,,,,,,,,2017/01/07,2,,,,,,,,,,,viacoin,viacoin
902,,,,,,,,2017/01/08,2,,,,,,,,,,,viacoin,viacoin
903,,,,,,,,2017/01/09,4,,,,,,,,,,,viacoin,viacoin
904,,,,,,,,2017/01/10,null,,,,,,,,,,,viacoin,viacoin
905,,,,,,,,2017/01/11,null,,,,,,,,,,,viacoin,viacoin
906,,,,,,,,2017/01/12,null,,,,,,,,,,,viacoin,viacoin
907,,,,,,,,2017/01/13,null,,,,,,,,,,,viacoin,viacoin
908,,,,,,,,2017/01/14,null,,,,,,,,,,,viacoin,viacoin
909,,,,,,,,2017/01/15,null,,,,,,,,,,,viacoin,viacoin
910,,,,,,,,2017/01/16,1,,,,,,,,,,,viacoin,viacoin
911,,,,,,,,2017/01/17,null,,,,,,,,,,,viacoin,viacoin
912,,,,,,,,2017/01/18,4,,,,,,,,,,,viacoin,viacoin
913,,,,,,,,2017/01/19,1,,,,,,,,,,,viacoin,viacoin
914,,,,,,,,2017/01/20,8,,,,,,,,,,,viacoin,viacoin
915,,,,,,,,2017/01/21,1,,,,,,,,,,,viacoin,viacoin
916,,,,,,,,2017/01/22,11,,,,,,,,,,,viacoin,viacoin
917,,,,,,,,2017/01/23,null,,,,,,,,,,,viacoin,viacoin
918,,,,,,,,2017/01/24,1,,,,,,,,,,,viacoin,viacoin
919,,,,,,,,2017/01/25,null,,,,,,,,,,,viacoin,viacoin
920,,,,,,,,2017/01/26,null,,,,,,,,,,,viacoin,viacoin
921,,,,,,,,2017/01/27,null,,,,,,,,,,,viacoin,viacoin
922,,,,,,,,2017/01/28,null,,,,,,,,,,,viacoin,viacoin
923,,,,,,,,2017/01/29,6,,,,,,,,,,,viacoin,viacoin
924,,,,,,,,2017/01/30,4,,,,,,,,,,,viacoin,viacoin
925,,,,,,,,2017/01/31,null,,,,,,,,,,,viacoin,viacoin
926,,,,,,,,2017/02/01,1,,,,,,,,,,,viacoin,viacoin
927,,,,,,,,2017/02/02,null,,,,,,,,,,,viacoin,viacoin
928,,,,,,,,2017/02/03,null,,,,,,,,,,,viacoin,viacoin
929,,,,,,,,2017/02/04,null,,,,,,,,,,,viacoin,viacoin
930,,,,,,,,2017/02/05,1,,,,,,,,,,,viacoin,viacoin
931,,,,,,,,2017/02/06,4,,,,,,,,,,,viacoin,viacoin
932,,,,,,,,2017/02/07,null,,,,,,,,,,,viacoin,viacoin
933,,,,,,,,2017/02/08,null,,,,,,,,,,,viacoin,viacoin
934,,,,,,,,2017/02/09,null,,,,,,,,,,,viacoin,viacoin
935,,,,,,,,2017/02/10,null,,,,,,,,,,,viacoin,viacoin
936,,,,,,,,2017/02/11,null,,,,,,,,,,,viacoin,viacoin
937,,,,,,,,2017/02/12,null,,,,,,,,,,,viacoin,viacoin
938,,,,,,,,2017/02/13,null,,,,,,,,,,,viacoin,viacoin
939,,,,,,,,2017/02/14,null,,,,,,,,,,,viacoin,viacoin
940,,,,,,,,2017/02/15,null,,,,,,,,,,,viacoin,viacoin
941,,,,,,,,2017/02/16,null,,,,,,,,,,,viacoin,viacoin
942,,,,,,,,2017/02/17,9,,,,,,,,,,,viacoin,viacoin
943,,,,,,,,2017/02/18,1,,,,,,,,,,,viacoin,viacoin
944,,,,,,,,2017/02/19,null,,,,,,,,,,,viacoin,viacoin
945,,,,,,,,2017/02/20,4,,,,,,,,,,,viacoin,viacoin
946,,,,,,,,2017/02/21,1,,,,,,,,,,,viacoin,viacoin
947,,,,,,,,2017/02/22,5,,,,,,,,,,,viacoin,viacoin
948,,,,,,,,2017/02/23,5,,,,,,,,,,,viacoin,viacoin
949,,,,,,,,2017/02/24,9,,,,,,,,,,,viacoin,viacoin
950,,,,,,,,2017/02/25,1,,,,,,,,,,,viacoin,viacoin
951,,,,,,,,2017/02/26,4,,,,,,,,,,,viacoin,viacoin
952,,,,,,,,2017/02/27,2,,,,,,,,,,,viacoin,viacoin
953,,,,,,,,2017/02/28,1,,,,,,,,,,,viacoin,viacoin
954,,,,,,,,2017/03/01,1,,,,,,,,,,,viacoin,viacoin
955,,,,,,,,2017/03/02,1,,,,,,,,,,,viacoin,viacoin
956,,,,,,,,2017/03/03,null,,,,,,,,,,,viacoin,viacoin
957,,,,,,,,2017/03/04,null,,,,,,,,,,,viacoin,viacoin
958,,,,,,,,2017/03/05,2,,,,,,,,,,,viacoin,viacoin
959,,,,,,,,2017/03/06,2,,,,,,,,,,,viacoin,viacoin
960,,,,,,,,2017/03/07,2,,,,,,,,,,,viacoin,viacoin
961,,,,,,,,2017/03/08,3,,,,,,,,,,,viacoin,viacoin
962,,,,,,,,2017/03/09,null,,,,,,,,,,,viacoin,viacoin
963,,,,,,,,2017/03/10,1,,,,,,,,,,,viacoin,viacoin
964,,,,,,,,2017/03/11,null,,,,,,,,,,,viacoin,viacoin
965,,,,,,,,2017/03/12,1,,,,,,,,,,,viacoin,viacoin
966,,,,,,,,2017/03/13,2,,,,,,,,,,,viacoin,viacoin
967,,,,,,,,2017/03/14,63,,,,,,,,,,,viacoin,viacoin
968,,,,,,,,2017/03/15,8,,,,,,,,,,,viacoin,viacoin
969,,,,,,,,2017/03/16,1,,,,,,,,,,,viacoin,viacoin
970,,,,,,,,2017/03/17,null,,,,,,,,,,,viacoin,viacoin
971,,,,,,,,2017/03/18,1,,,,,,,,,,,viacoin,viacoin
972,,,,,,,,2017/03/19,2,,,,,,,,,,,viacoin,viacoin
973,,,,,,,,2017/03/20,12,,,,,,,,,,,viacoin,viacoin
974,,,,,,,,2017/03/21,null,,,,,,,,,,,viacoin,viacoin
975,,,,,,,,2017/03/22,9,,,,,,,,,,,viacoin,viacoin
976,,,,,,,,2017/03/23,4,,,,,,,,,,,viacoin,viacoin
977,,,,,,,,2017/03/24,66,,,,,,,,,,,viacoin,viacoin
978,,,,,,,,2017/03/25,13,,,,,,,,,,,viacoin,viacoin
979,,,,,,,,2017/03/26,14,,,,,,,,,,,viacoin,viacoin
980,,,,,,,,2017/03/27,11,,,,,,,,,,,viacoin,viacoin
981,,,,,,,,2017/03/28,6,,,,,,,,,,,viacoin,viacoin
982,,,,,,,,2017/03/29,4,,,,,,,,,,,viacoin,viacoin
983,,,,,,,,2017/03/30,null,,,,,,,,,,,viacoin,viacoin
984,,,,,,,,2017/03/31,null,,,,,,,,,,,viacoin,viacoin
985,,,,,,,,2017/04/01,2,,,,,,,,,,,viacoin,viacoin
986,,,,,,,,2017/04/02,8,,,,,,,,,,,viacoin,viacoin
987,,,,,,,,2017/04/03,9,,,,,,,,,,,viacoin,viacoin
988,,,,,,,,2017/04/04,3,,,,,,,,,,,viacoin,viacoin
989,,,,,,,,2017/04/05,5,,,,,,,,,,,viacoin,viacoin
990,,,,,,,,2017/04/06,null,,,,,,,,,,,viacoin,viacoin
991,,,,,,,,2017/04/07,2,,,,,,,,,,,viacoin,viacoin
992,,,,,,,,2017/04/08,1,,,,,,,,,,,viacoin,viacoin
993,,,,,,,,2017/04/09,null,,,,,,,,,,,viacoin,viacoin
994,,,,,,,,2017/04/10,null,,,,,,,,,,,viacoin,viacoin
995,,,,,,,,2017/04/11,13,,,,,,,,,,,viacoin,viacoin
996,,,,,,,,2017/04/12,4,,,,,,,,,,,viacoin,viacoin
997,,,,,,,,2017/04/13,null,,,,,,,,,,,viacoin,viacoin
998,,,,,,,,2017/04/14,null,,,,,,,,,,,viacoin,viacoin
999,,,,,,,,2017/04/15,null,,,,,,,,,,,viacoin,viacoin
1000,,,,,,,,2017/04/16,null,,,,,,,,,,,viacoin,viacoin
1001,,,,,,,,2017/04/17,105,,,,,,,,,,,viacoin,viacoin
1002,,,,,,,,2017/04/18,24,,,,,,,,,,,viacoin,viacoin
1003,,,,,,,,2017/04/19,6,,,,,,,,,,,viacoin,viacoin
1004,,,,,,,,2017/04/20,4,,,,,,,,,,,viacoin,viacoin
1005,,,,,,,,2017/04/21,24,,,,,,,,,,,viacoin,viacoin
1006,,,,,,,,2017/04/22,6,,,,,,,,,,,viacoin,viacoin
1007,,,,,,,,2017/04/23,null,,,,,,,,,,,viacoin,viacoin
1008,,,,,,,,2017/04/24,null,,,,,,,,,,,viacoin,viacoin
1009,,,,,,,,2017/04/25,null,,,,,,,,,,,viacoin,viacoin
1010,,,,,,,,2017/04/26,1,,,,,,,,,,,viacoin,viacoin
1011,,,,,,,,2017/04/27,null,,,,,,,,,,,viacoin,viacoin
1012,,,,,,,,2017/04/28,null,,,,,,,,,,,viacoin,viacoin
1013,,,,,,,,2017/04/29,null,,,,,,,,,,,viacoin,viacoin
1014,,,,,,,,2017/04/30,null,,,,,,,,,,,viacoin,viacoin
1015,,,,,,,,2017/05/01,4,,,,,,,,,,,viacoin,viacoin
1016,,,,,,,,2017/05/02,null,,,,,,,,,,,viacoin,viacoin
1017,,,,,,,,2017/05/03,3,,,,,,,,,,,viacoin,viacoin
1018,,,,,,,,2017/05/04,5,,,,,,,,,,,viacoin,viacoin
1019,,,,,,,,2017/05/05,null,,,,,,,,,,,viacoin,viacoin
1020,,,,,,,,2017/05/06,null,,,,,,,,,,,viacoin,viacoin
1021,,,,,,,,2017/05/07,null,,,,,,,,,,,viacoin,viacoin
1022,,,,,,,,2017/05/08,1,,,,,,,,,,,viacoin,viacoin
1023,,,,,,,,2017/05/09,1,,,,,,,,,,,viacoin,viacoin
1024,,,,,,,,2017/05/10,null,,,,,,,,,,,viacoin,viacoin
1025,,,,,,,,2017/05/11,null,,,,,,,,,,,viacoin,viacoin
1026,,,,,,,,2017/05/12,1,,,,,,,,,,,viacoin,viacoin
1027,,,,,,,,2017/05/13,7,,,,,,,,,,,viacoin,viacoin
1028,,,,,,,,2017/05/14,3,,,,,,,,,,,viacoin,viacoin
1029,,,,,,,,2017/05/15,4,,,,,,,,,,,viacoin,viacoin
1030,,,,,,,,2017/05/16,7,,,,,,,,,,,viacoin,viacoin
1031,,,,,,,,2017/05/17,1,,,,,,,,,,,viacoin,viacoin
1032,,,,,,,,2017/05/18,3,,,,,,,,,,,viacoin,viacoin
1033,,,,,,,,2017/05/19,2,,,,,,,,,,,viacoin,viacoin
1034,,,,,,,,2017/05/20,3,,,,,,,,,,,viacoin,viacoin
1035,,,,,,,,2017/05/21,null,,,,,,,,,,,viacoin,viacoin
1036,,,,,,,,2017/05/22,1,,,,,,,,,,,viacoin,viacoin
1037,,,,,,,,2017/05/23,14,,,,,,,,,,,viacoin,viacoin
1038,,,,,,,,2017/05/24,3,,,,,,,,,,,viacoin,viacoin
1039,,,,,,,,2017/05/25,null,,,,,,,,,,,viacoin,viacoin
1040,,,,,,,,2017/05/26,1,,,,,,,,,,,viacoin,viacoin
1041,,,,,,,,2017/05/27,null,,,,,,,,,,,viacoin,viacoin
1042,,,,,,,,2017/05/28,null,,,,,,,,,,,viacoin,viacoin
1043,,,,,,,,2017/05/29,null,,,,,,,,,,,viacoin,viacoin
1044,,,,,,,,2017/05/30,null,,,,,,,,,,,viacoin,viacoin
1045,,,,,,,,2017/05/31,null,,,,,,,,,,,viacoin,viacoin
1046,,,,,,,,2017/06/01,null,,,,,,,,,,,viacoin,viacoin
1047,,,,,,,,2017/06/02,2,,,,,,,,,,,viacoin,viacoin
1048,,,,,,,,2017/06/03,3,,,,,,,,,,,viacoin,viacoin
1049,,,,,,,,2017/06/04,4,,,,,,,,,,,viacoin,viacoin
1050,,,,,,,,2017/06/05,4,,,,,,,,,,,viacoin,viacoin
1051,,,,,,,,2017/06/06,1,,,,,,,,,,,viacoin,viacoin
1052,,,,,,,,2017/06/07,1,,,,,,,,,,,viacoin,viacoin
1053,,,,,,,,2017/06/08,null,,,,,,,,,,,viacoin,viacoin
1054,,,,,,,,2017/06/09,null,,,,,,,,,,,viacoin,viacoin
1055,,,,,,,,2017/06/10,10,,,,,,,,,,,viacoin,viacoin
1056,,,,,,,,2017/06/11,null,,,,,,,,,,,viacoin,viacoin
1057,,,,,,,,2017/06/12,null,,,,,,,,,,,viacoin,viacoin
1058,,,,,,,,2017/06/13,5,,,,,,,,,,,viacoin,viacoin
1059,,,,,,,,2017/06/14,1,,,,,,,,,,,viacoin,viacoin
1060,,,,,,,,2017/06/15,null,,,,,,,,,,,viacoin,viacoin
1061,,,,,,,,2017/06/16,9,,,,,,,,,,,viacoin,viacoin
1062,,,,,,,,2017/06/17,3,,,,,,,,,,,viacoin,viacoin
