,transactions,fee_reward,sent_addresses,block_size,hashrate,median_transaction_size,av_transaction_value,date,tweets,top_100_percent,mining_profitability,difficulty,send_usd,av_transaction_size,google_trends,confirmation_time,median_transaction_value,active_addresses,market_cap,full_name,coin
335,,,,,,,,2015/06/21,2,,,,,,,,,,,viacoin,viacoin
336,,,,,,,,2015/06/22,2,,,,,,,,,,,viacoin,viacoin
337,,,,,,,,2015/06/23,1,,,,,,,,,,,viacoin,viacoin
338,,,,,,,,2015/06/24,null,,,,,,,,,,,viacoin,viacoin
339,,,,,,,,2015/06/25,1,,,,,,,,,,,viacoin,viacoin
340,,,,,,,,2015/06/26,2,,,,,,,,,,,viacoin,viacoin
341,,,,,,,,2015/06/27,null,,,,,,,,,,,viacoin,viacoin
342,,,,,,,,2015/06/28,null,,,,,,,,,,,viacoin,viacoin
343,,,,,,,,2015/06/29,1,,,,,,,,,,,viacoin,viacoin
344,,,,,,,,2015/06/30,null,,,,,,,,,,,viacoin,viacoin
345,,,,,,,,2015/07/01,1,,,,,,,,,,,viacoin,viacoin
346,,,,,,,,2015/07/02,null,,,,,,,,,,,viacoin,viacoin
347,,,,,,,,2015/07/03,null,,,,,,,,,,,viacoin,viacoin
348,,,,,,,,2015/07/04,1,,,,,,,,,,,viacoin,viacoin
349,,,,,,,,2015/07/05,2,,,,,,,,,,,viacoin,viacoin
350,,,,,,,,2015/07/06,2,,,,,,,,,,,viacoin,viacoin
351,,,,,,,,2015/07/07,2,,,,,,,,,,,viacoin,viacoin
352,,,,,,,,2015/07/08,2,,,,,,,,,,,viacoin,viacoin
353,,,,,,,,2015/07/09,10,,,,,,,,,,,viacoin,viacoin
354,,,,,,,,2015/07/10,null,,,,,,,,,,,viacoin,viacoin
355,,,,,,,,2015/07/11,null,,,,,,,,,,,viacoin,viacoin
356,,,,,,,,2015/07/12,4,,,,,,,,,,,viacoin,viacoin
357,,,,,,,,2015/07/13,4,,,,,,,,,,,viacoin,viacoin
358,,,,,,,,2015/07/14,3,,,,,,,,,,,viacoin,viacoin
359,,,,,,,,2015/07/15,3,,,,,,,,,,,viacoin,viacoin
360,,,,,,,,2015/07/16,null,,,,,,,,,,,viacoin,viacoin
361,,,,,,,,2015/07/17,null,,,,,,,,,,,viacoin,viacoin
362,,,,,,,,2015/07/18,null,,,,,,,,,,,viacoin,viacoin
363,,,,,,,,2015/07/19,1,,,,,,,,,,,viacoin,viacoin
364,,,,,,,,2015/07/20,1,,,,,,,,,,,viacoin,viacoin
365,,,,,,,,2015/07/21,null,,,,,,,,,,,viacoin,viacoin
366,,,,,,,,2015/07/22,null,,,,,,,,,,,viacoin,viacoin
367,,,,,,,,2015/07/23,null,,,,,,,,,,,viacoin,viacoin
368,,,,,,,,2015/07/24,1,,,,,,,,,,,viacoin,viacoin
369,,,,,,,,2015/07/25,null,,,,,,,,,,,viacoin,viacoin
370,,,,,,,,2015/07/26,3,,,,,,,,,,,viacoin,viacoin
371,,,,,,,,2015/07/27,null,,,,,,,,,,,viacoin,viacoin
372,,,,,,,,2015/07/28,1,,,,,,,,,,,viacoin,viacoin
373,,,,,,,,2015/07/29,1,,,,,,,,,,,viacoin,viacoin
374,,,,,,,,2015/07/30,null,,,,,,,,,,,viacoin,viacoin
375,,,,,,,,2015/07/31,null,,,,,,,,,,,viacoin,viacoin
376,,,,,,,,2015/08/01,null,,,,,,,,,,,viacoin,viacoin
377,,,,,,,,2015/08/02,null,,,,,,,,,,,viacoin,viacoin
378,,,,,,,,2015/08/03,null,,,,,,,,,,,viacoin,viacoin
379,,,,,,,,2015/08/04,null,,,,,,,,,,,viacoin,viacoin
380,,,,,,,,2015/08/05,2,,,,,,,,,,,viacoin,viacoin
381,,,,,,,,2015/08/06,null,,,,,,,,,,,viacoin,viacoin
382,,,,,,,,2015/08/07,null,,,,,,,,,,,viacoin,viacoin
383,,,,,,,,2015/08/08,null,,,,,,,,,,,viacoin,viacoin
384,,,,,,,,2015/08/09,null,,,,,,,,,,,viacoin,viacoin
385,,,,,,,,2015/08/10,1,,,,,,,,,,,viacoin,viacoin
386,,,,,,,,2015/08/11,1,,,,,,,,,,,viacoin,viacoin
387,,,,,,,,2015/08/12,null,,,,,,,,,,,viacoin,viacoin
388,,,,,,,,2015/08/13,1,,,,,,,,,,,viacoin,viacoin
389,,,,,,,,2015/08/14,null,,,,,,,,,,,viacoin,viacoin
390,,,,,,,,2015/08/15,4,,,,,,,,,,,viacoin,viacoin
391,,,,,,,,2015/08/16,1,,,,,,,,,,,viacoin,viacoin
392,,,,,,,,2015/08/17,2,,,,,,,,,,,viacoin,viacoin
393,,,,,,,,2015/08/18,1,,,,,,,,,,,viacoin,viacoin
394,,,,,,,,2015/08/19,null,,,,,,,,,,,viacoin,viacoin
395,,,,,,,,2015/08/20,null,,,,,,,,,,,viacoin,viacoin
396,,,,,,,,2015/08/21,1,,,,,,,,,,,viacoin,viacoin
397,,,,,,,,2015/08/22,2,,,,,,,,,,,viacoin,viacoin
398,,,,,,,,2015/08/23,null,,,,,,,,,,,viacoin,viacoin
399,,,,,,,,2015/08/24,2,,,,,,,,,,,viacoin,viacoin
400,,,,,,,,2015/08/25,null,,,,,,,,,,,viacoin,viacoin
401,,,,,,,,2015/08/26,2,,,,,,,,,,,viacoin,viacoin
402,,,,,,,,2015/08/27,5,,,,,,,,,,,viacoin,viacoin
403,,,,,,,,2015/08/28,1,,,,,,,,,,,viacoin,viacoin
404,,,,,,,,2015/08/29,1,,,,,,,,,,,viacoin,viacoin
405,,,,,,,,2015/08/30,null,,,,,,,,,,,viacoin,viacoin
406,,,,,,,,2015/08/31,3,,,,,,,,,,,viacoin,viacoin
407,,,,,,,,2015/09/01,1,,,,,,,,,,,viacoin,viacoin
408,,,,,,,,2015/09/02,1,,,,,,,,,,,viacoin,viacoin
409,,,,,,,,2015/09/03,null,,,,,,,,,,,viacoin,viacoin
410,,,,,,,,2015/09/04,null,,,,,,,,,,,viacoin,viacoin
411,,,,,,,,2015/09/05,null,,,,,,,,,,,viacoin,viacoin
412,,,,,,,,2015/09/06,1,,,,,,,,,,,viacoin,viacoin
413,,,,,,,,2015/09/07,null,,,,,,,,,,,viacoin,viacoin
414,,,,,,,,2015/09/08,2,,,,,,,,,,,viacoin,viacoin
415,,,,,,,,2015/09/09,5,,,,,,,,,,,viacoin,viacoin
416,,,,,,,,2015/09/10,2,,,,,,,,,,,viacoin,viacoin
417,,,,,,,,2015/09/11,1,,,,,,,,,,,viacoin,viacoin
418,,,,,,,,2015/09/12,2,,,,,,,,,,,viacoin,viacoin
419,,,,,,,,2015/09/13,1,,,,,,,,,,,viacoin,viacoin
420,,,,,,,,2015/09/14,null,,,,,,,,,,,viacoin,viacoin
421,,,,,,,,2015/09/15,null,,,,,,,,,,,viacoin,viacoin
422,,,,,,,,2015/09/16,3,,,,,,,,,,,viacoin,viacoin
423,,,,,,,,2015/09/17,3,,,,,,,,,,,viacoin,viacoin
424,,,,,,,,2015/09/18,4,,,,,,,,,,,viacoin,viacoin
425,,,,,,,,2015/09/19,1,,,,,,,,,,,viacoin,viacoin
426,,,,,,,,2015/09/20,null,,,,,,,,,,,viacoin,viacoin
427,,,,,,,,2015/09/21,2,,,,,,,,,,,viacoin,viacoin
428,,,,,,,,2015/09/22,3,,,,,,,,,,,viacoin,viacoin
429,,,,,,,,2015/09/23,1,,,,,,,,,,,viacoin,viacoin
430,,,,,,,,2015/09/24,1,,,,,,,,,,,viacoin,viacoin
431,,,,,,,,2015/09/25,2,,,,,,,,,,,viacoin,viacoin
432,,,,,,,,2015/09/26,null,,,,,,,,,,,viacoin,viacoin
433,,,,,,,,2015/09/27,null,,,,,,,,,,,viacoin,viacoin
434,,,,,,,,2015/09/28,null,,,,,,,,,,,viacoin,viacoin
435,,,,,,,,2015/09/29,null,,,,,,,,,,,viacoin,viacoin
436,,,,,,,,2015/09/30,null,,,,,,,,,,,viacoin,viacoin
437,,,,,,,,2015/10/01,1,,,,,,,,,,,viacoin,viacoin
438,,,,,,,,2015/10/02,null,,,,,,,,,,,viacoin,viacoin
439,,,,,,,,2015/10/03,1,,,,,,,,,,,viacoin,viacoin
440,,,,,,,,2015/10/04,2,,,,,,,,,,,viacoin,viacoin
441,,,,,,,,2015/10/05,null,,,,,,,,,,,viacoin,viacoin
442,,,,,,,,2015/10/06,null,,,,,,,,,,,viacoin,viacoin
443,,,,,,,,2015/10/07,null,,,,,,,,,,,viacoin,viacoin
444,,,,,,,,2015/10/08,null,,,,,,,,,,,viacoin,viacoin
445,,,,,,,,2015/10/09,1,,,,,,,,,,,viacoin,viacoin
446,,,,,,,,2015/10/10,null,,,,,,,,,,,viacoin,viacoin
447,,,,,,,,2015/10/11,1,,,,,,,,,,,viacoin,viacoin
448,,,,,,,,2015/10/12,1,,,,,,,,,,,viacoin,viacoin
449,,,,,,,,2015/10/13,1,,,,,,,,,,,viacoin,viacoin
450,,,,,,,,2015/10/14,2,,,,,,,,,,,viacoin,viacoin
451,,,,,,,,2015/10/15,2,,,,,,,,,,,viacoin,viacoin
452,,,,,,,,2015/10/16,1,,,,,,,,,,,viacoin,viacoin
453,,,,,,,,2015/10/17,null,,,,,,,,,,,viacoin,viacoin
454,,,,,,,,2015/10/18,8,,,,,,,,,,,viacoin,viacoin
455,,,,,,,,2015/10/19,1,,,,,,,,,,,viacoin,viacoin
456,,,,,,,,2015/10/20,null,,,,,,,,,,,viacoin,viacoin
457,,,,,,,,2015/10/21,null,,,,,,,,,,,viacoin,viacoin
458,,,,,,,,2015/10/22,null,,,,,,,,,,,viacoin,viacoin
459,,,,,,,,2015/10/23,null,,,,,,,,,,,viacoin,viacoin
460,,,,,,,,2015/10/24,1,,,,,,,,,,,viacoin,viacoin
461,,,,,,,,2015/10/25,3,,,,,,,,,,,viacoin,viacoin
462,,,,,,,,2015/10/26,1,,,,,,,,,,,viacoin,viacoin
463,,,,,,,,2015/10/27,1,,,,,,,,,,,viacoin,viacoin
464,,,,,,,,2015/10/28,null,,,,,,,,,,,viacoin,viacoin
465,,,,,,,,2015/10/29,3,,,,,,,,,,,viacoin,viacoin
466,,,,,,,,2015/10/30,5,,,,,,,,,,,viacoin,viacoin
467,,,,,,,,2015/10/31,1,,,,,,,,,,,viacoin,viacoin
468,,,,,,,,2015/11/01,4,,,,,,,,,,,viacoin,viacoin
469,,,,,,,,2015/11/02,2,,,,,,,,,,,viacoin,viacoin
470,,,,,,,,2015/11/03,2,,,,,,,,,,,viacoin,viacoin
471,,,,,,,,2015/11/04,null,,,,,,,,,,,viacoin,viacoin
472,,,,,,,,2015/11/05,2,,,,,,,,,,,viacoin,viacoin
473,,,,,,,,2015/11/06,14,,,,,,,,,,,viacoin,viacoin
474,,,,,,,,2015/11/07,9,,,,,,,,,,,viacoin,viacoin
475,,,,,,,,2015/11/08,null,,,,,,,,,,,viacoin,viacoin
476,,,,,,,,2015/11/09,5,,,,,,,,,,,viacoin,viacoin
477,,,,,,,,2015/11/10,3,,,,,,,,,,,viacoin,viacoin
478,,,,,,,,2015/11/11,1,,,,,,,,,,,viacoin,viacoin
479,,,,,,,,2015/11/12,null,,,,,,,,,,,viacoin,viacoin
480,,,,,,,,2015/11/13,null,,,,,,,,,,,viacoin,viacoin
481,,,,,,,,2015/11/14,2,,,,,,,,,,,viacoin,viacoin
482,,,,,,,,2015/11/15,null,,,,,,,,,,,viacoin,viacoin
483,,,,,,,,2015/11/16,null,,,,,,,,,,,viacoin,viacoin
484,,,,,,,,2015/11/17,4,,,,,,,,,,,viacoin,viacoin
485,,,,,,,,2015/11/18,null,,,,,,,,,,,viacoin,viacoin
486,,,,,,,,2015/11/19,null,,,,,,,,,,,viacoin,viacoin
487,,,,,,,,2015/11/20,2,,,,,,,,,,,viacoin,viacoin
488,,,,,,,,2015/11/21,null,,,,,,,,,,,viacoin,viacoin
489,,,,,,,,2015/11/22,2,,,,,,,,,,,viacoin,viacoin
490,,,,,,,,2015/11/23,2,,,,,,,,,,,viacoin,viacoin
491,,,,,,,,2015/11/24,null,,,,,,,,,,,viacoin,viacoin
492,,,,,,,,2015/11/25,2,,,,,,,,,,,viacoin,viacoin
493,,,,,,,,2015/11/26,null,,,,,,,,,,,viacoin,viacoin
494,,,,,,,,2015/11/27,2,,,,,,,,,,,viacoin,viacoin
495,,,,,,,,2015/11/28,null,,,,,,,,,,,viacoin,viacoin
496,,,,,,,,2015/11/29,5,,,,,,,,,,,viacoin,viacoin
497,,,,,,,,2015/11/30,2,,,,,,,,,,,viacoin,viacoin
498,,,,,,,,2015/12/01,4,,,,,,,,,,,viacoin,viacoin
499,,,,,,,,2015/12/02,null,,,,,,,,,,,viacoin,viacoin
500,,,,,,,,2015/12/03,2,,,,,,,,,,,viacoin,viacoin
501,,,,,,,,2015/12/04,6,,,,,,,,,,,viacoin,viacoin
502,,,,,,,,2015/12/05,4,,,,,,,,,,,viacoin,viacoin
503,,,,,,,,2015/12/06,null,,,,,,,,,,,viacoin,viacoin
504,,,,,,,,2015/12/07,6,,,,,,,,,,,viacoin,viacoin
505,,,,,,,,2015/12/08,null,,,,,,,,,,,viacoin,viacoin
506,,,,,,,,2015/12/09,null,,,,,,,,,,,viacoin,viacoin
507,,,,,,,,2015/12/10,9,,,,,,,,,,,viacoin,viacoin
508,,,,,,,,2015/12/11,null,,,,,,,,,,,viacoin,viacoin
509,,,,,,,,2015/12/12,14,,,,,,,,,,,viacoin,viacoin
510,,,,,,,,2015/12/13,18,,,,,,,,,,,viacoin,viacoin
511,,,,,,,,2015/12/14,4,,,,,,,,,,,viacoin,viacoin
512,,,,,,,,2015/12/15,1,,,,,,,,,,,viacoin,viacoin
513,,,,,,,,2015/12/16,7,,,,,,,,,,,viacoin,viacoin
514,,,,,,,,2015/12/17,null,,,,,,,,,,,viacoin,viacoin
515,,,,,,,,2015/12/18,null,,,,,,,,,,,viacoin,viacoin
516,,,,,,,,2015/12/19,1,,,,,,,,,,,viacoin,viacoin
517,,,,,,,,2015/12/20,null,,,,,,,,,,,viacoin,viacoin
518,,,,,,,,2015/12/21,2,,,,,,,,,,,viacoin,viacoin
519,,,,,,,,2015/12/22,null,,,,,,,,,,,viacoin,viacoin
520,,,,,,,,2015/12/23,2,,,,,,,,,,,viacoin,viacoin
521,,,,,,,,2015/12/24,3,,,,,,,,,,,viacoin,viacoin
522,,,,,,,,2015/12/25,null,,,,,,,,,,,viacoin,viacoin
523,,,,,,,,2015/12/26,4,,,,,,,,,,,viacoin,viacoin
524,,,,,,,,2015/12/27,null,,,,,,,,,,,viacoin,viacoin
525,,,,,,,,2015/12/28,null,,,,,,,,,,,viacoin,viacoin
526,,,,,,,,2015/12/29,2,,,,,,,,,,,viacoin,viacoin
527,,,,,,,,2015/12/30,null,,,,,,,,,,,viacoin,viacoin
528,,,,,,,,2015/12/31,2,,,,,,,,,,,viacoin,viacoin
529,,,,,,,,2016/01/01,null,,,,,,,,,,,viacoin,viacoin
530,,,,,,,,2016/01/02,1,,,,,,,,,,,viacoin,viacoin
531,,,,,,,,2016/01/03,null,,,,,,,,,,,viacoin,viacoin
532,,,,,,,,2016/01/04,1,,,,,,,,,,,viacoin,viacoin
533,,,,,,,,2016/01/05,5,,,,,,,,,,,viacoin,viacoin
534,,,,,,,,2016/01/06,5,,,,,,,,,,,viacoin,viacoin
535,,,,,,,,2016/01/07,2,,,,,,,,,,,viacoin,viacoin
536,,,,,,,,2016/01/08,null,,,,,,,,,,,viacoin,viacoin
537,,,,,,,,2016/01/09,2,,,,,,,,,,,viacoin,viacoin
538,,,,,,,,2016/01/10,4,,,,,,,,,,,viacoin,viacoin
539,,,,,,,,2016/01/11,null,,,,,,,,,,,viacoin,viacoin
540,,,,,,,,2016/01/12,null,,,,,,,,,,,viacoin,viacoin
541,,,,,,,,2016/01/13,2,,,,,,,,,,,viacoin,viacoin
542,,,,,,,,2016/01/14,2,,,,,,,,,,,viacoin,viacoin
543,,,,,,,,2016/01/15,null,,,,,,,,,,,viacoin,viacoin
544,,,,,,,,2016/01/16,null,,,,,,,,,,,viacoin,viacoin
545,,,,,,,,2016/01/17,6,,,,,,,,,,,viacoin,viacoin
546,,,,,,,,2016/01/18,2,,,,,,,,,,,viacoin,viacoin
547,,,,,,,,2016/01/19,6,,,,,,,,,,,viacoin,viacoin
548,,,,,,,,2016/01/20,null,,,,,,,,,,,viacoin,viacoin
549,,,,,,,,2016/01/21,null,,,,,,,,,,,viacoin,viacoin
550,,,,,,,,2016/01/22,2,,,,,,,,,,,viacoin,viacoin
551,,,,,,,,2016/01/23,6,,,,,,,,,,,viacoin,viacoin
552,,,,,,,,2016/01/24,7,,,,,,,,,,,viacoin,viacoin
553,,,,,,,,2016/01/25,4,,,,,,,,,,,viacoin,viacoin
554,,,,,,,,2016/01/26,15,,,,,,,,,,,viacoin,viacoin
555,,,,,,,,2016/01/27,null,,,,,,,,,,,viacoin,viacoin
556,,,,,,,,2016/01/28,2,,,,,,,,,,,viacoin,viacoin
557,,,,,,,,2016/01/29,null,,,,,,,,,,,viacoin,viacoin
558,,,,,,,,2016/01/30,null,,,,,,,,,,,viacoin,viacoin
559,,,,,,,,2016/01/31,null,,,,,,,,,,,viacoin,viacoin
560,,,,,,,,2016/02/01,5,,,,,,,,,,,viacoin,viacoin
561,,,,,,,,2016/02/02,null,,,,,,,,,,,viacoin,viacoin
562,,,,,,,,2016/02/03,null,,,,,,,,,,,viacoin,viacoin
563,,,,,,,,2016/02/04,4,,,,,,,,,,,viacoin,viacoin
564,,,,,,,,2016/02/05,2,,,,,,,,,,,viacoin,viacoin
565,,,,,,,,2016/02/06,null,,,,,,,,,,,viacoin,viacoin
566,,,,,,,,2016/02/07,null,,,,,,,,,,,viacoin,viacoin
567,,,,,,,,2016/02/08,null,,,,,,,,,,,viacoin,viacoin
568,,,,,,,,2016/02/09,null,,,,,,,,,,,viacoin,viacoin
569,,,,,,,,2016/02/10,2,,,,,,,,,,,viacoin,viacoin
570,,,,,,,,2016/02/11,2,,,,,,,,,,,viacoin,viacoin
571,,,,,,,,2016/02/12,1,,,,,,,,,,,viacoin,viacoin
572,,,,,,,,2016/02/13,1,,,,,,,,,,,viacoin,viacoin
573,,,,,,,,2016/02/14,3,,,,,,,,,,,viacoin,viacoin
574,,,,,,,,2016/02/15,2,,,,,,,,,,,viacoin,viacoin
575,,,,,,,,2016/02/16,1,,,,,,,,,,,viacoin,viacoin
576,,,,,,,,2016/02/17,2,,,,,,,,,,,viacoin,viacoin
577,,,,,,,,2016/02/18,2,,,,,,,,,,,viacoin,viacoin
578,,,,,,,,2016/02/19,1,,,,,,,,,,,viacoin,viacoin
579,,,,,,,,2016/02/20,null,,,,,,,,,,,viacoin,viacoin
580,,,,,,,,2016/02/21,1,,,,,,,,,,,viacoin,viacoin
581,,,,,,,,2016/02/22,1,,,,,,,,,,,viacoin,viacoin
582,,,,,,,,2016/02/23,null,,,,,,,,,,,viacoin,viacoin
583,,,,,,,,2016/02/24,3,,,,,,,,,,,viacoin,viacoin
584,,,,,,,,2016/02/25,3,,,,,,,,,,,viacoin,viacoin
585,,,,,,,,2016/02/26,3,,,,,,,,,,,viacoin,viacoin
586,,,,,,,,2016/02/27,5,,,,,,,,,,,viacoin,viacoin
587,,,,,,,,2016/02/28,null,,,,,,,,,,,viacoin,viacoin
588,,,,,,,,2016/02/29,1,,,,,,,,,,,viacoin,viacoin
589,,,,,,,,2016/03/01,1,,,,,,,,,,,viacoin,viacoin
590,,,,,,,,2016/03/02,3,,,,,,,,,,,viacoin,viacoin
591,,,,,,,,2016/03/03,1,,,,,,,,,,,viacoin,viacoin
592,,,,,,,,2016/03/04,4,,,,,,,,,,,viacoin,viacoin
593,,,,,,,,2016/03/05,1,,,,,,,,,,,viacoin,viacoin
594,,,,,,,,2016/03/06,6,,,,,,,,,,,viacoin,viacoin
595,,,,,,,,2016/03/07,2,,,,,,,,,,,viacoin,viacoin
596,,,,,,,,2016/03/08,3,,,,,,,,,,,viacoin,viacoin
597,,,,,,,,2016/03/09,4,,,,,,,,,,,viacoin,viacoin
598,,,,,,,,2016/03/10,1,,,,,,,,,,,viacoin,viacoin
599,,,,,,,,2016/03/11,4,,,,,,,,,,,viacoin,viacoin
600,,,,,,,,2016/03/12,2,,,,,,,,,,,viacoin,viacoin
601,,,,,,,,2016/03/13,null,,,,,,,,,,,viacoin,viacoin
602,,,,,,,,2016/03/14,3,,,,,,,,,,,viacoin,viacoin
603,,,,,,,,2016/03/15,4,,,,,,,,,,,viacoin,viacoin
604,,,,,,,,2016/03/16,3,,,,,,,,,,,viacoin,viacoin
605,,,,,,,,2016/03/17,2,,,,,,,,,,,viacoin,viacoin
606,,,,,,,,2016/03/18,2,,,,,,,,,,,viacoin,viacoin
607,,,,,,,,2016/03/19,2,,,,,,,,,,,viacoin,viacoin
608,,,,,,,,2016/03/20,2,,,,,,,,,,,viacoin,viacoin
609,,,,,,,,2016/03/21,5,,,,,,,,,,,viacoin,viacoin
610,,,,,,,,2016/03/22,1,,,,,,,,,,,viacoin,viacoin
611,,,,,,,,2016/03/23,3,,,,,,,,,,,viacoin,viacoin
612,,,,,,,,2016/03/24,1,,,,,,,,,,,viacoin,viacoin
613,,,,,,,,2016/03/25,1,,,,,,,,,,,viacoin,viacoin
614,,,,,,,,2016/03/26,4,,,,,,,,,,,viacoin,viacoin
615,,,,,,,,2016/03/27,2,,,,,,,,,,,viacoin,viacoin
616,,,,,,,,2016/03/28,1,,,,,,,,,,,viacoin,viacoin
617,,,,,,,,2016/03/29,null,,,,,,,,,,,viacoin,viacoin
618,,,,,,,,2016/03/30,null,,,,,,,,,,,viacoin,viacoin
619,,,,,,,,2016/03/31,null,,,,,,,,,,,viacoin,viacoin
620,,,,,,,,2016/04/01,3,,,,,,,,,,,viacoin,viacoin
621,,,,,,,,2016/04/02,1,,,,,,,,,,,viacoin,viacoin
622,,,,,,,,2016/04/03,null,,,,,,,,,,,viacoin,viacoin
623,,,,,,,,2016/04/04,null,,,,,,,,,,,viacoin,viacoin
624,,,,,,,,2016/04/05,null,,,,,,,,,,,viacoin,viacoin
625,,,,,,,,2016/04/06,null,,,,,,,,,,,viacoin,viacoin
626,,,,,,,,2016/04/07,null,,,,,,,,,,,viacoin,viacoin
627,,,,,,,,2016/04/08,null,,,,,,,,,,,viacoin,viacoin
628,,,,,,,,2016/04/09,null,,,,,,,,,,,viacoin,viacoin
629,,,,,,,,2016/04/10,null,,,,,,,,,,,viacoin,viacoin
630,,,,,,,,2016/04/11,null,,,,,,,,,,,viacoin,viacoin
631,,,,,,,,2016/04/12,null,,,,,,,,,,,viacoin,viacoin
632,,,,,,,,2016/04/13,null,,,,,,,,,,,viacoin,viacoin
633,,,,,,,,2016/04/14,null,,,,,,,,,,,viacoin,viacoin
634,,,,,,,,2016/04/15,1,,,,,,,,,,,viacoin,viacoin
635,,,,,,,,2016/04/16,null,,,,,,,,,,,viacoin,viacoin
636,,,,,,,,2016/04/17,null,,,,,,,,,,,viacoin,viacoin
637,,,,,,,,2016/04/18,null,,,,,,,,,,,viacoin,viacoin
638,,,,,,,,2016/04/19,null,,,,,,,,,,,viacoin,viacoin
639,,,,,,,,2016/04/20,null,,,,,,,,,,,viacoin,viacoin
640,,,,,,,,2016/04/21,null,,,,,,,,,,,viacoin,viacoin
641,,,,,,,,2016/04/22,null,,,,,,,,,,,viacoin,viacoin
642,,,,,,,,2016/04/23,1,,,,,,,,,,,viacoin,viacoin
643,,,,,,,,2016/04/24,null,,,,,,,,,,,viacoin,viacoin
644,,,,,,,,2016/04/25,3,,,,,,,,,,,viacoin,viacoin
645,,,,,,,,2016/04/26,null,,,,,,,,,,,viacoin,viacoin
646,,,,,,,,2016/04/27,null,,,,,,,,,,,viacoin,viacoin
647,,,,,,,,2016/04/28,2,,,,,,,,,,,viacoin,viacoin
648,,,,,,,,2016/04/29,4,,,,,,,,,,,viacoin,viacoin
649,,,,,,,,2016/04/30,3,,,,,,,,,,,viacoin,viacoin
650,,,,,,,,2016/05/01,4,,,,,,,,,,,viacoin,viacoin
651,,,,,,,,2016/05/02,4,,,,,,,,,,,viacoin,viacoin
652,,,,,,,,2016/05/03,4,,,,,,,,,,,viacoin,viacoin
653,,,,,,,,2016/05/04,3,,,,,,,,,,,viacoin,viacoin
654,,,,,,,,2016/05/05,5,,,,,,,,,,,viacoin,viacoin
655,,,,,,,,2016/05/06,2,,,,,,,,,,,viacoin,viacoin
656,,,,,,,,2016/05/07,4,,,,,,,,,,,viacoin,viacoin
657,,,,,,,,2016/05/08,3,,,,,,,,,,,viacoin,viacoin
658,,,,,,,,2016/05/09,4,,,,,,,,,,,viacoin,viacoin
659,,,,,,,,2016/05/10,2,,,,,,,,,,,viacoin,viacoin
660,,,,,,,,2016/05/11,4,,,,,,,,,,,viacoin,viacoin
661,,,,,,,,2016/05/12,4,,,,,,,,,,,viacoin,viacoin
662,,,,,,,,2016/05/13,3,,,,,,,,,,,viacoin,viacoin
663,,,,,,,,2016/05/14,3,,,,,,,,,,,viacoin,viacoin
664,,,,,,,,2016/05/15,3,,,,,,,,,,,viacoin,viacoin
665,,,,,,,,2016/05/16,4,,,,,,,,,,,viacoin,viacoin
666,,,,,,,,2016/05/17,3,,,,,,,,,,,viacoin,viacoin
667,,,,,,,,2016/05/18,3,,,,,,,,,,,viacoin,viacoin
668,,,,,,,,2016/05/19,2,,,,,,,,,,,viacoin,viacoin
669,,,,,,,,2016/05/20,4,,,,,,,,,,,viacoin,viacoin
670,,,,,,,,2016/05/21,9,,,,,,,,,,,viacoin,viacoin
671,,,,,,,,2016/05/22,3,,,,,,,,,,,viacoin,viacoin
672,,,,,,,,2016/05/23,4,,,,,,,,,,,viacoin,viacoin
673,,,,,,,,2016/05/24,4,,,,,,,,,,,viacoin,viacoin
674,,,,,,,,2016/05/25,1,,,,,,,,,,,viacoin,viacoin
675,,,,,,,,2016/05/26,3,,,,,,,,,,,viacoin,viacoin
676,,,,,,,,2016/05/27,4,,,,,,,,,,,viacoin,viacoin
677,,,,,,,,2016/05/28,3,,,,,,,,,,,viacoin,viacoin
678,,,,,,,,2016/05/29,4,,,,,,,,,,,viacoin,viacoin
679,,,,,,,,2016/05/30,3,,,,,,,,,,,viacoin,viacoin
680,,,,,,,,2016/05/31,3,,,,,,,,,,,viacoin,viacoin
681,,,,,,,,2016/06/01,5,,,,,,,,,,,viacoin,viacoin
682,,,,,,,,2016/06/02,3,,,,,,,,,,,viacoin,viacoin
683,,,,,,,,2016/06/03,4,,,,,,,,,,,viacoin,viacoin
684,,,,,,,,2016/06/04,3,,,,,,,,,,,viacoin,viacoin
685,,,,,,,,2016/06/05,4,,,,,,,,,,,viacoin,viacoin
686,,,,,,,,2016/06/06,2,,,,,,,,,,,viacoin,viacoin
687,,,,,,,,2016/06/07,4,,,,,,,,,,,viacoin,viacoin
688,,,,,,,,2016/06/08,4,,,,,,,,,,,viacoin,viacoin
689,,,,,,,,2016/06/09,1,,,,,,,,,,,viacoin,viacoin
690,,,,,,,,2016/06/10,3,,,,,,,,,,,viacoin,viacoin
691,,,,,,,,2016/06/11,3,,,,,,,,,,,viacoin,viacoin
692,,,,,,,,2016/06/12,4,,,,,,,,,,,viacoin,viacoin
693,,,,,,,,2016/06/13,3,,,,,,,,,,,viacoin,viacoin
694,,,,,,,,2016/06/14,2,,,,,,,,,,,viacoin,viacoin
695,,,,,,,,2016/06/15,3,,,,,,,,,,,viacoin,viacoin
696,,,,,,,,2016/06/16,3,,,,,,,,,,,viacoin,viacoin
697,,,,,,,,2016/06/17,3,,,,,,,,,,,viacoin,viacoin
698,,,,,,,,2016/06/18,4,,,,,,,,,,,viacoin,viacoin
699,,,,,,,,2016/06/19,3,,,,,,,,,,,viacoin,viacoin
