,transactions,difficulty,sent_addresses,hashrate,av_transaction_size,mining_profitability,send_usd,median_transaction_size,confirmation_time,av_transaction_value,median_transaction_value,active_addresses,fee_reward,top_100_percent,date,tweets,block_size,google_trends,market_cap,full_name,coin
325,,,,,,,,,,,,,,,2015/02/28,null,,,,einsteinium,einsteinium
326,,,,,,,,,,,,,,,2015/03/01,null,,,,einsteinium,einsteinium
327,,,,,,,,,,,,,,,2015/03/02,null,,,,einsteinium,einsteinium
328,,,,,,,,,,,,,,,2015/03/03,null,,,,einsteinium,einsteinium
329,,,,,,,,,,,,,,,2015/03/04,null,,,,einsteinium,einsteinium
330,,,,,,,,,,,,,,,2015/03/05,null,,,,einsteinium,einsteinium
331,,,,,,,,,,,,,,,2015/03/06,null,,,,einsteinium,einsteinium
332,,,,,,,,,,,,,,,2015/03/07,null,,,,einsteinium,einsteinium
333,,,,,,,,,,,,,,,2015/03/08,null,,,,einsteinium,einsteinium
334,,,,,,,,,,,,,,,2015/03/09,null,,,,einsteinium,einsteinium
335,,,,,,,,,,,,,,,2015/03/10,13,,,,einsteinium,einsteinium
336,,,,,,,,,,,,,,,2015/03/11,null,,,,einsteinium,einsteinium
337,,,,,,,,,,,,,,,2015/03/12,null,,,,einsteinium,einsteinium
338,,,,,,,,,,,,,,,2015/03/13,null,,,,einsteinium,einsteinium
339,,,,,,,,,,,,,,,2015/03/14,null,,,,einsteinium,einsteinium
340,,,,,,,,,,,,,,,2015/03/15,1,,,,einsteinium,einsteinium
341,,,,,,,,,,,,,,,2015/03/16,null,,,,einsteinium,einsteinium
342,,,,,,,,,,,,,,,2015/03/17,1,,,,einsteinium,einsteinium
343,,,,,,,,,,,,,,,2015/03/18,null,,,,einsteinium,einsteinium
344,,,,,,,,,,,,,,,2015/03/19,null,,,,einsteinium,einsteinium
345,,,,,,,,,,,,,,,2015/03/20,1,,,,einsteinium,einsteinium
346,,,,,,,,,,,,,,,2015/03/21,3,,,,einsteinium,einsteinium
347,,,,,,,,,,,,,,,2015/03/22,null,,,,einsteinium,einsteinium
348,,,,,,,,,,,,,,,2015/03/23,2,,,,einsteinium,einsteinium
349,,,,,,,,,,,,,,,2015/03/24,1,,,,einsteinium,einsteinium
350,,,,,,,,,,,,,,,2015/03/25,null,,,,einsteinium,einsteinium
351,,,,,,,,,,,,,,,2015/03/26,1,,,,einsteinium,einsteinium
352,,,,,,,,,,,,,,,2015/03/27,2,,,,einsteinium,einsteinium
353,,,,,,,,,,,,,,,2015/03/28,null,,,,einsteinium,einsteinium
354,,,,,,,,,,,,,,,2015/03/29,null,,,,einsteinium,einsteinium
355,,,,,,,,,,,,,,,2015/03/30,1,,,,einsteinium,einsteinium
356,,,,,,,,,,,,,,,2015/03/31,null,,,,einsteinium,einsteinium
357,,,,,,,,,,,,,,,2015/04/01,null,,,,einsteinium,einsteinium
358,,,,,,,,,,,,,,,2015/04/02,2,,,,einsteinium,einsteinium
359,,,,,,,,,,,,,,,2015/04/03,null,,,,einsteinium,einsteinium
360,,,,,,,,,,,,,,,2015/04/04,null,,,,einsteinium,einsteinium
361,,,,,,,,,,,,,,,2015/04/05,1,,,,einsteinium,einsteinium
362,,,,,,,,,,,,,,,2015/04/06,null,,,,einsteinium,einsteinium
363,,,,,,,,,,,,,,,2015/04/07,null,,,,einsteinium,einsteinium
364,,,,,,,,,,,,,,,2015/04/08,null,,,,einsteinium,einsteinium
365,,,,,,,,,,,,,,,2015/04/09,null,,,,einsteinium,einsteinium
366,,,,,,,,,,,,,,,2015/04/10,1,,,,einsteinium,einsteinium
367,,,,,,,,,,,,,,,2015/04/11,1,,,,einsteinium,einsteinium
368,,,,,,,,,,,,,,,2015/04/12,1,,,,einsteinium,einsteinium
369,,,,,,,,,,,,,,,2015/04/13,null,,,,einsteinium,einsteinium
370,,,,,,,,,,,,,,,2015/04/14,null,,,,einsteinium,einsteinium
371,,,,,,,,,,,,,,,2015/04/15,null,,,,einsteinium,einsteinium
372,,,,,,,,,,,,,,,2015/04/16,null,,,,einsteinium,einsteinium
373,,,,,,,,,,,,,,,2015/04/17,null,,,,einsteinium,einsteinium
374,,,,,,,,,,,,,,,2015/04/18,1,,,,einsteinium,einsteinium
375,,,,,,,,,,,,,,,2015/04/19,null,,,,einsteinium,einsteinium
376,,,,,,,,,,,,,,,2015/04/20,null,,,,einsteinium,einsteinium
377,,,,,,,,,,,,,,,2015/04/21,null,,,,einsteinium,einsteinium
378,,,,,,,,,,,,,,,2015/04/22,null,,,,einsteinium,einsteinium
379,,,,,,,,,,,,,,,2015/04/23,null,,,,einsteinium,einsteinium
380,,,,,,,,,,,,,,,2015/04/24,1,,,,einsteinium,einsteinium
381,,,,,,,,,,,,,,,2015/04/25,2,,,,einsteinium,einsteinium
382,,,,,,,,,,,,,,,2015/04/26,null,,,,einsteinium,einsteinium
383,,,,,,,,,,,,,,,2015/04/27,3,,,,einsteinium,einsteinium
384,,,,,,,,,,,,,,,2015/04/28,null,,,,einsteinium,einsteinium
385,,,,,,,,,,,,,,,2015/04/29,null,,,,einsteinium,einsteinium
386,,,,,,,,,,,,,,,2015/04/30,null,,,,einsteinium,einsteinium
387,,,,,,,,,,,,,,,2015/05/01,null,,,,einsteinium,einsteinium
388,,,,,,,,,,,,,,,2015/05/02,2,,,,einsteinium,einsteinium
389,,,,,,,,,,,,,,,2015/05/03,null,,,,einsteinium,einsteinium
390,,,,,,,,,,,,,,,2015/05/04,1,,,,einsteinium,einsteinium
391,,,,,,,,,,,,,,,2015/05/05,null,,,,einsteinium,einsteinium
392,,,,,,,,,,,,,,,2015/05/06,1,,,,einsteinium,einsteinium
393,,,,,,,,,,,,,,,2015/05/07,null,,,,einsteinium,einsteinium
394,,,,,,,,,,,,,,,2015/05/08,null,,,,einsteinium,einsteinium
395,,,,,,,,,,,,,,,2015/05/09,null,,,,einsteinium,einsteinium
396,,,,,,,,,,,,,,,2015/05/10,1,,,,einsteinium,einsteinium
397,,,,,,,,,,,,,,,2015/05/11,1,,,,einsteinium,einsteinium
398,,,,,,,,,,,,,,,2015/05/12,1,,,,einsteinium,einsteinium
399,,,,,,,,,,,,,,,2015/05/13,3,,,,einsteinium,einsteinium
400,,,,,,,,,,,,,,,2015/05/14,null,,,,einsteinium,einsteinium
401,,,,,,,,,,,,,,,2015/05/15,1,,,,einsteinium,einsteinium
402,,,,,,,,,,,,,,,2015/05/16,null,,,,einsteinium,einsteinium
403,,,,,,,,,,,,,,,2015/05/17,3,,,,einsteinium,einsteinium
404,,,,,,,,,,,,,,,2015/05/18,1,,,,einsteinium,einsteinium
405,,,,,,,,,,,,,,,2015/05/19,null,,,,einsteinium,einsteinium
406,,,,,,,,,,,,,,,2015/05/20,1,,,,einsteinium,einsteinium
407,,,,,,,,,,,,,,,2015/05/21,null,,,,einsteinium,einsteinium
408,,,,,,,,,,,,,,,2015/05/22,1,,,,einsteinium,einsteinium
409,,,,,,,,,,,,,,,2015/05/23,1,,,,einsteinium,einsteinium
410,,,,,,,,,,,,,,,2015/05/24,null,,,,einsteinium,einsteinium
411,,,,,,,,,,,,,,,2015/05/25,null,,,,einsteinium,einsteinium
412,,,,,,,,,,,,,,,2015/05/26,null,,,,einsteinium,einsteinium
413,,,,,,,,,,,,,,,2015/05/27,2,,,,einsteinium,einsteinium
414,,,,,,,,,,,,,,,2015/05/28,null,,,,einsteinium,einsteinium
415,,,,,,,,,,,,,,,2015/05/29,3,,,,einsteinium,einsteinium
416,,,,,,,,,,,,,,,2015/05/30,null,,,,einsteinium,einsteinium
417,,,,,,,,,,,,,,,2015/05/31,1,,,,einsteinium,einsteinium
418,,,,,,,,,,,,,,,2015/06/01,null,,,,einsteinium,einsteinium
419,,,,,,,,,,,,,,,2015/06/02,1,,,,einsteinium,einsteinium
420,,,,,,,,,,,,,,,2015/06/03,2,,,,einsteinium,einsteinium
421,,,,,,,,,,,,,,,2015/06/04,3,,,,einsteinium,einsteinium
422,,,,,,,,,,,,,,,2015/06/05,null,,,,einsteinium,einsteinium
423,,,,,,,,,,,,,,,2015/06/06,1,,,,einsteinium,einsteinium
424,,,,,,,,,,,,,,,2015/06/07,1,,,,einsteinium,einsteinium
425,,,,,,,,,,,,,,,2015/06/08,null,,,,einsteinium,einsteinium
426,,,,,,,,,,,,,,,2015/06/09,2,,,,einsteinium,einsteinium
427,,,,,,,,,,,,,,,2015/06/10,4,,,,einsteinium,einsteinium
428,,,,,,,,,,,,,,,2015/06/11,1,,,,einsteinium,einsteinium
429,,,,,,,,,,,,,,,2015/06/12,2,,,,einsteinium,einsteinium
430,,,,,,,,,,,,,,,2015/06/13,1,,,,einsteinium,einsteinium
431,,,,,,,,,,,,,,,2015/06/14,1,,,,einsteinium,einsteinium
432,,,,,,,,,,,,,,,2015/06/15,null,,,,einsteinium,einsteinium
433,,,,,,,,,,,,,,,2015/06/16,null,,,,einsteinium,einsteinium
434,,,,,,,,,,,,,,,2015/06/17,null,,,,einsteinium,einsteinium
435,,,,,,,,,,,,,,,2015/06/18,3,,,,einsteinium,einsteinium
436,,,,,,,,,,,,,,,2015/06/19,null,,,,einsteinium,einsteinium
437,,,,,,,,,,,,,,,2015/06/20,null,,,,einsteinium,einsteinium
438,,,,,,,,,,,,,,,2015/06/21,2,,,,einsteinium,einsteinium
439,,,,,,,,,,,,,,,2015/06/22,null,,,,einsteinium,einsteinium
440,,,,,,,,,,,,,,,2015/06/23,null,,,,einsteinium,einsteinium
441,,,,,,,,,,,,,,,2015/06/24,1,,,,einsteinium,einsteinium
442,,,,,,,,,,,,,,,2015/06/25,null,,,,einsteinium,einsteinium
443,,,,,,,,,,,,,,,2015/06/26,1,,,,einsteinium,einsteinium
444,,,,,,,,,,,,,,,2015/06/27,null,,,,einsteinium,einsteinium
445,,,,,,,,,,,,,,,2015/06/28,4,,,,einsteinium,einsteinium
446,,,,,,,,,,,,,,,2015/06/29,null,,,,einsteinium,einsteinium
447,,,,,,,,,,,,,,,2015/06/30,1,,,,einsteinium,einsteinium
448,,,,,,,,,,,,,,,2015/07/01,2,,,,einsteinium,einsteinium
449,,,,,,,,,,,,,,,2015/07/02,1,,,,einsteinium,einsteinium
450,,,,,,,,,,,,,,,2015/07/03,null,,,,einsteinium,einsteinium
451,,,,,,,,,,,,,,,2015/07/04,1,,,,einsteinium,einsteinium
452,,,,,,,,,,,,,,,2015/07/05,null,,,,einsteinium,einsteinium
453,,,,,,,,,,,,,,,2015/07/06,1,,,,einsteinium,einsteinium
454,,,,,,,,,,,,,,,2015/07/07,1,,,,einsteinium,einsteinium
455,,,,,,,,,,,,,,,2015/07/08,3,,,,einsteinium,einsteinium
456,,,,,,,,,,,,,,,2015/07/09,3,,,,einsteinium,einsteinium
457,,,,,,,,,,,,,,,2015/07/10,1,,,,einsteinium,einsteinium
458,,,,,,,,,,,,,,,2015/07/11,1,,,,einsteinium,einsteinium
459,,,,,,,,,,,,,,,2015/07/12,null,,,,einsteinium,einsteinium
460,,,,,,,,,,,,,,,2015/07/13,null,,,,einsteinium,einsteinium
461,,,,,,,,,,,,,,,2015/07/14,1,,,,einsteinium,einsteinium
462,,,,,,,,,,,,,,,2015/07/15,1,,,,einsteinium,einsteinium
463,,,,,,,,,,,,,,,2015/07/16,1,,,,einsteinium,einsteinium
464,,,,,,,,,,,,,,,2015/07/17,null,,,,einsteinium,einsteinium
465,,,,,,,,,,,,,,,2015/07/18,null,,,,einsteinium,einsteinium
466,,,,,,,,,,,,,,,2015/07/19,null,,,,einsteinium,einsteinium
467,,,,,,,,,,,,,,,2015/07/20,null,,,,einsteinium,einsteinium
468,,,,,,,,,,,,,,,2015/07/21,2,,,,einsteinium,einsteinium
469,,,,,,,,,,,,,,,2015/07/22,5,,,,einsteinium,einsteinium
470,,,,,,,,,,,,,,,2015/07/23,null,,,,einsteinium,einsteinium
471,,,,,,,,,,,,,,,2015/07/24,null,,,,einsteinium,einsteinium
472,,,,,,,,,,,,,,,2015/07/25,3,,,,einsteinium,einsteinium
473,,,,,,,,,,,,,,,2015/07/26,3,,,,einsteinium,einsteinium
474,,,,,,,,,,,,,,,2015/07/27,null,,,,einsteinium,einsteinium
475,,,,,,,,,,,,,,,2015/07/28,1,,,,einsteinium,einsteinium
476,,,,,,,,,,,,,,,2015/07/29,6,,,,einsteinium,einsteinium
477,,,,,,,,,,,,,,,2015/07/30,7,,,,einsteinium,einsteinium
478,,,,,,,,,,,,,,,2015/07/31,1,,,,einsteinium,einsteinium
479,,,,,,,,,,,,,,,2015/08/01,1,,,,einsteinium,einsteinium
480,,,,,,,,,,,,,,,2015/08/02,3,,,,einsteinium,einsteinium
481,,,,,,,,,,,,,,,2015/08/03,1,,,,einsteinium,einsteinium
482,,,,,,,,,,,,,,,2015/08/04,4,,,,einsteinium,einsteinium
483,,,,,,,,,,,,,,,2015/08/05,1,,,,einsteinium,einsteinium
484,,,,,,,,,,,,,,,2015/08/06,1,,,,einsteinium,einsteinium
485,,,,,,,,,,,,,,,2015/08/07,3,,,,einsteinium,einsteinium
486,,,,,,,,,,,,,,,2015/08/08,2,,,,einsteinium,einsteinium
487,,,,,,,,,,,,,,,2015/08/09,2,,,,einsteinium,einsteinium
488,,,,,,,,,,,,,,,2015/08/10,3,,,,einsteinium,einsteinium
489,,,,,,,,,,,,,,,2015/08/11,2,,,,einsteinium,einsteinium
490,,,,,,,,,,,,,,,2015/08/12,null,,,,einsteinium,einsteinium
491,,,,,,,,,,,,,,,2015/08/13,3,,,,einsteinium,einsteinium
492,,,,,,,,,,,,,,,2015/08/14,null,,,,einsteinium,einsteinium
493,,,,,,,,,,,,,,,2015/08/15,null,,,,einsteinium,einsteinium
494,,,,,,,,,,,,,,,2015/08/16,null,,,,einsteinium,einsteinium
495,,,,,,,,,,,,,,,2015/08/17,2,,,,einsteinium,einsteinium
496,,,,,,,,,,,,,,,2015/08/18,null,,,,einsteinium,einsteinium
497,,,,,,,,,,,,,,,2015/08/19,6,,,,einsteinium,einsteinium
498,,,,,,,,,,,,,,,2015/08/20,1,,,,einsteinium,einsteinium
499,,,,,,,,,,,,,,,2015/08/21,1,,,,einsteinium,einsteinium
500,,,,,,,,,,,,,,,2015/08/22,null,,,,einsteinium,einsteinium
501,,,,,,,,,,,,,,,2015/08/23,1,,,,einsteinium,einsteinium
502,,,,,,,,,,,,,,,2015/08/24,2,,,,einsteinium,einsteinium
503,,,,,,,,,,,,,,,2015/08/25,3,,,,einsteinium,einsteinium
504,,,,,,,,,,,,,,,2015/08/26,3,,,,einsteinium,einsteinium
505,,,,,,,,,,,,,,,2015/08/27,3,,,,einsteinium,einsteinium
506,,,,,,,,,,,,,,,2015/08/28,3,,,,einsteinium,einsteinium
507,,,,,,,,,,,,,,,2015/08/29,2,,,,einsteinium,einsteinium
508,,,,,,,,,,,,,,,2015/08/30,3,,,,einsteinium,einsteinium
509,,,,,,,,,,,,,,,2015/08/31,null,,,,einsteinium,einsteinium
510,,,,,,,,,,,,,,,2015/09/01,1,,,,einsteinium,einsteinium
511,,,,,,,,,,,,,,,2015/09/02,null,,,,einsteinium,einsteinium
512,,,,,,,,,,,,,,,2015/09/03,1,,,,einsteinium,einsteinium
513,,,,,,,,,,,,,,,2015/09/04,1,,,,einsteinium,einsteinium
514,,,,,,,,,,,,,,,2015/09/05,null,,,,einsteinium,einsteinium
515,,,,,,,,,,,,,,,2015/09/06,null,,,,einsteinium,einsteinium
516,,,,,,,,,,,,,,,2015/09/07,null,,,,einsteinium,einsteinium
517,,,,,,,,,,,,,,,2015/09/08,3,,,,einsteinium,einsteinium
518,,,,,,,,,,,,,,,2015/09/09,null,,,,einsteinium,einsteinium
519,,,,,,,,,,,,,,,2015/09/10,null,,,,einsteinium,einsteinium
520,,,,,,,,,,,,,,,2015/09/11,1,,,,einsteinium,einsteinium
521,,,,,,,,,,,,,,,2015/09/12,1,,,,einsteinium,einsteinium
522,,,,,,,,,,,,,,,2015/09/13,2,,,,einsteinium,einsteinium
523,,,,,,,,,,,,,,,2015/09/14,null,,,,einsteinium,einsteinium
524,,,,,,,,,,,,,,,2015/09/15,2,,,,einsteinium,einsteinium
525,,,,,,,,,,,,,,,2015/09/16,1,,,,einsteinium,einsteinium
526,,,,,,,,,,,,,,,2015/09/17,null,,,,einsteinium,einsteinium
527,,,,,,,,,,,,,,,2015/09/18,2,,,,einsteinium,einsteinium
528,,,,,,,,,,,,,,,2015/09/19,null,,,,einsteinium,einsteinium
529,,,,,,,,,,,,,,,2015/09/20,1,,,,einsteinium,einsteinium
530,,,,,,,,,,,,,,,2015/09/21,6,,,,einsteinium,einsteinium
531,,,,,,,,,,,,,,,2015/09/22,null,,,,einsteinium,einsteinium
532,,,,,,,,,,,,,,,2015/09/23,3,,,,einsteinium,einsteinium
533,,,,,,,,,,,,,,,2015/09/24,1,,,,einsteinium,einsteinium
534,,,,,,,,,,,,,,,2015/09/25,null,,,,einsteinium,einsteinium
535,,,,,,,,,,,,,,,2015/09/26,1,,,,einsteinium,einsteinium
536,,,,,,,,,,,,,,,2015/09/27,1,,,,einsteinium,einsteinium
537,,,,,,,,,,,,,,,2015/09/28,null,,,,einsteinium,einsteinium
538,,,,,,,,,,,,,,,2015/09/29,null,,,,einsteinium,einsteinium
539,,,,,,,,,,,,,,,2015/09/30,3,,,,einsteinium,einsteinium
540,,,,,,,,,,,,,,,2015/10/01,1,,,,einsteinium,einsteinium
541,,,,,,,,,,,,,,,2015/10/02,1,,,,einsteinium,einsteinium
542,,,,,,,,,,,,,,,2015/10/03,null,,,,einsteinium,einsteinium
543,,,,,,,,,,,,,,,2015/10/04,4,,,,einsteinium,einsteinium
544,,,,,,,,,,,,,,,2015/10/05,1,,,,einsteinium,einsteinium
545,,,,,,,,,,,,,,,2015/10/06,null,,,,einsteinium,einsteinium
546,,,,,,,,,,,,,,,2015/10/07,1,,,,einsteinium,einsteinium
547,,,,,,,,,,,,,,,2015/10/08,1,,,,einsteinium,einsteinium
548,,,,,,,,,,,,,,,2015/10/09,3,,,,einsteinium,einsteinium
549,,,,,,,,,,,,,,,2015/10/10,1,,,,einsteinium,einsteinium
550,,,,,,,,,,,,,,,2015/10/11,4,,,,einsteinium,einsteinium
551,,,,,,,,,,,,,,,2015/10/12,1,,,,einsteinium,einsteinium
552,,,,,,,,,,,,,,,2015/10/13,null,,,,einsteinium,einsteinium
553,,,,,,,,,,,,,,,2015/10/14,1,,,,einsteinium,einsteinium
554,,,,,,,,,,,,,,,2015/10/15,2,,,,einsteinium,einsteinium
555,,,,,,,,,,,,,,,2015/10/16,1,,,,einsteinium,einsteinium
556,,,,,,,,,,,,,,,2015/10/17,2,,,,einsteinium,einsteinium
557,,,,,,,,,,,,,,,2015/10/18,null,,,,einsteinium,einsteinium
558,,,,,,,,,,,,,,,2015/10/19,1,,,,einsteinium,einsteinium
559,,,,,,,,,,,,,,,2015/10/20,1,,,,einsteinium,einsteinium
560,,,,,,,,,,,,,,,2015/10/21,4,,,,einsteinium,einsteinium
561,,,,,,,,,,,,,,,2015/10/22,1,,,,einsteinium,einsteinium
562,,,,,,,,,,,,,,,2015/10/23,null,,,,einsteinium,einsteinium
563,,,,,,,,,,,,,,,2015/10/24,3,,,,einsteinium,einsteinium
564,,,,,,,,,,,,,,,2015/10/25,2,,,,einsteinium,einsteinium
565,,,,,,,,,,,,,,,2015/10/26,1,,,,einsteinium,einsteinium
566,,,,,,,,,,,,,,,2015/10/27,1,,,,einsteinium,einsteinium
567,,,,,,,,,,,,,,,2015/10/28,null,,,,einsteinium,einsteinium
568,,,,,,,,,,,,,,,2015/10/29,4,,,,einsteinium,einsteinium
569,,,,,,,,,,,,,,,2015/10/30,2,,,,einsteinium,einsteinium
570,,,,,,,,,,,,,,,2015/10/31,1,,,,einsteinium,einsteinium
571,,,,,,,,,,,,,,,2015/11/01,3,,,,einsteinium,einsteinium
572,,,,,,,,,,,,,,,2015/11/02,3,,,,einsteinium,einsteinium
573,,,,,,,,,,,,,,,2015/11/03,3,,,,einsteinium,einsteinium
574,,,,,,,,,,,,,,,2015/11/04,4,,,,einsteinium,einsteinium
575,,,,,,,,,,,,,,,2015/11/05,2,,,,einsteinium,einsteinium
576,,,,,,,,,,,,,,,2015/11/06,3,,,,einsteinium,einsteinium
577,,,,,,,,,,,,,,,2015/11/07,5,,,,einsteinium,einsteinium
578,,,,,,,,,,,,,,,2015/11/08,2,,,,einsteinium,einsteinium
579,,,,,,,,,,,,,,,2015/11/09,4,,,,einsteinium,einsteinium
580,,,,,,,,,,,,,,,2015/11/10,null,,,,einsteinium,einsteinium
581,,,,,,,,,,,,,,,2015/11/11,null,,,,einsteinium,einsteinium
582,,,,,,,,,,,,,,,2015/11/12,6,,,,einsteinium,einsteinium
583,,,,,,,,,,,,,,,2015/11/13,2,,,,einsteinium,einsteinium
584,,,,,,,,,,,,,,,2015/11/14,2,,,,einsteinium,einsteinium
585,,,,,,,,,,,,,,,2015/11/15,27,,,,einsteinium,einsteinium
586,,,,,,,,,,,,,,,2015/11/16,4,,,,einsteinium,einsteinium
587,,,,,,,,,,,,,,,2015/11/17,4,,,,einsteinium,einsteinium
588,,,,,,,,,,,,,,,2015/11/18,1,,,,einsteinium,einsteinium
589,,,,,,,,,,,,,,,2015/11/19,2,,,,einsteinium,einsteinium
590,,,,,,,,,,,,,,,2015/11/20,null,,,,einsteinium,einsteinium
591,,,,,,,,,,,,,,,2015/11/21,null,,,,einsteinium,einsteinium
592,,,,,,,,,,,,,,,2015/11/22,2,,,,einsteinium,einsteinium
593,,,,,,,,,,,,,,,2015/11/23,2,,,,einsteinium,einsteinium
594,,,,,,,,,,,,,,,2015/11/24,1,,,,einsteinium,einsteinium
595,,,,,,,,,,,,,,,2015/11/25,1,,,,einsteinium,einsteinium
596,,,,,,,,,,,,,,,2015/11/26,null,,,,einsteinium,einsteinium
597,,,,,,,,,,,,,,,2015/11/27,4,,,,einsteinium,einsteinium
598,,,,,,,,,,,,,,,2015/11/28,2,,,,einsteinium,einsteinium
599,,,,,,,,,,,,,,,2015/11/29,5,,,,einsteinium,einsteinium
600,,,,,,,,,,,,,,,2015/11/30,null,,,,einsteinium,einsteinium
601,,,,,,,,,,,,,,,2015/12/01,4,,,,einsteinium,einsteinium
602,,,,,,,,,,,,,,,2015/12/02,1,,,,einsteinium,einsteinium
603,,,,,,,,,,,,,,,2015/12/03,3,,,,einsteinium,einsteinium
604,,,,,,,,,,,,,,,2015/12/04,2,,,,einsteinium,einsteinium
605,,,,,,,,,,,,,,,2015/12/05,null,,,,einsteinium,einsteinium
606,,,,,,,,,,,,,,,2015/12/06,2,,,,einsteinium,einsteinium
607,,,,,,,,,,,,,,,2015/12/07,2,,,,einsteinium,einsteinium
608,,,,,,,,,,,,,,,2015/12/08,null,,,,einsteinium,einsteinium
609,,,,,,,,,,,,,,,2015/12/09,1,,,,einsteinium,einsteinium
610,,,,,,,,,,,,,,,2015/12/10,null,,,,einsteinium,einsteinium
611,,,,,,,,,,,,,,,2015/12/11,1,,,,einsteinium,einsteinium
612,,,,,,,,,,,,,,,2015/12/12,null,,,,einsteinium,einsteinium
613,,,,,,,,,,,,,,,2015/12/13,2,,,,einsteinium,einsteinium
614,,,,,,,,,,,,,,,2015/12/14,3,,,,einsteinium,einsteinium
615,,,,,,,,,,,,,,,2015/12/15,4,,,,einsteinium,einsteinium
616,,,,,,,,,,,,,,,2015/12/16,1,,,,einsteinium,einsteinium
617,,,,,,,,,,,,,,,2015/12/17,5,,,,einsteinium,einsteinium
618,,,,,,,,,,,,,,,2015/12/18,6,,,,einsteinium,einsteinium
619,,,,,,,,,,,,,,,2015/12/19,6,,,,einsteinium,einsteinium
620,,,,,,,,,,,,,,,2015/12/20,6,,,,einsteinium,einsteinium
621,,,,,,,,,,,,,,,2015/12/21,5,,,,einsteinium,einsteinium
622,,,,,,,,,,,,,,,2015/12/22,3,,,,einsteinium,einsteinium
623,,,,,,,,,,,,,,,2015/12/23,2,,,,einsteinium,einsteinium
624,,,,,,,,,,,,,,,2015/12/24,4,,,,einsteinium,einsteinium
625,,,,,,,,,,,,,,,2015/12/25,1,,,,einsteinium,einsteinium
626,,,,,,,,,,,,,,,2015/12/26,1,,,,einsteinium,einsteinium
627,,,,,,,,,,,,,,,2015/12/27,null,,,,einsteinium,einsteinium
628,,,,,,,,,,,,,,,2015/12/28,3,,,,einsteinium,einsteinium
629,,,,,,,,,,,,,,,2015/12/29,3,,,,einsteinium,einsteinium
630,,,,,,,,,,,,,,,2015/12/30,5,,,,einsteinium,einsteinium
631,,,,,,,,,,,,,,,2015/12/31,2,,,,einsteinium,einsteinium
632,,,,,,,,,,,,,,,2016/01/01,1,,,,einsteinium,einsteinium
633,,,,,,,,,,,,,,,2016/01/02,null,,,,einsteinium,einsteinium
634,,,,,,,,,,,,,,,2016/01/03,6,,,,einsteinium,einsteinium
635,,,,,,,,,,,,,,,2016/01/04,1,,,,einsteinium,einsteinium
636,,,,,,,,,,,,,,,2016/01/05,null,,,,einsteinium,einsteinium
637,,,,,,,,,,,,,,,2016/01/06,3,,,,einsteinium,einsteinium
638,,,,,,,,,,,,,,,2016/01/07,2,,,,einsteinium,einsteinium
639,,,,,,,,,,,,,,,2016/01/08,2,,,,einsteinium,einsteinium
640,,,,,,,,,,,,,,,2016/01/09,4,,,,einsteinium,einsteinium
641,,,,,,,,,,,,,,,2016/01/10,3,,,,einsteinium,einsteinium
642,,,,,,,,,,,,,,,2016/01/11,2,,,,einsteinium,einsteinium
643,,,,,,,,,,,,,,,2016/01/12,3,,,,einsteinium,einsteinium
644,,,,,,,,,,,,,,,2016/01/13,3,,,,einsteinium,einsteinium
645,,,,,,,,,,,,,,,2016/01/14,4,,,,einsteinium,einsteinium
646,,,,,,,,,,,,,,,2016/01/15,2,,,,einsteinium,einsteinium
647,,,,,,,,,,,,,,,2016/01/16,7,,,,einsteinium,einsteinium
648,,,,,,,,,,,,,,,2016/01/17,4,,,,einsteinium,einsteinium
649,,,,,,,,,,,,,,,2016/01/18,3,,,,einsteinium,einsteinium
650,,,,,,,,,,,,,,,2016/01/19,null,,,,einsteinium,einsteinium
651,,,,,,,,,,,,,,,2016/01/20,1,,,,einsteinium,einsteinium
652,,,,,,,,,,,,,,,2016/01/21,null,,,,einsteinium,einsteinium
653,,,,,,,,,,,,,,,2016/01/22,2,,,,einsteinium,einsteinium
654,,,,,,,,,,,,,,,2016/01/23,5,,,,einsteinium,einsteinium
655,,,,,,,,,,,,,,,2016/01/24,2,,,,einsteinium,einsteinium
656,,,,,,,,,,,,,,,2016/01/25,2,,,,einsteinium,einsteinium
657,,,,,,,,,,,,,,,2016/01/26,null,,,,einsteinium,einsteinium
658,,,,,,,,,,,,,,,2016/01/27,null,,,,einsteinium,einsteinium
659,,,,,,,,,,,,,,,2016/01/28,null,,,,einsteinium,einsteinium
660,,,,,,,,,,,,,,,2016/01/29,4,,,,einsteinium,einsteinium
661,,,,,,,,,,,,,,,2016/01/30,2,,,,einsteinium,einsteinium
662,,,,,,,,,,,,,,,2016/01/31,1,,,,einsteinium,einsteinium
663,,,,,,,,,,,,,,,2016/02/01,4,,,,einsteinium,einsteinium
664,,,,,,,,,,,,,,,2016/02/02,3,,,,einsteinium,einsteinium
665,,,,,,,,,,,,,,,2016/02/03,null,,,,einsteinium,einsteinium
666,,,,,,,,,,,,,,,2016/02/04,4,,,,einsteinium,einsteinium
667,,,,,,,,,,,,,,,2016/02/05,6,,,,einsteinium,einsteinium
668,,,,,,,,,,,,,,,2016/02/06,7,,,,einsteinium,einsteinium
669,,,,,,,,,,,,,,,2016/02/07,null,,,,einsteinium,einsteinium
670,,,,,,,,,,,,,,,2016/02/08,null,,,,einsteinium,einsteinium
671,,,,,,,,,,,,,,,2016/02/09,2,,,,einsteinium,einsteinium
