,transactions,difficulty,sent_addresses,hashrate,av_transaction_size,mining_profitability,send_usd,median_transaction_size,confirmation_time,av_transaction_value,median_transaction_value,active_addresses,fee_reward,top_100_percent,date,tweets,block_size,google_trends,market_cap,full_name,coin
672,,,,,,,,,,,,,,,2016/02/10,3,,,,einsteinium,einsteinium
673,,,,,,,,,,,,,,,2016/02/11,4,,,,einsteinium,einsteinium
674,,,,,,,,,,,,,,,2016/02/12,9,,,,einsteinium,einsteinium
675,,,,,,,,,,,,,,,2016/02/13,1,,,,einsteinium,einsteinium
676,,,,,,,,,,,,,,,2016/02/14,4,,,,einsteinium,einsteinium
677,,,,,,,,,,,,,,,2016/02/15,2,,,,einsteinium,einsteinium
678,,,,,,,,,,,,,,,2016/02/16,null,,,,einsteinium,einsteinium
679,,,,,,,,,,,,,,,2016/02/17,1,,,,einsteinium,einsteinium
680,,,,,,,,,,,,,,,2016/02/18,null,,,,einsteinium,einsteinium
681,,,,,,,,,,,,,,,2016/02/19,null,,,,einsteinium,einsteinium
682,,,,,,,,,,,,,,,2016/02/20,null,,,,einsteinium,einsteinium
683,,,,,,,,,,,,,,,2016/02/21,5,,,,einsteinium,einsteinium
684,,,,,,,,,,,,,,,2016/02/22,null,,,,einsteinium,einsteinium
685,,,,,,,,,,,,,,,2016/02/23,null,,,,einsteinium,einsteinium
686,,,,,,,,,,,,,,,2016/02/24,1,,,,einsteinium,einsteinium
687,,,,,,,,,,,,,,,2016/02/25,1,,,,einsteinium,einsteinium
688,,,,,,,,,,,,,,,2016/02/26,2,,,,einsteinium,einsteinium
689,,,,,,,,,,,,,,,2016/02/27,null,,,,einsteinium,einsteinium
690,,,,,,,,,,,,,,,2016/02/28,3,,,,einsteinium,einsteinium
691,,,,,,,,,,,,,,,2016/02/29,null,,,,einsteinium,einsteinium
692,,,,,,,,,,,,,,,2016/03/01,null,,,,einsteinium,einsteinium
693,,,,,,,,,,,,,,,2016/03/02,null,,,,einsteinium,einsteinium
694,,,,,,,,,,,,,,,2016/03/03,null,,,,einsteinium,einsteinium
695,,,,,,,,,,,,,,,2016/03/04,null,,,,einsteinium,einsteinium
696,,,,,,,,,,,,,,,2016/03/05,2,,,,einsteinium,einsteinium
697,,,,,,,,,,,,,,,2016/03/06,null,,,,einsteinium,einsteinium
698,,,,,,,,,,,,,,,2016/03/07,2,,,,einsteinium,einsteinium
699,,,,,,,,,,,,,,,2016/03/08,null,,,,einsteinium,einsteinium
700,,,,,,,,,,,,,,,2016/03/09,1,,,,einsteinium,einsteinium
701,,,,,,,,,,,,,,,2016/03/10,null,,,,einsteinium,einsteinium
702,,,,,,,,,,,,,,,2016/03/11,1,,,,einsteinium,einsteinium
703,,,,,,,,,,,,,,,2016/03/12,1,,,,einsteinium,einsteinium
704,,,,,,,,,,,,,,,2016/03/13,2,,,,einsteinium,einsteinium
705,,,,,,,,,,,,,,,2016/03/14,4,,,,einsteinium,einsteinium
706,,,,,,,,,,,,,,,2016/03/15,3,,,,einsteinium,einsteinium
707,,,,,,,,,,,,,,,2016/03/16,null,,,,einsteinium,einsteinium
708,,,,,,,,,,,,,,,2016/03/17,null,,,,einsteinium,einsteinium
709,,,,,,,,,,,,,,,2016/03/18,1,,,,einsteinium,einsteinium
710,,,,,,,,,,,,,,,2016/03/19,1,,,,einsteinium,einsteinium
711,,,,,,,,,,,,,,,2016/03/20,1,,,,einsteinium,einsteinium
712,,,,,,,,,,,,,,,2016/03/21,null,,,,einsteinium,einsteinium
713,,,,,,,,,,,,,,,2016/03/22,1,,,,einsteinium,einsteinium
714,,,,,,,,,,,,,,,2016/03/23,null,,,,einsteinium,einsteinium
715,,,,,,,,,,,,,,,2016/03/24,2,,,,einsteinium,einsteinium
716,,,,,,,,,,,,,,,2016/03/25,4,,,,einsteinium,einsteinium
717,,,,,,,,,,,,,,,2016/03/26,null,,,,einsteinium,einsteinium
718,,,,,,,,,,,,,,,2016/03/27,2,,,,einsteinium,einsteinium
719,,,,,,,,,,,,,,,2016/03/28,1,,,,einsteinium,einsteinium
720,,,,,,,,,,,,,,,2016/03/29,2,,,,einsteinium,einsteinium
721,,,,,,,,,,,,,,,2016/03/30,null,,,,einsteinium,einsteinium
722,,,,,,,,,,,,,,,2016/03/31,1,,,,einsteinium,einsteinium
723,,,,,,,,,,,,,,,2016/04/01,null,,,,einsteinium,einsteinium
724,,,,,,,,,,,,,,,2016/04/02,null,,,,einsteinium,einsteinium
725,,,,,,,,,,,,,,,2016/04/03,1,,,,einsteinium,einsteinium
726,,,,,,,,,,,,,,,2016/04/04,3,,,,einsteinium,einsteinium
727,,,,,,,,,,,,,,,2016/04/05,1,,,,einsteinium,einsteinium
728,,,,,,,,,,,,,,,2016/04/06,1,,,,einsteinium,einsteinium
729,,,,,,,,,,,,,,,2016/04/07,1,,,,einsteinium,einsteinium
730,,,,,,,,,,,,,,,2016/04/08,1,,,,einsteinium,einsteinium
731,,,,,,,,,,,,,,,2016/04/09,null,,,,einsteinium,einsteinium
732,,,,,,,,,,,,,,,2016/04/10,null,,,,einsteinium,einsteinium
733,,,,,,,,,,,,,,,2016/04/11,null,,,,einsteinium,einsteinium
734,,,,,,,,,,,,,,,2016/04/12,1,,,,einsteinium,einsteinium
735,,,,,,,,,,,,,,,2016/04/13,null,,,,einsteinium,einsteinium
736,,,,,,,,,,,,,,,2016/04/14,null,,,,einsteinium,einsteinium
737,,,,,,,,,,,,,,,2016/04/15,null,,,,einsteinium,einsteinium
738,,,,,,,,,,,,,,,2016/04/16,null,,,,einsteinium,einsteinium
739,,,,,,,,,,,,,,,2016/04/17,null,,,,einsteinium,einsteinium
740,,,,,,,,,,,,,,,2016/04/18,null,,,,einsteinium,einsteinium
741,,,,,,,,,,,,,,,2016/04/19,1,,,,einsteinium,einsteinium
742,,,,,,,,,,,,,,,2016/04/20,1,,,,einsteinium,einsteinium
743,,,,,,,,,,,,,,,2016/04/21,null,,,,einsteinium,einsteinium
744,,,,,,,,,,,,,,,2016/04/22,null,,,,einsteinium,einsteinium
745,,,,,,,,,,,,,,,2016/04/23,null,,,,einsteinium,einsteinium
746,,,,,,,,,,,,,,,2016/04/24,null,,,,einsteinium,einsteinium
747,,,,,,,,,,,,,,,2016/04/25,null,,,,einsteinium,einsteinium
748,,,,,,,,,,,,,,,2016/04/26,2,,,,einsteinium,einsteinium
749,,,,,,,,,,,,,,,2016/04/27,null,,,,einsteinium,einsteinium
750,,,,,,,,,,,,,,,2016/04/28,1,,,,einsteinium,einsteinium
751,,,,,,,,,,,,,,,2016/04/29,null,,,,einsteinium,einsteinium
752,,,,,,,,,,,,,,,2016/04/30,1,,,,einsteinium,einsteinium
753,,,,,,,,,,,,,,,2016/05/01,null,,,,einsteinium,einsteinium
754,,,,,,,,,,,,,,,2016/05/02,null,,,,einsteinium,einsteinium
755,,,,,,,,,,,,,,,2016/05/03,null,,,,einsteinium,einsteinium
756,,,,,,,,,,,,,,,2016/05/04,1,,,,einsteinium,einsteinium
757,,,,,,,,,,,,,,,2016/05/05,null,,,,einsteinium,einsteinium
758,,,,,,,,,,,,,,,2016/05/06,2,,,,einsteinium,einsteinium
759,,,,,,,,,,,,,,,2016/05/07,null,,,,einsteinium,einsteinium
760,,,,,,,,,,,,,,,2016/05/08,null,,,,einsteinium,einsteinium
761,,,,,,,,,,,,,,,2016/05/09,null,,,,einsteinium,einsteinium
762,,,,,,,,,,,,,,,2016/05/10,null,,,,einsteinium,einsteinium
763,,,,,,,,,,,,,,,2016/05/11,null,,,,einsteinium,einsteinium
764,,,,,,,,,,,,,,,2016/05/12,null,,,,einsteinium,einsteinium
765,,,,,,,,,,,,,,,2016/05/13,null,,,,einsteinium,einsteinium
766,,,,,,,,,,,,,,,2016/05/14,null,,,,einsteinium,einsteinium
767,,,,,,,,,,,,,,,2016/05/15,null,,,,einsteinium,einsteinium
768,,,,,,,,,,,,,,,2016/05/16,2,,,,einsteinium,einsteinium
769,,,,,,,,,,,,,,,2016/05/17,null,,,,einsteinium,einsteinium
770,,,,,,,,,,,,,,,2016/05/18,2,,,,einsteinium,einsteinium
771,,,,,,,,,,,,,,,2016/05/19,1,,,,einsteinium,einsteinium
772,,,,,,,,,,,,,,,2016/05/20,null,,,,einsteinium,einsteinium
773,,,,,,,,,,,,,,,2016/05/21,null,,,,einsteinium,einsteinium
774,,,,,,,,,,,,,,,2016/05/22,null,,,,einsteinium,einsteinium
775,,,,,,,,,,,,,,,2016/05/23,null,,,,einsteinium,einsteinium
776,,,,,,,,,,,,,,,2016/05/24,null,,,,einsteinium,einsteinium
777,,,,,,,,,,,,,,,2016/05/25,null,,,,einsteinium,einsteinium
778,,,,,,,,,,,,,,,2016/05/26,1,,,,einsteinium,einsteinium
779,,,,,,,,,,,,,,,2016/05/27,1,,,,einsteinium,einsteinium
780,,,,,,,,,,,,,,,2016/05/28,null,,,,einsteinium,einsteinium
781,,,,,,,,,,,,,,,2016/05/29,null,,,,einsteinium,einsteinium
782,,,,,,,,,,,,,,,2016/05/30,null,,,,einsteinium,einsteinium
783,,,,,,,,,,,,,,,2016/05/31,null,,,,einsteinium,einsteinium
784,,,,,,,,,,,,,,,2016/06/01,null,,,,einsteinium,einsteinium
785,,,,,,,,,,,,,,,2016/06/02,null,,,,einsteinium,einsteinium
786,,,,,,,,,,,,,,,2016/06/03,null,,,,einsteinium,einsteinium
787,,,,,,,,,,,,,,,2016/06/04,null,,,,einsteinium,einsteinium
788,,,,,,,,,,,,,,,2016/06/05,1,,,,einsteinium,einsteinium
789,,,,,,,,,,,,,,,2016/06/06,null,,,,einsteinium,einsteinium
790,,,,,,,,,,,,,,,2016/06/07,null,,,,einsteinium,einsteinium
791,,,,,,,,,,,,,,,2016/06/08,null,,,,einsteinium,einsteinium
792,,,,,,,,,,,,,,,2016/06/09,null,,,,einsteinium,einsteinium
793,,,,,,,,,,,,,,,2016/06/10,null,,,,einsteinium,einsteinium
794,,,,,,,,,,,,,,,2016/06/11,null,,,,einsteinium,einsteinium
795,,,,,,,,,,,,,,,2016/06/12,null,,,,einsteinium,einsteinium
796,,,,,,,,,,,,,,,2016/06/13,null,,,,einsteinium,einsteinium
797,,,,,,,,,,,,,,,2016/06/14,null,,,,einsteinium,einsteinium
798,,,,,,,,,,,,,,,2016/06/15,null,,,,einsteinium,einsteinium
799,,,,,,,,,,,,,,,2016/06/16,null,,,,einsteinium,einsteinium
800,,,,,,,,,,,,,,,2016/06/17,null,,,,einsteinium,einsteinium
801,,,,,,,,,,,,,,,2016/06/18,null,,,,einsteinium,einsteinium
802,,,,,,,,,,,,,,,2016/06/19,null,,,,einsteinium,einsteinium
803,,,,,,,,,,,,,,,2016/06/20,null,,,,einsteinium,einsteinium
804,,,,,,,,,,,,,,,2016/06/21,2,,,,einsteinium,einsteinium
805,,,,,,,,,,,,,,,2016/06/22,3,,,,einsteinium,einsteinium
806,,,,,,,,,,,,,,,2016/06/23,null,,,,einsteinium,einsteinium
807,,,,,,,,,,,,,,,2016/06/24,1,,,,einsteinium,einsteinium
808,,,,,,,,,,,,,,,2016/06/25,null,,,,einsteinium,einsteinium
809,,,,,,,,,,,,,,,2016/06/26,null,,,,einsteinium,einsteinium
810,,,,,,,,,,,,,,,2016/06/27,null,,,,einsteinium,einsteinium
811,,,,,,,,,,,,,,,2016/06/28,null,,,,einsteinium,einsteinium
812,,,,,,,,,,,,,,,2016/06/29,null,,,,einsteinium,einsteinium
813,,,,,,,,,,,,,,,2016/06/30,1,,,,einsteinium,einsteinium
814,,,,,,,,,,,,,,,2016/07/01,null,,,,einsteinium,einsteinium
815,,,,,,,,,,,,,,,2016/07/02,1,,,,einsteinium,einsteinium
816,,,,,,,,,,,,,,,2016/07/03,1,,,,einsteinium,einsteinium
817,,,,,,,,,,,,,,,2016/07/04,2,,,,einsteinium,einsteinium
818,,,,,,,,,,,,,,,2016/07/05,null,,,,einsteinium,einsteinium
819,,,,,,,,,,,,,,,2016/07/06,null,,,,einsteinium,einsteinium
820,,,,,,,,,,,,,,,2016/07/07,null,,,,einsteinium,einsteinium
821,,,,,,,,,,,,,,,2016/07/08,null,,,,einsteinium,einsteinium
822,,,,,,,,,,,,,,,2016/07/09,null,,,,einsteinium,einsteinium
823,,,,,,,,,,,,,,,2016/07/10,null,,,,einsteinium,einsteinium
824,,,,,,,,,,,,,,,2016/07/11,null,,,,einsteinium,einsteinium
825,,,,,,,,,,,,,,,2016/07/12,1,,,,einsteinium,einsteinium
826,,,,,,,,,,,,,,,2016/07/13,1,,,,einsteinium,einsteinium
827,,,,,,,,,,,,,,,2016/07/14,null,,,,einsteinium,einsteinium
828,,,,,,,,,,,,,,,2016/07/15,null,,,,einsteinium,einsteinium
829,,,,,,,,,,,,,,,2016/07/16,3,,,,einsteinium,einsteinium
830,,,,,,,,,,,,,,,2016/07/17,1,,,,einsteinium,einsteinium
831,,,,,,,,,,,,,,,2016/07/18,3,,,,einsteinium,einsteinium
832,,,,,,,,,,,,,,,2016/07/19,null,,,,einsteinium,einsteinium
833,,,,,,,,,,,,,,,2016/07/20,4,,,,einsteinium,einsteinium
834,,,,,,,,,,,,,,,2016/07/21,null,,,,einsteinium,einsteinium
835,,,,,,,,,,,,,,,2016/07/22,null,,,,einsteinium,einsteinium
836,,,,,,,,,,,,,,,2016/07/23,1,,,,einsteinium,einsteinium
837,,,,,,,,,,,,,,,2016/07/24,null,,,,einsteinium,einsteinium
838,,,,,,,,,,,,,,,2016/07/25,null,,,,einsteinium,einsteinium
839,,,,,,,,,,,,,,,2016/07/26,2,,,,einsteinium,einsteinium
840,,,,,,,,,,,,,,,2016/07/27,null,,,,einsteinium,einsteinium
841,,,,,,,,,,,,,,,2016/07/28,null,,,,einsteinium,einsteinium
842,,,,,,,,,,,,,,,2016/07/29,null,,,,einsteinium,einsteinium
843,,,,,,,,,,,,,,,2016/07/30,null,,,,einsteinium,einsteinium
844,,,,,,,,,,,,,,,2016/07/31,null,,,,einsteinium,einsteinium
845,,,,,,,,,,,,,,,2016/08/01,3,,,,einsteinium,einsteinium
846,,,,,,,,,,,,,,,2016/08/02,null,,,,einsteinium,einsteinium
847,,,,,,,,,,,,,,,2016/08/03,null,,,,einsteinium,einsteinium
848,,,,,,,,,,,,,,,2016/08/04,null,,,,einsteinium,einsteinium
849,,,,,,,,,,,,,,,2016/08/05,null,,,,einsteinium,einsteinium
850,,,,,,,,,,,,,,,2016/08/06,2,,,,einsteinium,einsteinium
851,,,,,,,,,,,,,,,2016/08/07,2,,,,einsteinium,einsteinium
852,,,,,,,,,,,,,,,2016/08/08,1,,,,einsteinium,einsteinium
853,,,,,,,,,,,,,,,2016/08/09,2,,,,einsteinium,einsteinium
854,,,,,,,,,,,,,,,2016/08/10,null,,,,einsteinium,einsteinium
855,,,,,,,,,,,,,,,2016/08/11,null,,,,einsteinium,einsteinium
856,,,,,,,,,,,,,,,2016/08/12,null,,,,einsteinium,einsteinium
857,,,,,,,,,,,,,,,2016/08/13,null,,,,einsteinium,einsteinium
858,,,,,,,,,,,,,,,2016/08/14,null,,,,einsteinium,einsteinium
859,,,,,,,,,,,,,,,2016/08/15,null,,,,einsteinium,einsteinium
860,,,,,,,,,,,,,,,2016/08/16,null,,,,einsteinium,einsteinium
861,,,,,,,,,,,,,,,2016/08/17,null,,,,einsteinium,einsteinium
862,,,,,,,,,,,,,,,2016/08/18,1,,,,einsteinium,einsteinium
863,,,,,,,,,,,,,,,2016/08/19,null,,,,einsteinium,einsteinium
864,,,,,,,,,,,,,,,2016/08/20,1,,,,einsteinium,einsteinium
865,,,,,,,,,,,,,,,2016/08/21,null,,,,einsteinium,einsteinium
866,,,,,,,,,,,,,,,2016/08/22,null,,,,einsteinium,einsteinium
867,,,,,,,,,,,,,,,2016/08/23,2,,,,einsteinium,einsteinium
868,,,,,,,,,,,,,,,2016/08/24,null,,,,einsteinium,einsteinium
869,,,,,,,,,,,,,,,2016/08/25,2,,,,einsteinium,einsteinium
870,,,,,,,,,,,,,,,2016/08/26,1,,,,einsteinium,einsteinium
871,,,,,,,,,,,,,,,2016/08/27,3,,,,einsteinium,einsteinium
872,,,,,,,,,,,,,,,2016/08/28,2,,,,einsteinium,einsteinium
873,,,,,,,,,,,,,,,2016/08/29,null,,,,einsteinium,einsteinium
874,,,,,,,,,,,,,,,2016/08/30,null,,,,einsteinium,einsteinium
875,,,,,,,,,,,,,,,2016/08/31,1,,,,einsteinium,einsteinium
876,,,,,,,,,,,,,,,2016/09/01,1,,,,einsteinium,einsteinium
877,,,,,,,,,,,,,,,2016/09/02,null,,,,einsteinium,einsteinium
878,,,,,,,,,,,,,,,2016/09/03,null,,,,einsteinium,einsteinium
879,,,,,,,,,,,,,,,2016/09/04,1,,,,einsteinium,einsteinium
880,,,,,,,,,,,,,,,2016/09/05,2,,,,einsteinium,einsteinium
881,,,,,,,,,,,,,,,2016/09/06,1,,,,einsteinium,einsteinium
882,,,,,,,,,,,,,,,2016/09/07,null,,,,einsteinium,einsteinium
883,,,,,,,,,,,,,,,2016/09/08,null,,,,einsteinium,einsteinium
884,,,,,,,,,,,,,,,2016/09/09,null,,,,einsteinium,einsteinium
885,,,,,,,,,,,,,,,2016/09/10,null,,,,einsteinium,einsteinium
886,,,,,,,,,,,,,,,2016/09/11,null,,,,einsteinium,einsteinium
887,,,,,,,,,,,,,,,2016/09/12,2,,,,einsteinium,einsteinium
888,,,,,,,,,,,,,,,2016/09/13,null,,,,einsteinium,einsteinium
889,,,,,,,,,,,,,,,2016/09/14,null,,,,einsteinium,einsteinium
890,,,,,,,,,,,,,,,2016/09/15,null,,,,einsteinium,einsteinium
891,,,,,,,,,,,,,,,2016/09/16,null,,,,einsteinium,einsteinium
892,,,,,,,,,,,,,,,2016/09/17,1,,,,einsteinium,einsteinium
893,,,,,,,,,,,,,,,2016/09/18,1,,,,einsteinium,einsteinium
894,,,,,,,,,,,,,,,2016/09/19,null,,,,einsteinium,einsteinium
895,,,,,,,,,,,,,,,2016/09/20,2,,,,einsteinium,einsteinium
896,,,,,,,,,,,,,,,2016/09/21,null,,,,einsteinium,einsteinium
897,,,,,,,,,,,,,,,2016/09/22,2,,,,einsteinium,einsteinium
898,,,,,,,,,,,,,,,2016/09/23,null,,,,einsteinium,einsteinium
899,,,,,,,,,,,,,,,2016/09/24,null,,,,einsteinium,einsteinium
900,,,,,,,,,,,,,,,2016/09/25,6,,,,einsteinium,einsteinium
901,,,,,,,,,,,,,,,2016/09/26,1,,,,einsteinium,einsteinium
902,,,,,,,,,,,,,,,2016/09/27,null,,,,einsteinium,einsteinium
903,,,,,,,,,,,,,,,2016/09/28,1,,,,einsteinium,einsteinium
904,,,,,,,,,,,,,,,2016/09/29,null,,,,einsteinium,einsteinium
905,,,,,,,,,,,,,,,2016/09/30,1,,,,einsteinium,einsteinium
906,,,,,,,,,,,,,,,2016/10/01,null,,,,einsteinium,einsteinium
907,,,,,,,,,,,,,,,2016/10/02,null,,,,einsteinium,einsteinium
908,,,,,,,,,,,,,,,2016/10/03,1,,,,einsteinium,einsteinium
909,,,,,,,,,,,,,,,2016/10/04,null,,,,einsteinium,einsteinium
910,,,,,,,,,,,,,,,2016/10/05,null,,,,einsteinium,einsteinium
911,,,,,,,,,,,,,,,2016/10/06,1,,,,einsteinium,einsteinium
912,,,,,,,,,,,,,,,2016/10/07,null,,,,einsteinium,einsteinium
913,,,,,,,,,,,,,,,2016/10/08,null,,,,einsteinium,einsteinium
914,,,,,,,,,,,,,,,2016/10/09,null,,,,einsteinium,einsteinium
915,,,,,,,,,,,,,,,2016/10/10,null,,,,einsteinium,einsteinium
916,,,,,,,,,,,,,,,2016/10/11,null,,,,einsteinium,einsteinium
917,,,,,,,,,,,,,,,2016/10/12,1,,,,einsteinium,einsteinium
918,,,,,,,,,,,,,,,2016/10/13,null,,,,einsteinium,einsteinium
919,,,,,,,,,,,,,,,2016/10/14,1,,,,einsteinium,einsteinium
920,,,,,,,,,,,,,,,2016/10/15,null,,,,einsteinium,einsteinium
921,,,,,,,,,,,,,,,2016/10/16,null,,,,einsteinium,einsteinium
922,,,,,,,,,,,,,,,2016/10/17,null,,,,einsteinium,einsteinium
923,,,,,,,,,,,,,,,2016/10/18,null,,,,einsteinium,einsteinium
924,,,,,,,,,,,,,,,2016/10/19,null,,,,einsteinium,einsteinium
925,,,,,,,,,,,,,,,2016/10/20,null,,,,einsteinium,einsteinium
926,,,,,,,,,,,,,,,2016/10/21,null,,,,einsteinium,einsteinium
927,,,,,,,,,,,,,,,2016/10/22,null,,,,einsteinium,einsteinium
928,,,,,,,,,,,,,,,2016/10/23,null,,,,einsteinium,einsteinium
929,,,,,,,,,,,,,,,2016/10/24,null,,,,einsteinium,einsteinium
930,,,,,,,,,,,,,,,2016/10/25,null,,,,einsteinium,einsteinium
931,,,,,,,,,,,,,,,2016/10/26,null,,,,einsteinium,einsteinium
932,,,,,,,,,,,,,,,2016/10/27,null,,,,einsteinium,einsteinium
933,,,,,,,,,,,,,,,2016/10/28,null,,,,einsteinium,einsteinium
934,,,,,,,,,,,,,,,2016/10/29,null,,,,einsteinium,einsteinium
935,,,,,,,,,,,,,,,2016/10/30,null,,,,einsteinium,einsteinium
936,,,,,,,,,,,,,,,2016/10/31,null,,,,einsteinium,einsteinium
937,,,,,,,,,,,,,,,2016/11/01,null,,,,einsteinium,einsteinium
938,,,,,,,,,,,,,,,2016/11/02,null,,,,einsteinium,einsteinium
939,,,,,,,,,,,,,,,2016/11/03,null,,,,einsteinium,einsteinium
940,,,,,,,,,,,,,,,2016/11/04,null,,,,einsteinium,einsteinium
941,,,,,,,,,,,,,,,2016/11/05,null,,,,einsteinium,einsteinium
942,,,,,,,,,,,,,,,2016/11/06,null,,,,einsteinium,einsteinium
943,,,,,,,,,,,,,,,2016/11/07,null,,,,einsteinium,einsteinium
944,,,,,,,,,,,,,,,2016/11/08,1,,,,einsteinium,einsteinium
945,,,,,,,,,,,,,,,2016/11/09,null,,,,einsteinium,einsteinium
946,,,,,,,,,,,,,,,2016/11/10,null,,,,einsteinium,einsteinium
947,,,,,,,,,,,,,,,2016/11/11,null,,,,einsteinium,einsteinium
948,,,,,,,,,,,,,,,2016/11/12,null,,,,einsteinium,einsteinium
949,,,,,,,,,,,,,,,2016/11/13,null,,,,einsteinium,einsteinium
950,,,,,,,,,,,,,,,2016/11/14,null,,,,einsteinium,einsteinium
951,,,,,,,,,,,,,,,2016/11/15,null,,,,einsteinium,einsteinium
952,,,,,,,,,,,,,,,2016/11/16,null,,,,einsteinium,einsteinium
953,,,,,,,,,,,,,,,2016/11/17,null,,,,einsteinium,einsteinium
954,,,,,,,,,,,,,,,2016/11/18,null,,,,einsteinium,einsteinium
955,,,,,,,,,,,,,,,2016/11/19,null,,,,einsteinium,einsteinium
956,,,,,,,,,,,,,,,2016/11/20,null,,,,einsteinium,einsteinium
957,,,,,,,,,,,,,,,2016/11/21,null,,,,einsteinium,einsteinium
958,,,,,,,,,,,,,,,2016/11/22,null,,,,einsteinium,einsteinium
959,,,,,,,,,,,,,,,2016/11/23,null,,,,einsteinium,einsteinium
960,,,,,,,,,,,,,,,2016/11/24,null,,,,einsteinium,einsteinium
961,,,,,,,,,,,,,,,2016/11/25,null,,,,einsteinium,einsteinium
962,,,,,,,,,,,,,,,2016/11/26,null,,,,einsteinium,einsteinium
963,,,,,,,,,,,,,,,2016/11/27,null,,,,einsteinium,einsteinium
964,,,,,,,,,,,,,,,2016/11/28,null,,,,einsteinium,einsteinium
965,,,,,,,,,,,,,,,2016/11/29,1,,,,einsteinium,einsteinium
966,,,,,,,,,,,,,,,2016/11/30,null,,,,einsteinium,einsteinium
967,,,,,,,,,,,,,,,2016/12/01,null,,,,einsteinium,einsteinium
968,,,,,,,,,,,,,,,2016/12/02,null,,,,einsteinium,einsteinium
969,,,,,,,,,,,,,,,2016/12/03,null,,,,einsteinium,einsteinium
970,,,,,,,,,,,,,,,2016/12/04,null,,,,einsteinium,einsteinium
971,,,,,,,,,,,,,,,2016/12/05,null,,,,einsteinium,einsteinium
972,,,,,,,,,,,,,,,2016/12/06,null,,,,einsteinium,einsteinium
973,,,,,,,,,,,,,,,2016/12/07,null,,,,einsteinium,einsteinium
974,,,,,,,,,,,,,,,2016/12/08,null,,,,einsteinium,einsteinium
975,,,,,,,,,,,,,,,2016/12/09,null,,,,einsteinium,einsteinium
976,,,,,,,,,,,,,,,2016/12/10,null,,,,einsteinium,einsteinium
977,,,,,,,,,,,,,,,2016/12/11,null,,,,einsteinium,einsteinium
978,,,,,,,,,,,,,,,2016/12/12,null,,,,einsteinium,einsteinium
979,,,,,,,,,,,,,,,2016/12/13,1,,,,einsteinium,einsteinium
980,,,,,,,,,,,,,,,2016/12/14,2,,,,einsteinium,einsteinium
981,,,,,,,,,,,,,,,2016/12/15,null,,,,einsteinium,einsteinium
982,,,,,,,,,,,,,,,2016/12/16,null,,,,einsteinium,einsteinium
983,,,,,,,,,,,,,,,2016/12/17,1,,,,einsteinium,einsteinium
984,,,,,,,,,,,,,,,2016/12/18,1,,,,einsteinium,einsteinium
985,,,,,,,,,,,,,,,2016/12/19,null,,,,einsteinium,einsteinium
986,,,,,,,,,,,,,,,2016/12/20,null,,,,einsteinium,einsteinium
987,,,,,,,,,,,,,,,2016/12/21,null,,,,einsteinium,einsteinium
988,,,,,,,,,,,,,,,2016/12/22,null,,,,einsteinium,einsteinium
989,,,,,,,,,,,,,,,2016/12/23,null,,,,einsteinium,einsteinium
990,,,,,,,,,,,,,,,2016/12/24,null,,,,einsteinium,einsteinium
991,,,,,,,,,,,,,,,2016/12/25,null,,,,einsteinium,einsteinium
992,,,,,,,,,,,,,,,2016/12/26,null,,,,einsteinium,einsteinium
993,,,,,,,,,,,,,,,2016/12/27,null,,,,einsteinium,einsteinium
994,,,,,,,,,,,,,,,2016/12/28,null,,,,einsteinium,einsteinium
995,,,,,,,,,,,,,,,2016/12/29,null,,,,einsteinium,einsteinium
996,,,,,,,,,,,,,,,2016/12/30,null,,,,einsteinium,einsteinium
997,,,,,,,,,,,,,,,2016/12/31,1,,,,einsteinium,einsteinium
998,,,,,,,,,,,,,,,2017/01/01,null,,,,einsteinium,einsteinium
999,,,,,,,,,,,,,,,2017/01/02,1,,,,einsteinium,einsteinium
1000,,,,,,,,,,,,,,,2017/01/03,null,,,,einsteinium,einsteinium
1001,,,,,,,,,,,,,,,2017/01/04,null,,,,einsteinium,einsteinium
1002,,,,,,,,,,,,,,,2017/01/05,null,,,,einsteinium,einsteinium
1003,,,,,,,,,,,,,,,2017/01/06,null,,,,einsteinium,einsteinium
1004,,,,,,,,,,,,,,,2017/01/07,1,,,,einsteinium,einsteinium
1005,,,,,,,,,,,,,,,2017/01/08,null,,,,einsteinium,einsteinium
1006,,,,,,,,,,,,,,,2017/01/09,null,,,,einsteinium,einsteinium
1007,,,,,,,,,,,,,,,2017/01/10,null,,,,einsteinium,einsteinium
1008,,,,,,,,,,,,,,,2017/01/11,null,,,,einsteinium,einsteinium
1009,,,,,,,,,,,,,,,2017/01/12,null,,,,einsteinium,einsteinium
1010,,,,,,,,,,,,,,,2017/01/13,null,,,,einsteinium,einsteinium
1011,,,,,,,,,,,,,,,2017/01/14,null,,,,einsteinium,einsteinium
1012,,,,,,,,,,,,,,,2017/01/15,1,,,,einsteinium,einsteinium
1013,,,,,,,,,,,,,,,2017/01/16,null,,,,einsteinium,einsteinium
1014,,,,,,,,,,,,,,,2017/01/17,null,,,,einsteinium,einsteinium
1015,,,,,,,,,,,,,,,2017/01/18,null,,,,einsteinium,einsteinium
1016,,,,,,,,,,,,,,,2017/01/19,null,,,,einsteinium,einsteinium
1017,,,,,,,,,,,,,,,2017/01/20,null,,,,einsteinium,einsteinium
