,date,block_size,sent_addresses,difficulty,median_transaction_size,median_transaction_value,transactions,mining_profitability,confirmation_time,top_100_percent,hashrate,av_transaction_value,market_cap,av_transaction_size,google_trends,active_addresses,send_usd,fee_reward,tweets,full_name,coin
2811,2016/09/14,76412433191758,31497852629651,2258328721795528572546107767733,,,231644292253859,,,,,49964380166.849,96805886381825092541002132665,,,432043827227929,1157203105127971948986298,,205542652093,socialcoin,socialcoin
2812,2016/09/15,75289632751743,31656147899393,2258328721795422273116164184274,,,233334256152622,,,,,40833854140.774,96700336531822857571008976832,,,427832871828560,95273580898689177407832,,218202721963,socialcoin,socialcoin
2813,2016/09/16,77454432022020,290462478310321,2258328721795422272645356475325,,,210989329557532,,,,,54772962481.641,96496736961818517151026089873,,,428124710429385,1143217221975869827709767,,205882621498,socialcoin,socialcoin
2814,2016/09/17,75430162551588,30813650959726,2258328721795422275420715213751,,,215366243946882,,,,,41563100215.189,96363724081817319991060737482,,,4558461080228853,895050763756041510088486,,172012721691,socialcoin,socialcoin
2815,2016/09/18,67822438001433,27026275668454,2258328721795429172224104055816,,,191458243137893,,,,,51593497528.111,96459818131818902661074655297,,,360162732626390,987742608849507620011694,,137171811310,socialcoin,socialcoin
2816,2016/09/19,83495837101341,30839763727844,2258328721795434462900571466767,,,223407322940505,,,,,56603087293.34,96781084521827042731084343989,,,4250061125427470,1264404757996917711881718,,139131761818,socialcoin,socialcoin
2817,2016/09/20,78257440301689,327454528713687,2258328721795434474757688262877,,,244164291954067,,,,,57392048932.872,96596831021821520931151689788,,,468695995935577,1379730769597784750437601,,264272062688,socialcoin,socialcoin
2818,2016/09/21,71126948761598,321723580412322,2258328721795440177929117021432,,,239050401544549,,,,,466634061253,94896618041798121921161906635,,,459657947428936,11153647731367549255817461,,186063282490,socialcoin,socialcoin
2819,2016/09/22,76249934871876,31034352278355,2258328721795495471323356954973,,,231086303352657,,,,,60152969470.304,94898348431799327881105624339,,,431972802024022,1389946105900459524764817,,182604052824,socialcoin,socialcoin
2820,2016/09/23,80517828401280,31052348518833,2258328721795495472669784730826,,,223051251135219,,,,,60513168773.052,95164558081807733441121172557,,,422012813925230,1349789596795551327226116,,197263503588,socialcoin,socialcoin
2821,2016/09/24,63580430901526,29026948509221,2258328721795495474210960201205,,,208484236343418,,,,,58742428401.721,95795333081823364161097943282,,,424429784025547,1217060246573748817441920,,177483202011,socialcoin,socialcoin
2822,2016/09/25,57082336661387,28605375688998,2347366186745614175467953969813,,,195457298338713,,,,,57313466834.5,95686681671819594111095217272,,,399415891325001,11145268351033892432306016,,179842411739,socialcoin,socialcoin
2823,2016/09/26,77075243701545,33584653728939,2412272002305670775443249396427,,,230616300243514,,,,,59683690430.352,96024555281830752741088478871,,,4797151006224748,13763189871107832418726321,,202104172414,socialcoin,socialcoin
2824,2016/09/27,76415736461661,34693250929146,2412272002305670771521862268249,,,240168293446817,,,,,44734300315.696,96233167291840256211101004705,,,489447806024656,10515525321261634814779949,,209123992841,socialcoin,socialcoin
2825,2016/09/28,78222335041561,34397952219047,2412272002305661781378594783267,,,234847277542797,,,,,65512965772.636,96073528711834675211119434253,,,462481860925780,1538516490822689633066490,,197503452583,socialcoin,socialcoin
2826,2016/09/29,83273346051442,354073641910178,2412272002305430283711044710375,,,242587312840416,,,,,45792203686.073,96060789241833810171109130170,,,4608051055125752,1110781772689001227728307,,212303192935,socialcoin,socialcoin
2827,2016/09/30,84327436471437,360842563010391,2412272002305430283323439950598,,,250801306835836,,,,,59393202335.384,96110302401827608651112441611,,,499898946525214,1489574149982501212018828,,176763101915,socialcoin,socialcoin
2828,2016/10/01,71119439231810,31547450728676,2412272002305430276304363076684,,,213773292353076,,,,,43893114203.615,97180091951833274481109268541,,,445128925126462,938229903910298510807070,,172852751485,socialcoin,socialcoin
2829,2016/10/02,71844931851687,284203760710504,2412272002305477676005234648819,,,192542245751105,,,,,45003197463.873,97064889401831450501114300572,,,404625765127941,866441661785405523706250,,168692571556,socialcoin,socialcoin
2830,2016/10/03,86447136561719,37805842389178,2412272002305511181560785541695,,,258654246347672,,,,,47013345169.604,97069676131831589281120594230,,,567947895425765,121584708882398888085372,,227702491836,socialcoin,socialcoin
2831,2016/10/04,82385635282192,38194253687145,2412272002305511186513687351611,,,264504302856662,,,,,43883126165.647,96861216591827789311131276580,,,522537857320677,116067453394350989385913,,201912881996,socialcoin,socialcoin
2832,2016/10/05,78882941101802,37820467527168,2412272002305508280800228891788,,,266644307541719,,,,,52683214329.301,97054734821831152701117966794,,,508775770021740,1404561530988299613738100,,191024331738,socialcoin,socialcoin
2833,2016/10/06,82731848401938,39639758868004,2412272002305472583821398443637,,,274325422836826,,,,,51001925325.751,97161858231827602831090662070,,,535241959921668,1399178955813910911996092,,191742931940,socialcoin,socialcoin
2834,2016/10/07,86741339954119,37776457089406,2412272002305472569907877300574,,,266181380443708,,,,,54742224271.735,97602059131834102041075163692,,,504849875626509,1452395291846029111876992,,212472901830,socialcoin,socialcoin
2835,2016/10/08,76115936435429,35779850139640,2505401877095472576211065299684,,,250503287537690,,,,,58523804342.183,98165508511837786661039689911,,,486564712125008,14658524921093777312896895,,182652521573,socialcoin,socialcoin
2836,2016/10/09,68217039655683,298718808910654,2585227484055365684950653919291,,,210388297443940,,,,,79026843718.076,98074271161827289691034676507,,,445996798927831,16624331262035255231552248,,175974981403,socialcoin,socialcoin
2837,2016/10/10,858339481812725,310848569610621,2585227484055227486426737611393,,,222872344744940,,,,,71884062679.766,98041340961816374271002572203,,,430931949028796,15927364411400191230548670,,190792921398,socialcoin,socialcoin
2838,2016/10/11,92300641442762,36311557559349,2585227484055227489686038468289,,,263426339741053,,,,,68635685668.496,100488928211827829941012555435,,,531545810524515,18078889451931142727443774,,206053421669,socialcoin,socialcoin
2839,2016/10/12,86446338681248,33360865905413,2585227484055227484156427637320,,,233296338530002,,,,,745238171035,101405512731823748021003414742,,,463491986715412,17139552331292027931063809,,192548101481,socialcoin,socialcoin
2840,2016/10/13,91195735531306,32911048993686,2585227484055306582197610286997,,,229575346332244,,,,,57784392377.346,101170627001857701421012901509,,,448239674811798,13265607301520835312167141,,172892951713,socialcoin,socialcoin
2841,2016/10/14,85861251521400,34511866278047,2585227484055309891991159868762,,,239588338242006,,,,,53664915748.228,101301196781860730091013735039,,,4632791153522052,12855864811661965531430055,,174792701833,socialcoin,socialcoin
2842,2016/10/15,78156942731236,31383348926442,2585227484055309895454493863866,,,210306304933662,,,,,103534436408.528,101740252381862583351007715416,,,413503814616901,21773644831352545313751868,,205932681615,socialcoin,socialcoin
2843,2016/10/16,75881543941297,29377799767603,2585227484055231795167930108961,,,197746305234990,,,,,79586447545.56,101844249731862019891015155228,,,402396658920354,15735655411960775319089138,,184982741224,socialcoin,socialcoin
2844,2016/10/17,92959048561377,34310250318437,2585227484054891392157415719447,,,237107421438136,,,,,50792753572.356,101683037261851876211012153414,,,4735401010123366,12043029461153747921827353,,186892541483,socialcoin,socialcoin
2845,2016/10/18,84176642161747,359490488711698,2585227484054891392931573004157,,,251366363951898,,,,,63543132686.867,101425357621844226081059507543,,,474941823728816,15971535501139748035647019,,179402672008,socialcoin,socialcoin
2846,2016/10/19,80731950761638,28481560106927,2585227484054891392357987224808,,,198958504538497,,,,,61572178337.619,100740014031833090321042854644,,,425182885019255,12250453171098823112997307,,205222891892,socialcoin,socialcoin
2847,2016/10/20,97734944251466,389056507411255,2585227484055125392824518156324,,,270246400443438,,,,,57352757202.025,100162246421822925311028654299,,,545527768028547,1549744643110389708775562,,172812531537,socialcoin,socialcoin
2848,2016/10/21,79100335711724,374469473312002,258522748405517111.0215571832721E+14,,,265191352757780,,,,,75463872129.394,100534818351824777871027228827,,,515509718034600,2001209785136577447476388,,151452461251,socialcoin,socialcoin
2849,2016/10/22,79379039811357,314919475410044,257535264828517111.0379360774949E+14,,,216559312737772,,,,,39987234160.139,102186582521847787821027368970,,,447836812125264,865820640226215916048760,,137702041205,socialcoin,socialcoin
2850,2016/10/23,79225446191292,280274102119598,253618246641513541.0234054572111E+14,,,191434308635364,,,,,64066421146.703,104132484671862625911021956305,,,4092011122824085,1226336730197548225188022,,148322561050,socialcoin,socialcoin
2851,2016/10/24,88628746401791,32325654628964,253618246641487041.0169123993939E+14,,,226837402652547,,,,,107123685148.118,103649163661860033601018795031,,,5314081100925873,2429929423148363407783147,,188012091345,socialcoin,socialcoin
2852,2016/10/25,94384543481675,34063667889037,253618246641487041.0466884192695E+14,,,236891486647610,,,,,85842828267.435,10431146588186444392982780994,,,562438904125593,20334883851362049812732586,,157562451437,socialcoin,socialcoin
2853,2016/10/26,97431547531550,31907258209163,253618246641487041.0478360972777E+14,,,223178458245158,,,,,65743806237.333,10598494713188111956981960558,,,561011728025801,14361722551736204810717495,,179952601657,socialcoin,socialcoin
2854,2016/10/27,97754346821518,42805757689360,253618246641508241.0465882547537E+14,,,326226486444353,,,,,72993187238.153,10873852215192220461973848210,,,643112889825605,23812199331549378910562805,,192472851561,socialcoin,socialcoin
2855,2016/10/28,81643143061472,34981760809551,253618246641513701.0173527114764E+14,,,250724432441522,,,,,42724334417.273,10924347446190939309960482986,,,4997031002625698,10711661951873531717326008,,197982491652,socialcoin,socialcoin
2856,2016/10/29,77295751291461,31986988448789,2536182466415137085036314589228,,,229540421240011,,,,,46138451497.171,11244144286193747716909812310,,,460352839623686,10589638613554882319892306,,184632841608,socialcoin,socialcoin
2857,2016/10/30,62632140371422,27972544608222,2536182466415148476369898449176,,,207814367039435,,,,,45454439654.879,11236696231194106483909209394,,,408766828221283,9445080901628433225825159,,198123391420,socialcoin,socialcoin
2858,2016/10/31,81090143301536,343489663710638,2536182466415169981664327622896,,,241631428045031,,,,,52183577307.354,11143227735192308185952447324,,,5151811110828389,12609405221530881713840450,,230523171636,socialcoin,socialcoin
2859,2016/11/01,85696951911689,343481721311620,2536182466415169973350829771605,,,246506442749025,,,,,53895153629.221,11484023198195014291912831414,,,539566981726954,13283705642281282730847584,,214993381685,socialcoin,socialcoin
2860,2016/11/02,90362634761497,36575143448578,2536182466415224364719068491400,,,268285368243519,,,,,1291443571077,11560386234196469761930763687,,,509816701727322,34645385021604278046879217,,209593791686,socialcoin,socialcoin
2861,2016/11/03,83253045921471,37184967499927,2536182466415622561514730699690,,,271843439642346,,,,,1816078242562,11549968500194453443933056564,,,513862865825663,493514202234392894108484003,,202534491929,socialcoin,socialcoin
2862,2016/11/04,95602543111262,34533455466858,2536182466415622557159503514602,,,247927373932572,,,,,166004053403.061,11147657507187021770938074683,,,474308807818010,41154927861515267413128506,,185173431621,socialcoin,socialcoin
2863,2016/11/05,79237138091358,33759647168247,2539658587085622553005065702772,,,238068340537690,,,,,171253965253.42,11210734022187627367946382864,,,478145760222961,4076797927134994569551384,,176532671455,socialcoin,socialcoin
2864,2016/11/06,73070649521289,313657112527169,2546201873045605551646857812065,,,225633346334391,,,,,171483493164.38,11307589997188262199941002328,,,4642411921920214,3824593196120973825653185,,2012122163091,socialcoin,socialcoin
2865,2016/11/07,88663651291399,37888855568895,2546201873045593858599219756578,,,274135370341941,,,,,114743692166.324,11232358091186642286932346785,,,5314941017524613,3145350792136720156975786,,227342791377,socialcoin,socialcoin
2866,2016/11/08,86618346541476,39713054908586,2546201873045593867264445718750,,,295891364441569,,,,,83382255176.003,11263790548185819587928332540,,,583441894723333,246708084582189957316250,,229543201496,socialcoin,socialcoin
2867,2016/11/09,89171640191484,36896550738954,2546201873045593868500747666720,,,269948365440517,,,,,72253596532.458,11561297172187447936908830514,,,544983912724032,19504262251313860221573593,,243703231656,socialcoin,socialcoin
2868,2016/11/10,80445431091492,37542361447455,2546201873045391462531737964001,,,271206297540164,,,,,46294956268.484,11401861000184584474905799889,,,525704982521511,12554891871474377110783372,,209723231548,socialcoin,socialcoin
2869,2016/11/11,75473030131462,34938643968728,2546201873045382860581959748739,,,254456317441070,,,,,39132342952.341,11406627309184385761891702307,,,500894696124168,995621287743419039112628,,199232612105,socialcoin,socialcoin
2870,2016/11/12,71032041121426,33562556638326,2546201873045382860465042409040,,,228718318140882,,,,,29374030307.309,11313914256182616594867993653,,,5066751000022669,6716769581281598212563416,,175402971525,socialcoin,socialcoin
2871,2016/11/13,77331644641468,31142194589463,2546201873045712264651085122085,,,219515381543673,,,,,35826947291.924,11117266275182100895864978985,,,469471774924664,7780003422647972912749185,,195733241948,socialcoin,socialcoin
2872,2016/11/14,79014545351576,37607976277635,2546201873045857868109469050598,,,270334339543876,,,,,40104489121.916,11206984164187340540860473614,,,5614871037821585,1084159940152415555349189,,227005382687,socialcoin,socialcoin
2873,2016/11/15,85432945251577,38965959998371,2546201873045857869609625808758,,,280196382345330,,,,,44535308229.404,11340512720188486022864195953,,,569386937523425,12478140382022633610398878,,231293723038,socialcoin,socialcoin
2874,2016/11/16,79126642791481,37865053297837,2546201873045856167942982634482,,,289618380141684,,,,,48706798263.292,11529005989189435712872753018,,,548689842821711,14103473762583851410975056,,230163342341,socialcoin,socialcoin
2875,2016/11/17,89831642051476,38384962237807,2546201873045851066530412520219,,,277301352040738,,,,,42906907786.204,11864743829189502706857682317,,,550422905621669,11896739162431379232028368,,229433202645,socialcoin,socialcoin
2876,2016/11/18,93231034401514,38270045898083,2724345845965851066438055411680,,,275777320943785,,,,,43195043238.982,11865482697189117912832742589,,,549150763622699,11910590481618211010463829,,221053042802,socialcoin,socialcoin
2877,2016/11/19,85279143751375,35294988647433,2818009171935851071949014865557,,,249618289339289,,,,,33474648210.525,11948746236190071428827354346,,,524407905721762,835574589134447828271309,,209952502282,socialcoin,socialcoin
2878,2016/11/20,90222348691473,34333047807764,2818009171935879278335266346297,,,243463341742125,,,,,35745178145.219,11833058084189688846823865782,,,517241982022563,858784187176936526117340,,178942941957,socialcoin,socialcoin
2879,2016/11/21,92241046641537,39338360047980,2818009171935887584449596012008,,,285654346542735,,,,,40225429148.006,11739893456189863876823924242,,,548221950822238,1144615887188109056325051,,227703274974,socialcoin,socialcoin
2880,2016/11/22,95880241901708,396496497421813,2818009171935887581077735124448,,,285501359253585,,,,,44447024477.062,11860196434189978555851257443,,,515430761236215,12687039732523098425563390,,225003983026,socialcoin,socialcoin
2881,2016/11/23,95099434411950,386411508630063,2818009171935980875589241102578,,,276777300964289,,,,,46185687371.99,11870683433188984754846097757,,,572136750645712,12781972831711238823914882,,218273132440,socialcoin,socialcoin
2882,2016/11/24,95163130641424,44091451195263,2818009171936142268111219919407,,,328376316136861,,,,,42715518215.997,11808807066188884422817886950,,,627191773819894,1379893321174366687961874,,210612333073,socialcoin,socialcoin
2883,2016/11/25,94270031531767,416766432822868,2818009171936142265986567593840,,,315235268658075,,,,,34115350245.377,11754192628188515161808995063,,,591485705133177,10754030731436946414250244,,204332092533,socialcoin,socialcoin
2884,2016/11/26,94491537741501,38687688845799,2818009171936215069017176974795,,,277455279740804,,,,,32095603160.874,11752444101188316159805606635,,,580075696518961,883419386156382266564306,,197341792231,socialcoin,socialcoin
2885,2016/11/27,82142249491703,33381057716104,2818009171936654465524158428078,,,237245305744449,,,,,29304223145.392,11719369482187750469783362853,,,509057981120449,695206760128779526462515,,198641896856,socialcoin,socialcoin
2886,2016/11/28,90902869571731,41623743697463,2818009171936654467649540618317,,,298366299848388,,,,,37144372144.74,11721119460187904093759315249,,,619715954821920,1108272500131072387003693,,222892444254,socialcoin,socialcoin
2887,2016/11/29,90609433041692,40044154656915,2818009171936654469010302114794,,,289501329647036,,,,,36064321229.997,11718082227187100256709530059,,,569254849120279,10313455621424041210818136,,216023693263,socialcoin,socialcoin
2888,2016/11/30,91216536662209,40862152007147,2818009171936741469284299604447,,,292512340239178,,,,,34424516254.43,11805614214187652235726517676,,,544081862321712,1006956342153638559968063,,214574373429,socialcoin,socialcoin
2889,2016/12/01,89942637071407,33937756716727,2818009171936772670310041002384,,,239536333437121,,,,,47173745236.689,11964261805188510150729603874,,,542441808520033,1129949533124872628786128,,211173663644,socialcoin,socialcoin
2890,2016/12/02,97648640341462,46363051217390,2861755399426772671265485462809,,,315335333441642,,,,,43404381632.879,12286801264189890496687944866,,,629587823822450,13685196771459677026354356,,203352123164,socialcoin,socialcoin
2891,2016/12/03,88077941381404,40528089189250,2867657668216810674252936273639,,,287816306941357,,,,,32754952918.134,12237377113189545452681145302,,,6124061041423076,9426170931519813437971262,,161862372247,socialcoin,socialcoin
2892,2016/12/04,85691645091403,34330952749378,2867657668216905775672242806020,,,245502302939643,,,,,28463600326.906,12231463638189266674663213034,,,5756411083822029,6986817791090381812959522,,163452151852,socialcoin,socialcoin
2893,2016/12/05,88260555881491,40438266127684,2867657668216905773600849613783,,,277849506141613,,,,,46718838632.574,12087489429174467541625602160,,,6042511058421585,12979700414472753726323301,,185582402076,socialcoin,socialcoin
2894,2016/12/06,96267840751615,44484555699746,2867657668216905771207341778909,,,319612398048200,,,,,39005716886.558,12101265178170479379591509480,,,671328845725263,12465600142275086242732072,,202361983178,socialcoin,socialcoin
2895,2016/12/07,88411039391523,43202654916604,2867657668216900173643047177206,,,310580353041757,,,,,37953402453.009,12180569813174073351671015532,,,643398875520415,11756175711200976418916283,,215922083804,socialcoin,socialcoin
2896,2016/12/08,85009540421416,39387553576817,2867657668216898876369350674977,,,282554392139587,,,,,38623979536.303,12279720212179761595734972285,,,578224858020736,10911557421560122421230619,,213022162433,socialcoin,socialcoin
2897,2016/12/09,93024133001502,38003046288540,2867657668216898879280439330297,,,268680301241444,,,,,43604679509.012,12310726012179755556724343680,,,539503691322197,11714376231409445121095479,,197491922236,socialcoin,socialcoin
2898,2016/12/10,89839938151428,354257108417015,2867657668217044680985310483737,,,250109266740564,,,,,36096036288.277,12368057857179075419718364753,,,4885741264520577,9025309071607895711693671,,183312322034,socialcoin,socialcoin
2899,2016/12/11,68395750401681,32820142447686,2867657668217256982937850219048,,,229746268739164,,,,,35474362406.27,12294224569177725609709580175,,,4954661175721238,8120575541172167415911150,,160701922187,socialcoin,socialcoin
2900,2016/12/12,80593235071477,37986141337752,2867657668217256980878029546952,,,268506275738741,,,,,48763607228.734,12409263874178366826722985063,,,532703725922171,130922069799279208861402,,187752131959,socialcoin,socialcoin
2901,2016/12/13,81481930271538,40132750997100,2867657668217256982224328165903,,,291579230444664,,,,,41713490207.727,12463300890177757360727844605,,,564772741420342,121624728880411709277938,,207492292874,socialcoin,socialcoin
2902,2016/12/14,90154530661835,39247643968898,2867657668216971481678014786170,,,286189253047294,,,,,44894077186.236,12450063290176957287724640346,,,535625789822600,1284759988103140418807862,,211012482608,socialcoin,socialcoin
2903,2016/12/15,95534334271582,38685260469998,3083122739026912382533566446746,,,282558277846102,,,,,56235274366.103,12451306572177332090691622560,,,534271696323721,15888319681465181116878077,,193412162306,socialcoin,socialcoin
2904,2016/12/16,96653434341506,38750360087796,3101538557036912384138040153489,,,279228285343953,,,,,52514064252.338,12489847257177460710679543977,,,558336867722318,14663106161159322411091020,,192422001920,socialcoin,socialcoin
2905,2016/12/17,81695144551418,34756096267685,3101538557036876884534055963890,,,237986275639442,,,,,43685544600.552,12612961543178103968663656232,,,507908736120930,10379813111527869623686966,,183642131919,socialcoin,socialcoin
2906,2016/12/18,86133436321345,32471439577441,3101538557036754387759902841941,,,235648277936640,,,,,47137056461.348,12630889043179810321680464390,,,467400859119391,11105323811960859816903809,,189303181898,socialcoin,socialcoin
2907,2016/12/19,91469235681616,39292950948044,3101538557036754388901803448092,,,281978297445599,,,,,51785538233.849,12660420606178762785671630751,,,569466719023464,14524087231647041010663300,,257182782955,socialcoin,socialcoin
2908,2016/12/20,97029740051536,39996850208535,3101538557036754390508375478344,,,296335372344241,,,,,51656241239.27,12669809799178139322662328592,,,581498790723840,15304299462323607210585535,,229453072904,socialcoin,socialcoin
2909,2016/12/21,96388342811769,42723952488839,3101538557036884690111207881563,,,325518340850793,,,,,71004235316.193,13009832007178606646673253850,,,620386781723131,23110414721443191516060392,,255316412514,socialcoin,socialcoin
2910,2016/12/22,91975343121762,41995355488766,3101538557036921688551562938904,,,314485343755173,,,,,66607425459.405,13675021187179885898662549795,,,605495857329585,20944757242540189825346740,,272883612557,socialcoin,socialcoin
2911,2016/12/23,88790757851522,40673361367693,3101538557036921682165845261670,,,304845467944391,,,,,7725106561032,14355822839190840601638754492,,,5610451052323461,23547754404985903045807681,,294485352213,socialcoin,socialcoin
2912,2016/12/24,85480771731361,328258109287159,3101538557036882476928058048259,,,240683473037757,,,,,568811824451.068,14406590528219792568631361122,,,4813731694521190,13690207855592794817030958,,220455852168,socialcoin,socialcoin
2913,2016/12/25,64804338411317,26765051326388,3101538557036545378749733949108,,,197199357836601,,,,,487711042208.252,13991763192206714490627642941,,,411608779019184,952391937395099167622234,,179253012092,socialcoin,socialcoin
2914,2016/12/26,85578038161294,33907647646498,3101538557036545382528379445042,,,244772324834565,,,,,553711851173.387,14395304821208019628629474013,,,535596833319074,1355375745378878915993107,,198948462460,socialcoin,socialcoin
2915,2016/12/27,87655635041558,40245462137156,3101538557036545380947196169414,,,296390325842370,,,,,68856951239.386,14624470401210109530625303470,,,575134926120107,20407546412248983210142783,,225258722280,socialcoin,socialcoin
2916,2016/12/28,86839744581531,41336657987699,3120834342126991979482363279121,,,305230380443386,,,,,641911214480.251,15256653605217995540627460295,,,556252838921043,19591619934247516320836161,,241515082142,socialcoin,socialcoin
2917,2016/12/29,94031535001678,41096852028536,3176884003547062878498064490360,,,304455331646546,,,,,56457216798.526,15504767388220979512707566698,,,574261793921974,17187788752392853637168210,,225023652424,socialcoin,socialcoin
2918,2016/12/30,87162534931623,39411059697878,3176884003547062878996386045432,,,286661341544561,,,,,731715058605.893,15271009245215429406719108635,,,574927863821314,20974964375142181326999205,,189712802272,socialcoin,socialcoin
2919,2016/12/31,80383331781544,34922452368545,3176884003547464781073024515394,,,250125264641220,,,,,524794571234,15302156774211564288699226103,,,521814758022373,13124124722486091250848828,,184832242161,socialcoin,socialcoin
2920,2017/01/01,69845751071390,259213111756511,3176884003547701079895312719887,,,180346274738730,,,,,58287589386.626,15596414034215635324720372078,,,423375821519246,10509883952030751514974010,,210712961791,socialcoin,socialcoin
2921,2017/01/02,94479553911458,39654563577688,3176884003547701080590621394785,,,290792411239652,,,,,555211349589.583,16221390111223072632716123995,,,6007081088921119,15873595284666517823378127,,264612201751,socialcoin,socialcoin
2922,2017/01/03,90649145101627,40263158788512,3176884003547691280544805734306,,,301500360445883,,,,,65737873973.094,16341508214222428905771464928,,,545102929621256,19818448122778800144648459,,272692852639,socialcoin,socialcoin
2923,2017/01/04,98598061201717,430480857910889,3176884003547595987318226210638,,,328489505950673,,,,,8114123601620,17268680621225446531914403483,,,5844141371526548,26653850896252886882102331,,316113043452,socialcoin,socialcoin
2924,2017/01/05,98411456301676,389602756610244,3176884003547595990095806751431,,,288361472749596,,,,,10856165271708,16789072075216627977918150659,,,5492101164026954,31304834567769037484707366,,334077742896,socialcoin,socialcoin
2925,2017/01/06,98424846861593,440939657810350,3176884003547595991836668487686,,,346244416943804,,,,,830595571695,14914627607197316777877128248,,,6360091031024955,28754890223983478374238324,,290655162283,socialcoin,socialcoin
2926,2017/01/07,98716366701570,379193115438745,3176884003547560993445343692936,,,281922411243622,,,,,66326817986.595,13910322895187129078857242615,,,5758181871323381,18616403132788029043037241,,227172631653,socialcoin,socialcoin
2927,2017/01/08,81033737381557,34316854857912,3176884003547535794533533369415,,,259934327442727,,,,,58666844584.796,14609443558193901452875844088,,,517117892822002,15248565582240146924986593,,195952491734,socialcoin,socialcoin
2928,2017/01/09,92292045301595,367296666210006,3176884003547535797381935320019,,,269811353646188,,,,,69128692996.16,14321031800196728255914661449,,,513475985224688,18648987243054014846010639,,232773071968,socialcoin,socialcoin
2929,2017/01/10,95963866411686,40759784298381,3194894815207533498721760527686,,,323728461348179,,,,,654724328990.588,14456981527218756648912636288,,,5897391255123014,211944478111214209447725554,,229183281847,socialcoin,socialcoin
2930,2017/01/11,92293350911591,38078471769143,3368999327967496499095850029332,,,302905475845221,,,,,11077123411024,13562544471205034569881198050,,,5252871288823870,33552311105840504246318155,,292282471661,socialcoin,socialcoin
2931,2017/01/12,80159637411697,37780965209360,3368999327967496499976126609117,,,294953373450589,,,,,95028687855.015,12565911783192900604834793210,,,5257781008424063,27498144093213028843254375,,303872231611,socialcoin,socialcoin
2932,2017/01/13,84040541511729,36599959218588,336899932796749641.0135572174708E+14,,,272597397150833,,,,,70455764470.43,12952126834193904212842033547,,,513655900122346,19001565092288806123913392,,287852031739,socialcoin,socialcoin
2933,2017/01/14,74268454691499,334497130487887,336899932796827241.0251731609855E+14,,,242097307542044,,,,,51095879214.286,13281564520193763193844561491,,,4872201323621258,1236862491179685349009453,,223672431446,socialcoin,socialcoin
2934,2017/01/15,67698592691498,31406357767294,336899932796836321.0364129259949E+14,,,235832357841748,,,,,59633815136.361,13131466252192147088855495657,,,4757291800721621,1406243872136130655692781,,222322111820,socialcoin,socialcoin
2935,2017/01/16,75825234551575,36794857279257,336899932796836321.0413386475642E+14,,,267471310845375,,,,,64404443170.313,13289558721191152391844944612,,,513070885924202,1722603291138099707727945,,241032831817,socialcoin,socialcoin
2936,2017/01/17,90015941271642,39395771468454,336899932796866491.0381676706914E+14,,,292539369246671,,,,,68915527332.893,14052570217192503087877813270,,,551064929724018,20159269312040532015536456,,256483411821,socialcoin,socialcoin
2937,2017/01/18,89376038021583,39102758697951,336899932796886171.0205258998206E+14,,,296950332644994,,,,,576213047197.436,14212417051191177940895935602,,,574624974822465,1707025393433338988883453,,264913182604,socialcoin,socialcoin
2938,2017/01/19,83428648441552,40616365048829,336899932796886171.0718357959237E+14,,,300431483543628,,,,,77092092235.112,14330784424190467440901098724,,,6208811046623087,23161456061011301210257475,,278482811887,socialcoin,socialcoin
2939,2017/01/20,72219042421609,40563669059280,336899932796909951.0685688629655E+14,,,298188430145775,,,,,773912132619.681,14366443695191507222925973295,,,5872821029824250,23076138115206987428365899,,233654381648,socialcoin,socialcoin
2940,2017/01/21,69300649691504,368564127198307,336899932796953191.0835796084258E+14,,,263381327643302,,,,,53195483233.975,14731178984192206634943896034,,,552658883022677,14008207261796110410131579,,208332581416,socialcoin,socialcoin
2941,2017/01/22,67447754401616,32477460237853,339477557143953191.0881066454634E+14,,,236712339347432,,,,,441011292222.53,14830326382190817118949615555,,,4952221458022552,10438642813831215010555028,,208162491596,socialcoin,socialcoin
2942,2017/01/23,90860144381612,33096962048372,392963262344953191.1110918238257E+14,,,235392325646076,,,,,59626473204.775,14787301874189081922942964991,,,550007873722709,1396488287209203409435227,,248092881924,socialcoin,socialcoin
2943,2017/01/24,97357533801754,39692955448517,392963262344962261.0988457476756E+14,,,278028278750414,,,,,63694220165.903,14597120437187495630934890346,,,603034878424008,1770864417117619708363837,,283044201831,socialcoin,socialcoin
2944,2017/01/25,98775833271644,40630054607811,392963262344963111.1002119402993E+14,,,304578280646256,,,,,56625974214.611,14405123941184532560924742828,,,614252826422116,1724662585167284709927054,,272782851851,socialcoin,socialcoin
2945,2017/01/26,99305532471673,41266159338284,392963262344963111.1165382950181E+14,,,313600250546856,,,,,61214718239.553,14565329736185916271926625018,,,627055901722307,19085512521181955411224495,,243662891771,socialcoin,socialcoin
2946,2017/01/27,83759732381658,37131655297909,392963262344976731.1270672597133E+14,,,263162243646680,,,,,62506129229.537,14738669922188978243922987279,,,605182787722160,16446510831490577810714776,,231782971834,socialcoin,socialcoin
2947,2017/01/28,87738350801628,356486122327763,392963262344991141.1159725169047E+14,,,246243240245189,,,,,46453786139.218,14776395334190252944925421299,,,555265783021705,114375435190749866291142,,213003031470,socialcoin,socialcoin
