,date,block_size,sent_addresses,difficulty,median_transaction_size,median_transaction_value,transactions,mining_profitability,confirmation_time,top_100_percent,hashrate,av_transaction_value,market_cap,av_transaction_size,google_trends,active_addresses,send_usd,fee_reward,tweets,full_name,coin
0,2009/01/03,204nullnull,,1nullnull,,,nullnullnull,,,,,,,,,nullnullnull,,,,socialcoin,socialcoin
1,2009/01/04,nullnullnull,,nullnullnull,,,nullnullnull,,,,,,,,,nullnullnull,,,,socialcoin,socialcoin
2,2009/01/05,nullnullnull,,nullnullnull,,,nullnullnull,,,,,,,,,nullnullnull,,,,socialcoin,socialcoin
3,2009/01/06,nullnullnull,,nullnullnull,,,nullnullnull,,,,,,,,,nullnullnull,,,,socialcoin,socialcoin
4,2009/01/07,nullnullnull,,nullnullnull,,,nullnullnull,,,,,,,,,nullnullnull,,,,socialcoin,socialcoin
5,2009/01/08,nullnullnull,,nullnullnull,,,nullnullnull,,,,,,,,,nullnullnull,,,,socialcoin,socialcoin
6,2009/01/09,134nullnull,1nullnull,1nullnull,,,nullnullnull,,,,,,,,,14nullnull,,,,socialcoin,socialcoin
7,2009/01/10,134.23nullnull,nullnullnull,1nullnull,,,nullnullnull,,,,,,,,,61nullnull,,,,socialcoin,socialcoin
8,2009/01/11,134.409nullnull,1nullnull,1nullnull,,,nullnullnull,,,,,,,,,93nullnull,,,,socialcoin,socialcoin
9,2009/01/12,153.372nullnull,7nullnull,1nullnull,,,7nullnull,,,,,,,,,102nullnull,,,,socialcoin,socialcoin
10,2009/01/13,134.667nullnull,10nullnull,1nullnull,,,nullnullnull,,,,,,,,,123nullnull,,,,socialcoin,socialcoin
11,2009/01/14,138.194nullnull,20nullnull,1nullnull,,,1nullnull,,,,,,,,,133nullnull,,,,socialcoin,socialcoin
12,2009/01/15,157.579nullnull,18nullnull,1nullnull,,,8nullnull,,,,,,,,,140nullnull,,,,socialcoin,socialcoin
13,2009/01/16,139.87nullnull,16nullnull,1nullnull,,,2nullnull,,,,,,,,,114nullnull,,,,socialcoin,socialcoin
14,2009/01/17,134.853nullnull,18nullnull,1nullnull,,,nullnullnull,,,,,,,,,109nullnull,,,,socialcoin,socialcoin
15,2009/01/18,138.944nullnull,16nullnull,1nullnull,,,1nullnull,,,,,,,,,111nullnull,,,,socialcoin,socialcoin
16,2009/01/19,151.896nullnull,22nullnull,1nullnull,,,2nullnull,,,,,,,,,133nullnull,,,,socialcoin,socialcoin
17,2009/01/20,143.728nullnull,21nullnull,1nullnull,,,1nullnull,,,,,,,,,123nullnull,,,,socialcoin,socialcoin
18,2009/01/21,137.99nullnull,22nullnull,1nullnull,,,1nullnull,,,,,,,,,105nullnull,,,,socialcoin,socialcoin
19,2009/01/22,147.747nullnull,12nullnull,1nullnull,,,1nullnull,,,,,,,,,102nullnull,,,,socialcoin,socialcoin
20,2009/01/23,148.238nullnull,18nullnull,1nullnull,,,2nullnull,,,,,,,,,95nullnull,,,,socialcoin,socialcoin
21,2009/01/24,141.06nullnull,22nullnull,1nullnull,,,1nullnull,,,,,,,,,212nullnull,,,,socialcoin,socialcoin
22,2009/01/25,136nullnull,14nullnull,1nullnull,,,1nullnull,,,,,,,,,193nullnull,,,,socialcoin,socialcoin
23,2009/01/26,158.948nullnull,17nullnull,1nullnull,,,1nullnull,,,,,,,,,117nullnull,,,,socialcoin,socialcoin
24,2009/01/27,139.309nullnull,8nullnull,1nullnull,,,1nullnull,,,,,,,,,101nullnull,,,,socialcoin,socialcoin
25,2009/01/28,134.652nullnull,23nullnull,1nullnull,,,nullnullnull,,,,,,,,,112nullnull,,,,socialcoin,socialcoin
26,2009/01/29,146.256nullnull,24nullnull,1nullnull,,,1nullnull,,,,,,,,,134nullnull,,,,socialcoin,socialcoin
27,2009/01/30,134.872nullnull,23nullnull,1nullnull,,,nullnullnull,,,,,,,,,117nullnull,,,,socialcoin,socialcoin
28,2009/01/31,151.464nullnull,36nullnull,1nullnull,,,1nullnull,,,,,,,,,159nullnull,,,,socialcoin,socialcoin
29,2009/02/01,137.204nullnull,31nullnull,1nullnull,,,1nullnull,,,,,,,,,116nullnull,,,,socialcoin,socialcoin
30,2009/02/02,136.094nullnull,37nullnull,1nullnull,,,1nullnull,,,,,,,,,130nullnull,,,,socialcoin,socialcoin
31,2009/02/03,167.496nullnull,50nullnull,1nullnull,,,16nullnull,,,,,,,,,154nullnull,,,,socialcoin,socialcoin
32,2009/02/04,134.739nullnull,26nullnull,1nullnull,,,nullnullnull,,,,,,,,,119nullnull,,,,socialcoin,socialcoin
33,2009/02/05,134.722nullnull,34nullnull,1nullnull,,,nullnullnull,,,,,,,,,126nullnull,,,,socialcoin,socialcoin
34,2009/02/06,134.836nullnull,19nullnull,1nullnull,,,nullnullnull,,,,,,,,,122nullnull,,,,socialcoin,socialcoin
35,2009/02/07,159.31nullnull,32nullnull,1nullnull,,,4nullnull,,,,,,,,,156nullnull,,,,socialcoin,socialcoin
36,2009/02/08,136.576nullnull,46nullnull,1nullnull,,,1nullnull,,,,,,,,,134nullnull,,,,socialcoin,socialcoin
37,2009/02/09,172.604nullnull,34nullnull,1nullnull,,,1nullnull,,,,,,,,,179nullnull,,,,socialcoin,socialcoin
38,2009/02/10,134.667nullnull,18nullnull,1nullnull,,,nullnullnull,,,,,,,,,120nullnull,,,,socialcoin,socialcoin
39,2009/02/11,148.128nullnull,27nullnull,1nullnull,,,2nullnull,,,,,,,,,147nullnull,,,,socialcoin,socialcoin
40,2009/02/12,134.874nullnull,22nullnull,1nullnull,,,nullnullnull,,,,,,,,,119nullnull,,,,socialcoin,socialcoin
41,2009/02/13,134.903nullnull,27nullnull,1nullnull,,,nullnullnull,,,,,,,,,124nullnull,,,,socialcoin,socialcoin
42,2009/02/14,134.787nullnull,29nullnull,1nullnull,,,nullnullnull,,,,,,,,,136nullnull,,,,socialcoin,socialcoin
43,2009/02/15,148.383nullnull,32nullnull,1nullnull,,,3nullnull,,,,,,,,,142nullnull,,,,socialcoin,socialcoin
44,2009/02/16,163.172nullnull,26nullnull,1nullnull,,,1nullnull,,,,,,,,,153nullnull,,,,socialcoin,socialcoin
45,2009/02/17,134.897nullnull,27nullnull,1nullnull,,,nullnullnull,,,,,,,,,117nullnull,,,,socialcoin,socialcoin
46,2009/02/18,134.941nullnull,23nullnull,1nullnull,,,nullnullnull,,,,,,,,,118nullnull,,,,socialcoin,socialcoin
47,2009/02/19,150.048nullnull,37nullnull,1nullnull,,,1nullnull,,,,,,,,,141nullnull,,,,socialcoin,socialcoin
48,2009/02/20,134.852nullnull,29nullnull,1nullnull,,,nullnullnull,,,,,,,,,122nullnull,,,,socialcoin,socialcoin
49,2009/02/21,134.965nullnull,22nullnull,1nullnull,,,nullnullnull,,,,,,,,,114nullnull,,,,socialcoin,socialcoin
50,2009/02/22,147.545nullnull,28nullnull,1nullnull,,,4nullnull,,,,,,,,,133nullnull,,,,socialcoin,socialcoin
51,2009/02/23,134.991nullnull,22nullnull,1nullnull,,,nullnullnull,,,,,,,,,108nullnull,,,,socialcoin,socialcoin
52,2009/02/24,134.934nullnull,16nullnull,1nullnull,,,nullnullnull,,,,,,,,,106nullnull,,,,socialcoin,socialcoin
53,2009/02/25,134.867nullnull,16nullnull,1nullnull,,,nullnullnull,,,,,,,,,105nullnull,,,,socialcoin,socialcoin
54,2009/02/26,134.963nullnull,14nullnull,1nullnull,,,nullnullnull,,,,,,,,,107nullnull,,,,socialcoin,socialcoin
55,2009/02/27,170.8nullnull,26nullnull,1nullnull,,,1nullnull,,,,,,,,,152nullnull,,,,socialcoin,socialcoin
56,2009/02/28,143.525nullnull,8nullnull,1nullnull,,,1nullnull,,,,,,,,,107nullnull,,,,socialcoin,socialcoin
57,2009/03/01,134.952nullnull,16nullnull,1nullnull,,,nullnullnull,,,,,,,,,105nullnull,,,,socialcoin,socialcoin
58,2009/03/02,134.963nullnull,15nullnull,1nullnull,,,nullnullnull,,,,,,,,,108nullnull,,,,socialcoin,socialcoin
59,2009/03/03,144.429nullnull,17nullnull,1nullnull,,,2nullnull,,,,,,,,,114nullnull,,,,socialcoin,socialcoin
60,2009/03/04,163.712nullnull,22nullnull,1nullnull,,,2nullnull,,,,,,,,,130nullnull,,,,socialcoin,socialcoin
61,2009/03/05,143.411nullnull,23nullnull,1nullnull,,,1nullnull,,,,,,,,,121nullnull,,,,socialcoin,socialcoin
62,2009/03/06,134.923nullnull,31nullnull,1nullnull,,,nullnullnull,,,,,,,,,117nullnull,,,,socialcoin,socialcoin
63,2009/03/07,134.972nullnull,25nullnull,1nullnull,,,nullnullnull,,,,,,,,,109nullnull,,,,socialcoin,socialcoin
64,2009/03/08,162.591nullnull,19nullnull,1nullnull,,,3nullnull,,,,,,,,,142nullnull,,,,socialcoin,socialcoin
65,2009/03/09,134.713nullnull,21nullnull,1nullnull,,,nullnullnull,,,,,,,,,108nullnull,,,,socialcoin,socialcoin
66,2009/03/10,134.972nullnull,21nullnull,1nullnull,,,nullnullnull,,,,,,,,,107nullnull,,,,socialcoin,socialcoin
67,2009/03/11,134.886nullnull,25nullnull,1nullnull,,,nullnullnull,,,,,,,,,114nullnull,,,,socialcoin,socialcoin
68,2009/03/12,138.534nullnull,30nullnull,1nullnull,,,1nullnull,,,,,,,,,122nullnull,,,,socialcoin,socialcoin
69,2009/03/13,148.389nullnull,14nullnull,1nullnull,,,1nullnull,,,,,,,,,127nullnull,,,,socialcoin,socialcoin
70,2009/03/14,134.791nullnull,24nullnull,1nullnull,,,nullnullnull,,,,,,,,,110nullnull,,,,socialcoin,socialcoin
71,2009/03/15,134.967nullnull,28nullnull,1nullnull,,,nullnullnull,,,,,,,,,123nullnull,,,,socialcoin,socialcoin
72,2009/03/16,180.512nullnull,28nullnull,1nullnull,,,1nullnull,,,,,,,,,170nullnull,,,,socialcoin,socialcoin
73,2009/03/17,134.965nullnull,24nullnull,1nullnull,,,nullnullnull,,,,,,,,,114nullnull,,,,socialcoin,socialcoin
74,2009/03/18,149.711nullnull,16nullnull,1nullnull,,,2nullnull,,,,,,,,,129nullnull,,,,socialcoin,socialcoin
75,2009/03/19,134.787nullnull,26nullnull,1nullnull,,,nullnullnull,,,,,,,,,122nullnull,,,,socialcoin,socialcoin
76,2009/03/20,146.856nullnull,27nullnull,1nullnull,,,1nullnull,,,,,,,,,131nullnull,,,,socialcoin,socialcoin
77,2009/03/21,134.88nullnull,26nullnull,1nullnull,,,nullnullnull,,,,,,,,,50nullnull,,,,socialcoin,socialcoin
78,2009/03/22,146.126nullnull,33nullnull,1nullnull,,,2nullnull,,,,,,,,,131nullnull,,,,socialcoin,socialcoin
79,2009/03/23,134.923nullnull,30nullnull,1nullnull,,,nullnullnull,,,,,,,,,130nullnull,,,,socialcoin,socialcoin
80,2009/03/24,134.981nullnull,17nullnull,1nullnull,,,nullnullnull,,,,,,,,,105nullnull,,,,socialcoin,socialcoin
81,2009/03/25,134.786nullnull,29nullnull,1nullnull,,,nullnullnull,,,,,,,,,117nullnull,,,,socialcoin,socialcoin
82,2009/03/26,162.607nullnull,25nullnull,1nullnull,,,1nullnull,,,,,,,,,146nullnull,,,,socialcoin,socialcoin
83,2009/03/27,134.953nullnull,22nullnull,1nullnull,,,nullnullnull,,,,,,,,,106nullnull,,,,socialcoin,socialcoin
84,2009/03/28,155.235nullnull,28nullnull,1nullnull,,,3nullnull,,,,,,,,,140nullnull,,,,socialcoin,socialcoin
85,2009/03/29,134.966nullnull,25nullnull,1nullnull,,,nullnullnull,,,,,,,,,116nullnull,,,,socialcoin,socialcoin
86,2009/03/30,134.85nullnull,33nullnull,1nullnull,,,nullnullnull,,,,,,,,,120nullnull,,,,socialcoin,socialcoin
87,2009/03/31,168.518nullnull,18nullnull,1nullnull,,,1nullnull,,,,,,,,,143nullnull,,,,socialcoin,socialcoin
88,2009/04/01,134.86nullnull,23nullnull,1nullnull,,,nullnullnull,,,,,,,,,114nullnull,,,,socialcoin,socialcoin
89,2009/04/02,134.887nullnull,26nullnull,1nullnull,,,nullnullnull,,,,,,,,,115nullnull,,,,socialcoin,socialcoin
90,2009/04/03,134.948nullnull,31nullnull,1nullnull,,,nullnullnull,,,,,,,,,116nullnull,,,,socialcoin,socialcoin
91,2009/04/04,134.743nullnull,27nullnull,1nullnull,,,nullnullnull,,,,,,,,,113nullnull,,,,socialcoin,socialcoin
92,2009/04/05,150.554nullnull,37nullnull,1nullnull,,,2nullnull,,,,,,,,,148nullnull,,,,socialcoin,socialcoin
93,2009/04/06,134.982nullnull,22nullnull,1nullnull,,,nullnullnull,,,,,,,,,109nullnull,,,,socialcoin,socialcoin
94,2009/04/07,134.99nullnull,9nullnull,1nullnull,,,nullnullnull,,,,,,,,,100nullnull,,,,socialcoin,socialcoin
95,2009/04/08,135nullnull,18nullnull,1nullnull,,,nullnullnull,,,,,,,,,105nullnull,,,,socialcoin,socialcoin
96,2009/04/09,134.737nullnull,18nullnull,1nullnull,,,nullnullnull,,,,,,,,,99nullnull,,,,socialcoin,socialcoin
97,2009/04/10,134.944nullnull,22nullnull,1nullnull,,,nullnullnull,,,,,,,,,108nullnull,,,,socialcoin,socialcoin
98,2009/04/11,142.333nullnull,32nullnull,1nullnull,,,1nullnull,,,,,,,,,128nullnull,,,,socialcoin,socialcoin
99,2009/04/12,143.712nullnull,24nullnull,1nullnull,,,2nullnull,,,,,,,,,127nullnull,,,,socialcoin,socialcoin
100,2009/04/13,136.965nullnull,27nullnull,1nullnull,,,1nullnull,,,,,,,,,117nullnull,,,,socialcoin,socialcoin
101,2009/04/14,134.952nullnull,35nullnull,1nullnull,,,nullnullnull,,,,,,,,,124nullnull,,,,socialcoin,socialcoin
102,2009/04/15,134.743nullnull,22nullnull,1nullnull,,,nullnullnull,,,,,,,,,113nullnull,,,,socialcoin,socialcoin
103,2009/04/16,134.894nullnull,28nullnull,1nullnull,,,nullnullnull,,,,,,,,,123nullnull,,,,socialcoin,socialcoin
104,2009/04/17,134.857nullnull,16nullnull,1nullnull,,,nullnullnull,,,,,,,,,112nullnull,,,,socialcoin,socialcoin
105,2009/04/18,141.04nullnull,29nullnull,1nullnull,,,4nullnull,,,,,,,,,131nullnull,,,,socialcoin,socialcoin
106,2009/04/19,143nullnull,22nullnull,1nullnull,,,1nullnull,,,,,,,,,128nullnull,,,,socialcoin,socialcoin
107,2009/04/20,246.034nullnull,26nullnull,1nullnull,,,2nullnull,,,,,,,,,236nullnull,,,,socialcoin,socialcoin
108,2009/04/21,136.74nullnull,26nullnull,1nullnull,,,1nullnull,,,,,,,,,125nullnull,,,,socialcoin,socialcoin
109,2009/04/22,134.967nullnull,21nullnull,1nullnull,,,nullnullnull,,,,,,,,,121nullnull,,,,socialcoin,socialcoin
110,2009/04/23,134.68nullnull,15nullnull,1nullnull,,,nullnullnull,,,,,,,,,75nullnull,,,,socialcoin,socialcoin
111,2009/04/24,134.904nullnull,24nullnull,1nullnull,,,nullnullnull,,,,,,,,,115nullnull,,,,socialcoin,socialcoin
112,2009/04/25,134.864nullnull,29nullnull,1nullnull,,,nullnullnull,,,,,,,,,118nullnull,,,,socialcoin,socialcoin
113,2009/04/26,151.054nullnull,23nullnull,1nullnull,,,2nullnull,,,,,,,,,128nullnull,,,,socialcoin,socialcoin
114,2009/04/27,134.894nullnull,16nullnull,1nullnull,,,nullnullnull,,,,,,,,,104nullnull,,,,socialcoin,socialcoin
115,2009/04/28,134.632nullnull,28nullnull,1nullnull,,,nullnullnull,,,,,,,,,117nullnull,,,,socialcoin,socialcoin
116,2009/04/29,153.094nullnull,24nullnull,1nullnull,,,1nullnull,,,,,,,,,149nullnull,,,,socialcoin,socialcoin
117,2009/04/30,134.954nullnull,22nullnull,1nullnull,,,nullnullnull,,,,,,,,,131nullnull,,,,socialcoin,socialcoin
118,2009/05/01,134.876nullnull,32nullnull,1nullnull,,,nullnullnull,,,,,,,,,121nullnull,,,,socialcoin,socialcoin
119,2009/05/02,150.373nullnull,42nullnull,1nullnull,,,2nullnull,,,,,,,,,142nullnull,,,,socialcoin,socialcoin
120,2009/05/03,142.726nullnull,35nullnull,1nullnull,,,3nullnull,,,,,,,,,110nullnull,,,,socialcoin,socialcoin
121,2009/05/04,161.93nullnull,33nullnull,1nullnull,,,1nullnull,,,,,,,,,159nullnull,,,,socialcoin,socialcoin
122,2009/05/05,143.667nullnull,36nullnull,1nullnull,,,1nullnull,,,,,,,,,146nullnull,,,,socialcoin,socialcoin
123,2009/05/06,134.978nullnull,37nullnull,1nullnull,,,nullnullnull,,,,,,,,,135nullnull,,,,socialcoin,socialcoin
124,2009/05/07,135nullnull,32nullnull,1nullnull,,,nullnullnull,,,,,,,,,122nullnull,,,,socialcoin,socialcoin
125,2009/05/08,134.944nullnull,21nullnull,1nullnull,,,nullnullnull,,,,,,,,,107nullnull,,,,socialcoin,socialcoin
126,2009/05/09,134.487nullnull,25nullnull,1nullnull,,,nullnullnull,,,,,,,,,78nullnull,,,,socialcoin,socialcoin
127,2009/05/10,134.753nullnull,25nullnull,1nullnull,,,nullnullnull,,,,,,,,,85nullnull,,,,socialcoin,socialcoin
128,2009/05/11,137.858nullnull,20nullnull,1nullnull,,,1nullnull,,,,,,,,,123nullnull,,,,socialcoin,socialcoin
129,2009/05/12,134.923nullnull,19nullnull,1nullnull,,,nullnullnull,,,,,,,,,130nullnull,,,,socialcoin,socialcoin
130,2009/05/13,144.775nullnull,27nullnull,1nullnull,,,5nullnull,,,,,,,,,117nullnull,,,,socialcoin,socialcoin
131,2009/05/14,140.086nullnull,48nullnull,1nullnull,,,3nullnull,,,,,,,,,145nullnull,,,,socialcoin,socialcoin
132,2009/05/15,143.603nullnull,35nullnull,1nullnull,,,1nullnull,,,,,,,,,146nullnull,,,,socialcoin,socialcoin
133,2009/05/16,134.95nullnull,25nullnull,1nullnull,,,nullnullnull,,,,,,,,,119nullnull,,,,socialcoin,socialcoin
134,2009/05/17,134.961nullnull,28nullnull,1nullnull,,,nullnullnull,,,,,,,,,127nullnull,,,,socialcoin,socialcoin
135,2009/05/18,134.924nullnull,21nullnull,1nullnull,,,nullnullnull,,,,,,,,,118nullnull,,,,socialcoin,socialcoin
136,2009/05/19,134.884nullnull,15nullnull,1nullnull,,,nullnullnull,,,,,,,,,86nullnull,,,,socialcoin,socialcoin
137,2009/05/20,134.733nullnull,29nullnull,1nullnull,,,nullnullnull,,,,,,,,,120nullnull,,,,socialcoin,socialcoin
138,2009/05/21,134.963nullnull,15nullnull,1nullnull,,,nullnullnull,,,,,,,,,82nullnull,,,,socialcoin,socialcoin
139,2009/05/22,134.967nullnull,10nullnull,1nullnull,,,nullnullnull,,,,,,,,,61nullnull,,,,socialcoin,socialcoin
140,2009/05/23,134.938nullnull,4nullnull,1nullnull,,,nullnullnull,,,,,,,,,32nullnull,,,,socialcoin,socialcoin
141,2009/05/24,134.9nullnull,24nullnull,1nullnull,,,nullnullnull,,,,,,,,,100nullnull,,,,socialcoin,socialcoin
142,2009/05/25,134.954nullnull,19nullnull,1nullnull,,,nullnullnull,,,,,,,,,109nullnull,,,,socialcoin,socialcoin
143,2009/05/26,134.904nullnull,38nullnull,1nullnull,,,nullnullnull,,,,,,,,,125nullnull,,,,socialcoin,socialcoin
144,2009/05/27,134.731nullnull,37nullnull,1nullnull,,,nullnullnull,,,,,,,,,119nullnull,,,,socialcoin,socialcoin
145,2009/05/28,134.884nullnull,16nullnull,1nullnull,,,nullnullnull,,,,,,,,,95nullnull,,,,socialcoin,socialcoin
146,2009/05/29,199.84nullnull,21nullnull,1nullnull,,,1nullnull,,,,,,,,,167nullnull,,,,socialcoin,socialcoin
147,2009/05/30,134.716nullnull,20nullnull,1nullnull,,,nullnullnull,,,,,,,,,109nullnull,,,,socialcoin,socialcoin
148,2009/05/31,135nullnull,24nullnull,1nullnull,,,nullnullnull,,,,,,,,,96nullnull,,,,socialcoin,socialcoin
149,2009/06/01,138.831nullnull,15nullnull,1nullnull,,,1nullnull,,,,,,,,,73nullnull,,,,socialcoin,socialcoin
150,2009/06/02,134.91nullnull,15nullnull,1nullnull,,,nullnullnull,,,,,,,,,111nullnull,,,,socialcoin,socialcoin
151,2009/06/03,135nullnull,9nullnull,1nullnull,,,nullnullnull,,,,,,,,,71nullnull,,,,socialcoin,socialcoin
152,2009/06/04,134.939nullnull,5nullnull,1nullnull,,,nullnullnull,,,,,,,,,66nullnull,,,,socialcoin,socialcoin
153,2009/06/05,134.9nullnull,5nullnull,1nullnull,,,nullnullnull,,,,,,,,,30nullnull,,,,socialcoin,socialcoin
154,2009/06/06,134.286nullnull,1nullnull,1nullnull,,,nullnullnull,,,,,,,,,28nullnull,,,,socialcoin,socialcoin
155,2009/06/07,134.938nullnull,3nullnull,1nullnull,,,nullnullnull,,,,,,,,,16nullnull,,,,socialcoin,socialcoin
156,2009/06/08,134.768nullnull,25nullnull,1nullnull,,,nullnullnull,,,,,,,,,82nullnull,,,,socialcoin,socialcoin
157,2009/06/09,134.802nullnull,25nullnull,1nullnull,,,nullnullnull,,,,,,,,,91nullnull,,,,socialcoin,socialcoin
158,2009/06/10,134.927nullnull,23nullnull,1nullnull,,,nullnullnull,,,,,,,,,82nullnull,,,,socialcoin,socialcoin
159,2009/06/11,134.966nullnull,22nullnull,1nullnull,,,nullnullnull,,,,,,,,,89nullnull,,,,socialcoin,socialcoin
160,2009/06/12,134.86nullnull,23nullnull,1nullnull,,,nullnullnull,,,,,,,,,86nullnull,,,,socialcoin,socialcoin
161,2009/06/13,134.449nullnull,23nullnull,1nullnull,,,nullnullnull,,,,,,,,,78nullnull,,,,socialcoin,socialcoin
162,2009/06/14,134.694nullnull,34nullnull,1nullnull,,,nullnullnull,,,,,,,,,72nullnull,,,,socialcoin,socialcoin
163,2009/06/15,134.952nullnull,26nullnull,1nullnull,,,nullnullnull,,,,,,,,,84nullnull,,,,socialcoin,socialcoin
164,2009/06/16,134.732nullnull,12nullnull,1nullnull,,,nullnullnull,,,,,,,,,71nullnull,,,,socialcoin,socialcoin
165,2009/06/17,134.646nullnull,19nullnull,1nullnull,,,nullnullnull,,,,,,,,,79nullnull,,,,socialcoin,socialcoin
166,2009/06/18,134.813nullnull,22nullnull,1nullnull,,,nullnullnull,,,,,,,,,80nullnull,,,,socialcoin,socialcoin
167,2009/06/19,134.678nullnull,33nullnull,1nullnull,,,nullnullnull,,,,,,,,,87nullnull,,,,socialcoin,socialcoin
168,2009/06/20,134.769nullnull,23nullnull,1nullnull,,,nullnullnull,,,,,,,,,78nullnull,,,,socialcoin,socialcoin
169,2009/06/21,134.765nullnull,25nullnull,1nullnull,,,nullnullnull,,,,,,,,,81nullnull,,,,socialcoin,socialcoin
170,2009/06/22,225.382nullnull,21nullnull,1nullnull,,,1nullnull,,,,,,,,,137nullnull,,,,socialcoin,socialcoin
171,2009/06/23,134.566nullnull,19nullnull,1nullnull,,,nullnullnull,,,,,,,,,76nullnull,,,,socialcoin,socialcoin
172,2009/06/24,140.579nullnull,36nullnull,1nullnull,,,2nullnull,,,,,,,,,100nullnull,,,,socialcoin,socialcoin
173,2009/06/25,168.75nullnull,27nullnull,1nullnull,,,1nullnull,,,,,,,,,89nullnull,,,,socialcoin,socialcoin
174,2009/06/26,134.6nullnull,20nullnull,1nullnull,,,nullnullnull,,,,,,,,,90nullnull,,,,socialcoin,socialcoin
175,2009/06/27,134.833nullnull,22nullnull,1nullnull,,,nullnullnull,,,,,,,,,84nullnull,,,,socialcoin,socialcoin
176,2009/06/28,139.739nullnull,21nullnull,1nullnull,,,1nullnull,,,,,,,,,48nullnull,,,,socialcoin,socialcoin
177,2009/06/29,137.723nullnull,25nullnull,1nullnull,,,1nullnull,,,,,,,,,85nullnull,,,,socialcoin,socialcoin
178,2009/06/30,140.047nullnull,26nullnull,1nullnull,,,1nullnull,,,,,,,,,89nullnull,,,,socialcoin,socialcoin
179,2009/07/01,138.432nullnull,28nullnull,1nullnull,,,1nullnull,,,,,,,,,77nullnull,,,,socialcoin,socialcoin
180,2009/07/02,137.614nullnull,29nullnull,1nullnull,,,1nullnull,,,,,,,,,85nullnull,,,,socialcoin,socialcoin
181,2009/07/03,134.976nullnull,29nullnull,1nullnull,,,nullnullnull,,,,,,,,,82nullnull,,,,socialcoin,socialcoin
182,2009/07/04,134.876nullnull,32nullnull,1nullnull,,,nullnullnull,,,,,,,,,89nullnull,,,,socialcoin,socialcoin
183,2009/07/05,134.987nullnull,27nullnull,1nullnull,,,nullnullnull,,,,,,,,,79nullnull,,,,socialcoin,socialcoin
184,2009/07/06,134.976nullnull,28nullnull,1nullnull,,,nullnullnull,,,,,,,,,84nullnull,,,,socialcoin,socialcoin
185,2009/07/07,134.942nullnull,19nullnull,1nullnull,,,nullnullnull,,,,,,,,,69nullnull,,,,socialcoin,socialcoin
186,2009/07/08,134.986nullnull,19nullnull,1nullnull,,,nullnullnull,,,,,,,,,74nullnull,,,,socialcoin,socialcoin
187,2009/07/09,134.721nullnull,33nullnull,1nullnull,,,nullnullnull,,,,,,,,,86nullnull,,,,socialcoin,socialcoin
188,2009/07/10,134.864nullnull,29nullnull,1nullnull,,,nullnullnull,,,,,,,,,81nullnull,,,,socialcoin,socialcoin
189,2009/07/11,134.988nullnull,29nullnull,1nullnull,,,nullnullnull,,,,,,,,,83nullnull,,,,socialcoin,socialcoin
190,2009/07/12,134.792nullnull,25nullnull,1nullnull,,,nullnullnull,,,,,,,,,77nullnull,,,,socialcoin,socialcoin
191,2009/07/13,134.91nullnull,24nullnull,1nullnull,,,nullnullnull,,,,,,,,,78nullnull,,,,socialcoin,socialcoin
192,2009/07/14,134.957nullnull,13nullnull,1nullnull,,,nullnullnull,,,,,,,,,69nullnull,,,,socialcoin,socialcoin
193,2009/07/15,134.978nullnull,9nullnull,1nullnull,,,nullnullnull,,,,,,,,,45nullnull,,,,socialcoin,socialcoin
194,2009/07/16,134.859nullnull,15nullnull,1nullnull,,,nullnullnull,,,,,,,,,71nullnull,,,,socialcoin,socialcoin
195,2009/07/17,134.809nullnull,12nullnull,1nullnull,,,nullnullnull,,,,,,,,,47nullnull,,,,socialcoin,socialcoin
196,2009/07/18,134nullnull,4nullnull,1nullnull,,,nullnullnull,,,,,,,,,4nullnull,,,,socialcoin,socialcoin
197,2009/07/19,134.8nullnull,23nullnull,1nullnull,,,nullnullnull,,,,,,,,,70nullnull,,,,socialcoin,socialcoin
198,2009/07/20,333.7nullnull,21nullnull,1nullnull,,,1nullnull,,,,,,,,,192nullnull,,,,socialcoin,socialcoin
199,2009/07/21,134.854nullnull,18nullnull,1nullnull,,,nullnullnull,,,,,,,,,82nullnull,,,,socialcoin,socialcoin
200,2009/07/22,134.4nullnull,22nullnull,1nullnull,,,nullnullnull,,,,,,,,,60nullnull,,,,socialcoin,socialcoin
201,2009/07/23,134.684nullnull,21nullnull,1nullnull,,,nullnullnull,,,,,,,,,76nullnull,,,,socialcoin,socialcoin
202,2009/07/24,134.932nullnull,21nullnull,1nullnull,,,nullnullnull,,,,,,,,,73nullnull,,,,socialcoin,socialcoin
203,2009/07/25,134.844nullnull,10nullnull,1nullnull,,,nullnullnull,,,,,,,,,32nullnull,,,,socialcoin,socialcoin
204,2009/07/26,134.524nullnull,21nullnull,1nullnull,,,nullnullnull,,,,,,,,,21nullnull,,,,socialcoin,socialcoin
205,2009/07/27,134.905nullnull,18nullnull,1nullnull,,,nullnullnull,,,,,,,,,74nullnull,,,,socialcoin,socialcoin
206,2009/07/28,134.707nullnull,21nullnull,1nullnull,,,nullnullnull,,,,,,,,,41nullnull,,,,socialcoin,socialcoin
207,2009/07/29,148.947nullnull,17nullnull,1nullnull,,,1nullnull,,,,,,,,,22nullnull,,,,socialcoin,socialcoin
