,date,mining_profitability,block_size,difficulty,top_100_percent,active_addresses,send_usd,market_cap,fee_reward,median_transaction_value,tweets,transactions,median_transaction_size,confirmation_time,av_transaction_size,hashrate,sent_addresses,av_transaction_value,google_trends,full_name,coin
534,2013/12/29,7299,7641,2850,46.244,31595,233210506,552259575,,347.93,,9545,,2.412,,91398935156,14203,24433,,litecoin,ltc
535,2013/12/30,7811,9316,3116,46.59,36992,352773567,573792320,,354.215,,11600,,2.353,,92235249833,17042,30485,,litecoin,ltc
536,2013/12/31,7373,7886,3168,47.005,30385,681530880,572754095,,356.916,,8920,,2.5,,91918219047,14259,76405,,litecoin,ltc
537,2014/01/01,7361,7410,3168,46.704,30293,199038040,579414332,,374.823,,9369,,2.513,,92285183735,14847,21307,,litecoin,ltc
538,2014/01/02,7482,10117,3178,46.343,35401,334056037,595154424,,403.016,,11705,,2.576,,89901921987,17214,28540,,litecoin,ltc
539,2014/01/03,7717,10221,3195,45.741,36897,328299086,599201516,,395.53,,11829,,2.483,,90895430232,18053,27754,,litecoin,ltc
540,2014/01/04,8019,8377,3195,46.438,33949,289644758,591177694,,373.234,,10534,,2.212,,97566822761,16182,27498,,litecoin,ltc
541,2014/01/05,7608,9485,3204,45.702,36581,236351728,617302619,,410.935,,11825,,2.357,,99383367292,17324,19987,,litecoin,ltc
542,2014/01/06,8338,15386,3367,45.307,46506,1309367498,697643098,,412.907,,15887,,2.254,,107363663463,21251,82486,,litecoin,ltc
543,2014/01/07,8057,9902,3367,44.79,38351,1612312747,655841632,,425.49,,12554,,2.254,,106903469705,17377,129130,,litecoin,ltc
544,2014/01/08,7263,8762,3367,46.479,38192,444755370,575484452,,459.296,,11771,,2.096,,111058978362,17068,37792,,litecoin,ltc
545,2014/01/09,5599,8683,3800,45.915,34112,173857385,584739790,,393.089,,10459,,2.457,,124068509091,15420,16623,,litecoin,ltc
546,2014/01/10,6386,7551,3815,46.978,32820,152866956,583882130,,388.441,,9272,,2.361,,112457719027,14856,16490,,litecoin,ltc
547,2014/01/11,6427,10264,3815,46.528,35840,129423737,629674336,,365.441,,11062,,2.517,,113012696956,16068,11700,,litecoin,ltc
548,2014/01/12,6736,7719,3857,46.232,31973,112800646,615040509,,399.089,,9350,,2.404,,110605675367,13620,12064,,litecoin,ltc
549,2014/01/13,5540,8751,3891,45.862,32604,134955690,586308311,,386.077,,9953,,2.576,,115397705652,14119,13559,,litecoin,ltc
550,2014/01/14,6036,8949,3891,45.78,32367,147052081,591875602,,371.153,,9473,,2.657,,107064191019,13634,15768,,litecoin,ltc
551,2014/01/15,6775,8530,3894,45.794,34097,217982499,608554469,,373.383,,10505,,2.323,,111954506498,14962,20750,,litecoin,ltc
552,2014/01/16,5683,9478,3932,46.145,32327,123475679,604707640,,336.165,,9407,,2.687,,115265108590,13741,13126,,litecoin,ltc
553,2014/01/17,6546,7165,3932,46.088,30756,117733140,581662962,,413.641,,8946,,2.341,,109526035574,13336,13160,,litecoin,ltc
554,2014/01/18,5872,7311,3932,46.164,32066,155344032,587539858,,384.075,,9339,,2.315,,123816104751,13905,16637,,litecoin,ltc
555,2014/01/19,5661,9042,3974,45.824,33456,127080510,602228360,,376.955,,10054,,2.562,,118600100987,14657,12640,,litecoin,ltc
556,2014/01/20,5971,11817,3998,46.242,37974,182751241,603186250,,344.964,,11501,,2.642,,110255132636,16349,15890,,litecoin,ltc
557,2014/01/21,5168,13849,3998,45.723,38208,194507692,598806313,,405.536,,12161,,3.31,,100820754468,17246,15994,,litecoin,ltc
558,2014/01/22,5533,15467,3998,45.7,36079,172160925,581278333,,434.201,,11547,,3.924,,77396525054,16000,14912,,litecoin,ltc
559,2014/01/23,6455,14343,3822,45.713,35277,212633631,559938815,,391.027,,11547,,3.655,,68808802671,15880,18415,,litecoin,ltc
560,2014/01/24,6926,12610,3130,45.514,38262,281839215,506955145,,384.008,,13606,,2.909,,72434496818,17985,20714,,litecoin,ltc
561,2014/01/25,6800,10318,3130,45.532,34978,139046793,530506650,,398.631,,11695,,2.994,,74090325222,16359,11889,,litecoin,ltc
562,2014/01/26,6226,14734,3130,45.688,38220,221916335,556902411,,342.712,,12446,,3.556,,70917694787,17245,17830,,litecoin,ltc
563,2014/01/27,7061,14802,3130,45.334,38836,195101517,529022187,,333.266,,13340,,3.412,,64484776188,17972,14625,,litecoin,ltc
564,2014/01/28,9882,9061,2593,45.998,38525,132574899,516818780,,335.135,,13026,,2.175,,67369836269,17529,10178,,litecoin,ltc
565,2014/01/29,8879,8092,2458,46.493,38635,298626788,526433620,,411.403,,12603,,1.839,,92065996394,17044,23695,,litecoin,ltc
566,2014/01/30,7972,7440,2515,46.198,36542,130751985,526364504,,381.574,,12250,,1.907,,97775523009,16808,10675,,litecoin,ltc
567,2014/01/31,5109,10794,3300,46.064,33406,82855589,535562201,,305.404,,10534,,2.892,,103086703364,14764,7866,,litecoin,ltc
568,2014/02/01,6531,10469,3300,46.044,33149,98174024,555190334,,349.646,,11079,,2.927,,80032646447,15029,8861,,litecoin,ltc
569,2014/02/02,6661,9941,3300,45.785,33973,112421582,556675136,,302.805,,10541,,3,,79241074065,14660,10688,,litecoin,ltc
570,2014/02/03,6553,12269,3298,46.644,35553,164786501,542796506,,320.207,,10556,,2.897,,81454133814,14855,15611,,litecoin,ltc
571,2014/02/04,8582,8872,2820,46.135,39399,185255791,537320485,,359.123,,12947,,2.006,,85362133422,18254,14334,,litecoin,ltc
572,2014/02/05,7547,9093,2820,46.34,39541,160642596,530300391,,306.485,,13055,,1.951,,102626326104,18132,12305,,litecoin,ltc
573,2014/02/06,6195,8893,2909,46.089,35617,104019292,511218434,,286.779,,12048,,2.246,,102988548752,17247,8702,,litecoin,ltc
574,2014/02/07,4802,12645,3508,47.178,35094,160150222,479032943,,304.702,,10990,,2.994,,94726171549,16138,14573,,litecoin,ltc
575,2014/02/08,5127,11542,3508,47.25,32614,112294759,472339842,,254.195,,10544,,3.084,,84719951760,14801,10650,,litecoin,ltc
576,2014/02/09,5233,13399,3508,47.178,32905,193175788,467725801,,268.412,,10620,,3.251,,76972710736,14590,18190,,litecoin,ltc
577,2014/02/10,4780,15640,3508,47.733,34768,527876624,438646028,,336.384,,11734,,3.512,,75508456345,15795,45123,,litecoin,ltc
578,2014/02/11,7136,12958,2897,47.689,36719,145444009,450964745,,366.169,,11840,,2.921,,61402777680,15954,12284,,litecoin,ltc
579,2014/02/12,6077,12748,2674,47.72,40810,109488027,436395925,,346.365,,11642,,2.682,,75316020347,16358,9405,,litecoin,ltc
580,2014/02/13,6178,11008,2674,47.349,36356,117649453,409574650,,288.183,,11901,,2.652,,71549252242,16281,9902,,litecoin,ltc
581,2014/02/14,6458,9401,2676,47.08,36000,254663062,387390389,,306.55,,11543,,2.198,,77690650340,15955,22062,,litecoin,ltc
582,2014/02/15,5980,8104,2690,47.028,33174,84892154,411482242,,301.02,,9968,,2.162,,89367601832,14370,8516,,litecoin,ltc
583,2014/02/16,6010,7772,2690,46.827,34040,140768071,391917784,,232.816,,11487,,2.003,,92393287711,15748,12255,,litecoin,ltc
584,2014/02/17,5252,8398,2769,46.776,33412,72265063,401298269,,273.728,,11035,,2.215,,95860074783,15217,6549,,litecoin,ltc
585,2014/02/18,4173,10930,3207,47.418,30964,94050284,400005146,,309.972,,10026,,2.994,,89386676313,14316,9381,,litecoin,ltc
586,2014/02/19,4994,10050,3207,47.333,31213,318830461,399073480,,295.767,,9717,,2.857,,78067978580,14013,32812,,litecoin,ltc
587,2014/02/20,4695,10137,3207,47.133,31699,162047224,377151652,,339.928,,10517,,2.722,,83692117359,14877,15413,,litecoin,ltc
588,2014/02/21,4941,9098,3092,47.214,32153,174739230,355807053,,283.156,,10449,,2.349,,85792646334,14679,16739,,litecoin,ltc
589,2014/02/22,4665,8932,2871,47.118,32853,26780060,371465814,,280.807,,10159,,2.437,,88978807687,14828,2636,,litecoin,ltc
590,2014/02/23,5804,9500,2871,46.985,35259,58055759,399530693,,297.133,,11315,,2.043,,93555718102,16363,5131,,litecoin,ltc
591,2014/02/24,4609,8368,2952,46.972,31957,60187416,381957028,,279.783,,10532,,2.315,,99453137949,16471,5715,,litecoin,ltc
592,2014/02/25,3894,16315,3322,48.053,42831,123187116,337370197,,300.93,,11584,,2.445,,98903791275,18256,10634,,litecoin,ltc
593,2014/02/26,4179,11178,3322,48.187,35597,35810924,369228375,,283.722,,10458,,2.585,,94447432816,17230,3435,,litecoin,ltc
594,2014/02/27,4083,9622,3322,47.772,31784,42817362,366179785,,286.025,,9581,,2.791,,89003689706,16153,4476,,litecoin,ltc
595,2014/02/28,4853,10711,3213,47.828,35372,39601362,350157474,,261.008,,9510,,2.289,,88533359389,16047,4185,,litecoin,ltc
596,2014/03/01,4034,10906,3145,47.805,34032,44958902,349453090,,292.799,,9328,,2.326,,102887562168,15500,4820,,litecoin,ltc
597,2014/03/02,4620,11355,3145,47.725,39482,33905773,342162959,,271.187,,9723,,2.057,,101115412993,15625,3489,,litecoin,ltc
598,2014/03/03,3429,19661,3378,47.571,44518,122981971,345899524,,294.045,,12134,,2.449,,113162509924,18715,10135,,litecoin,ltc
599,2014/03/04,4738,23576,3637,48.098,53711,369530118,435326412,,352.239,,17182,,2.424,,101784565566,24508,21507,,litecoin,ltc
600,2014/03/05,4498,9860,3637,47.969,37319,170566081,425935001,,296.014,,11354,,2.205,,118222527083,17904,15026,,litecoin,ltc
601,2014/03/06,4618,11882,3718,48.005,42215,75484346,432093448,,301.45,,11258,,2.096,,122358364015,17795,6705,,litecoin,ltc
602,2014/03/07,4131,10589,3922,47.999,40453,63066487,419089617,,285.918,,10565,,2.198,,127371248130,16736,5969,,litecoin,ltc
603,2014/03/08,4019,6684,3922,47.861,32871,75908065,408240950,,296.101,,9730,,2.078,,134028019820,15486,7801,,litecoin,ltc
604,2014/03/09,3484,8121,4145,47.753,33705,64332040,418492179,,270.509,,9960,,2.215,,146657041281,15980,6459,,litecoin,ltc
605,2014/03/10,3351,9553,4738,47.674,32817,47848649,425616242,,275.847,,9249,,2.604,,132886258001,14657,5182,,litecoin,ltc
606,2014/03/11,3530,8064,4738,47.631,32338,36710267,425418589,,257.949,,9203,,2.474,,132270957792,14541,3990,,litecoin,ltc
607,2014/03/12,3483,12420,4738,47.855,39851,70504162,445560361,,312.316,,12404,,2.357,,147307602122,19081,5684,,litecoin,ltc
608,2014/03/13,3675,8949,4722,47.84,34266,21021411,449881808,,253.233,,10293,,2.311,,144065807864,16543,2042,,litecoin,ltc
609,2014/03/14,3562,9076,4719,47.743,34631,34290231,440761514,,166.263,,11002,,2.315,,145687789305,17444,3117,,litecoin,ltc
610,2014/03/15,3615,8032,4719,47.608,32720,54818121,445583264,,218.269,,10196,,2.236,,149119551967,16551,5376,,litecoin,ltc
611,2014/03/16,3231,10040,5002,47.342,36362,93938232,456991586,,280.124,,11248,,2.38,,159435391521,18366,8352,,litecoin,ltc
612,2014/03/17,3391,12027,5162,47.467,39161,124327147,458845598,,189.474,,13468,,2.424,,151371284586,19662,9231,,litecoin,ltc
613,2014/03/18,3802,15133,5162,47.779,47021,160344840,491802120,,262.115,,17859,,2.075,,164803780615,23159,9039,,litecoin,ltc
614,2014/03/19,3213,19968,5438,48.078,49943,427518283,496597157,,238.222,,19743,,2.188,,189808249899,24118,21654,,litecoin,ltc
615,2014/03/20,2696,10740,5736,48.143,36676,292825545,442253536,,336.181,,12382,,2.595,,170692900094,18515,23649,,litecoin,ltc
616,2014/03/21,2960,10623,5736,47.473,34873,184863723,432562684,,306.161,,11547,,2.496,,157806986430,17608,16010,,litecoin,ltc
617,2014/03/22,2782,7610,5745,47.839,31945,81123199,416616530,,302.918,,9478,,2.311,,174163358330,15097,8567,,litecoin,ltc
618,2014/03/23,2515,8925,5835,47.741,31516,74327828,420799959,,206.788,,9023,,2.682,,167407936306,14478,8238,,litecoin,ltc
619,2014/03/24,2675,9963,5835,47.339,33578,86654575,418582670,,272.725,,10540,,2.764,,151354684506,15883,8234,,litecoin,ltc
620,2014/03/25,2699,9642,5835,47.813,32633,72792511,433315361,,239.109,,9950,,2.769,,155338121874,15234,7316,,litecoin,ltc
621,2014/03/26,3084,9639,5694,47.857,33979,81512516,444206450,,248.629,,11011,,2.474,,154961877877,16702,7404,,litecoin,ltc
622,2014/03/27,2720,10151,5421,47.529,35356,464521662,399268837,,419.762,,11260,,2.412,,164057040636,17275,41450,,litecoin,ltc
623,2014/03/28,2605,9843,5421,47.489,35329,68781075,373805460,,339.907,,10349,,2.33,,164509426416,15895,6646,,litecoin,ltc
624,2014/03/29,2540,7953,5421,47.31,28798,32321101,371940480,,222.653,,8423,,2.445,,160309512500,13245,3845,,litecoin,ltc
625,2014/03/30,2270,10033,5671,47.123,32876,64927376,356964278,,318.973,,8742,,2.604,,161416377710,13784,7428,,litecoin,ltc
626,2014/03/31,2336,10041,5677,46.68,33157,62743176,352270277,,262.084,,10215,,2.509,,159729100588,15030,6172,,litecoin,ltc
627,2014/04/01,2386,8221,5677,47.624,31985,49262442,361032589,,297.662,,9469,,2.384,,167817022174,14178,5203,,litecoin,ltc
628,2014/04/02,2196,9306,5713,47.526,33753,91515061,331338349,,310.733,,10780,,2.349,,174857424588,15849,8489,,litecoin,ltc
629,2014/04/03,1865,9896,5746,46.539,33888,139638756,294397178,,282.512,,10448,,2.341,,179113676541,15619,13365,,litecoin,ltc
630,2014/04/04,1999,6959,5746,46.338,29478,151566988,301172015,,255.22,,8551,,2.25,,176856391198,13539,17829,,litecoin,ltc
631,2014/04/05,1839,6299,5857,46.034,26889,64874445,301004348,,231.345,,7747,,2.424,,178838879510,12127,8374,,litecoin,ltc
632,2014/04/06,1798,8113,6190,46.122,26823,48201604,314819168,,222.55,,7858,,2.78,,166675975965,12011,6138,,litecoin,ltc
633,2014/04/07,1857,7677,6190,45.523,28073,55788937,316726534,,216.368,,8641,,2.702,,166508342883,12342,6456,,litecoin,ltc
634,2014/04/08,1864,7041,6190,45.925,26538,47025932,308490598,,234.947,,7633,,2.642,,165759942831,12047,6161,,litecoin,ltc
635,2014/04/09,1997,7184,5981,45.59,27638,40430206,306857855,,217.093,502,7768,,2.384,,170501213746,12752,5205,,litecoin,ltc
636,2014/04/10,1721,8627,5809,45.715,31909,87239264,267144107,,277.575,961,9654,,2.408,,174101511505,14746,9043,,litecoin,ltc
637,2014/04/11,1688,9449,5809,45.698,31413,61504118,276144786,,228.661,954,9589,,2.553,,169457295607,14131,6415,,litecoin,ltc
638,2014/04/12,1875,9145,5815,45.714,29124,34254329,300897910,,259.313,454,8024,,2.544,,165584088215,12478,4343,,litecoin,ltc
639,2014/04/13,1730,8310,5896,45.47,26604,17566709,279421718,,146.641,815,8146,,2.692,,160697990924,12506,2162,,litecoin,ltc
640,2014/04/14,1919,10503,5896,45.725,32399,36550540,306104056,,188.164,961,9873,,2.522,,164925080041,13987,3702,,litecoin,ltc
641,2014/04/15,2131,15272,5896,45.846,41289,31922983,338196156,,292.217,887,10278,,2.42,,171470309011,14097,3108,,litecoin,ltc
642,2014/04/16,2164,12393,5842,46.846,33622,64844907,363317064,,257.991,1022,10644,,2.642,,165833909201,14355,6177,,litecoin,ltc
643,2014/04/17,2228,9292,5788,46.805,28714,43905877,353014250,,243.288,823,8315,,2.609,,158217921967,12329,5352,,litecoin,ltc
644,2014/04/18,2051,9572,5788,46.411,28561,42622371,330941071,,200.047,881,8290,,2.807,,151062910805,12161,5157,,litecoin,ltc
645,2014/04/19,2035,8860,5788,46.201,26369,26126828,338612905,,245.719,813,8060,,3.019,,144020963706,11605,3242,,litecoin,ltc
646,2014/04/20,2539,8819,5388,47.272,26312,25826706,348676849,,252.586,884,7840,,2.599,,138349920710,11438,3294,,litecoin,ltc
647,2014/04/21,2406,7496,5162,47.396,26198,19997949,342074603,,247.681,835,7835,,2.604,,142862541090,11580,2552,,litecoin,ltc
648,2014/04/22,2439,7912,5162,47.487,25819,27385212,334236844,,217.637,990,7532,,2.428,,148111208540,11047,3647,,litecoin,ltc
649,2014/04/23,2316,7179,5175,47.272,24860,29537029,330970342,,292.859,938,7220,,2.396,,155202744192,10738,4095,,litecoin,ltc
650,2014/04/24,2453,6177,5253,47.275,25261,29164820,337400175,,275.319,994,6969,,2.179,,161449492762,10756,4185,,litecoin,ltc
651,2014/04/25,2029,8414,5253,47.482,28663,113674015,305238802,,296.492,847,8487,,2.246,,171137618947,11940,13394,,litecoin,ltc
652,2014/04/26,2050,7630,5332,46.859,24316,103941798,293371464,,312.338,779,6950,,2.06,,180702976579,10308,14956,,litecoin,ltc
653,2014/04/27,1612,5560,6050,46.642,23219,63455772,283706118,,298.482,682,7000,,2.278,,203412255284,10173,9101,,litecoin,ltc
654,2014/04/28,1740,8283,6050,47.013,27374,47926577,277534841,,220.449,952,7008,,2.165,,190870030727,10712,6839,,litecoin,ltc
655,2014/04/29,1675,4646,6145,46.897,22090,41462652,285561349,,192.793,872,5703,,2.017,,217527385221,9307,7270,,litecoin,ltc
656,2014/04/30,1358,7504,7093,47.029,26338,58339544,300288255,,270.589,909,7513,,2.445,,233011122365,11598,7815,,litecoin,ltc
657,2014/05/01,1588,6137,7093,47.07,21761,45689292,309347127,,240.144,972,5768,,2.567,,195241046053,9217,7921,,litecoin,ltc
658,2014/05/02,1538,5854,7093,47.028,21206,24468714,294951311,,253.532,771,5513,,2.297,,216381521537,8815,4438,,litecoin,ltc
659,2014/05/03,1360,7253,7267,47.159,20820,54239005,286724377,,235.957,801,5551,,2.404,,226238948080,8801,9771,,litecoin,ltc
660,2014/05/04,1390,6368,7338,47.13,20782,64371825,287299829,,255.863,825,5313,,2.526,,210361586837,8715,12116,,litecoin,ltc
661,2014/05/05,1403,5293,7338,46.88,20546,58013798,286462482,,222.683,1018,5593,,2.553,,205349852362,8864,10376,,litecoin,ltc
662,2014/05/06,1334,6626,7309,46.767,21302,44770434,287524570,,281.424,970,6044,,2.722,,203207570946,9371,7407,,litecoin,ltc
663,2014/05/07,1505,7504,7126,47.304,21469,31016307,293745060,,242.606,903,5948,,2.628,,189935427237,8986,5215,,litecoin,ltc
664,2014/05/08,1411,8626,7126,46.749,20440,38881355,294201520,,64.669,809,8313,,2.813,,190322329470,9172,4677,,litecoin,ltc
665,2014/05/09,1596,6528,7126,47.018,21274,39801651,297747390,,198.237,1092,5888,,2.47,,192433271598,8767,6760,,litecoin,ltc
666,2014/05/10,1507,5811,6978,46.892,19008,50395899,300589906,,136.912,1764,5808,,2.504,,203355650140,8087,8683,,litecoin,ltc
667,2014/05/11,1568,7014,6815,47.048,20519,99271311,293579392,,179.779,714,7392,,2.368,,202711793297,9213,13430,,litecoin,ltc
668,2014/05/12,1602,5804,6815,46.787,19966,46076513,292114356,,174.759,890,6967,,2.257,,206039652721,9182,6633,,litecoin,ltc
669,2014/05/13,1368,5839,6892,46.695,19619,53821742,293199176,,199.14,930,5768,,2.432,,224042899416,8560,9331,,litecoin,ltc
670,2014/05/14,1566,4745,7292,46.826,19122,32125913,294347676,,221.912,2369,5235,,2.236,,214078207806,8131,6150,,litecoin,ltc
671,2014/05/15,1448,5658,7292,46.62,20264,35942655,295886891,,208.744,2402,5892,,2.304,,227473866706,8703,6101,,litecoin,ltc
672,2014/05/16,1379,6104,7292,46.872,19359,56016871,293633280,,217.285,1039,5365,,2.384,,228342846476,8195,10729,,litecoin,ltc
673,2014/05/17,1344,4296,7705,47.103,16609,10219608,291561528,,207.158,1099,4254,,2.437,,229144840509,6838,2419,,litecoin,ltc
674,2014/05/18,1303,5107,7740,47.119,16898,17578112,293582470,,221.488,1159,4449,,2.581,,222722497398,7219,3974,,litecoin,ltc
675,2014/05/19,1392,7966,7740,46.99,19626,22126382,292199744,,71.906,826,9499,,2.428,,220713715006,10025,2331,,litecoin,ltc
676,2014/05/20,1318,7410,7802,47.154,20596,57168994,297344016,,126.249,1689,6832,,2.466,,235142393211,8728,8369,,litecoin,ltc
677,2014/05/21,1310,8509,7878,47.087,19857,46612374,300704171,,87.899,1213,8105,,2.702,,218183366091,9493,5815,,litecoin,ltc
678,2014/05/22,1405,11438,7878,47.84,24866,49168678,302516785,,84.75,1343,8786,,2.535,,216653780019,10219,5911,,litecoin,ltc
679,2014/05/23,1384,10228,7878,47.72,24048,153451008,323833820,,312.202,1294,7606,,2.642,,213792464877,10328,20175,,litecoin,ltc
680,2014/05/24,1356,4853,7528,47.613,17354,38613210,313839894,,209.393,1269,5383,,2.311,,218743528049,7913,7173,,litecoin,ltc
681,2014/05/25,1528,7242,7456,48.618,20229,189935378,326894529,,342.258,972,6391,,2.361,,229896788600,9100,29757,,litecoin,ltc
682,2014/05/26,1678,5640,7456,48.252,20759,49434536,330017636,,198.214,1341,6950,,2.054,,242393265374,9408,7113,,litecoin,ltc
683,2014/05/27,1245,6266,8217,48.522,19627,58623586,318853441,,317.211,1133,5757,,2.319,,281379152269,8648,10183,,litecoin,ltc
684,2014/05/28,1242,6861,8550,47.759,19330,49115948,312086531,,226.036,1197,7191,,2.647,,243026046736,9170,6830,,litecoin,ltc
685,2014/05/29,1404,5135,8550,47.875,18695,67629725,308100538,,335.573,1179,5739,,2.233,,251913688830,8369,11784,,litecoin,ltc
686,2014/05/30,1254,7348,8683,48.924,20035,101635372,315435696,,329.134,983,6652,,2.257,,281535093517,8881,15391,,litecoin,ltc
687,2014/05/31,1232,5200,8901,48.327,17775,69786419,314861947,,297.673,1074,5312,,2.449,,265184777583,7980,13138,,litecoin,ltc
688,2014/06/01,1231,8472,8901,49.571,22071,210032498,321152210,,307.846,771,6249,,2.526,,259663506816,8604,33611,,litecoin,ltc
689,2014/06/02,1242,6705,8901,49.204,19459,229396725,323654446,,424.818,807,6947,,2.478,,265990785976,8983,33025,,litecoin,ltc
690,2014/06/03,1349,5853,9105,49.253,17496,104290918,327311765,,296.88,1765,6299,,2.215,,277587984143,8015,16559,,litecoin,ltc
691,2014/06/04,1229,5444,9116,48.765,17761,56900716,317061107,,257.258,2057,6573,,2.236,,290819362415,8148,8657,,litecoin,ltc
692,2014/06/05,1184,6419,9116,49.018,18524,62085426,321959088,,197.186,818,6207,,2.483,,275523418374,8187,10075,,litecoin,ltc
693,2014/06/06,1192,5918,9739,48.925,19062,27424989,320830171,,178.996,1189,5283,,2.323,,292969486175,7215,5356,,litecoin,ltc
694,2014/06/07,1115,5760,9986,48.794,19259,16709838,318009755,,250.91,560,4226,,2.384,,302410887736,6713,3954,,litecoin,ltc
695,2014/06/08,1141,8525,9986,48.717,21631,29569423,322865239,,276.95,664,4467,,2.319,,305341886548,6913,6620,,litecoin,ltc
696,2014/06/09,1091,6433,10353,48.511,21178,28434830,322184387,,333.012,906,4724,,2.188,,337939265231,7260,6020,,litecoin,ltc
697,2014/06/10,947.071,7349,10763,48.524,19710,30564604,321243077,,262.932,906,4848,,2.504,,339254982475,7399,6309,,litecoin,ltc
698,2014/06/11,1010,6651,10763,48.186,18469,25545179,318060735,,272.267,1145,4391,,2.796,,280204313789,7053,5818,,litecoin,ltc
699,2014/06/12,993.487,6268,10763,48.027,19223,60827789,305050902,,406.31,657,4597,,2.712,,284430462013,7637,13470,,litecoin,ltc
700,2014/06/13,1022,6823,10378,49.448,19268,36021564,296869117,,320.062,604,4304,,2.628,,273631416090,7112,8395,,litecoin,ltc
701,2014/06/14,1020,4286,10308,49.135,15822,42204821,286530802,,304.792,930,4489,,2.372,,294243561355,7122,9466,,litecoin,ltc
702,2014/06/15,963.029,4053,10308,48.867,14995,41712919,282935046,,289.844,899,4298,,2.175,,332362624155,6751,9758,,litecoin,ltc
703,2014/06/16,886.486,6205,10618,49.131,16387,95450515,286953984,,330.168,799,4788,,2.357,,338672106034,7405,20048,,litecoin,ltc
704,2014/06/17,889.311,5090,10886,48.511,15557,40765629,279342333,,251.625,701,4664,,2.341,,333039541095,6976,8747,,litecoin,ltc
705,2014/06/18,892.233,13393,10886,48.991,24096,54070613,280515759,,181.414,549,4609,,2.24,,347631639956,7345,11733,,litecoin,ltc
706,2014/06/19,896.071,8342,11342,48.82,33371,81755193,288862862,,103.257,640,5810,,2.087,,376200791624,7737,14071,,litecoin,ltc
707,2014/06/20,783.664,6067,12095,49.21,19780,46137829,286944091,,176.872,620,5079,,2.323,,389705883638,7364,9084,,litecoin,ltc
708,2014/06/21,775.665,3956,12095,49.097,13263,23403567,285146670,,332.844,684,3648,,2.549,,354845846508,6258,6415,,litecoin,ltc
709,2014/06/22,821.807,4097,12095,48.789,13489,27374048,285253098,,293.602,542,3883,,2.522,,341149648529,6654,7069,,litecoin,ltc
710,2014/06/23,807.075,4162,12496,48.645,13829,34455733,283211510,,284.926,629,4087,,2.345,,369023156749,6739,8431,,litecoin,ltc
711,2014/06/24,767.898,4329,12496,48.901,14586,30109512,282603230,,221.446,680,4439,,2.42,,372549843805,7086,6785,,litecoin,ltc
712,2014/06/25,728.325,5672,12496,49.604,14697,34668912,273233105,,353.316,621,4034,,2.345,,394304244668,7209,8622,,litecoin,ltc
713,2014/06/26,703.935,5039,12927,49.978,15097,38364359,266256177,,269.619,583,4156,,2.412,,384266953838,7032,9231,,litecoin,ltc
714,2014/06/27,709.466,4349,13133,49.847,14341,28827038,270775590,,258.646,616,4312,,2.261,,410162468985,7284,6685,,litecoin,ltc
715,2014/06/28,729.8,3810,13133,49.567,13314,29908371,271715726,,288.88,486,3782,,2.162,,418102297135,6582,7908,,litecoin,ltc
716,2014/06/29,582.444,4487,13747,49.614,13351,40733452,266886518,,273.18,482,3872,,2.553,,438028115807,6825,10551,,litecoin,ltc
717,2014/06/30,661.179,5621,14493,49.769,15513,67610656,263101170,,306.783,673,5172,,2.345,,413929666618,8043,13072,,litecoin,ltc
718,2014/07/01,617.339,5805,14493,50.337,14829,66233277,247950681,,277.178,672,4829,,2.361,,437964741915,7737,13722,,litecoin,ltc
719,2014/07/02,562.746,7106,14570,50.311,17435,170575700,237933170,,375.227,843,5557,,2.323,,447204469747,8469,30696,,litecoin,ltc
720,2014/07/03,535.93,5294,15071,50.035,15385,58480806,236724646,,235.814,692,4378,,2.275,,474997594287,6984,13358,,litecoin,ltc
721,2014/07/04,516.994,4014,15071,50.103,13395,78531260,227605444,,288.817,564,4065,,2.275,,480953901965,6642,19319,,litecoin,ltc
722,2014/07/05,480.303,4043,15071,49.887,14046,83349885,213936850,,310.216,600,4734,,2.261,,478501109505,7507,17607,,litecoin,ltc
723,2014/07/06,424.918,4044,16511,49.561,13320,79525897,211920301,,198.675,581,4362,,2.345,,515979894486,6833,18233,,litecoin,ltc
724,2014/07/07,459.402,6566,16585,49.424,18897,122514366,221728939,,243.163,923,4932,,2.212,,521454101855,7193,24841,,litecoin,ltc
725,2014/07/08,471.357,6245,16585,49.564,19534,40921777,228306086,,248.894,604,4371,,2.048,,571996422720,7060,9363,,litecoin,ltc
726,2014/07/09,400.172,7014,18645,49.427,18187,49732672,233912346,,257.551,651,4297,,2.315,,610561068112,6748,11574,,litecoin,ltc
727,2014/07/10,406.797,6804,18940,50.23,17914,25571925,230824503,,214.394,617,4344,,2.33,,588726576301,6738,5887,,litecoin,ltc
728,2014/07/11,412.427,6630,18940,49.733,17262,28182226,235751643,,117.452,530,4526,,2.326,,592795167706,6874,6227,,litecoin,ltc
729,2014/07/12,409.708,7275,19696,49.376,18189,73241277,251744229,,186.334,518,4989,,2.562,,561437199259,7291,14681,,litecoin,ltc
730,2014/07/13,449.11,7957,20239,50.544,17946,67078609,269437313,,305.182,863,4729,,2.392,,604285686631,6586,14185,,litecoin,ltc
731,2014/07/14,427.916,7143,20239,49.827,17794,44708131,261207934,,113.858,1075,5481,,2.531,,578828354767,7789,8157,,litecoin,ltc
