,date,mining_profitability,block_size,difficulty,top_100_percent,active_addresses,send_usd,market_cap,fee_reward,median_transaction_value,tweets,transactions,median_transaction_size,confirmation_time,av_transaction_size,hashrate,sent_addresses,av_transaction_value,google_trends,full_name,coin
2002,2018/01/05,31.202,189103,3738939,48.785,514232,11380069136,13317246612,,5594,7330,197217,,2.531,,1.1405216023908E+14,362290,57703,,litecoin,ltc
2003,2018/01/06,37.726,145657,3738939,48.876,400919,7753680506,15349790752,,3324,11213,173712,,2.553,,1.0748860681801E+14,323549,44635,,litecoin,ltc
2004,2018/01/07,37.224,127875,3738939,48.708,331702,4929308356,15380899959,,2706,6626,143412,,2.712,,1.0170909782009E+14,268594,34372,,litecoin,ltc
2005,2018/01/08,36.715,109444,3693345,48.526,317142,3174685868,14235544380,,2848,3117,146511,,2.567,,1.0068020069632E+14,271638,21669,,litecoin,ltc
2006,2018/01/09,35.059,117076,3660956,48.446,313835,3279524117,13846437996,,3053,8405,145848,,2.672,,98548037046141,264358,22486,,litecoin,ltc
2007,2018/01/10,33.007,110744,3660956,48.417,316769,2681604005,13327719756,,2777,6252,140304,,2.595,,1.036712669698E+14,258037,19113,,litecoin,ltc
2008,2018/01/11,34.431,86921,3660956,48.289,256951,2209659149,12890081213,,2015,15733,120843,,2.453,,1.0135369265233E+14,215231,18285,,litecoin,ltc
2009,2018/01/12,32.478,91208,3542598,48.282,250264,2131888262,12907169365,,2118,6900,106887,,2.642,,99934626562856,202517,19945,,litecoin,ltc
2010,2018/01/13,36.205,97443,3541058,48.265,261493,2038595451,13506631674,,1401,7197,93443,,2.522,,98214898746809,175541,21816,,litecoin,ltc
2011,2018/01/14,36.626,63566,3541058,48.207,209222,2330609331,13502530754,,1709,7996,88779,,2.286,,1.0680507983214E+14,154575,26252,,litecoin,ltc
2012,2018/01/15,31.661,71422,3553047,48.206,211193,1967345676,13129847489,,1440,6961,90381,,2.576,,1.0672215360158E+14,160096,21767,,litecoin,ltc
2013,2018/01/16,31.047,84844,3564823,48.307,254019,2284887288,11349776768,,1356,9185,117447,,2.345,,1.0342494558848E+14,200356,19455,,litecoin,ltc
2014,2018/01/17,24.991,81433,3564823,48.454,233394,1608744872,9613429491,,1481,7883,113111,,2.384,,1.0706283809105E+14,189801,14223,,litecoin,ltc
2015,2018/01/18,26.468,70403,3578653,48.577,216692,1633347885,10651950867,,1481,6134,95276,,2.462,,1.0828656384412E+14,161552,17143,,litecoin,ltc
2016,2018/01/19,27.105,56766,3682080,48.608,180763,1023875727,10679652676,,904.687,3091,70009,,2.441,,1.0671695049774E+14,124103,14625,,litecoin,ltc
2017,2018/01/20,27.025,52826,3682080,48.616,160442,940328685,11276644423,,841.041,4419,66798,,2.487,,1.1081290814232E+14,116039,14077,,litecoin,ltc
2018,2018/01/21,26.837,46130,3682080,48.475,146241,725066465,10769232451,,618.537,4964,55466,,2.553,,1.0370910737128E+14,100964,13072,,litecoin,ltc
2019,2018/01/22,25.473,50123,3702569,48.435,158933,820023882,10168856453,,763.751,5420,61730,,2.474,,1.0648426574982E+14,115273,13284,,litecoin,ltc
2020,2018/01/23,24.27,48501,3714485,48.437,143112,625129475,9730596625,,739.349,4991,59717,,2.517,,1.0508817944333E+14,111132,10468,,litecoin,ltc
2021,2018/01/24,24.413,44838,3714485,48.408,149966,1044338130,9877484497,,666.647,5320,59072,,2.428,,1.0987295136877E+14,106591,17679,,litecoin,ltc
2022,2018/01/25,24.38,47501,3717183,48.382,157183,866704874,9987775903,,784.439,4399,61836,,2.5,,1.0804248755571E+14,110136,14016,,litecoin,ltc
2023,2018/01/26,25.804,41660,3731199,48.609,155155,907614348,9698667162,,620.931,4938,57452,,2.205,,1.1228099501632E+14,103282,15814,,litecoin,ltc
2024,2018/01/27,23.623,54589,3731199,48.571,143549,561461001,9864639505,,417.94,4354,49382,,2.246,,1.2246154455608E+14,90627,11375,,litecoin,ltc
2025,2018/01/28,24.412,54621,3731199,48.35,166274,1901946477,10315645009,,558.565,4991,51278,,2.504,,1.1115514938406E+14,89114,37091,,litecoin,ltc
2026,2018/01/29,24.094,39062,3987132,48.14,140595,1227406784,10109184675,,482.695,4711,50067,,2.308,,119641167165656,87598,24515,,litecoin,ltc
2027,2018/01/30,21.748,40926,4011379,48.007,145505,1329928880,9609161532,,557.472,6211,55270,,2.323,,1.2519732466077E+14,94678,24062,,litecoin,ltc
2028,2018/01/31,18.885,47247,4011379,47.922,135798,616028296,9004751991,,587.342,5533,54531,,2.642,,1.1884098154207E+14,91378,11297,,litecoin,ltc
2029,2018/02/01,20.788,43611,4093112,47.849,148594,672244915,8541512337,,636.807,5934,57962,,2.297,,1.1771135660034E+14,95369,11598,,litecoin,ltc
2030,2018/02/02,14.772,53276,4159491,47.894,168294,676949322,7155618819,,714.578,5309,66669,,2.576,,1.2388969371216E+14,108363,10154,,litecoin,ltc
2031,2018/02/03,18.21,36454,4159491,47.835,122840,554845303,7830890758,,559.232,5213,49384,,2.311,,1.2224203349039E+14,82899,11235,,litecoin,ltc
2032,2018/02/04,18.814,41612,4193441,47.821,131901,1164471367,8715878074,,505.411,7262,45225,,2.4,,1.268439315629E+14,81187,25748,,litecoin,ltc
2033,2018/02/05,15.684,50880,4341368,47.769,144065,899131852,7662673597,,553.909,5396,51043,,2.424,,1.324721029052E+14,88755,17615,,litecoin,ltc
2034,2018/02/06,15.229,42307,4341368,47.773,153545,720320865,6839197418,,594.64,6965,59946,,2.212,,1.3337221720031E+14,102518,12016,,litecoin,ltc
2035,2018/02/07,15.217,40718,4341368,47.757,131534,806984909,8056415521,,524.531,6672,50320,,2.522,,1.3788661894767E+14,86365,16037,,litecoin,ltc
2036,2018/02/08,17.298,27787,4568541,47.742,103611,622059672,8078659672,,381.034,6779,37148,,2.293,,1.3354211059713E+14,69180,16759,,litecoin,ltc
2037,2018/02/09,16.068,40608,4605561,47.669,118697,603143208,8246644841,,439.769,6201,44811,,2.437,,1.3824503583957E+14,83066,13460,,litecoin,ltc
2038,2018/02/10,16.722,60887,4605561,47.529,158849,878943640,8858686889,,452.493,4915,46594,,2.647,,1.3141688001239E+14,81684,18864,,litecoin,ltc
2039,2018/02/11,17.095,29027,4617873,47.322,100992,523333753,8288373735,,370.047,4632,36009,,2.466,,1.2884976255468E+14,69079,14533,,litecoin,ltc
2040,2018/02/12,16.853,34556,4635151,47.264,115882,447593151,8726617452,,385.956,6314,40374,,2.462,,1.3785277135516E+14,77274,11086,,litecoin,ltc
2041,2018/02/13,17.87,35953,4635151,46.981,114802,2720805371,8746173892,,388.7,6010,41515,,2.384,,1.3448773163545E+14,75111,65538,,litecoin,ltc
2042,2018/02/14,20.242,64246,4635151,47.167,164966,1497102596,10681693900,,697.753,11934,62134,,2.47,,1.4033076282126E+14,108276,24095,,litecoin,ltc
2043,2018/02/15,24.207,59948,4765642,46.86,184240,2245714621,12388039261,,782.103,9337,64146,,2.466,,1.363084150469E+14,113035,35009,,litecoin,ltc
2044,2018/02/16,23.213,45121,4765866,46.741,145761,1098208036,12257162362,,665.536,7727,55687,,2.478,,1.3963869244639E+14,98163,19721,,litecoin,ltc
2045,2018/02/17,25.104,50351,4765866,46.174,164509,2665743643,12655638607,,1006,6974,63949,,2.357,,1.4024015772787E+14,109648,41685,,litecoin,ltc
2046,2018/02/18,22.897,67579,4847021,45.608,218241,2114148163,12360263599,,1320,10814,75280,,2.412,,146911179583765,116225,28084,,litecoin,ltc
2047,2018/02/19,21.981,46965,4901960,45.478,142330,859888531,12272320407,,680.541,8146,55631,,2.581,,1.418157811826E+14,80588,15457,,litecoin,ltc
2048,2018/02/20,24.974,50090,4901960,45.543,155331,919074030,13232635911,,645.148,13778,57841,,2.457,,1.4131581741628E+14,83347,15890,,litecoin,ltc
2049,2018/02/21,22.702,40246,4906530,45.615,131676,759628940,12058623853,,485.205,6642,47113,,2.441,,1.4241701847733E+14,72167,16124,,litecoin,ltc
2050,2018/02/22,21.05,46086,4938398,45.41,128773,1101379722,11364933042,,438.164,6201,43229,,2.432,,1.4516149644711E+14,67139,25478,,litecoin,ltc
2051,2018/02/23,20.753,43585,4938398,44.227,145773,723541913,11147215136,,410.169,4959,41534,,2.388,,1.4701956012176E+14,63733,17420,,litecoin,ltc
2052,2018/02/24,20.34,32829,4938398,44.209,107071,468811211,11407951711,,399.383,4708,37171,,2.558,,1.4318993052584E+14,58667,12612,,litecoin,ltc
2053,2018/02/25,20.8,30313,5005504,44.207,94635,426186964,11664706160,,427.864,6787,36437,,2.562,,1.4285440446255E+14,55855,11697,,litecoin,ltc
2054,2018/02/26,22.948,38521,5038170,44.267,121726,629242311,12351707766,,450.495,9387,41920,,2.496,,1.4095584836586E+14,64911,15011,,litecoin,ltc
2055,2018/02/27,21.37,36608,5038170,44.205,112135,615768483,12072330058,,435.549,6723,42480,,2.491,,1.4807578480597E+14,60966,14495,,litecoin,ltc
2056,2018/02/28,21.192,55328,5037397,43.799,130667,714619422,11687557973,,405.811,5778,74744,,2.487,,1.4482398642797E+14,92633,9561,,litecoin,ltc
2057,2018/03/01,20.975,39026,5033510,43.722,111848,474585809,11547894404,,388.672,7164,50091,,2.504,,1.4345252609241E+14,66731,9474,,litecoin,ltc
2058,2018/03/02,21.188,30434,5033510,43.634,94151,488698289,11525477541,,375.664,5683,38813,,2.4,,1.4764565121306E+14,56541,12591,,litecoin,ltc
2059,2018/03/03,21.21,30493,5033510,43.662,101008,464766851,11840709623,,354.496,null,35091,,2.392,,1.5198895443113E+14,56997,13245,,litecoin,ltc
2060,2018/03/04,20.853,28816,5064507,43.612,90994,308293624,11609386114,,327.336,null,31630,,2.531,,1.4320798954206E+14,51894,9747,,litecoin,ltc
2061,2018/03/05,21.332,28667,5074912,43.596,96729,410234870,11764824753,,384.497,null,37546,,2.289,,1.5677769333048E+14,56801,10926,,litecoin,ltc
2062,2018/03/06,19.645,29425,5074912,43.604,103379,506470150,11283582873,,311.3,null,36769,,2.304,,1.6219510437035E+14,58911,13774,,litecoin,ltc
2063,2018/03/07,18.522,29321,5244438,43.652,102866,505792882,10589460923,,383.169,null,38530,,2.326,,1.5986254267082E+14,59554,13127,,litecoin,ltc
2064,2018/03/08,16.376,81036,5445713,45.235,219312,620847152,10100699606,,363.287,null,36806,,2.47,,1.6275779602062E+14,58157,16868,,litecoin,ltc
2065,2018/03/09,15.679,33286,5445713,45.286,93021,501869273,9654523272,,463.499,null,39903,,2.609,,1.5353737112749E+14,60827,12580,,litecoin,ltc
2066,2018/03/10,17.787,27785,5445833,45.301,85293,334137679,10352397379,,335.896,null,30991,,2.404,,1.572971449629E+14,51164,10782,,litecoin,ltc
2067,2018/03/11,16.758,27429,5517835,45.233,79567,440928798,10189197708,,283.046,null,28583,,2.487,,158806450673752,48271,15426,,litecoin,ltc
2068,2018/03/12,16.424,35408,5517835,45.224,88789,454543501,10278933466,,294.429,null,30179,,2.466,,1.6487918674886E+14,51562,15062,,litecoin,ltc
2069,2018/03/13,16.71,29727,5517835,45.247,96022,720238819,9811920476,,307.828,null,31265,,2.282,,1.6703284368586E+14,51581,23037,,litecoin,ltc
2070,2018/03/14,14.392,32288,5610150,45.269,87068,973676636,9417949033,,348.243,null,33328,,2.613,,1.6256469634836E+14,51134,29215,,litecoin,ltc
2071,2018/03/15,14.159,35448,5671972,45.128,100094,585731885,8952455914,,376.16,null,35691,,2.567,,1.5991891865607E+14,57251,16411,,litecoin,ltc
2072,2018/03/16,15.288,28271,5671972,45.097,84691,427711769,9181134988,,332.241,null,31561,,2.289,,1.7011496139609E+14,48843,13552,,litecoin,ltc
2073,2018/03/17,13.584,28487,5686468,45.087,89822,327001228,8857054521,,292.187,null,27818,,2.478,,1.7056247164811E+14,48808,11755,,litecoin,ltc
2074,2018/03/18,12.85,31935,5771051,45.179,85589,393487074,8161836615,,408.416,null,33000,,2.558,,1.6100504901617E+14,50572,11924,,litecoin,ltc
2075,2018/03/19,13.646,32818,5771051,45.167,94512,421385220,8695008230,,320.48,null,31025,,2.47,,1.6723656495602E+14,53297,13582,,litecoin,ltc
2076,2018/03/20,13.768,30001,5771051,45.135,85878,419676452,9065609658,,320.439,null,32184,,2.599,,1.6417682003614E+14,51636,13040,,litecoin,ltc
2077,2018/03/21,15.374,27510,5740803,45.131,88461,397704769,9554602992,,326.904,null,30694,,2.449,,1.6438152468565E+14,52749,12957,,litecoin,ltc
2078,2018/03/22,15.044,25865,5721232,45.106,92161,357276269,9281226574,,249.762,null,26996,,2.338,,1.7086344658227E+14,47832,13234,,litecoin,ltc
2079,2018/03/23,14.269,27003,5721232,45.114,88567,374821282,8983350564,,260.514,null,27804,,2.323,,1.7543797926494E+14,48208,13481,,litecoin,ltc
2080,2018/03/24,13.454,21700,5842681,45.117,73388,567355845,9215517522,,261.491,null,26526,,2.376,,1.8645515535824E+14,43463,21389,,litecoin,ltc
2081,2018/03/25,13.705,22001,6123409,45.09,75950,369998240,8937115506,,215.296,null,23312,,2.304,,1.8302095072381E+14,44227,15872,,litecoin,ltc
2082,2018/03/26,12.154,26130,6123409,44.974,89103,627338410,8552743241,,263.367,null,28790,,2.416,,1.8839312529719E+14,49266,21790,,litecoin,ltc
2083,2018/03/27,12.356,25561,6123856,44.967,91138,392308873,7905939882,,274.249,null,29504,,2.349,,1.7612332883137E+14,50392,13297,,litecoin,ltc
2084,2018/03/28,9.913,25718,6397433,44.969,76114,481315185,7515777131,,259.48,null,28661,,2.496,,1.9637600259028E+14,47808,16793,,litecoin,ltc
2085,2018/03/29,9.692,31353,6397433,45.012,95829,606496161,6822785858,,281.859,null,31286,,2.408,,1.8901150114139E+14,53460,19386,,litecoin,ltc
2086,2018/03/30,9.383,27684,6397433,45.108,90932,515817380,6529844563,,276.913,null,29474,,2.396,,1.8766878420046E+14,49568,17501,,litecoin,ltc
2087,2018/03/31,8.931,22021,6575133,45.104,71611,319749758,6709922075,,192.602,null,23726,,2.376,,2.041140365079E+14,38209,13477,,litecoin,ltc
2088,2018/04/01,8.976,19452,6690855,45.113,70233,316297481,6411123903,,198.983,null,22487,,2.361,,1.9523521925191E+14,37264,14066,,litecoin,ltc
2089,2018/04/02,8.393,26967,6690855,45.103,84782,390649763,6640128002,,194.748,null,24488,,2.457,,2.078630932078E+14,44693,15953,,litecoin,ltc
2090,2018/04/03,9.736,37719,6715927,45.095,97363,353254108,7054137598,,243.507,null,29115,,2.466,,1.897414305644E+14,50194,12133,,litecoin,ltc
2091,2018/04/04,9.107,24711,6802626,45.102,85737,368529115,6930287338,,208.838,null,26433,,2.408,,2.0386857276936E+14,46982,13942,,litecoin,ltc
2092,2018/04/05,9.041,22253,6802626,45.109,76363,344562317,6632407884,,207.809,null,26848,,2.311,,2.0464019455206E+14,42798,12834,,litecoin,ltc
2093,2018/04/06,8.365,25588,6802626,45.084,88877,489742576,6446184249,,188.697,null,25893,,2.345,,2.1185610913232E+14,47043,18914,,litecoin,ltc
2094,2018/04/07,7.7,23471,7157500,45.054,80717,238067760,6583408987,,173.076,5313,22584,,2.613,,2.1082859882591E+14,42769,10541,,litecoin,ltc
2095,2018/04/08,8.655,20459,7192917,44.508,76268,206434422,6566299836,,160.05,4220,20591,,2.437,,2.0055611113824E+14,41162,10025,,litecoin,ltc
2096,2018/04/09,8.035,29381,7192917,44.381,87148,275466145,6574177412,,216.883,5459,25284,,2.54,,2.0758489618225E+14,46524,10895,,litecoin,ltc
2097,2018/04/10,7.951,25668,7208566,44.422,87495,221113806,6396695906,,200.51,4879,26399,,2.424,,2.1376631671402E+14,48058,8376,,litecoin,ltc
2098,2018/04/11,7.431,31276,7232139,44.501,90932,347137791,6430596191,,229.391,4859,27354,,2.846,,1.9590605948548E+14,49655,12691,,litecoin,ltc
2099,2018/04/12,9.142,28744,7232139,44.746,89312,808362185,6719743701,,292.253,4937,32619,,2.341,,2.0216712818536E+14,51050,24782,,litecoin,ltc
2100,2018/04/13,8.829,29641,7232139,44.792,82399,624679815,7229876029,,286.248,5246,32661,,2.474,,2.1306152993509E+14,51528,19126,,litecoin,ltc
2101,2018/04/14,8.59,26112,7148192,44.781,86968,448460390,7121675629,,184.381,3470,24558,,2.449,,2.1781507440351E+14,47994,18261,,litecoin,ltc
2102,2018/04/15,9.537,25187,7135731,44.711,88027,586388012,7300102015,,201.633,3340,25481,,2.297,,2.1436030696812E+14,49535,23013,,litecoin,ltc
2103,2018/04/16,8.633,28800,7135731,44.701,95980,525443568,7194580434,,219.806,3470,26699,,2.509,,2.1364046142037E+14,51533,19680,,litecoin,ltc
2104,2018/04/17,9.701,33243,7219603,44.825,102851,623989788,7567579197,,256.983,4633,30020,,2.457,,2.0418554827361E+14,54426,20786,,litecoin,ltc
2105,2018/04/18,9.746,36531,7309402,44.804,97932,410344010,7703593105,,228.984,3678,28570,,2.357,,2.1568559739502E+14,54161,14363,,litecoin,ltc
2106,2018/04/19,9.635,27406,7309402,44.851,87602,607333457,7999107052,,274.64,3957,30261,,2.297,,2.3244697872644E+14,56043,20070,,litecoin,ltc
2107,2018/04/20,10.111,31558,7373027,44.85,101295,475248732,8398019195,,299.876,6254,33553,,2.445,,2.1831235112630E+14,58574,14164,,litecoin,ltc
2108,2018/04/21,9.751,26940,7708072,44.859,93506,461122049,8404176974,,286.922,3782,27629,,2.338,,2.3674349607103E+14,52698,16690,,litecoin,ltc
2109,2018/04/22,10.094,22351,7708072,44.826,86755,456841699,8377207808,,236.184,3646,26376,,2.212,,2.4079070656628E+14,48862,17320,,litecoin,ltc
2110,2018/04/23,9.519,29033,7708072,44.826,97818,700604097,8478433022,,245.452,3670,29507,,2.388,,2.3943753736543E+14,55355,23744,,litecoin,ltc
2111,2018/04/24,9.695,34166,8321058,44.882,108417,867198626,9102752799,,314.446,5045,36949,,2.308,,2.6122777290737E+14,63728,23470,,litecoin,ltc
2112,2018/04/25,8.362,35313,8376785,44.915,104003,863931832,8513418512,,291.258,5556,34019,,2.753,,2.3737279752867E+14,59965,25396,,litecoin,ltc
2113,2018/04/26,9.157,29705,8376785,44.902,99549,491788667,8251516177,,213.86,6021,29268,,2.491,,2.3200623059811E+14,54150,16803,,litecoin,ltc
2114,2018/04/27,9.342,29929,8356854,44.876,100041,577844196,8476147284,,233.451,4961,31274,,2.445,,2.3797634426501E+14,58141,18477,,litecoin,ltc
2115,2018/04/28,9.356,26217,8329065,44.83,93557,429364504,8455243350,,243.027,4173,28846,,2.326,,2.4899592389954E+14,56374,14885,,litecoin,ltc
2116,2018/04/29,8.891,29267,8329065,44.848,98675,604888870,8576756654,,272.516,4130,29353,,2.408,,2.5673309497594E+14,57525,20607,,litecoin,ltc
2117,2018/04/30,9.213,29734,8425648,44.865,105224,545614801,8503890268,,273.469,3899,31786,,2.233,,2.6489490274907E+14,60731,17165,,litecoin,ltc
2118,2018/05/01,8.023,29377,9006200,44.28,97318,567387246,8198895246,,204.744,4012,29737,,2.392,,2.7364402585044E+14,58428,19080,,litecoin,ltc
2119,2018/05/02,7.706,38557,9006200,44.577,97452,485790520,8383523680,,236.918,4613,32848,,2.652,,2.6286797032458E+14,61604,14789,,litecoin,ltc
2120,2018/05/03,9.03,43661,9006200,44.649,108976,712216458,8794247635,,298.482,4574,36421,,2.491,,2.5048835545303E+14,65910,19555,,litecoin,ltc
2121,2018/05/04,9.189,35527,9002036,44.655,99070,562646288,9138867189,,278.861,4463,35402,,2.404,,2.6487364435594E+14,64536,15893,,litecoin,ltc
2122,2018/05/05,10.148,32279,8999933,44.819,96514,748111884,9847205484,,269.022,4720,33200,,2.24,,2.7731335997495E+14,60565,22533,,litecoin,ltc
2123,2018/05/06,9.506,27065,8999933,44.049,92023,928768695,9737499510,,238.105,3508,28210,,2.271,,2.8847092447068E+14,55258,32923,,litecoin,ltc
2124,2018/05/07,8.399,33807,9320943,44.234,99570,599957250,9259068606,,243.185,3712,31101,,2.437,,2.8944221682935E+14,59540,19291,,litecoin,ltc
2125,2018/05/08,8.248,32831,9758801,44.179,96092,529170811,9152246674,,211.997,3737,31268,,2.466,,2.8778446283152E+14,61194,16924,,litecoin,ltc
2126,2018/05/09,8.251,30858,9758801,44.139,99140,554811960,8835499401,,215.726,4122,31099,,2.441,,2.8046491809752E+14,60128,17840,,litecoin,ltc
2127,2018/05/10,7.805,30550,9760989,44.173,101787,481182439,8844044136,,185.096,3601,31719,,2.408,,3.0075264814924E+14,61256,15170,,litecoin,ltc
2128,2018/05/11,7.563,31476,9976815,44.193,102856,538499110,8023291483,,216.649,3565,33882,,2.372,,2.8571478308861E+14,62980,15893,,litecoin,ltc
2129,2018/05/12,6.727,28863,9976815,44.17,95623,226579537,7831999997,,165.504,3117,28876,,2.491,,2.9840501091641E+14,57846,7847,,litecoin,ltc
2130,2018/05/13,7.275,24185,9976815,44.141,71714,315927070,8018728653,,184.426,3612,27074,,2.293,,3.0680010752753E+14,48603,11669,,litecoin,ltc
2131,2018/05/14,6.795,34452,10267458,44.081,102782,459807644,8059478859,,230.199,4389,32093,,2.526,,2.9981542338931E+14,62132,14327,,litecoin,ltc
2132,2018/05/15,7.044,31271,10420962,44.381,99705,701675551,8146652353,,162.356,3917,31630,,2.522,,2.927334050636E+14,59855,22184,,litecoin,ltc
2133,2018/05/16,6.768,28956,10420962,44.304,98911,625189467,7785341246,,139.931,3193,31414,,2.338,,3.139340239278E+14,60002,19902,,litecoin,ltc
2134,2018/05/17,6.513,30308,10469117,44.187,98086,444293277,7798205869,,148.141,3643,31063,,2.449,,3.1189905280209E+14,58868,14303,,litecoin,ltc
2135,2018/05/18,6.168,29874,10635470,44.18,100653,422525045,7524570769,,133.608,3191,30415,,2.453,,3.1714245759504E+14,56759,13892,,litecoin,ltc
2136,2018/05/19,6.182,29675,10635470,44.167,96999,351298985,7667668543,,135.452,2830,26596,,2.687,,2.9432242609321E+14,49019,13209,,litecoin,ltc
2137,2018/05/20,6.976,23329,10635470,44.205,83970,297796443,7770712737,,144.121,2824,26436,,2.338,,3.0356492654334E+14,43973,11265,,litecoin,ltc
2138,2018/05/21,6.119,32840,10653678,44.173,108536,532668961,7750361394,,158.204,3666,30491,,2.5,,3.229076910834E+14,58140,17470,,litecoin,ltc
2139,2018/05/22,6.495,29153,10659804,44.155,102028,345128863,7523459473,,154.784,3339,31372,,2.368,,3.1154257297103E+14,58625,11001,,litecoin,ltc
2140,2018/05/23,5.966,31284,10659804,44.215,114628,344174351,7030530667,,205.617,3463,34215,,2.311,,3.2469304890011E+14,61140,10059,,litecoin,ltc
2141,2018/05/24,5.304,27357,10926181,44.245,99028,204715550,6845146313,,188.99,2256,31260,,2.396,,3.4288369655172E+14,58256,6549,,litecoin,ltc
2142,2018/05/25,5.28,28808,11307953,44.256,94570,175905567,6833306313,,175.045,2093,27911,,2.59,,3.1805346874777E+14,53263,6302,,litecoin,ltc
2143,2018/05/26,5.172,29773,11307953,44.268,102116,119929206,6838754943,,151.707,3004,22351,,2.712,,3.1031632795348E+14,46869,5366,,litecoin,ltc
2144,2018/05/27,5.396,33532,11307953,44.289,88422,116170348,6692383087,,183.856,2354,21214,,2.526,,3.1234242763409E+14,44448,5476,,litecoin,ltc
2145,2018/05/28,5.261,27656,10998742,44.34,91679,166828268,6510593248,,194.727,2458,25213,,2.522,,3.1205344380089E+14,50841,6617,,litecoin,ltc
2146,2018/05/29,5.374,28800,10923292,44.371,94629,154609981,6619975337,,206.373,2701,26702,,2.517,,3.1121302458853E+14,51192,5790,,litecoin,ltc
2147,2018/05/30,5.193,32235,10923292,44.207,91988,161443494,6778139924,,180.205,2815,25487,,2.813,,2.9510910083853E+14,50146,6334,,litecoin,ltc
2148,2018/05/31,5.877,28850,10849156,44.21,87555,275169722,6758351452,,185.356,2562,26334,,2.567,,2.8473315603922E+14,50153,10449,,litecoin,ltc
2149,2018/06/01,5.644,26569,10450677,44.274,86546,250900922,6753205253,,158.113,2517,25487,,2.576,,2.9507580409817E+14,48939,9844,,litecoin,ltc
2150,2018/06/02,5.707,26504,10450677,44.265,81423,313049978,6941081201,,161.812,2542,22879,,2.633,,2.9340210761481E+14,45529,13683,,litecoin,ltc
2151,2018/06/03,6.142,22365,10450677,44.261,82059,344123815,7117758182,,179.342,2500,22155,,2.54,,2.8964721844063E+14,41142,15533,,litecoin,ltc
2152,2018/06/04,6.024,26985,10268647,44.255,92776,379431434,6924276123,,187.701,2520,24326,,2.535,,2.8781958444471E+14,47876,15598,,litecoin,ltc
2153,2018/06/05,6.198,21454,10120348,44.253,85852,393931912,6777954282,,181.065,2832,25172,,2.246,,3.0881977574967E+14,48433,15650,,litecoin,ltc
2154,2018/06/06,6.011,21081,10120348,44.245,83346,361467122,6887531464,,182.905,2850,25346,,2.264,,3.2098679852973E+14,48555,14261,,litecoin,ltc
2155,2018/06/07,5.783,22189,10386506,44.283,83544,414307999,6926823198,,185.859,2861,24254,,2.304,,3.2964255307165E+14,47296,17082,,litecoin,ltc
2156,2018/06/08,5.27,23552,10956273,44.257,83846,341396175,6830628297,,160.809,3028,24566,,2.483,,3.3096027758362E+14,47876,13897,,litecoin,ltc
2157,2018/06/09,5.704,19741,10956273,44.232,75584,258487675,6826644798,,145.536,2676,20786,,2.478,,3.059770134251E+14,43578,12436,,litecoin,ltc
2158,2018/06/10,4.845,33306,10956273,44.338,81846,427852459,6355602715,,256.53,2723,25391,,2.567,,3.23943213052E+14,47398,16851,,litecoin,ltc
2159,2018/06/11,4.862,25913,10963691,44.412,85902,289355000,6052121906,,217.819,3537,26587,,2.609,,3.0233768549932E+14,49675,10883,,litecoin,ltc
2160,2018/06/12,5.111,25735,10965233,44.367,83915,308578516,5981896879,,241.146,3178,26358,,2.345,,3.1611485407157E+14,48868,11707,,litecoin,ltc
2161,2018/06/13,4.134,29562,10965233,44.406,87799,374276764,5467879138,,224.162,3138,27843,,2.544,,3.2927316008598E+14,50104,13442,,litecoin,ltc
2162,2018/06/14,4.404,29539,10977565,44.449,86838,387184610,5546124227,,198.882,3267,26120,,2.59,,3.0790037066413E+14,47624,14826,,litecoin,ltc
2163,2018/06/15,4.405,26801,11003972,44.452,82151,314442926,5597351106,,167.066,2523,23315,,2.692,,2.9876964641862E+14,44521,13487,,litecoin,ltc
2164,2018/06/16,4.601,19394,11003972,44.44,72807,182828127,5481231803,,138.597,2392,19810,,2.535,,2.9722313710302E+14,40484,9229,,litecoin,ltc
2165,2018/06/17,4.454,17931,11003972,44.437,71521,149288053,5515675704,,145.795,2181,18680,,2.453,,3.1915340023445E+14,39465,7992,,litecoin,ltc
2166,2018/06/18,4.432,24972,10769776,44.486,78742,217071402,5467493937,,178.656,2341,22327,,2.571,,3.0335364121124E+14,43113,9722,,litecoin,ltc
2167,2018/06/19,4.559,23819,10684873,44.499,79602,274551583,5622399411,,177.113,2602,23667,,2.576,,3.0269418553929E+14,44062,11601,,litecoin,ltc
2168,2018/06/20,4.562,22638,10684873,44.496,78536,205167918,5548750823,,168.674,2936,23108,,2.562,,2.9999875392541E+14,44136,8879,,litecoin,ltc
2169,2018/06/21,4.773,24555,10661165,44.521,81100,343719460,5558927707,,149.596,3910,24046,,2.432,,3.0249569083783E+14,44757,14294,,litecoin,ltc
2170,2018/06/22,3.992,28400,10554914,44.481,84232,522657154,5094524683,,208.309,3867,27225,,2.604,,3.0968092813859E+14,48222,19198,,litecoin,ltc
2171,2018/06/23,3.961,20804,10554914,44.465,64786,216149490,4792595716,,163.801,1888,21577,,2.562,,2.9817670836835E+14,42373,10018,,litecoin,ltc
2172,2018/06/24,3.918,22425,10554914,44.51,76540,252374966,4534155276,,176.22,2036,23255,,2.5,,2.9230012293822E+14,43365,10853,,litecoin,ltc
2173,2018/06/25,3.921,22750,10493532,44.55,78161,285882894,4655335774,,167.763,2289,23049,,2.466,,3.0390412035629E+14,43977,12403,,litecoin,ltc
