,date,difficulty,google_trends,send_usd,av_transaction_size,block_size,median_transaction_value,tweets,av_transaction_value,median_transaction_size,fee_reward,top_100_percent,transactions,confirmation_time,sent_addresses,hashrate,market_cap,active_addresses,mining_profitability,full_name,coin
0,2014/01/09,0.000244,,,,130,,,,,,null,,,,null,,null,,vertcoin,vtc
1,2014/01/10,0.000244,,,,105,,,,,,100,,,,123.684,,2,,vertcoin,vtc
2,2014/01/11,0.00865,,,,153.087,,,,,,44.341,1428,,5358,7265948,,5867,,vertcoin,vtc
3,2014/01/12,0.187,,,,380.999,,,,,,47.679,2279,,2735,55716160,,3611,,vertcoin,vtc
4,2014/01/13,0.611,,,,587.975,,,,,,48.034,1637,,1860,50309875,,2135,,vertcoin,vtc
5,2014/01/14,1.035,,,,682.089,,,,,,54.219,1456,,1761,71122238,,2208,,vertcoin,vtc
6,2014/01/15,1.438,,,,815.203,,,,,,55.879,1744,,2014,60060675,,2707,,vertcoin,vtc
7,2014/01/16,1.733,,,,803.064,,,,,,56.513,1307,,1591,86565438,,2048,,vertcoin,vtc
8,2014/01/17,2.257,,,,653.693,,,,,,56.616,617,,716,55417022,,915,,vertcoin,vtc
9,2014/01/18,2.257,,,,1109,,,,,,58.811,980,,1093,42456271,,1453,,vertcoin,vtc
10,2014/01/19,2.257,,,,812.314,,,,,,58.615,1621,,1744,72041327,,1949,,vertcoin,vtc
11,2014/01/20,2.12,,,,835.683,,,,,,59.296,2593,,2760,95657855,,3099,,vertcoin,vtc
12,2014/01/21,2.725,,,,890.251,,,,,,58.947,2531,,2699,201442479,,3133,,vertcoin,vtc
13,2014/01/22,5.653,,,,1193,,,,,,58.613,2213,,2437,207760632,,2809,,vertcoin,vtc
14,2014/01/23,5.657,,,,1089,,,,,,58.801,2891,,3186,264279005,,3571,,vertcoin,vtc
15,2014/01/24,7.953,,,,1347,,,,,,58.119,3418,,3805,383169252,,4187,,vertcoin,vtc
16,2014/01/25,7.953,,,,1220,,,,,,57.268,3797,,4136,390907013,,4471,,vertcoin,vtc
17,2014/01/26,12.743,,,,1470,,,,,,56.396,1903,,2226,560583129,,2570,,vertcoin,vtc
18,2014/01/27,13.445,,,,1833,,,,,,57.247,1225,,1498,272646702,,1905,,vertcoin,vtc
19,2014/01/28,13.445,,,,1534,,,,,,56.881,1204,,1459,238305709,,1756,,vertcoin,vtc
20,2014/01/29,13.445,,,,1166,,,,,,56.682,1319,,1558,277853215,,1850,,vertcoin,vtc
21,2014/01/30,12.564,,,,1228,,,,,,55.819,1367,,1612,287723915,,1960,,vertcoin,vtc
22,2014/01/31,10.753,,,,1046,,,,,,54.937,1531,,1769,327589881,,2074,,vertcoin,vtc
23,2014/02/01,11.81,,,,1382,,,,,,55.086,1382,,1640,342106582,,2018,,vertcoin,vtc
24,2014/02/02,13.093,,,,1712,,,,,,54.162,1756,,2155,402845476,,2787,,vertcoin,vtc
25,2014/02/03,19.513,,,,2613,,,,,,54.859,2181,,2762,645617307,,3679,,vertcoin,vtc
26,2014/02/04,46.17,,4713622,,4926,227.335,,920.09,,,53.852,5123,,6304,1626334316,9121196,8181,,vertcoin,vtc
27,2014/02/05,104.461,,11072256,,8253,194.038,,1032,,,51.499,10727,,12855,3639131327,9637570,17042,75823,vertcoin,vtc
28,2014/02/06,160.34,,3023326,,6686,150.306,,330.382,,,50.024,9151,,10678,5197891671,8203128,13601,34038,vertcoin,vtc
29,2014/02/07,156.783,,2425423,,6213,138.97,,305.661,,,50.143,7935,,9525,4386476896,7473133,12463,29552,vertcoin,vtc
30,2014/02/08,138.396,,1605469,,6536,105.159,,197.305,,,49.72,8137,,9409,3644636138,5971764,12297,29423,vertcoin,vtc
31,2014/02/09,123.102,,1463435,,6112,98.825,,180.137,,,48.998,8124,,9383,3256300019,6208848,12308,29160,vertcoin,vtc
32,2014/02/10,119.843,,1325971,,5427,101.668,,164.329,,,48.243,8069,,9260,3437872699,5893751,12064,31794,vertcoin,vtc
33,2014/02/11,128.599,,1183679,,5740,97.856,,152.735,,,47.782,7808,,9060,3939348026,5823318,11813,26699,vertcoin,vtc
34,2014/02/12,128.936,,1006951,,5258,85.032,,138.001,,,47.65,7325,,8607,3694393081,4866836,11225,23277,vertcoin,vtc
35,2014/02/13,129.069,,1007636,,4873,80.28,,149.191,,,47.126,6754,,7968,3683732283,4699223,10494,19346,vertcoin,vtc
36,2014/02/14,116.109,,753604,,5786,68.854,,116.17,,,47.185,6512,,7671,3055909730,4026564,10189,17714,vertcoin,vtc
37,2014/02/15,90.558,,707102,,5255,69.241,,109.239,,,46.608,6473,,7589,2374238402,4299516,10003,26965,vertcoin,vtc
38,2014/02/16,88.08,,662517,,5760,58.091,,97.818,,,46.339,6886,,7943,2535310052,3634616,10548,26922,vertcoin,vtc
39,2014/02/17,92.777,,503980,,6164,47.485,,76.883,,,46.387,6563,,7556,2816153001,2992493,10314,17629,vertcoin,vtc
40,2014/02/18,79.611,,569775,,6681,40.837,,93.528,,,46.483,6092,,6978,2062144649,2671849,9605,19440,vertcoin,vtc
41,2014/02/19,87.401,,826670,,7330,66.538,,112.275,,,46.726,7381,,8286,2650556772,4257501,11642,24323,vertcoin,vtc
42,2014/02/20,122.092,,938172,,6311,60.637,,123.851,,,46.072,7575,,8688,3952183964,3873109,11751,17485,vertcoin,vtc
43,2014/02/21,139.723,,641591,,5560,55.694,,91.828,,,45.465,6991,,8106,4343258939,3600344,10815,13039,vertcoin,vtc
44,2014/02/22,137.23,,533768,,5632,56.163,,82.335,,,44.819,6512,,7552,3859015531,3812925,10175,14349,vertcoin,vtc
45,2014/02/23,136.99,,427979,,6477,53.789,,65.073,,,44.22,6591,,7539,3930370894,3729597,10276,14233,vertcoin,vtc
46,2014/02/24,138.362,,423969,,5998,48.619,,70.368,,,43.779,6076,,6973,4013571388,3365281,9586,11152,vertcoin,vtc
47,2014/02/25,116.605,,355396,,6036,44.918,,58.831,,,43.195,6041,,6880,3061010316,3103961,9598,13461,vertcoin,vtc
48,2014/02/26,124.288,,439953,,6249,52.759,,69.013,,,42.466,6413,,7274,3691755707,3730732,10146,14392,vertcoin,vtc
49,2014/02/27,130.637,,444132,,6599,53.568,,67.119,,,42.031,6716,,7607,3912190789,3798576,10303,14558,vertcoin,vtc
50,2014/02/28,135.917,,496410,,6271,53.05,,75.232,,,41.554,6604,,7524,4070472354,3761970,10237,13171,vertcoin,vtc
51,2014/03/01,143.934,,553076,,6080,48.22,,82.778,,,40.459,6692,,7673,4390044214,3693229,10259,11923,vertcoin,vtc
52,2014/03/02,150.949,,550771,,6261,48.911,,80.487,,,39.737,6843,,7818,4491526699,3524731,10524,11191,vertcoin,vtc
53,2014/03/03,155.029,,607501,,6775,50.363,,86.925,,,39.498,7025,,8058,4570333104,3786249,11100,10906,vertcoin,vtc
54,2014/03/04,170.873,,555813,,7590,52.924,,80.088,,,39.503,6940,,7881,5290265678,4151739,11181,10521,vertcoin,vtc
55,2014/03/05,166.046,,429112,,6693,44.382,,68.296,,,39.504,6287,,7130,4682681160,3696889,9945,10555,vertcoin,vtc
56,2014/03/06,161.527,,435462,,6249,43.582,,77.578,,,40.611,5636,,6365,4455486531,3596303,9176,9197,vertcoin,vtc
57,2014/03/07,144.01,,343610,,6376,37.785,,59.317,,,40.792,5797,,6507,3833955899,3150227,9176,10757,vertcoin,vtc
58,2014/03/08,145.878,,306635,,6346,40.133,,53.932,,,40.423,5704,,6402,4286739435,3294730,8957,9013,vertcoin,vtc
59,2014/03/09,146.198,,392962,,6974,47.221,,63.059,,,40.331,6232,,6941,4251685665,3748739,9716,11133,vertcoin,vtc
60,2014/03/10,149.863,,329152,,6452,44.12,,53.296,,,39.942,6211,,7034,4429924932,3556844,9660,9690,vertcoin,vtc
61,2014/03/11,165.355,,278542,,6209,39.078,,46.175,,,39.787,6092,,6957,5102555092,3224264,9472,7771,vertcoin,vtc
62,2014/03/12,159.535,,312439,,7070,37.856,,50.984,,,39.944,6140,,6929,4457335236,3203358,9572,8194,vertcoin,vtc
63,2014/03/13,155.066,,280939,,6864,35.505,,52.524,,,39.697,5370,,6127,4296183030,3151338,8591,7715,vertcoin,vtc
64,2014/03/14,146.191,,281797,,7016,31.998,,46.148,,,39.676,6150,,7131,4017182402,2808574,9511,8501,vertcoin,vtc
65,2014/03/15,130.689,,247799,,6181,30.216,,47.099,,,39.837,5267,,6135,3509219286,2598133,8322,7584,vertcoin,vtc
66,2014/03/16,112.149,,189532,,6075,25.06,,34.937,,,39.237,5425,,6251,3081780952,2249864,8398,8510,vertcoin,vtc
67,2014/03/17,109.661,,193580,,6571,25.02,,37.912,,,39.347,5106,,5830,3078241964,2218919,7971,7535,vertcoin,vtc
68,2014/03/18,108.993,,165679,,6588,21.805,,27.878,,,38.887,5943,,6778,3102751161,2213988,8809,8011,vertcoin,vtc
69,2014/03/19,111.725,,278287,,7047,33.125,,52.026,,,38.624,5349,,6213,3175897707,3010386,8597,8896,vertcoin,vtc
70,2014/03/20,162.978,,411845,,10228,42.195,,63.419,,,38.458,6494,,7493,5152090432,3473790,10447,6965,vertcoin,vtc
71,2014/03/21,167.86,,428516,,9458,41.187,,67.356,,,38.175,6362,,7344,4951815348,3905783,10309,8319,vertcoin,vtc
72,2014/03/22,202.522,,1070454,,12272,54.455,,131.964,,,38.283,8114,,9088,6483886118,5046235,13560,8689,vertcoin,vtc
73,2014/03/23,276.574,,677842,,8952,51.984,,87.543,,,38.041,7743,,8850,8831824896,5096396,13173,5978,vertcoin,vtc
74,2014/03/24,277.987,,697471,,10045,46.793,,101.083,,,37.645,6900,,7897,7957038490,4741748,12119,5845,vertcoin,vtc
75,2014/03/25,242.235,,1802596,,6977,46.099,,298.886,,,37.272,6033,,6847,6291924589,4461142,10496,6752,vertcoin,vtc
76,2014/03/26,236.983,,737860,,7598,47.697,,111.389,,,37.035,6625,,7374,6839041929,4670186,11085,6801,vertcoin,vtc
77,2014/03/27,231.732,,987751,,6694,45.421,,167.529,,,36.557,5896,,6625,6570177807,4432914,10052,6315,vertcoin,vtc
78,2014/03/28,236.661,,571817,,5994,39.515,,97.099,,,36.344,5889,,6564,6998013670,4010785,9980,5771,vertcoin,vtc
79,2014/03/29,248.357,,333988,,6137,38.327,,55.406,,,36.565,6028,,6690,7399318338,3981059,10277,5457,vertcoin,vtc
80,2014/03/30,240.805,,304878,,7084,38.497,,54.913,,,36.313,5552,,6245,6760581344,3789196,9493,5149,vertcoin,vtc
81,2014/03/31,239.737,,246488,,6198,36.034,,44.012,,,36.012,5616,,6314,6915357752,3645467,9595,5036,vertcoin,vtc
82,2014/04/01,246.636,,253828,,6675,36.357,,48.119,,,35.355,5275,,5964,7349302379,3597350,9239,4579,vertcoin,vtc
83,2014/04/02,243.562,,239360,,7313,33.219,,45.898,,,35.147,5215,,5927,6810911096,3349080,8999,4397,vertcoin,vtc
84,2014/04/03,242.085,,211517,,5986,28.775,,39.789,,,34.802,5316,,5958,6719457038,3068587,9148,4258,vertcoin,vtc
85,2014/04/04,229.388,,155160,,5981,28.876,,33.643,,,34.502,4612,,5257,6268654894,3095552,8142,4198,vertcoin,vtc
86,2014/04/05,217.703,,153608,,5763,27.361,,32.921,,,34.227,4666,,5312,5974114557,3038559,8303,4502,vertcoin,vtc
87,2014/04/06,210.028,,175303,,6925,25.144,,34.817,,,34.09,5035,,5603,5905727752,2864187,8825,4459,vertcoin,vtc
88,2014/04/07,215.697,,230332,,5983,25.419,,44.091,,,34.037,5224,,5737,6357155903,2848654,8929,4347,vertcoin,vtc
89,2014/04/08,233.414,,184777,,6547,26.663,,37.457,,,33.775,4933,,5468,7040698939,2948227,8694,3443,vertcoin,vtc
90,2014/04/09,234.295,,281147,,12708,30.307,48,51.624,,,33.87,5446,,5906,6782687880,3499197,9720,4562,vertcoin,vtc
91,2014/04/10,247.671,,197436,,6938,27.135,107,36.987,,,33.64,5338,,5922,7267812774,3040437,9154,3949,vertcoin,vtc
92,2014/04/11,264.743,,176380,,6360,26.602,124,35.506,,,33.534,4984,,5497,8004540528,3141476,8681,3407,vertcoin,vtc
93,2014/04/12,263.381,,204125,,6189,28.916,67,45.071,,,33.362,4557,,5011,7499798175,3367852,8191,3587,vertcoin,vtc
94,2014/04/13,258.505,,164464,,6190,27.237,84,37.629,,,33.256,4385,,4878,7092206287,3240831,7964,3843,vertcoin,vtc
95,2014/04/14,247.657,,192216,,7874,29.917,81,41.68,,,33.026,4613,,5066,6878320403,3451958,8379,4127,vertcoin,vtc
96,2014/04/15,247.628,,265056,,8070,30.684,103,53.754,,,33.492,4936,,5369,7102031678,3703558,8638,7376,vertcoin,vtc
97,2014/04/16,237.126,,223170,,6997,31.765,130,46.718,,,33.328,4777,,5189,6463528479,3836822,8238,19699,vertcoin,vtc
98,2014/04/17,223.406,,213554,,6188,29.534,90,46.104,,,33.378,4632,,5016,6156053522,3532359,8081,4651,vertcoin,vtc
99,2014/04/18,211.086,,216735,,6465,31.017,94,43.605,,,33.377,4996,,5421,5730585312,3454026,8477,4754,vertcoin,vtc
100,2014/04/19,205.205,,201403,,5689,30.035,92,41.254,,,33.403,4882,,5279,5756142275,3533393,8127,4889,vertcoin,vtc
101,2014/04/20,178.546,,176858,,6321,29.487,80,39.844,,,33.496,4449,,4771,4640368902,3540494,7555,5721,vertcoin,vtc
102,2014/04/21,170.067,,197052,,6371,28.963,103,40.546,,,33.639,4860,,5155,4853403578,3460913,7887,5742,vertcoin,vtc
103,2014/04/22,164.469,,181620,,7119,26.985,100,39.794,,,33.676,4564,,4886,4606035390,3397160,7820,6072,vertcoin,vtc
104,2014/04/23,178.045,,225458,,6046,26.462,75,48.821,,,33.671,4618,,4944,5493387368,3339988,7776,5176,vertcoin,vtc
105,2014/04/24,185.907,,238039,,6212,28.125,79,55.274,,,33.438,4311,,4705,5466053211,3439136,7520,4997,vertcoin,vtc
106,2014/04/25,187.44,,291460,,6232,28.589,106,67.25,,,33.433,4334,,4603,5426894307,3490806,7347,4994,vertcoin,vtc
107,2014/04/26,187.896,,158876,,6485,27.487,104,39.453,,,33.423,4027,,4424,5389993807,3485246,7066,4881,vertcoin,vtc
108,2014/04/27,210.907,,165026,,7433,25.925,109,38.512,,,33.492,4285,,4688,6555630885,3311461,7441,4384,vertcoin,vtc
109,2014/04/28,222.572,,151022,,5184,22.994,133,34.766,,,33.332,4344,,4856,6526621175,3113756,7585,3599,vertcoin,vtc
110,2014/04/29,218.64,,158073,,6214,24.225,116,37.538,,,33.319,4211,,4694,6191406359,3243475,7510,3814,vertcoin,vtc
111,2014/04/30,217.157,,181097,,6467,26.398,168,43.786,,,33.366,4136,,4609,6217175209,3404103,7681,4263,vertcoin,vtc
112,2014/05/01,225.695,,156751,,6720,25.555,127,38.772,,,33.284,4043,,4570,6886888445,3436683,7568,3916,vertcoin,vtc
113,2014/05/02,242.015,,145693,,5413,24.876,77,35.371,,,33.273,4119,,4767,7188552485,3350792,7589,3604,vertcoin,vtc
114,2014/05/03,243.385,,125252,,7360,16.717,72,30.977,,,33.247,4044,,4735,7034687259,3209349,7611,3285,vertcoin,vtc
115,2014/05/04,243.132,,139036,,7589,16.602,132,30.794,,,32.987,4515,,5256,7033148111,3249748,8299,3450,vertcoin,vtc
116,2014/05/05,244.904,,136795,,7467,15.666,142,30.949,,,32.808,4420,,5147,7249899300,3192208,8259,3200,vertcoin,vtc
117,2014/05/06,243.186,,108958,,6560,10.622,153,24.202,,,32.68,4502,,5345,6724772659,3091705,8261,3211,vertcoin,vtc
118,2014/05/07,242.225,,116746,,8556,11.648,158,26.194,,,32.475,4457,,5386,6808352692,3181599,8411,3183,vertcoin,vtc
119,2014/05/08,238.328,,121448,,8338,11.927,139,26.231,,,32.231,4630,,5639,6712088113,3243142,8589,3112,vertcoin,vtc
120,2014/05/09,237.222,,248849,,9929,16.265,147,50.252,,,33.185,4952,,5946,6840553066,3647804,9543,3300,vertcoin,vtc
121,2014/05/10,241.384,,267921,,12153,19.292,225,56.917,,,33.423,4714,,5692,7209295039,4009491,9425,3675,vertcoin,vtc
122,2014/05/11,240.66,,252807,,7465,18.341,110,61.316,,,34.35,4123,,5120,6878295013,3888436,8451,3009,vertcoin,vtc
123,2014/05/12,238.245,,255533,,9696,19.542,148,60.324,,,35.007,4236,,5174,6728039891,3981089,8804,3448,vertcoin,vtc
124,2014/05/13,252.553,,273859,,9574,21.031,136,67.821,,,35.811,4038,,4958,7719379765,4328180,8639,3512,vertcoin,vtc
125,2014/05/14,267.872,,467987,,13515,30.446,200,104.338,,,36.677,4494,,5268,7919224850,5011369,9863,3914,vertcoin,vtc
126,2014/05/15,278.277,,385793,,9608,26.564,182,85.849,,,36.708,4499,,5340,8398887144,5378685,9864,4674,vertcoin,vtc
127,2014/05/16,314.371,,265314,,6537,22.327,113,64.98,,,36.795,4083,,5009,9708516339,4721205,9121,3335,vertcoin,vtc
128,2014/05/17,306.393,,210507,,5588,21.049,91,58.744,,,36.996,3597,,4564,8680649665,4459722,8177,3540,vertcoin,vtc
129,2014/05/18,305.171,,138413,,7056,21.672,220,43.104,,,36.866,3215,,4020,8664327186,4501154,7566,3173,vertcoin,vtc
130,2014/05/19,285.841,,175280,,5456,21.833,125,54.556,,,36.706,3219,,4070,7703404749,4283944,7545,3499,vertcoin,vtc
131,2014/05/20,285.447,,161713,,5638,23.633,135,49.613,,,36.68,3276,,4159,8322593066,4305227,7750,3617,vertcoin,vtc
132,2014/05/21,300.806,,153914,,6926,21.341,84,50.489,,,36.662,3058,,3891,9082558885,4345734,7620,3133,vertcoin,vtc
133,2014/05/22,291.271,,188695,,7975,21.69,100,58.507,,,36.633,3235,,4082,8112853482,4160181,7931,3314,vertcoin,vtc
134,2014/05/23,285.319,,210110,,8413,23.592,101,68.708,,,36.448,3058,,3763,8019803984,4160190,7612,2913,vertcoin,vtc
135,2014/05/24,279.54,,198501,,5276,24.653,106,61.896,,,36.266,3207,,3940,7820746422,4816528,7592,3371,vertcoin,vtc
136,2014/05/25,277.375,,133911,,6443,21.745,75,49.744,,,36.227,2692,,3396,7874034423,4743277,6795,3590,vertcoin,vtc
137,2014/05/26,265.659,,157740,,5747,21.669,88,51.991,,,36.079,3034,,3693,7246993354,4593627,7182,3829,vertcoin,vtc
138,2014/05/27,246.437,,145820,,5619,24.154,83,49.565,,,35.883,2942,,3618,6662275198,4707068,7121,4196,vertcoin,vtc
139,2014/05/28,258.697,,162553,,5791,19.431,75,58.91,,,35.753,2770,,3446,7831399667,4615803,7074,4051,vertcoin,vtc
140,2014/05/29,277.706,,150448,,5725,20.524,76,53.54,,,35.622,2810,,3500,8258603896,4448360,6921,3332,vertcoin,vtc
141,2014/05/30,262.078,,154880,,5784,23.979,130,58.291,,,35.621,2657,,3315,7183358731,4585540,6907,3681,vertcoin,vtc
142,2014/05/31,257.457,,201890,,6336,18.071,108,74.252,,,35.365,2719,,3308,7223438420,4456765,6877,3693,vertcoin,vtc
143,2014/06/01,252.858,,124934,,7387,19.538,121,41.728,,,35.279,2994,,3512,7187523020,4434658,7220,3874,vertcoin,vtc
144,2014/06/02,258.14,,130492,,6724,20.88,71,43.295,,,35.193,3014,,3627,7652635075,4399230,7138,3572,vertcoin,vtc
145,2014/06/03,262.87,,184194,,5178,22.105,75,64.236,,,35.239,2872,,3511,7705547246,4339049,7010,3508,vertcoin,vtc
146,2014/06/04,262.586,,126058,,4685,21.538,93,47.248,,,34.845,2668,,3332,7545574528,4155406,6718,3327,vertcoin,vtc
147,2014/06/05,262.384,,211512,,5008,20.159,73,72.016,,,34.88,2937,,3580,7577287651,4014256,6787,3286,vertcoin,vtc
148,2014/06/06,261.004,,140643,,6207,17.71,90,59.243,,,34.936,2374,,2927,7372707308,3868809,6049,2754,vertcoin,vtc
149,2014/06/07,255.219,,100086,,4679,20.129,94,43.887,,,34.923,2333,,2956,6958364779,4021079,5916,3351,vertcoin,vtc
150,2014/06/08,239.621,,140770,,4965,19.123,104,63.267,,,35.325,2225,,2763,6622727660,3713474,5607,3237,vertcoin,vtc
151,2014/06/09,237.801,,176361,,4986,17.675,109,70.629,,,35.629,2497,,3019,6740762388,3509610,6261,3092,vertcoin,vtc
152,2014/06/10,235.436,,164337,,7381,18.498,108,69.136,,,35.798,2377,,2858,6641730325,3753468,6199,3043,vertcoin,vtc
153,2014/06/11,234.206,,189229,,9119,26.063,143,74.676,,,35.187,2543,,3011,6736598146,4474886,6529,3643,vertcoin,vtc
154,2014/06/12,244.4,,111528,,5492,20.955,99,49.789,,,35.135,2240,,2726,7456470947,4165512,6092,3467,vertcoin,vtc
155,2014/06/13,246.382,,83642,,4564,18.213,88,35.144,,,35.245,2380,,2675,7100755959,3941828,6585,2924,vertcoin,vtc
156,2014/06/14,239.051,,209102,,4106,15.173,98,105.267,,,37.73,1989,,2345,6635646040,3635923,6295,3039,vertcoin,vtc
157,2014/06/15,240.922,,96851,,9668,3.546,84,17.299,,,37.989,5805,,2848,7019631688,3545638,11081,2981,vertcoin,vtc
158,2014/06/16,245.114,,79872,,8116,4.536,108,19.986,,,38.229,4032,,2557,7241994285,3525276,7154,2633,vertcoin,vtc
159,2014/06/17,243.438,,166719,,10965,6.79,71,25.276,,,39.409,6596,,2714,6922572706,3564198,9261,3050,vertcoin,vtc
160,2014/06/18,243.217,,112329,,4915,15.171,58,50.736,,,39.515,2214,,2679,6946673041,3583709,5806,2574,vertcoin,vtc
161,2014/06/19,228.435,,124008,,6355,16.309,61,59.441,,,39.28,2093,,2565,6135894207,3460582,5440,3090,vertcoin,vtc
162,2014/06/20,229.96,,75127,,4392,15.161,97,34.803,,,39.349,2168,,2653,6685111512,3497412,5603,2844,vertcoin,vtc
163,2014/06/21,229.192,,81614,,4073,12.902,98,38.26,,,39.195,2140,,2673,6605988405,3388707,5392,2701,vertcoin,vtc
164,2014/06/22,223.821,,131325,,6450,11.939,102,57.023,,,39.085,2303,,2816,6146273617,2992251,5768,2611,vertcoin,vtc
165,2014/06/23,212.009,,134472,,5180,13.444,104,58.112,,,39.393,2314,,2881,5764646808,3156430,5807,2705,vertcoin,vtc
166,2014/06/24,214.893,,67807,,4694,12.686,98,29.649,,,39.294,2287,,2839,6359659079,2898606,5504,2720,vertcoin,vtc
167,2014/06/25,221.634,,215398,,6127,13.309,103,109.617,,,39.438,1965,,2431,6582008421,2654596,5182,2136,vertcoin,vtc
168,2014/06/26,215.247,,98759,,4314,7.709,112,47.299,,,39.164,2088,,2641,5921029800,2700094,5238,2243,vertcoin,vtc
169,2014/06/27,213.491,,82699,,4468,9.309,123,31.148,,,39.214,2655,,3186,6079704819,2689575,6031,2413,vertcoin,vtc
170,2014/06/28,207.06,,59630,,4581,10.423,108,33.616,,,39.305,1805,,2300,5675236471,2572903,4772,2208,vertcoin,vtc
171,2014/06/29,191.44,,66785,,7022,11.233,113,31.547,,,39.317,2117,,2636,5288485404,2384660,5290,2353,vertcoin,vtc
172,2014/06/30,187.622,,101816,,9083,8.758,71,39.836,,,39.859,2563,,3021,5342584768,1873450,5940,2025,vertcoin,vtc
173,2014/07/01,187.651,,496673,,11001,17.662,232,170.857,,,40.562,2907,,3270,5412889766,3150147,7371,2661,vertcoin,vtc
174,2014/07/02,192.082,,213351,,8522,13.587,139,89.908,,,40.596,2373,,2788,5753761234,2661581,5747,2327,vertcoin,vtc
175,2014/07/03,197.662,,90396,,4359,12.309,123,45.13,,,40.432,2003,,2402,5811975355,2677643,5046,2522,vertcoin,vtc
176,2014/07/04,200.954,,67971,,3822,11.392,109,33.908,,,40.483,2005,,2381,5851281748,2414165,4908,2097,vertcoin,vtc
177,2014/07/05,209.604,,114725,,7558,9.922,94,56.265,,,40.367,2039,,2306,6380588683,2131570,4827,1776,vertcoin,vtc
178,2014/07/06,213.698,,74082,,4836,9.414,113,35.531,,,40.472,2085,,2427,6207960011,2103031,4658,1763,vertcoin,vtc
179,2014/07/07,218.502,,73759,,4256,6.829,90,36.424,,,41.153,2025,,2424,6416990257,1908861,4852,1460,vertcoin,vtc
180,2014/07/08,211.482,,80304,,4835,7.547,121,39.578,,,41.155,2029,,2378,5775514507,1940923,4779,1530,vertcoin,vtc
181,2014/07/09,195.135,,54822,,5227,8.654,89,29.99,,,40.956,1828,,2188,5216197389,2049076,4593,1745,vertcoin,vtc
182,2014/07/10,187.514,,46070,,5301,9.599,103,21.959,,,40.882,2098,,2432,5248854489,1928534,4760,1766,vertcoin,vtc
183,2014/07/11,179.394,,58451,,4550,8.679,88,32.598,,,40.766,1796,,2109,4893237723,1853672,4595,1786,vertcoin,vtc
184,2014/07/12,159.791,,53171,,3168,8.354,72,23.801,,,40.588,2234,,2545,4193475678,1850620,4808,2035,vertcoin,vtc
185,2014/07/13,165.019,,74505,,5186,7.936,71,37.364,,,40.513,1994,,2269,4996372582,1733838,4496,1817,vertcoin,vtc
186,2014/07/14,168.507,,91089,,3714,7.692,61,46.262,,,40.498,1969,,2281,4946165779,1584240,4726,1559,vertcoin,vtc
187,2014/07/15,163.103,,61533,,4501,7.385,79,28.474,,,40.561,2161,,2557,4429829368,1466883,4454,1525,vertcoin,vtc
188,2014/07/16,158.169,,50285,,3210,6.924,94,29.077,,,40.499,1804,,2246,4449154832,1405102,3817,1493,vertcoin,vtc
189,2014/07/17,152.827,,61204,,4882,6.941,64,30.483,,,40.557,2008,,2407,4250658400,1345085,4019,1400,vertcoin,vtc
190,2014/07/18,144.102,,61921,,2637,6.53,71,35.73,,,40.654,1733,,2172,3903387026,1376555,3555,1657,vertcoin,vtc
191,2014/07/19,144.761,,39296,,3222,6.848,63,20.329,,,40.664,1933,,2371,4220499603,1393700,3800,1588,vertcoin,vtc
192,2014/07/20,142.435,,45390,,3586,7.816,52,21.39,,,40.848,2122,,2512,3990998588,1367400,3898,1518,vertcoin,vtc
193,2014/07/21,142.762,,35012,,3958,6.27,65,16.292,,,40.713,2149,,2824,4160676544,1345623,4042,1603,vertcoin,vtc
194,2014/07/22,142.436,,79783,,5365,5.769,81,36.02,,,40.869,2215,,2813,4071836339,1211878,4068,1261,vertcoin,vtc
195,2014/07/23,134.439,,119765,,8361,1.329,80,30.475,,,45.555,3930,,2619,3621048858,1133422,7962,1467,vertcoin,vtc
196,2014/07/24,135.358,,79422,,10096,1.907,95,13.414,,,46.067,5921,,2888,3966656036,1009778,5850,1224,vertcoin,vtc
197,2014/07/25,130.2,,85860,,3573,3.683,99,36.913,,,45.745,2326,,2940,3573832817,977957,4097,1131,vertcoin,vtc
198,2014/07/26,116.709,,21750,,3375,3.95,65,10.417,,,45.652,2088,,2711,3194498232,954294,3799,1380,vertcoin,vtc
199,2014/07/27,123.047,,24072,,4222,3.56,52,10.114,,,45.655,2380,,2991,3694793991,913794,4425,1213,vertcoin,vtc
200,2014/07/28,120.698,,33749,,4201,2.894,76,15.776,,,45.858,2140,,2721,3389858897,708426,3967,1025,vertcoin,vtc
201,2014/07/29,119.603,,188433,,27801,3.961,72,79.844,,,55.927,2360,,2948,3428429843,759990,11107,1005,vertcoin,vtc
202,2014/07/30,118.431,,18095,,3183,2.148,79,10.264,,,56.01,1763,,2378,3372503967,798465,4003,950.677,vertcoin,vtc
203,2014/07/31,112.86,,45470,,4901,5.24,94,18.137,,,55.879,2507,,3115,3031176362,1199244,4516,1572,vertcoin,vtc
204,2014/08/01,109.452,,33442,,2610,6.053,81,16.329,,,55.855,2048,,2541,3150617371,1196652,3641,1692,vertcoin,vtc
205,2014/08/02,107.176,,37627,,2502,4.833,79,18.757,,,55.631,2006,,2548,2972206348,1178021,3381,1729,vertcoin,vtc
206,2014/08/03,107.582,,41442,,3989,3.27,92,19.781,,,55.982,2095,,2644,3170959673,1063066,3693,1544,vertcoin,vtc
