,date,difficulty,google_trends,send_usd,av_transaction_size,block_size,median_transaction_value,tweets,av_transaction_value,median_transaction_size,fee_reward,top_100_percent,transactions,confirmation_time,sent_addresses,hashrate,market_cap,active_addresses,mining_profitability,full_name,coin
681,2015/11/21,354.868,,8423,,979.866,0.261,1,11.587,,,73.58,727,,864,10506690081,464741,1098,64.363,vertcoin,vtc
682,2015/11/22,359.829,,8061,,2598,0.369,1,12.25,,,73.551,658,,764,10470611971,474450,1002,58.023,vertcoin,vtc
683,2015/11/23,366.438,,14404,,1836,0.554,null,19.465,,,73.732,740,,868,10585381950,458613,1149,54.764,vertcoin,vtc
684,2015/11/24,330.553,,6105,,934.407,0.53,2,8.874,,,73.565,688,,822,8841138009,467768,1068,73.727,vertcoin,vtc
685,2015/11/25,335.033,,7987,,1143,0.56,1,11.576,,,73.352,690,,791,9755630271,459255,1061,64.486,vertcoin,vtc
686,2015/11/26,319.644,,9209,,1041,0.528,1,14.146,,,73.402,651,,795,8748829153,469136,1043,67.744,vertcoin,vtc
687,2015/11/27,311.321,,6554,,830.441,0.498,null,10.293,,,73.425,637,,782,8712610010,462104,968,74.558,vertcoin,vtc
688,2015/11/28,310.852,,7144,,737.325,0.734,2,11.145,,,73.535,641,,763,9220912159,443171,956,73.829,vertcoin,vtc
689,2015/11/29,329.052,,11548,,791.86,0.46,2,17.907,,,73.405,645,,773,9840406856,450329,997,66.849,vertcoin,vtc
690,2015/11/30,387.986,,43773,,853.275,0.418,3,61.22,,,72.897,715,,866,11628513958,427237,1195,49.66,vertcoin,vtc
691,2015/12/01,334.783,,4838,,1236,0.234,1,7.232,,,72.856,669,,828,9061074022,401690,1007,58.333,vertcoin,vtc
692,2015/12/02,323.019,,4632,,946.051,0.417,1,6.079,,,73.095,762,,921,8997090359,398092,1105,61.47,vertcoin,vtc
693,2015/12/03,345.626,,7065,,834.865,0.465,6,9.297,,,73.213,760,,901,10425917285,426030,1119,60.944,vertcoin,vtc
694,2015/12/04,337.48,,6380,,1088,0.196,2,9.167,,,73.204,696,,853,9495295442,405621,1087,55.665,vertcoin,vtc
695,2015/12/05,339.828,,5808,,1027,0.297,null,8.429,,,73.203,689,,826,9907673197,407663,1037,60.998,vertcoin,vtc
696,2015/12/06,355.845,,10988,,988.028,0.204,null,15.198,,,73.188,723,,863,10701421349,424400,1065,53.829,vertcoin,vtc
697,2015/12/07,359.608,,5698,,914.71,0.248,2,7.385,,,73.127,791,,933,10457142829,435477,1179,62.563,vertcoin,vtc
698,2015/12/08,366.72,,2766,,885.345,0.211,2,4.021,,,73.127,688,,820,10812053064,448085,1037,53.201,vertcoin,vtc
699,2015/12/09,370.143,,8830,,2167,0.428,1,11.334,,,72.778,779,,886,10478341568,486700,1186,69.588,vertcoin,vtc
700,2015/12/10,365.681,,2588,,916.693,0.218,1,4.068,,,72.835,636,,733,10409725549,466324,963,55.951,vertcoin,vtc
701,2015/12/11,387.977,,11876,,2244,0.246,null,14.308,,,72.586,830,,949,11275889581,515743,1170,68.886,vertcoin,vtc
702,2015/12/12,438.003,,8032,,1007,0.295,2,11.033,,,72.461,728,,799,13340569496,610287,1073,66.058,vertcoin,vtc
703,2015/12/13,479.598,,21844,,970.236,0.386,null,31.073,,,72.204,703,,819,14533155057,569657,1046,55.115,vertcoin,vtc
704,2015/12/14,518.259,,8124,,806.053,0.26,6,10.509,,,72.166,773,,845,15716468858,555828,1107,49.49,vertcoin,vtc
705,2015/12/15,505.11,,8143,,910.442,0.264,null,11.004,,,72.069,740,,834,14036024767,559547,1091,51.152,vertcoin,vtc
706,2015/12/16,448.835,,4614,,1146,0.234,4,6.008,,,72.086,768,,824,12218402209,520978,1127,56.466,vertcoin,vtc
707,2015/12/17,455.356,,7091,,1763,0.226,1,9.889,,,72.04,717,,784,13303511984,506604,1055,54.07,vertcoin,vtc
708,2015/12/18,445.606,,6133,,778.032,0.232,null,8.379,,,72.063,732,,803,12523874330,503796,1035,53.221,vertcoin,vtc
709,2015/12/19,456.721,,4194,,931.869,0.223,1,5.562,,,72.02,754,,837,13516176539,509054,1115,49.852,vertcoin,vtc
710,2015/12/20,454.983,,4127,,921.861,0.217,null,5.23,,,72.121,789,,830,12701120297,502257,1123,56.482,vertcoin,vtc
711,2015/12/21,459.436,,35817,,915.388,0.192,null,46.515,,,72.212,770,,834,13240953073,447163,1117,43.143,vertcoin,vtc
712,2015/12/22,438.326,,2069,,1082,0.197,null,2.843,,,72.056,728,,800,12045410563,439018,1034,47.533,vertcoin,vtc
713,2015/12/23,443.096,,2411,,1043,0.19,2,3.228,,,72.12,747,,778,12777586708,452047,1020,53.496,vertcoin,vtc
714,2015/12/24,441.026,,1243,,804.856,0.181,1,1.909,,,72.135,651,,707,12680800608,442341,952,43.725,vertcoin,vtc
715,2015/12/25,405.684,,1828,,820.083,0.174,1,2.63,,,72.102,695,,750,11160595891,428273,1005,50.834,vertcoin,vtc
716,2015/12/26,408.938,,1664,,867.483,0.193,null,2.401,,,71.97,693,,749,11828157485,426520,1021,48.298,vertcoin,vtc
717,2015/12/27,412.837,,2059,,881.803,0.197,null,2.727,,,71.963,755,,795,12026822977,455892,989,52.834,vertcoin,vtc
718,2015/12/28,413.842,,1770,,888.709,0.18,1,2.422,,,72.136,731,,788,11857233820,465306,1014,52.601,vertcoin,vtc
719,2015/12/29,445.598,,1401,,1817,0.189,3,1.925,,,72.171,728,,733,13495207695,445813,984,47.464,vertcoin,vtc
720,2015/12/30,454.108,,900.243,,761.466,0.186,3,1.322,,,72.155,681,,735,13234656658,445805,955,41.176,vertcoin,vtc
721,2015/12/31,426.074,,1516,,759.813,0.189,2,2.008,,,72.102,755,,776,11665818253,454647,1173,49.943,vertcoin,vtc
722,2016/01/01,422.959,,1574,,770.265,0.195,2,2.018,,,72.123,780,,773,12294831382,459107,989,52.483,vertcoin,vtc
723,2016/01/02,381.205,,1474,,888.796,0.191,null,1.981,,,72.116,744,,805,10216291663,440501,1021,55.006,vertcoin,vtc
724,2016/01/03,354.222,,1604,,951.771,0.193,3,2.041,,,72.095,788,,837,10213925161,450118,1076,58.501,vertcoin,vtc
725,2016/01/04,343.624,,1859,,1006,0.206,1,2.43,,,72.117,765,,843,9408726069,486853,1083,67.16,vertcoin,vtc
726,2016/01/05,339.501,,1345,,1981,0.185,null,1.673,,,72.112,804,,798,9915148243,442016,1031,55.516,vertcoin,vtc
727,2016/01/06,296.931,,5376,,750.621,0.173,null,6.738,,,71.964,822,,903,7898719865,418022,1140,68.025,vertcoin,vtc
728,2016/01/07,297.023,,1352,,1019,0.175,1,1.694,,,71.953,798,,853,8696750015,427172,1091,69.292,vertcoin,vtc
729,2016/01/08,292.801,,2223,,1046,0.163,5,3.04,,,71.816,731,,809,8282218793,402992,1037,62.824,vertcoin,vtc
730,2016/01/09,296.576,,1805,,959.635,0.182,null,2.377,,,71.76,761,,797,8696700137,440334,1045,67.387,vertcoin,vtc
731,2016/01/10,310.641,,2023,,749.022,0.168,1,2.799,,,71.654,723,,788,9173399509,425969,990,61.826,vertcoin,vtc
732,2016/01/11,309.25,,3472,,769.133,0.186,2,4.533,,,71.564,766,,789,8865500082,440574,998,67.676,vertcoin,vtc
733,2016/01/12,296.48,,6057,,960.984,0.177,null,7.696,,,71.479,787,,835,8133525513,463659,1025,74.389,vertcoin,vtc
734,2016/01/13,336.868,,3011,,909.081,0.214,null,3.851,,,71.363,782,,782,10316426949,517349,1029,67.651,vertcoin,vtc
735,2016/01/14,336.344,,3875,,986.613,0.23,4,4.887,,,71.489,793,,818,9529747205,532286,1064,75.889,vertcoin,vtc
736,2016/01/15,342.094,,4652,,930.778,0.186,null,6.497,,,71.4,716,,767,10050775891,515351,1007,61.606,vertcoin,vtc
737,2016/01/16,308.13,,24272,,1658,0.187,null,31.563,,,71.312,769,,787,8318128514,436344,1128,69.414,vertcoin,vtc
738,2016/01/17,314.981,,1172,,839.078,0.161,1,1.527,,,71.274,768,,793,9185990505,432871,1020,61.736,vertcoin,vtc
739,2016/01/18,303.279,,2369,,867.641,0.17,null,3.375,,,71.256,702,,755,8444722789,430945,1019,60.498,vertcoin,vtc
740,2016/01/19,300.36,,6180,,1035,0.168,2,8.015,,,71.186,771,,805,8642078487,430772,1047,70.918,vertcoin,vtc
741,2016/01/20,329.184,,1431,,985.508,0.164,5,1.948,,,71.237,735,,808,10009399529,427433,965,53.982,vertcoin,vtc
742,2016/01/21,305.629,,2524,,987.658,0.185,1,3.374,,,71.136,748,,818,8327642337,445407,1088,70.8,vertcoin,vtc
743,2016/01/22,313.196,,6843,,862.142,0.18,null,9.665,,,71.157,708,,773,9276770165,440221,987,61.982,vertcoin,vtc
744,2016/01/23,328.15,,2966,,876.89,0.161,1,3.878,,,71.214,765,,818,9708532372,443154,1043,61.193,vertcoin,vtc
745,2016/01/24,319.332,,1553,,686.479,0.165,2,2.176,,,71.162,714,,785,8978488689,466009,982,66.559,vertcoin,vtc
746,2016/01/25,304.449,,2757,,856,0.17,3,3.571,,,71.149,772,,850,8363737652,490370,1053,71.521,vertcoin,vtc
747,2016/01/26,375.362,,18189,,2335,0.859,6,18.829,,,71.322,966,,1046,11806961448,696940,1416,88.806,vertcoin,vtc
748,2016/01/27,591.019,,223654,,4544,3.82,9,195.331,,,70.719,1145,,1292,19663793468,1718998,2244,133.314,vertcoin,vtc
749,2016/01/28,711.342,,246281,,2208,0.684,1,260.064,,,71.083,947,,1059,22091527635,1526050,1785,87.789,vertcoin,vtc
750,2016/01/29,521.021,,21937,,2050,0.383,2,27.353,,,70.952,802,,923,13261049251,1010885,1161,88.549,vertcoin,vtc
751,2016/01/30,532.467,,11290,,732.921,0.34,2,13.939,,,70.5,810,,873,15628557872,915334,1220,78.052,vertcoin,vtc
752,2016/01/31,497.242,,6566,,874.393,0.311,null,8.594,,,70.362,764,,854,13523074670,766787,1199,66.208,vertcoin,vtc
753,2016/02/01,513.772,,4223,,1757,0.976,1,6.588,,,70.236,641,,648,15310636664,811829,888,70.726,vertcoin,vtc
754,2016/02/02,506.461,,4433,,831.968,0.292,null,5.278,,,70.136,840,,879,14485812960,833677,1285,76.147,vertcoin,vtc
755,2016/02/03,535.811,,4749,,815.057,0.304,null,5.799,,,70.079,819,,848,16042895123,878305,1102,70.267,vertcoin,vtc
756,2016/02/04,551.183,,7292,,689.016,0.293,3,9.349,,,69.967,780,,864,16044006415,870038,1089,74.461,vertcoin,vtc
757,2016/02/05,583.041,,10950,,962.065,0.381,1,13.654,,,70.149,802,,903,17460823088,980089,1176,72.976,vertcoin,vtc
758,2016/02/06,620.513,,4647,,826.748,0.381,2,6.446,,,70.195,721,,816,18600401157,1004506,1014,72.277,vertcoin,vtc
759,2016/02/07,577.379,,5929,,838.944,0.356,null,8.316,,,70.094,713,,798,15687723489,949350,1020,67.335,vertcoin,vtc
760,2016/02/08,528.471,,2755,,799.535,0.329,6,3.479,,,70.268,792,,885,14843057880,897181,1102,80.297,vertcoin,vtc
761,2016/02/09,524.857,,6924,,697.589,0.369,3,8.764,,,70.625,790,,854,14818330784,922152,1089,81.321,vertcoin,vtc
762,2016/02/10,552.122,,5246,,982.4,0.382,null,6.691,,,70.824,784,,876,16286347215,962305,1223,65.631,vertcoin,vtc
763,2016/02/11,466.863,,6816,,820.787,0.367,1,8.202,,,71.047,831,,911,12339822098,938391,1155,96.787,vertcoin,vtc
764,2016/02/12,443.407,,3939,,893.291,0.378,2,5.26,,,71.093,749,,835,12478683378,980828,1091,92.812,vertcoin,vtc
765,2016/02/13,409.65,,4836,,1072,0.427,null,5.676,,,71.137,852,,922,10886478821,1036977,1177,113.392,vertcoin,vtc
766,2016/02/14,445.253,,85610,,1561,1.545,null,75.428,,,71.221,1135,,1207,13493692631,1458193,1728,155.097,vertcoin,vtc
767,2016/02/15,499.317,,43398,,825.969,0.573,1,51.057,,,71.417,850,,936,14859524045,1363195,1257,115.163,vertcoin,vtc
768,2016/02/16,474.186,,8039,,726.869,0.505,2,10.044,,,71.223,801,,875,13325503468,1277914,1109,117.504,vertcoin,vtc
769,2016/02/17,458.103,,11066,,837.883,0.474,1,13.381,,,71.379,827,,903,12721697647,1212262,1197,110.564,vertcoin,vtc
770,2016/02/18,441.937,,4436,,746.488,0.432,1,4.945,,,71.351,897,,955,12272520879,1118231,1263,118.351,vertcoin,vtc
771,2016/02/19,443.031,,7091,,819.416,0.397,2,8.648,,,71.403,820,,890,12755160716,1113331,1170,105.409,vertcoin,vtc
772,2016/02/20,442.025,,6958,,891.472,0.415,null,8.875,,,71.491,784,,839,12682291550,1110048,1108,110.92,vertcoin,vtc
773,2016/02/21,409.526,,17415,,760.848,0.412,1,23.856,,,71.486,730,,803,11050773866,1106439,1025,113.417,vertcoin,vtc
774,2016/02/22,411.359,,7847,,779.65,0.388,null,9.952,,,71.263,789,,837,12016527822,1066013,1106,119.295,vertcoin,vtc
775,2016/02/23,429.659,,8791,,661.899,0.356,1,11.768,,,71.184,747,,853,12705537223,1019366,1076,98.502,vertcoin,vtc
776,2016/02/24,413.448,,3613,,916.893,0.351,1,4.723,,,71.198,765,,829,11611218467,1022824,1209,108.976,vertcoin,vtc
777,2016/02/25,386.286,,2602,,793.275,0.342,6,3.665,,,71.178,710,,791,10397907868,1019374,1032,108.806,vertcoin,vtc
778,2016/02/26,339.668,,4191,,855.487,0.323,3,5.664,,,71.088,740,,780,9256692449,977920,1088,128.328,vertcoin,vtc
779,2016/02/27,316.446,,3163,,791.488,0.308,5,4.75,,,71.084,666,,709,8697276789,957787,920,122.891,vertcoin,vtc
780,2016/02/28,278.563,,3304,,822.264,0.335,1,4.172,,,70.974,792,,827,7823335289,898847,1071,155.37,vertcoin,vtc
781,2016/02/29,314.771,,13046,,959.881,0.332,1,16.146,,,70.877,808,,851,9497606516,898479,1107,121.634,vertcoin,vtc
782,2016/03/01,312.294,,4286,,831.581,0.323,3,5.425,,,70.855,790,,846,8868424130,895667,1072,123.596,vertcoin,vtc
783,2016/03/02,315.054,,5678,,901.444,0.343,2,7.116,,,70.688,798,,847,9071375716,885764,1138,112.205,vertcoin,vtc
784,2016/03/03,293.182,,3491,,811.753,0.302,1,4.419,,,70.692,791,,843,7927232917,879256,1080,143.044,vertcoin,vtc
785,2016/03/04,332.513,,5529,,949.69,0.362,1,6.775,,,70.646,816,,854,10314613123,958985,1104,120.35,vertcoin,vtc
786,2016/03/05,354.174,,3594,,788.379,0.362,1,4.503,,,70.622,798,,807,10507301013,971818,1074,114.611,vertcoin,vtc
787,2016/03/06,346.927,,2162,,757.39,0.336,1,2.797,,,70.622,773,,773,9787965161,917575,1047,115.42,vertcoin,vtc
788,2016/03/07,356.472,,3908,,1262,0.332,null,5.029,,,70.516,777,,793,10523806312,916916,1023,108.446,vertcoin,vtc
789,2016/03/08,342.072,,10701,,1121,0.326,null,14.007,,,70.417,764,,796,9340506304,913592,1057,104.25,vertcoin,vtc
790,2016/03/09,285.267,,3681,,1147,0.318,2,4.843,,,70.401,761,,791,7538100827,912505,1063,138.185,vertcoin,vtc
791,2016/03/10,228.456,,4525,,932.118,0.322,3,5.622,,,70.344,805,,881,6048131916,946104,1172,189.032,vertcoin,vtc
792,2016/03/11,216.38,,2003,,696.532,0.321,3,2.51,,,70.291,798,,863,6213952245,971153,1084,194.951,vertcoin,vtc
793,2016/03/12,221.664,,3647,,1080,0.32,null,4.311,,,70.222,846,,904,6495688151,985959,1178,192.332,vertcoin,vtc
794,2016/03/13,226.213,,3409,,1489,0.324,1,4.582,,,70.067,744,,829,6686357155,1017778,1069,166.779,vertcoin,vtc
795,2016/03/14,207.864,,4297,,1299,0.358,2,5.073,,,70.119,847,,925,5669816924,993082,1185,225.874,vertcoin,vtc
796,2016/03/15,217.03,,29102,,947.171,0.363,1,36.018,,,69.95,808,,918,6436676747,1016124,1267,186.262,vertcoin,vtc
797,2016/03/16,229.083,,20358,,909.712,0.36,1,25.835,,,69.815,788,,910,6846648107,1031054,1172,202.324,vertcoin,vtc
798,2016/03/17,249.84,,29724,,2337,0.449,2,35.899,,,69.038,828,,940,7573959202,1174975,1247,194.057,vertcoin,vtc
799,2016/03/18,259.536,,84441,,1201,1.564,1,85.294,,,69.006,990,,1099,7516086642,1315190,1554,223.777,vertcoin,vtc
800,2016/03/19,273.581,,19701,,1177,0.456,2,24.382,,,69.238,808,,933,8179591572,1387531,1303,200.213,vertcoin,vtc
801,2016/03/20,258.743,,78217,,1832,0.567,null,90.112,,,70.48,868,,1018,7041629211,1537271,1510,260.123,vertcoin,vtc
802,2016/03/21,258.596,,52270,,998.725,0.48,null,62.226,,,70.385,840,,967,7448768480,1525529,1273,240.718,vertcoin,vtc
803,2016/03/22,261.057,,29512,,1191,0.534,2,35.772,,,70.316,825,,943,7639235874,1485254,1257,238.868,vertcoin,vtc
804,2016/03/23,257.388,,85356,,1051,0.517,2,106.562,,,70.191,801,,913,7229737725,1464952,1270,245.669,vertcoin,vtc
805,2016/03/24,273.729,,8154,,1175,0.476,1,10.757,,,70.136,758,,841,8326769954,1383860,1208,201.599,vertcoin,vtc
806,2016/03/25,258.942,,9148,,999.382,0.436,3,11.957,,,70.161,768,,868,7063465095,1286123,1188,225.174,vertcoin,vtc
807,2016/03/26,267.485,,59074,,734.941,0.33,1,81.594,,,70.245,724,,818,7908010591,1303734,1090,198.804,vertcoin,vtc
808,2016/03/27,266.358,,748820,,1346,1.417,3,790.744,,,68.875,947,,1055,7622550006,1576959,1486,246.585,vertcoin,vtc
809,2016/03/28,273.459,,31038,,767.106,0.482,null,39.656,,,69.007,785,,877,8047274847,1533492,1141,240.764,vertcoin,vtc
810,2016/03/29,281.194,,16347,,943.767,0.456,null,21.912,,,68.965,746,,808,8321775721,1480960,1123,197.512,vertcoin,vtc
811,2016/03/30,262.971,,13580,,892.591,0.428,2,18.967,,,68.817,716,,803,7042496072,1447814,1081,240.742,vertcoin,vtc
812,2016/03/31,258.899,,22171,,872.188,0.416,null,28.571,,,68.64,776,,816,7481665580,1452738,1091,240.023,vertcoin,vtc
813,2016/04/01,256.435,,147658,,780.026,0.462,1,206.514,,,68.577,715,,758,7349548578,1424783,1095,231.697,vertcoin,vtc
814,2016/04/02,278.744,,5123,,1149,5.856,1,15.024,,,68.498,341,,311,8551679532,1412809,522,211.598,vertcoin,vtc
815,2016/04/03,270.725,,8506,,898.859,6.06,null,24.514,,,68.53,347,,361,7697771271,1463804,604,197.979,vertcoin,vtc
816,2016/04/04,239.579,,4712,,1576,5.736,null,14.411,,,68.508,327,,285,6393261018,1387181,551,264.249,vertcoin,vtc
817,2016/04/05,245.196,,5630,,530.397,5.522,null,20.251,,,68.373,278,,250,7223420729,1336906,422,233.15,vertcoin,vtc
818,2016/04/06,269.304,,127290,,1294,5.309,null,480.341,,,71.431,265,,265,8116105192,1287058,573,181.532,vertcoin,vtc
819,2016/04/07,248.711,,3764,,816.87,5.297,1,13.206,,,71.386,285,,276,6814449664,1285610,430,226.986,vertcoin,vtc
820,2016/04/08,273.406,,3583,,652.358,5.352,null,13.625,,,71.331,263,,230,8400663562,1300561,429,194.963,vertcoin,vtc
821,2016/04/09,290.665,,9140,,688.133,5.39,null,35.564,,,71.407,257,,232,8645278175,1311410,440,182.682,vertcoin,vtc
822,2016/04/10,296.859,,9321,,948.993,5.367,null,37.738,,,71.534,247,,238,8654920392,1307312,404,177.969,vertcoin,vtc
823,2016/04/11,291.848,,6441,,665.6,5.253,null,25.357,,,71.695,254,,260,8228938559,1281181,408,185.14,vertcoin,vtc
824,2016/04/12,305.842,,8080,,828.356,5.138,null,30.607,,,71.483,264,,268,9051906373,1254602,438,166.607,vertcoin,vtc
825,2016/04/13,323.616,,40277,,540.568,4.871,null,150.851,,,71.307,267,,270,9649119502,1190721,419,146.139,vertcoin,vtc
826,2016/04/14,325.185,,22439,,628.134,5.157,null,78.459,,,71.305,286,,277,9343727480,1262108,440,160.602,vertcoin,vtc
827,2016/04/15,322.116,,11132,,769.315,5.11,null,38.677,,,71.366,288,,280,9173161164,1252151,466,160.156,vertcoin,vtc
828,2016/04/16,321.677,,11503,,601.218,5.193,null,41.527,,,71.369,277,,263,9196397003,1273967,394,160.649,vertcoin,vtc
829,2016/04/17,337.888,,299815,,1105,6.008,null,712.15,,,71.404,421,,418,10230640283,1475668,656,185.873,vertcoin,vtc
830,2016/04/18,378.167,,312001,,877.366,6.398,null,891.431,,,71.661,350,,357,11517426662,1573339,522,171.642,vertcoin,vtc
831,2016/04/19,403.685,,1566272,,1384,6.799,1,2983,,,71.118,525,,518,12353956655,1670928,984,164.789,vertcoin,vtc
832,2016/04/20,519.466,,475403,,1252,7.779,null,1132,,,73.052,420,,390,16531250566,1917768,711,146.109,vertcoin,vtc
833,2016/04/21,451.549,,30293,,622.449,6.72,null,95.261,,,73.227,318,,340,11968265140,1658713,560,146.259,vertcoin,vtc
834,2016/04/22,430.692,,25656,,559.358,6.284,null,87.563,,,72.785,293,,280,12265668305,1552909,504,150.123,vertcoin,vtc
835,2016/04/23,430.188,,61447,,737.174,5.668,null,167.431,,,73.095,367,,394,12480982617,1366811,648,123.28,vertcoin,vtc
836,2016/04/24,428.219,,32149,,547.645,5.212,null,106.808,,,73.993,301,,314,12248248514,1290924,556,126.384,vertcoin,vtc
837,2016/04/25,413.392,,59683,,685.399,4.801,1,186.021,,,74.895,340,,374,11225536701,1190561,634,119.176,vertcoin,vtc
838,2016/04/26,444.104,,1623012,,658.091,4.774,1,5072,,,74.427,320,,317,13561663403,1185277,521,104.926,vertcoin,vtc
839,2016/04/27,446.538,,485965,,681.522,4.796,null,1563,,,74.124,311,,289,12877884122,1192012,527,107.636,vertcoin,vtc
840,2016/04/28,433.921,,543151,,546.599,4.567,2,1919,,,74.017,283,,229,12193880321,1136533,443,103.196,vertcoin,vtc
841,2016/04/29,451.839,,2958,,608.462,4.513,4,9.94,,,73.961,298,,267,13418803461,1124256,625,107.462,vertcoin,vtc
842,2016/04/30,464.451,,133868,,573.114,4.573,3,567.238,,,74.021,236,,234,13693532584,1140589,377,85.319,vertcoin,vtc
843,2016/05/01,432.721,,124129,,620.676,4.604,3,454.685,,,73.99,273,,242,11719032970,1149505,379,114.125,vertcoin,vtc
844,2016/05/02,428.955,,86044,,729.976,4.926,3,321.061,,,73.923,268,,273,12387584043,1231478,459,117.32,vertcoin,vtc
845,2016/05/03,412.121,,587032,,643.678,4.823,3,1846,,,73.972,318,,286,11425167237,1207055,543,108.911,vertcoin,vtc
846,2016/05/04,386.205,,48334,,822.259,2.267,3,154.917,,,73.933,312,,258,10688953511,1135474,569,123.815,vertcoin,vtc
847,2016/05/05,372.855,,4317,,673.139,4.523,4,15.929,,,74.018,271,,216,10759161647,1134406,436,124.219,vertcoin,vtc
848,2016/05/06,384.972,,11027,,579.633,4.495,3,45.193,,,73.907,244,,227,11315950048,1128807,404,113.015,vertcoin,vtc
849,2016/05/07,376.925,,10911,,527.731,4.144,3,49.147,,,74.22,222,,221,10765608333,1041922,372,110.292,vertcoin,vtc
850,2016/05/08,378.709,,7796,,618.713,3.956,3,31.436,,,74.421,248,,213,10985873506,995593,413,102.258,vertcoin,vtc
851,2016/05/09,367.188,,458817,,686.29,3.927,4,1828,,,74.365,251,,264,9799794415,989628,433,107.209,vertcoin,vtc
852,2016/05/10,353.183,,131599,,661.885,3.935,3,461.752,,,74.239,285,,237,9987073782,992592,388,116.038,vertcoin,vtc
853,2016/05/11,357.222,,3384,,501.15,3.882,2,10.881,,,74.241,311,,227,10436270184,980433,346,105.278,vertcoin,vtc
854,2016/05/12,358.141,,68465,,592.206,3.802,2,210.015,,,74.062,326,,242,10380458063,961189,410,109.142,vertcoin,vtc
855,2016/05/13,356.788,,3646,,1008,3.699,2,13.259,,,74.03,275,,266,10302878301,936323,385,102.685,vertcoin,vtc
856,2016/05/14,330.515,,223220,,564.309,3.493,5,836.029,,,73.912,267,,254,8703334976,885130,411,103.345,vertcoin,vtc
857,2016/05/15,315.124,,268139,,2948,3.442,2,982.196,,,73.705,273,,226,8887372147,873185,401,113.104,vertcoin,vtc
858,2016/05/16,315.189,,57107,,1203,3.571,3,203.227,,,73.647,281,,225,9015081600,906932,406,106.171,vertcoin,vtc
859,2016/05/17,324.937,,165314,,587.417,2.152,5,510.228,,,73.66,324,,276,9513749971,921805,421,118.912,vertcoin,vtc
860,2016/05/18,335.758,,56141,,1013,3.581,5,190.956,,,73.564,294,,255,9802897578,911514,409,104.664,vertcoin,vtc
861,2016/05/19,327.754,,205129,,793.358,3.478,5,768.273,,,73.575,267,,250,9293965996,886179,499,107.018,vertcoin,vtc
862,2016/05/20,326.399,,3440,,592.564,3.443,11,13.49,,,73.509,255,,232,9337312666,878416,375,104.366,vertcoin,vtc
863,2016/05/21,321.778,,100638,,621.294,1.717,6,302.216,,,73.488,333,,263,9073083171,877075,463,105.608,vertcoin,vtc
864,2016/05/22,315.08,,49443,,676.65,1.911,8,154.994,,,73.391,319,,174,8718766501,875582,333,109.002,vertcoin,vtc
865,2016/05/23,312.132,,275019,,715.472,1.685,8,818.579,,,73.211,336,,258,8852830262,862460,407,110.194,vertcoin,vtc
866,2016/05/24,313.321,,131268,,703.398,2.057,8,405.148,,,73.098,324,,239,9117083308,856609,413,105.97,vertcoin,vtc
867,2016/05/25,310.926,,120017,,1099,2.261,3,393.498,,,73.029,305,,236,8836449447,813962,392,102.52,vertcoin,vtc
868,2016/05/26,311.178,,79036,,994.529,2.799,3,278.294,,,72.709,284,,232,8973563566,777679,378,98.884,vertcoin,vtc
869,2016/05/27,311.517,,113570,,505.018,1.524,3,369.934,,,72.44,307,,264,9057246457,783877,421,101.323,vertcoin,vtc
870,2016/05/28,339.879,,178398,,1818,3.008,4,653.5,,,72.266,273,,214,10552031999,774201,391,84.373,vertcoin,vtc
871,2016/05/29,341.641,,38230,,768.1,1.546,3,129.156,,,72.193,296,,244,9800830111,792678,393,90.858,vertcoin,vtc
872,2016/05/30,328.278,,36885,,601.258,1.59,3,122.146,,,72.122,302,,240,9089957181,820337,411,98.296,vertcoin,vtc
873,2016/05/31,290.319,,36117,,634.816,1.561,3,144.482,,,72.061,250,,215,7858019418,806023,379,96.906,vertcoin,vtc
874,2016/06/01,219.561,,6069,,673.341,1.598,5,19.145,,,71.973,317,,216,5855982816,826193,373,160.179,vertcoin,vtc
875,2016/06/02,224.349,,4936,,652.548,3.133,3,15.52,,,71.94,318,,239,6512985166,810837,449,139.501,vertcoin,vtc
876,2016/06/03,243.912,,1836,,660.893,3.166,3,6.222,,,71.889,295,,228,7294068561,820433,395,125.46,vertcoin,vtc
877,2016/06/04,246.616,,2685,,573.921,1.617,6,7.827,,,71.801,343,,210,7203152430,838898,407,133.35,vertcoin,vtc
878,2016/06/05,243.55,,1773,,1561,1.57,8,3.829,,,71.763,463,,263,6876519052,815667,392,131.094,vertcoin,vtc
879,2016/06/06,229.66,,3205,,844.356,1.569,5,10.684,,,71.634,300,,238,6408996221,815736,394,132.192,vertcoin,vtc
880,2016/06/07,221.825,,1532,,788.936,1.543,7,4.6,,,71.601,333,,239,6310894572,802983,394,140.325,vertcoin,vtc
881,2016/06/08,221.157,,6309,,625.683,1.602,6,16.095,,,71.623,392,,251,6386400664,834516,431,143.195,vertcoin,vtc
882,2016/06/09,232.139,,2902,,618.193,1.551,7,7.009,,,71.591,414,,246,6864733389,809094,378,140.315,vertcoin,vtc
883,2016/06/10,270.876,,1582,,626.437,1.545,7,3.563,,,71.571,444,,267,8457168084,806722,409,113.243,vertcoin,vtc
884,2016/06/11,277.772,,1825,,590.815,1.54,6,4.907,,,71.525,372,,232,8083575321,805409,350,106.329,vertcoin,vtc
885,2016/06/12,281.042,,206118,,783.221,1.597,7,436.691,,,70.264,472,,307,8104912978,835821,468,120.97,vertcoin,vtc
